Receptor_measurement1,Receptor1_Log,Receptor_measurement2,Receptor2_Log,Receptor_measurement3,Receptor_measurement4,Receptor_measurement5,Wind_speed,Wind_speed_reci,Source_Location_X,Source_Location_Y,Log
3.06E-17,-33.02855715,4.09E-05,-8.776553384,0,0.00019104,9.63E-05,12,0.083333333,337,238,-2.735371042
0.0079312,-4.201322197,0.0024812,-5.210676455,0.016891,0.001329,4.60E-06,9,0.111111111,70,70,-2.053203973
1.87E-05,-9.456316787,0.00045902,-6.676336783,3.68E-12,0.00059053,5.90E-05,20,0.05,180,180,-1.874518734
0.18537,-1.4639211,0.08652,-2.125766978,1.6015,0.054325,0.00044196,1,1,100,100,-2.434352853
3.21E-21,-40.98698994,8.98E-06,-10.09344733,0,0.00013366,0.00089634,11,0.090909091,300,300,-2.584993246
6.14E-20,-38.42366326,8.06E-06,-10.18732992,0,0.00020634,0.003532,11,0.090909091,249,341,-2.087188299
0.0036157,-4.883615222,0.0011311,-5.892997995,0.0077003,0.00060584,2.10E-06,11,0.090909091,70,70,-2.220050157
1.78E-05,-9.499159995,0.00043612,-6.720787993,3.50E-12,0.00056107,5.61E-05,2,0.5,180,180,-3.896743767
0.0031634,-4.999691779,0.0014765,-5.661533097,0.02733,0.00092709,7.54E-06,14,0.071428571,100,100,-1.909988976
5.58E-21,-40.5067316,1.56E-05,-9.613750803,0,0.00023272,0.0015607,20,0.05,300,300,-1.824865241
4.09E-09,-16.77655338,0.0020303,-5.384879571,7.75E-24,0.021835,0.25901,1,1,68,358,-2.107871991
0.0091533,-4.076844607,0.0028636,-5.086175293,0.019494,0.0015337,5.31E-06,11,0.090909091,70,70,-1.816673203
1.14E-05,-9.886190297,0.00027998,-7.105745982,2.25E-12,0.00036019,3.60E-05,18,0.055555556,180,180,-2.180745691
0.0022947,-5.278548169,0.001071,-5.940421058,0.019825,0.0006725,5.47E-06,17,0.058823529,100,100,-1.880744111
3.06E-20,-39.02855715,8.57E-05,-8.134038356,0,0.0012758,0.0085559,8,0.125,300,300,-1.881801432
6.38E-83,-164.3903586,7.95E-08,-14.19926574,0,3.55E-05,0.0029746,17,0.058823529,394,373,-1.951014697
0.00060379,-6.438228168,0.00018889,-7.447582067,0.0012859,0.00010117,3.50E-07,15,0.066666667,70,70,-2.727949425
0.00023143,-7.271160689,0.0056696,-4.49289516,4.55E-11,0.0072939,0.0007291,1,1,180,180,-3.384860406
0.014205,-3.695117524,0.0066299,-4.356986044,0.12272,0.0041629,3.39E-05,6,0.166666667,100,100,-1.99366234
1.39E-21,-41.7139704,3.90E-06,-10.81787079,0,5.80E-05,0.00038901,17,0.058823529,300,300,-2.569392889
5.96E-25,-48.44950748,3.56E-07,-12.8971,0,2.53E-05,0.00097407,14,0.071428571,238,388,-2.346517343
0.25789,-1.177130996,0.08068,-2.186468221,0.54923,0.043213,0.00014953,1,1,70,70,-2.449588181
1.87E-05,-9.456316787,0.00045732,-6.67955961,3.67E-12,0.00058834,5.88E-05,12,0.083333333,180,180,-2.319827718
0.0017308,-5.523506227,0.00080784,-6.185349293,0.014953,0.00050724,4.13E-06,19,0.052631579,100,100,-1.90661334
1.29E-21,-41.77882058,3.62E-06,-10.88258286,0,5.39E-05,0.00036155,17,0.058823529,300,300,-2.601174933
4.35E-05,-8.723021486,0.0016663,-5.556493611,0,0.0012643,6.25E-07,17,0.058823529,341,130,-1.80950022
0.0020794,-5.364123921,0.00065052,-6.373478693,0.0044284,0.00034842,1.21E-06,19,0.052631579,70,70,-1.985605484
0.0019404,-5.424217468,0.047537,-2.645936459,3.82E-10,0.061157,0.0061132,2,0.5,180,180,-1.85933486
0.0025846,-5.17521332,0.0012063,-5.837089344,0.022329,0.00075744,6.16E-06,14,0.071428571,100,100,-1.99774752
1.20E-21,-41.84163751,3.36E-06,-10.94732145,0,5.01E-05,0.00033583,16,0.0625,300,300,-2.685900937
6.17E-55,-108.4194297,1.40E-07,-13.70774393,0,3.49E-05,0.0023082,17,0.058823529,358,375,-2.000495378
0.00055215,-6.515885847,0.00017274,-7.525214169,0.0011759,9.25E-05,3.20E-07,14,0.071428571,70,70,-2.826697158
1.71E-05,-9.534007779,0.00041977,-6.753977205,3.37E-12,0.00054003,5.40E-05,20,0.05,180,180,-1.913355479
0.0014981,-5.648918392,0.00069924,-6.310747472,0.012943,0.00043905,3.57E-06,12,0.083333333,100,100,-2.368475062
3.28E-20,-38.96825231,9.20E-05,-8.072424345,0,0.0013696,0.0091851,6,0.166666667,300,300,-2.100869228
2.10E-08,-15.35556141,0.20731,-1.366759497,0,0.29127,0.001329,1,1,373,170,-1.93296636
0.00088124,-6.109811596,0.00027569,-7.119157973,0.0018768,0.00014766,5.11E-07,18,0.055555556,70,70,-2.405386491
0.00027371,-7.125418671,0.0067054,-4.34715062,5.38E-11,0.0086265,0.0008623,4,0.25,180,180,-2.107871991
0.0029339,-5.065109386,0.0013694,-5.726939353,0.025346,0.00085981,6.99E-06,16,0.0625,100,100,-1.826697158
5.56E-19,-36.50985042,0.0015562,-5.615869178,0,0.023174,0.15541,2,0.5,300,300,-1.826697158
6.98E-20,-38.31228915,0.00010091,-7.992131588,0,0.00028903,1.26E-05,14,0.071428571,388,205,-2.579730616
0.00028782,-7.081758062,9.00E-05,-8.091514981,0.00061298,4.82E-05,1.67E-07,12,0.083333333,70,70,-3.243531253
6.50E-05,-8.374173287,0.0015931,-5.595513925,1.28E-11,0.0020495,0.00020487,11,0.090909091,180,180,-1.853375911
0.0044158,-4.70998121,0.002061,-5.371844016,0.038149,0.0012941,1.05E-05,13,0.076923077,100,100,-1.829503594
1.56E-20,-39.6137508,4.36E-05,-8.721027021,0,0.0006492,0.0043537,12,0.083333333,300,300,-1.823041019
1.02E-08,-15.98279966,5.07E-05,-8.589984081,3.70E-22,0.00018563,0.00040689,13,0.076923077,130,269,-2.46942894
7.02E-05,-8.307325776,2.20E-05,-9.315154638,0.00014943,1.18E-05,4.07E-08,19,0.052631579,70,70,-3.457411073
0.001304,-5.769444817,0.031946,-2.991167025,2.56E-10,0.041098,0.0041082,2,0.5,180,180,-2.03193754
0.0040284,-4.789734825,0.0018802,-5.451591903,0.034802,0.0011806,9.60E-06,12,0.083333333,100,100,-1.938886946
1.06E-21,-41.94938827,2.98E-06,-11.05156747,0,4.43E-05,0.0002974,13,0.076923077,300,300,-2.919012953
6.49E-38,-74.37551061,6.95E-06,-10.31603039,0,0.00016036,0.00094074,8,0.125,375,292,-2.826697158
0.029934,-3.047670491,0.0093647,-4.057012262,0.06375,0.0050158,1.74E-05,6,0.166666667,70,70,-1.828566099
0.00010242,-7.979230457,0.0025091,-5.200964059,2.01E-11,0.0032279,0.00032266,9,0.111111111,180,180,-1.830413727
0.0010986,-5.918320811,0.00051278,-6.580137844,0.0094914,0.00032197,2.62E-06,4,0.25,100,100,-3.457411073
4.49E-21,-40.69550732,1.26E-05,-9.79925891,0,0.00018736,0.0012565,20,0.05,300,300,-1.919012953
0.00023671,-7.251566789,0.072352,-2.281098919,2.75E-17,0.14428,0.061386,1,1,170,217,-2.010256599
0.0027183,-5.13140523,0.00085042,-6.140733069,0.0057893,0.00045549,1.58E-06,12,0.083333333,70,70,-2.268354837
3.24E-06,-10.97890998,7.94E-05,-8.200358995,6.38E-13,0.00010217,1.02E-05,18,0.055555556,180,180,-2.727949425
0.001235,-5.816666085,0.00057644,-6.478491781,0.01067,0.00036194,2.94E-06,19,0.052631579,100,100,-2.053203973
6.03E-21,-40.43936538,1.69E-05,-9.544226591,0,0.00025156,0.0016871,14,0.071428571,300,300,-2.100869228
1.44E-10,-19.68327502,1.72E-05,-9.528943106,3.14E-78,6.70E-05,0.00010215,20,0.05,205,257,-2.612307697
0.013299,-3.752362028,0.0041604,-4.761729825,0.028322,0.0022284,7.71E-06,7,0.142857143,70,70,-2.047018774
1.47E-05,-9.665365331,0.00036074,-6.885611398,2.90E-12,0.0004641,4.64E-05,9,0.111111111,180,180,-2.672722823
0.0075018,-4.249669037,0.0035014,-4.911516545,0.06481,0.0021985,1.79E-05,6,0.166666667,100,100,-2.270916243
2.51E-20,-39.20065256,7.03E-05,-8.30608935,0,0.001047,0.0070215,9,0.111111111,300,300,-1.865344858
1.44E-15,-29.68327502,0.00052479,-6.560028898,0,0.0057532,0.031678,4,0.25,269,296,-1.863311134
0.0027593,-5.118402158,0.00086324,-6.127736888,0.0058765,0.00046236,1.60E-06,11,0.090909091,70,70,-2.337440478
0.00019978,-7.398895982,0.0048943,-4.620618827,3.93E-11,0.0062965,0.0006294,3,0.333333333,180,180,-2.49448374
0.0023829,-5.245788365,0.0011122,-5.907634219,0.020586,0.00069833,5.68E-06,13,0.076923077,100,100,-2.097404304
8.99E-21,-40.09248062,2.52E-05,-9.197198918,0,0.00037473,0.002513,10,0.1,300,300,-2.220050157
5.95E-20,-38.45096607,0.00082525,-6.166828934,0,0.016077,0.1628,2,0.5,292,314,-1.87972228
0.25559,-1.184912284,0.07996,-2.194254429,0.54433,0.042827,0.00014819,1,1,70,70,-2.453482013
0.0024745,-5.213025084,0.060621,-2.434753808,4.87E-10,0.077989,0.0077958,1,1,180,180,-2.355787972
0.002449,-5.22202243,0.0011431,-5.88383155,0.021158,0.00071772,5.84E-06,13,0.076923077,100,100,-2.085508753
6.58E-21,-40.36354821,1.84E-05,-9.470364354,0,0.00027427,0.0018393,16,0.0625,300,300,-1.947344527
6.16E-10,-18.42083858,0.00087353,-6.117444351,1.87E-136,0.0042774,0.0092426,6,0.166666667,217,268,-1.8033265
0.0078033,-4.215443392,0.0024412,-5.224793277,0.016619,0.0013075,4.52E-06,12,0.083333333,70,70,-1.810397407
2.67E-05,-9.146977477,0.00065322,-6.369881053,5.24E-12,0.00084036,8.40E-05,15,0.066666667,180,180,-1.97118483
0.19736,-1.409481727,0.092114,-2.071348717,1.705,0.057838,0.00047053,2,0.5,100,100,-1.805069601
3.12E-21,-41.01169081,8.74E-06,-10.11697713,0,0.0001302,0.00087316,16,0.0625,300,300,-2.270916243
3.82E-14,-26.83587327,6.61E-05,-8.359597081,0,0.00049605,0.00166,14,0.071428571,257,281,-1.936516522
0.012434,-3.810778274,0.0038899,-4.820123126,0.026481,0.0020835,7.21E-06,5,0.2,70,70,-2.368475062
1.03E-05,-9.974325551,0.00025213,-7.196750952,2.02E-12,0.00032437,3.24E-05,8,0.125,180,180,-2.930590929
0.010537,-3.95456604,0.004918,-4.616422951,0.091031,0.003088,2.51E-05,8,0.125,100,100,-1.873478974
8.60E-22,-42.1310031,2.41E-06,-11.23596591,0,3.59E-05,0.00024048,11,0.090909091,300,300,-3.156381077
3.02E-17,-33.03998611,3.25E-07,-12.97623328,0,1.85E-06,2.53E-06,20,0.05,296,257,-4.197910742
0.002175,-5.325081477,0.00068045,-6.334407563,0.0046322,0.00036445,1.26E-06,19,0.052631579,70,70,-1.966053797
7.12E-06,-10.29504001,0.00017445,-7.516658052,1.40E-12,0.00022443,2.24E-05,20,0.05,180,180,-2.294683775
0.00025568,-7.184606485,0.00011934,-7.846427933,0.0022089,7.49E-05,6.10E-07,5,0.2,100,100,-3.896743767
6.69E-21,-40.34914776,1.87E-05,-9.456316787,0,0.00027874,0.0018693,15,0.066666667,300,300,-1.996367163
1.10E-09,-17.91721463,6.38E-05,-8.390358643,0,0.00010758,4.17E-06,12,0.083333333,314,187,-3.137075922
0.019716,-3.410362381,0.0061681,-4.419697188,0.041989,0.0033036,1.14E-05,4,0.25,70,70,-2.362090189
2.13E-05,-9.343240793,0.0005219,-6.564825406,4.19E-12,0.00067142,6.71E-05,19,0.052631579,180,180,-1.863311134
0.0018858,-5.449008737,0.00088016,-6.110876745,0.016291,0.00055265,4.50E-06,19,0.052631579,100,100,-1.869408948
8.44E-21,-40.14731511,2.36E-05,-9.254175994,0,0.00035199,0.0023606,12,0.083333333,300,300,-2.088874365
0.00093081,-6.062277919,0.00023455,-7.259529125,0,0.00011252,1.15E-08,18,0.055555556,268,79,-2.647547338
0.0028448,-5.091896521,0.00088997,-6.101249265,0.0060585,0.00047667,1.65E-06,19,0.052631579,70,70,-1.849458459
0.00010254,-7.978213374,0.0025121,-5.199926153,2.02E-11,0.0032318,0.00032305,5,0.2,180,180,-2.34044507
0.0014143,-5.698916917,0.00066009,-6.360793693,0.012218,0.00041446,3.37E-06,20,0.05,100,100,-1.94981365
4.76E-21,-40.64478609,1.33E-05,-9.752296718,0,0.00019859,0.0013318,17,0.058823529,300,300,-2.034915946
9.38E-14,-26.05559432,7.88E-05,-8.206947565,0,0.00042466,0.00061955,14,0.071428571,281,258,-2.137075922
0.0034898,-4.914398923,0.0010918,-5.92371382,0.0074321,0.00058475,2.02E-06,17,0.058823529,70,70,-1.857329022
0.00031846,-6.993890218,0.0078018,-4.215610374,6.26E-11,0.010037,0.0010033,3,0.333333333,180,180,-2.291978733
0.079502,-2.199243892,0.037107,-2.861088312,0.68683,0.023299,0.00018955,2,0.5,100,100,-2.199956876
9.34E-22,-42.05930625,2.62E-06,-11.16339742,0,3.90E-05,0.00026126,18,0.055555556,300,300,-2.692632344
2.57E-26,-51.18013375,4.70E-07,-12.65580428,0,3.28E-05,0.0012219,10,0.1,257,379,-2.595713771
0.023154,-3.270747942,0.0072436,-4.28009108,0.049311,0.0038797,1.34E-05,6,0.166666667,70,70,-1.940095944
3.51E-05,-8.909385767,0.00085868,-6.132337305,6.89E-12,0.0011047,0.00011042,15,0.066666667,180,180,-1.852416418
0.0023376,-5.262459603,0.0010911,-5.924270888,0.020195,0.00068507,5.57E-06,11,0.090909091,100,100,-2.250835908
2.77E-21,-41.11504046,7.76E-06,-10.22027656,0,0.00011553,0.00077481,13,0.076923077,300,300,-2.50316718
0.0037446,-4.853189134,0.0021994,-5.315391559,0.11704,0.0013817,4.32E-06,5,0.2,187,106,-2.692632344
0.0035079,-4.909905591,0.0010974,-5.919270088,0.0074707,0.00058778,2.03E-06,16,0.0625,70,70,-1.907735639
1.69E-05,-9.544226591,0.0004129,-6.768310234,3.31E-12,0.00053119,5.31E-05,13,0.076923077,180,180,-2.294683775
0.000332,-6.957723833,0.00015496,-7.619560785,0.0028682,9.73E-05,7.92E-07,19,0.052631579,100,100,-2.623751625
1.18E-20,-39.85623599,3.30E-05,-8.96297212,0,0.00049205,0.0032999,14,0.071428571,300,300,-1.80950022
1.62E-10,-19.58096997,5.73E-05,-8.483690756,9.31E-26,0.00054874,0.005661,6,0.166666667,79,347,-2.224651737
0.0013509,-5.738753597,0.00042261,-6.748120461,0.0028769,0.00022635,7.83E-07,15,0.066666667,70,70,-2.378231902
1.82E-05,-9.479857224,0.00044518,-6.70292871,3.57E-12,0.00057272,5.72E-05,17,0.058823529,180,180,-2.028984063
0.0019077,-5.438979841,0.00089039,-6.100839452,0.016481,0.00055907,4.55E-06,17,0.058823529,100,100,-1.960982678
4.91E-21,-40.61783702,1.37E-05,-9.726558866,0,0.00020453,0.0013716,18,0.055555556,300,300,-1.972487308
0.00017374,-7.520200366,0.00077172,-6.225080489,0,0.0006157,2.61E-06,18,0.055555556,258,134,-2.014506164
0.0010937,-5.922203576,0.00034217,-6.93151614,0.0023293,0.00018327,6.34E-07,20,0.05,70,70,-2.220050157
0.00095242,-6.042342987,0.023333,-3.264058838,1.87E-10,0.030017,0.0030005,2,0.5,180,180,-2.168392545
0.00071269,-6.29419867,0.00033264,-6.956051056,0.0061571,0.00020886,1.70E-06,19,0.052631579,100,100,-2.291978733
2.09E-19,-37.35970743,0.00058568,-6.464679212,0,0.0087217,0.058491,3,0.333333333,300,300,-1.898940645
2.24E-18,-35.29950396,0.002452,-5.220959068,0,0.0082317,0.00073916,5,0.2,379,214,-1.982924904
0.031661,-2.998950744,0.0099049,-4.008299809,0.067428,0.0053051,1.84E-05,4,0.25,70,70,-2.156381077
1.08E-05,-9.933152489,0.00026576,-7.15102077,2.13E-12,0.0003419,3.42E-05,16,0.0625,180,180,-2.305684427
0.00017756,-7.501309727,8.29E-05,-8.162890939,0.001534,5.20E-05,4.23E-07,12,0.083333333,100,100,-3.294683775
1.50E-21,-41.64781748,4.19E-06,-10.75557195,0,6.24E-05,0.00041849,16,0.0625,300,300,-2.59032043
0.14396,-1.683516324,0.036425,-2.877200879,0.030411,0.017006,1.26E-05,3,0.333333333,106,48,-1.843662899
0.0025376,-5.191153669,0.00079387,-6.200501219,0.0054043,0.0004252,1.47E-06,7,0.142857143,70,70,-2.766420143
0.0048778,-4.623552021,0.1195,-1.845264189,9.59E-10,0.15373,0.015367,1,1,180,180,-2.061055195
0.010994,-3.917688535,0.0051315,-4.579511334,0.094983,0.0032221,2.62E-05,5,0.2,100,100,-2.263276904
5.24E-21,-40.56133743,1.47E-05,-9.665365331,0,0.00021836,0.0014644,14,0.071428571,300,300,-2.162348442
0.01712,-3.532992479,0.0027258,-5.129012026,0,0.00083856,1.77E-11,12,0.083333333,347,22,-1.864326806
0.0035818,-4.891797336,0.0011206,-5.901098764,0.0076282,0.00060018,2.08E-06,6,0.166666667,70,70,-2.750630405
1.98E-06,-11.40666962,4.85E-05,-8.628516523,3.89E-13,6.23E-05,6.23E-06,12,0.083333333,180,180,-3.294683775
0.0016367,-5.572061835,0.00076393,-6.233892869,0.01414,0.00047967,3.90E-06,17,0.058823529,100,100,-2.027514823
6.03E-20,-38.43936538,0.00016886,-7.54494643,0,0.0025146,0.016864,2,0.5,300,300,-2.791236267
0.00013084,-7.766518929,0.00023851,-7.244986815,0.00036507,0.00020685,6.78E-06,18,0.055555556,134,143,-2.408901987
0.0066762,-4.350941323,0.0020886,-5.360289453,0.014218,0.0011187,3.87E-06,13,0.076923077,70,70,-1.808604883
4.70E-05,-8.655804284,0.0011514,-5.87754755,9.24E-12,0.0014812,0.00014806,10,0.1,180,180,-2.077201906
0.016469,-3.566665541,0.0076865,-4.228542737,0.14228,0.0048263,3.93E-05,6,0.166666667,100,100,-1.929444984
1.30E-20,-39.7721133,3.64E-05,-8.877797233,0,0.00054149,0.0036314,13,0.076923077,300,300,-1.832298765
6.63E-05,-8.356972943,0.0002105,-7.3534958,1.19E-08,0.00017676,1.95E-06,19,0.052631579,214,139,-2.481775686
0.0037869,-4.843432326,0.0011847,-5.852783223,0.008065,0.00063454,2.20E-06,11,0.090909091,70,70,-2.199956876
1.69E-05,-9.544226591,0.00041459,-6.764762355,3.33E-12,0.00053336,5.33E-05,9,0.111111111,180,180,-2.612307697
0.0065679,-4.365146936,0.0030655,-5.026997359,0.056741,0.0019248,1.57E-05,10,0.1,100,100,-1.884955605
7.86E-21,-40.20915491,2.20E-05,-9.315154638,0,0.00032793,0.0021992,13,0.076923077,300,300,-2.050097925
0.00014685,-7.666252098,0.0078854,-4.206352543,6.68E-07,0.016514,0.017305,3,0.333333333,48,239,-1.877620268
0.00089297,-6.098326263,0.00027936,-7.107671556,0.0019018,0.00014963,5.18E-07,19,0.052631579,70,70,-2.352675722
0.00030762,-7.023970864,0.0075362,-4.245695169,6.05E-11,0.0096953,0.00096915,5,0.2,180,180,-1.863311134
0.001804,-5.487526934,0.00084199,-6.149386133,0.015585,0.00052868,4.30E-06,15,0.066666667,100,100,-2.093972198
2.57E-20,-39.18013375,7.19E-05,-8.286542219,0,0.0010713,0.0071848,9,0.111111111,300,300,-1.855363532
0.0015549,-5.616595073,0.00045973,-6.67499431,0.00060578,0.00022093,4.09E-07,12,0.083333333,22,38,-2.461376004
0.0072992,-4.273449473,0.0022835,-5.282797968,0.015545,0.0012231,4.23E-06,10,0.1,70,70,-1.99774752
0.00054791,-6.522581546,0.013423,-3.74430082,1.08E-10,0.017269,0.0017262,3,0.333333333,180,180,-2.05632745
0.0015783,-5.603620887,0.00073665,-6.265477614,0.013635,0.00046254,3.76E-06,18,0.055555556,100,100,-1.99366234
4.04E-21,-40.78723727,1.13E-05,-9.893843113,0,0.00016863,0.0011309,20,0.05,300,300,-1.964770444
0.00094295,-6.05102267,0.00080737,-6.185854784,0.011169,0.00058125,6.87E-06,12,0.083333333,143,121,-2.302910212
0.034355,-2.928020094,0.010748,-3.937344684,0.073166,0.0057565,1.99E-05,5,0.2,70,70,-1.927088684
1.69E-06,-11.54422659,4.14E-05,-8.765999318,3.33E-13,5.33E-05,5.33E-06,20,0.05,180,180,-2.919012953
0.0011741,-5.860589824,0.00054798,-6.522470584,0.010143,0.00034407,2.80E-06,7,0.142857143,100,100,-2.94248604
1.45E-19,-37.677264,0.00040725,-6.780277814,0,0.0060646,0.040671,4,0.25,300,300,-1.806847563
6.73E-17,-32.34396987,8.55E-07,-12.13606777,6.58E-69,2.68E-05,0.00068293,14,0.071428571,139,393,-2.388212986
0.00029341,-7.065050177,9.18E-05,-8.074314638,0.00062487,4.92E-05,1.70E-07,19,0.052631579,70,70,-2.836034017
0.0012016,-5.840480161,0.029438,-3.062183398,2.36E-10,0.037872,0.0037857,2,0.5,180,180,-2.067445066
0.018999,-3.442538515,0.0088675,-4.104397606,0.16413,0.0055678,4.53E-05,6,0.166666667,100,100,-1.867356149
1.97E-20,-39.41106755,5.50E-05,-8.519274621,0,0.00081971,0.0054973,8,0.125,300,300,-2.073925211
0.23929,-1.242150901,0.12745,-1.78932032,74.94,0.074012,6.17E-05,1,1,239,100,-2.381533508
0.0034738,-4.918390378,0.0010868,-5.927700741,0.0073982,0.00058208,2.01E-06,17,0.058823529,70,70,-1.85933486
7.89E-05,-8.205845994,0.0019329,-5.427581228,1.55E-11,0.0024867,0.00024857,9,0.111111111,180,180,-1.943705113
0.14382,-1.684361431,0.067128,-2.346192584,1.2425,0.042149,0.0003429,2,0.5,100,100,-1.94248604
5.86E-21,-40.46420477,1.64E-05,-9.570312304,0,0.00024449,0.0016396,11,0.090909091,300,300,-2.322712499
0.024266,-3.230003613,0.0086936,-4.121600692,0.076121,0.0049854,3.67E-05,5,0.2,38,79,-1.99774752
0.0028463,-5.091438654,0.00089044,-6.100790678,0.0060617,0.00047693,1.65E-06,12,0.083333333,70,70,-2.248389911
8.64E-05,-8.126972515,0.002116,-5.348968673,1.70E-11,0.0027222,0.00027212,9,0.111111111,180,180,-1.904412253
0.0053268,-4.547067218,0.0024862,-5.208927876,0.046019,0.0015611,1.27E-05,3,0.333333333,100,100,-3.021687069
2.48E-21,-41.21109664,6.95E-06,-10.31603039,0,0.00010354,0.00069439,20,0.05,300,300,-2.176584463
5.03E-08,-14.59686403,0.00013084,-7.766518929,4.05E-19,0.00044792,0.00090595,7,0.142857143,121,266,-2.635486526
0.0027703,-5.114946396,0.00086668,-6.124282451,0.0059,0.0004642,1.61E-06,16,0.0625,70,70,-2.010256599
1.27E-05,-9.792392558,0.00031048,-7.015932741,2.49E-12,0.00039943,3.99E-05,19,0.052631579,180,180,-2.088874365
0.0014649,-5.668384042,0.00068371,-6.330256136,0.012655,0.0004293,3.49E-06,18,0.055555556,100,100,-2.026050537
7.70E-21,-40.22701855,2.16E-05,-9.331092498,0,0.00032126,0.0021545,16,0.0625,300,300,-1.878670002
0.020803,-3.363748062,0.0018884,-5.447812016,0,0.00068577,6.44E-11,10,0.1,393,64,-2.371703048
0.0032123,-4.986367805,0.0010049,-5.995754308,0.0068412,0.00053825,1.86E-06,9,0.111111111,70,70,-2.445728951
3.03E-05,-9.037114743,0.00074277,-6.258291291,5.96E-12,0.00095557,9.55E-05,16,0.0625,180,180,-1.85933486
0.00071023,-6.297201974,0.00033149,-6.959059137,0.0061359,0.00020814,1.69E-06,3,0.333333333,100,100,-3.896743767
5.47E-20,-38.52402535,0.00015313,-7.629879435,0,0.0022804,0.015293,4,0.25,300,300,-2.231635731
0.00065609,-6.366073163,0.0019025,-5.441350669,0.0008372,0.0019236,0.00016293,5,0.2,100,161,-2.530325227
0.001567,-5.609862007,0.00049024,-6.619182513,0.0033373,0.00026258,9.09E-07,12,0.083333333,70,70,-2.507574887
4.94E-05,-8.612546102,0.0012105,-5.834070412,9.72E-12,0.0015573,0.00015566,7,0.142857143,180,180,-2.365270892
0.0014785,-5.660357342,0.00069008,-6.322201118,0.012773,0.0004333,3.53E-06,19,0.052631579,100,100,-1.975063032
2.18E-21,-41.32308701,6.09E-06,-10.43076541,0,9.07E-05,0.0006082,19,0.052631579,300,300,-2.27870062
4.26E-05,-8.741180802,0.00066123,-6.359294901,1.51E-06,0.00099753,0.00037835,13,0.076923077,79,204,-1.923614456
0.0022306,-5.303156604,0.00069785,-6.312475834,0.0047506,0.00037377,1.29E-06,8,0.125,70,70,-2.706416487
4.15E-05,-8.763903807,0.0010168,-5.985528925,8.16E-12,0.0013081,0.00013075,13,0.076923077,180,180,-1.903298498
0.10827,-1.930983726,0.050532,-2.592867025,0.93534,0.031729,0.00025813,2,0.5,100,100,-2.065834972
1.65E-20,-39.56503211,4.62E-05,-8.670716049,0,0.00068831,0.004616,10,0.1,300,300,-1.95597009
4.29E-05,-8.735085416,0.0043715,-4.718739035,0,0.0051124,0.00011428,7,0.142857143,266,166,-1.921325727
0.0076593,-4.231621839,0.0023962,-5.240953872,0.016312,0.0012834,4.44E-06,12,0.083333333,70,70,-1.818470818
5.80E-05,-8.473144013,0.0014218,-5.69432298,1.14E-11,0.0018291,0.00018284,10,0.1,180,180,-1.985605484
0.00053636,-6.541087236,0.00025034,-7.202939504,0.0046337,0.00015719,1.28E-06,17,0.058823529,100,100,-2.512041907
9.46E-20,-38.04821773,0.00026488,-7.153901665,0,0.0039445,0.026453,1,1,300,300,-3.197773762
3.72E-12,-22.85891412,1.20E-05,-9.841637508,3.47E-29,0.00018221,0.0029514,9,0.111111111,64,381,-2.106110686
0.74144,-0.259847976,0.23196,-1.2691738,1.579,0.12424,0.00042988,1,1,70,70,-1.990931724
5.87E-05,-8.462723798,0.0014392,-5.683757699,1.16E-11,0.0018515,0.00018508,10,0.1,180,180,-1.980302269
0.0027965,-5.106770353,0.0013053,-5.768579324,0.02416,0.00081956,6.67E-06,14,0.071428571,100,100,-1.963530801
8.31E-21,-40.16079795,2.33E-05,-9.265288158,0,0.00034651,0.0023238,12,0.083333333,300,300,-2.095684861
1.05E-10,-19.9576214,4.84E-06,-10.63030928,9.27E-37,2.15E-05,5.60E-05,13,0.076923077,161,275,-3.384860406
0.012707,-3.79191394,0.0039753,-4.801260183,0.027062,0.0021292,7.37E-06,9,0.111111111,70,70,-1.848507572
2.26E-05,-9.291783122,0.00055458,-6.512071593,4.45E-12,0.00071346,7.13E-05,18,0.055555556,180,180,-1.883923828
0.0018524,-5.464530455,0.00086458,-6.12638963,0.016003,0.00054286,4.42E-06,17,0.058823529,100,100,-1.973752819
2.44E-19,-37.22522035,0.00068428,-6.329532307,0,0.01019,0.068337,3,0.333333333,300,300,-1.831355223
6.73E-09,-16.34396987,0.00011094,-7.909823677,5.22E-61,0.00033549,0.00029925,12,0.083333333,204,241,-2.423255646
0.0088679,-4.104358426,0.0027743,-5.113693156,0.018886,0.0014859,5.14E-06,11,0.090909091,70,70,-1.830413727
1.73E-05,-9.523907794,0.00042405,-6.745165865,3.40E-12,0.00054554,5.45E-05,17,0.058823529,180,180,-2.050097925
0.032859,-2.966691315,0.015337,-3.628519165,0.28388,0.0096299,7.83E-05,4,0.25,100,100,-1.981590793
4.34E-19,-36.72502054,0.0012151,-5.830775958,0,0.018095,0.12135,2,0.5,300,300,-1.934158966
1.10E-18,-35.91721463,1.48E-06,-11.65947657,1.38E-108,6.63E-05,0.0020572,11,0.090909091,166,399,-2.116787284
0.0011513,-5.877622991,0.00036018,-6.886960813,0.0024519,0.00019291,6.68E-07,2,0.5,70,70,-4.197910742
9.32E-06,-10.06116818,0.00022828,-7.283064272,1.83E-12,0.00029369,2.94E-05,16,0.0625,180,180,-2.371703048
0.0095882,-4.036525831,0.0044752,-4.698375102,0.082834,0.0028099,2.29E-05,2,0.5,100,100,-3.118592516
