Receptor_measurement1,Receptor1_Log,Receptor_measurement2,Receptor2_Log,Receptor_measurement3,Receptor_measurement4,Receptor_measurement5,Wind_speed,Wind_speed_reci,Source_Location_X,Source_Location_Y,Log
0.00030335,-7.036112001,0.0074315,-4.257847036,5.97E-11,0.0095606,0.00095569,5,0.2,180,180,-1.869408948
0.19855,-1.404260217,0.092673,-2.066093556,1.7154,0.058189,0.00047339,2,0.5,100,100,-1.802443787
2.64E-21,-41.15679215,7.38E-06,-10.26388728,0,0.00010987,0.00073684,17,0.058823529,300,300,-2.291978733
9.57E-11,-20.03817612,7.47E-05,-8.253358796,2.04E-49,0.00047694,0.0021726,11,0.090909091,168,296,-2.070673052
0.001583,-5.60103817,0.00049525,-6.610351032,0.0033714,0.00026526,9.18E-07,12,0.083333333,70,70,-2.50316718
6.56E-05,-8.366192321,0.0016082,-5.587319884,1.29E-11,0.0020689,0.00020681,8,0.125,180,180,-2.125895237
0.0014924,-5.652229519,0.00069655,-6.314095407,0.012893,0.00043736,3.56E-06,11,0.090909091,100,100,-2.445728951
1.54E-20,-39.62495856,4.30E-05,-8.733063089,0,0.00064098,0.0042986,2,0.5,300,300,-3.384860406
8.23E-30,-58.16920033,3.49E-05,-8.914349146,0,0.00068732,0.0041845,12,0.083333333,352,294,-1.832298765
0.008275,-4.164463995,0.0025888,-5.173803,0.017623,0.0013866,4.80E-06,8,0.125,70,70,-2.137075922
0.00018396,-7.470553198,0.0045066,-4.692301975,3.62E-11,0.0057977,0.00057954,3,0.333333333,180,180,-2.530325227
0.0016375,-5.571637383,0.00076428,-6.23349501,0.014147,0.00047989,3.90E-06,9,0.111111111,100,100,-2.579730616
7.09E-21,-40.29870753,1.99E-05,-9.402293847,0,0.00029584,0.001984,18,0.055555556,300,300,-1.81216918
2.07E-10,-19.36805931,0.001085,-5.929140524,1.33E-54,0.0091548,0.062415,3,0.333333333,166,313,-1.811268329
0.10592,-1.950044056,0.033137,-2.959373624,0.22558,0.017748,6.14E-05,1,1,70,70,-2.836034017
3.76E-06,-10.84962431,9.21E-05,-8.07148074,7.39E-13,0.00011843,1.18E-05,17,0.058823529,180,180,-2.713476168
0.16659,-1.556702144,0.077756,-2.218532178,1.4392,0.048823,0.00039719,2,0.5,100,100,-1.878670002
2.86E-20,-39.08726793,8.00E-05,-8.193820026,0,0.0011914,0.0079899,7,0.142857143,300,300,-2.027514823
0.014467,-3.679243037,0.010311,-3.973398426,0.10892,0.0075715,0.00020581,3,0.333333333,62,121,-2.343470594
0.0058947,-4.459076585,0.0018441,-5.468431064,0.012554,0.00098772,3.42E-06,10,0.1,70,70,-2.090567003
3.17E-05,-8.997881476,0.00077676,-6.219426294,6.24E-12,0.0009993,9.99E-05,13,0.076923077,180,180,-2.020242268
0.026527,-3.152623725,0.012381,-3.814488553,0.22917,0.0077741,6.32E-05,5,0.2,100,100,-1.880744111
1.02E-20,-39.98279966,2.84E-05,-9.09336332,0,0.00042337,0.0028393,15,0.066666667,300,300,-1.814854642
1.28E-18,-35.78558006,9.69E-06,-10.02735245,0,9.53E-05,0.00035411,16,0.0625,296,283,-2.525681732
0.023794,-3.247065086,0.0074437,-4.256422277,0.050673,0.0039869,1.38E-05,3,0.333333333,70,70,-2.530325227
0.00017548,-7.511544749,0.0042989,-4.733285314,3.45E-11,0.0055306,0.00055284,7,0.142857143,180,180,-1.814854642
0.0029319,-5.065701693,0.0013684,-5.727573869,0.025329,0.00085924,6.99E-06,11,0.090909091,100,100,-2.152452017
2.88E-21,-41.08121502,8.07E-06,-10.18625293,0,0.00012019,0.00080605,19,0.052631579,300,300,-2.156381077
3.05E-19,-37.03140032,1.81E-06,-11.48464285,0,1.80E-05,6.91E-05,16,0.0625,294,284,-3.243531253
0.010793,-3.933715646,0.0033767,-4.943015044,0.022987,0.0018086,6.26E-06,8,0.125,70,70,-2.021687069
0.0071921,-4.286288565,0.17619,-1.508037489,1.41E-09,0.22667,0.022658,1,1,180,180,-1.892416969
0.10068,-1.994113586,0.046989,-2.656007595,0.86976,0.029504,0.00024003,2,0.5,100,100,-2.097404304
9.46E-21,-40.04821773,2.65E-05,-9.153508252,0,0.00039445,0.0026453,1,1,300,300,-4.197910742
3.80E-27,-52.84043281,3.70E-06,-10.86359655,0,0.00011171,0.0016417,15,0.066666667,313,324,-2.193453745
0.005827,-4.469109964,0.001823,-5.478426663,0.01241,0.00097638,3.38E-06,7,0.142857143,70,70,-2.405386491
1.37E-05,-9.726558866,0.00033582,-6.947786885,2.70E-12,0.00043202,4.32E-05,20,0.05,180,180,-2.010256599
0.010925,-3.923157109,0.0050993,-4.584978874,0.094386,0.0032018,2.60E-05,7,0.142857143,100,100,-1.973752819
5.04E-21,-40.59513893,1.41E-05,-9.701561775,0,0.00021006,0.0014087,13,0.076923077,300,300,-2.243531253
0.085954,-2.131467816,0.020774,-3.364959745,0.0013801,0.0090337,2.65E-06,4,0.25,121,35,-1.821195654
0.014319,-3.688174622,0.0044797,-4.697502138,0.030496,0.0023994,8.30E-06,8,0.125,70,70,-1.898940645
2.39E-05,-9.243204198,0.00058593,-6.464308531,4.70E-12,0.00075379,7.53E-05,19,0.052631579,180,180,-1.813071903
0.28605,-1.087116096,0.13351,-1.748972408,2.4712,0.08383,0.00068199,1,1,100,100,-2.245949962
2.37E-20,-39.25050331,6.62E-05,-8.358284021,0,0.00098612,0.0066133,8,0.125,300,300,-1.99366234
0.001671,-5.5540471,0.00081394,-6.178815216,0,0.00043859,8.81E-08,14,0.071428571,283,95,-2.331492945
0.0052448,-4.560542136,0.0016408,-5.569888705,0.01117,0.00087883,3.04E-06,6,0.166666667,70,70,-2.584993246
2.17E-05,-9.327080532,0.00053156,-6.548895414,4.27E-12,0.00068385,6.84E-05,19,0.052631579,180,180,-1.855363532
0.0021751,-5.325041543,0.0010152,-5.986896782,0.018791,0.00063744,5.19E-06,12,0.083333333,100,100,-2.206551879
2.01E-18,-35.39360789,0.0056287,-4.499183796,0,0.08382,0.56213,1,1,300,300,-1.870406772
2.55E-23,-45.18691964,1.24E-05,-9.81315663,0,0.00037619,0.0065331,10,0.1,284,335,-1.938886946
0.10106,-1.990841412,0.031616,-3.000186154,0.21522,0.016934,5.86E-05,3,0.333333333,70,70,-1.902222265
1.28E-05,-9.785580061,0.00031358,-7.007303288,2.52E-12,0.00040341,4.03E-05,11,0.090909091,180,180,-2.559279783
0.0014222,-5.694078651,0.00066382,-6.355899334,0.012287,0.00041681,3.39E-06,20,0.05,100,100,-1.947344527
1.44E-19,-37.68327502,0.00040229,-6.790921526,0,0.0059907,0.040175,4,0.25,300,300,-1.81216918
1.04E-05,-9.965933321,0.0017954,-5.491677558,0,0.0016954,4.43E-06,9,0.111111111,324,147,-2.231635731
0.008925,-4.09878355,0.0027921,-5.108138063,0.019008,0.0014955,5.17E-06,11,0.090909091,70,70,-1.827630623
2.56E-05,-9.183520069,0.00062726,-6.405104813,5.04E-12,0.00080697,8.07E-05,18,0.055555556,180,180,-1.830413727
0.0018026,-5.488201267,0.00084135,-6.150046602,0.015573,0.00052828,4.30E-06,17,0.058823529,100,100,-1.985605484
4.01E-21,-40.79371125,1.12E-05,-9.901563955,0,0.00016718,0.0011212,16,0.0625,300,300,-2.162348442
2.34E-09,-17.26156829,7.75E-05,-8.221396595,1.80E-18,0.00059865,0.005353,8,0.125,35,346,-1.957227663
0.10515,-1.956381446,0.032896,-2.965713814,0.22394,0.017619,6.10E-05,3,0.333333333,70,70,-1.884955605
0.00021758,-7.324762055,0.0053304,-4.546480399,4.28E-11,0.0068575,0.00068548,3,0.333333333,180,180,-2.457411073
0.012912,-3.778012965,0.0060266,-4.439855265,0.11155,0.003784,3.08E-05,5,0.2,100,100,-2.193453745
2.46E-21,-41.21812979,6.90E-06,-10.32230182,0,0.0001027,0.00068872,13,0.076923077,300,300,-2.554317973
0.0019642,-5.413628587,0.016803,-3.549226345,0.00020569,0.021672,0.004558,3,0.333333333,95,187,-1.896743767
0.0066999,-4.347863359,0.002096,-5.357217443,0.014269,0.0011227,3.88E-06,12,0.083333333,70,70,-1.876605752
4.52E-06,-10.68972313,0.00011073,-7.9114694,8.89E-13,0.00014246,1.42E-05,16,0.0625,180,180,-2.685900937
0.0019105,-5.437705916,0.00089172,-6.099542985,0.016505,0.0005599,4.56E-06,15,0.066666667,100,100,-2.06905606
7.54E-21,-40.24525731,2.11E-05,-9.351435089,0,0.00031458,0.0021097,11,0.090909091,300,300,-2.213248578
7.13E-47,-92.29382094,3.23E-07,-12.98159496,0,8.22E-05,0.0056755,9,0.111111111,335,387,-2.073925211
0.0062631,-4.406421308,0.0019594,-5.415753793,0.013338,0.0010495,3.63E-06,10,0.1,70,70,-2.064235861
0.00011771,-7.858373281,0.0028838,-5.080069725,2.32E-11,0.0037099,0.00037085,7,0.142857143,180,180,-1.988260439
0.018999,-3.442538515,0.0088675,-4.104397606,0.16413,0.0055678,4.53E-05,3,0.333333333,100,100,-2.46942894
5.26E-21,-40.55802851,1.47E-05,-9.665365331,0,0.00021941,0.0014714,20,0.05,300,300,-1.850442208
0.34858,-0.915395069,0.080289,-2.190687902,0.0001569,0.033311,4.20E-06,2,0.5,147,30,-1.840793866
0.0018216,-5.479093965,0.00056988,-6.488433169,0.0038795,0.00030523,1.06E-06,15,0.066666667,70,70,-2.248389911
0.00030597,-7.028642307,0.0074959,-4.250352432,6.02E-11,0.0096434,0.00096396,4,0.25,180,180,-2.059473554
0.002635,-5.158438761,0.0012298,-5.820331023,0.022764,0.00077221,6.28E-06,15,0.066666667,100,100,-1.929444984
5.89E-22,-42.45976941,1.65E-06,-11.56503211,0,2.45E-05,0.0001646,15,0.066666667,300,300,-3.051650618
0.0082911,-4.162775693,0.00094745,-6.0468874,0,0.00036442,4.38E-10,19,0.052631579,346,62,-2.059473554
0.0021696,-5.327240656,0.00067874,-6.336593112,0.0046205,0.00036354,1.26E-06,15,0.066666667,70,70,-2.172469189
1.39E-07,-13.7139704,3.41E-06,-10.93449124,2.74E-14,4.38E-06,4.38E-07,16,0.0625,180,180,-4.197910742
0.0027092,-5.134317866,0.0012645,-5.796162333,0.023405,0.00079395,6.46E-06,16,0.0625,100,100,-1.861318446
3.40E-20,-38.93704217,9.53E-05,-8.041814199,0,0.0014189,0.0095157,6,0.166666667,300,300,-2.085508753
4.30E-05,-8.733063089,7.51E-05,-8.248720126,5.19E-05,5.95E-05,7.03E-07,14,0.071428571,187,133,-3.197773762
0.016694,-3.554879182,0.0052226,-4.564226471,0.035553,0.0027972,9.68E-06,4,0.25,70,70,-2.434352853
6.78E-07,-12.33754061,1.66E-05,-9.559783824,1.33E-13,2.14E-05,2.13E-06,17,0.058823529,180,180,-3.457411073
0.003275,-4.969577391,0.0015286,-5.63141229,0.028293,0.00095977,7.81E-06,9,0.111111111,100,100,-2.27870062
7.98E-21,-40.19599422,2.23E-05,-9.303390274,0,0.00033282,0.002232,8,0.125,300,300,-2.465377466
0.26874,-1.141335374,0.02221,-3.306902883,0,0.0079586,7.96E-10,5,0.2,387,61,-1.891367334
0.0081067,-4.182311797,0.0025361,-5.191667252,0.017265,0.0013584,4.70E-06,11,0.090909091,70,70,-1.869408948
4.70E-05,-8.655804284,0.0011509,-5.87792482,9.24E-12,0.0014806,0.000148,6,0.166666667,180,180,-2.521087361
0.0097213,-4.024551309,0.0045373,-4.68640501,0.083985,0.002849,2.32E-05,6,0.166666667,100,100,-2.158365272
3.89E-19,-36.8201008,0.0010893,-5.925704993,0,0.016222,0.10879,2,0.5,300,300,-1.981590793
0.0019022,-5.441487645,0.0019924,-5.401246934,0.010264,0.0016817,0.00011121,10,0.1,30,140,-1.944927618
0.0012204,-5.826995602,0.00038179,-6.836350902,0.002599,0.00020449,7.08E-07,20,0.05,70,70,-2.172469189
0.0084916,-4.142020943,0.20803,-1.363748062,1.67E-09,0.26763,0.026752,1,1,180,180,-1.820275904
0.002628,-5.160749278,0.0012266,-5.822594079,0.022704,0.00077017,6.27E-06,16,0.0625,100,100,-1.874518734
3.45E-21,-40.92436181,9.65E-06,-10.03094537,0,0.00014366,0.00096341,18,0.055555556,300,300,-2.125895237
6.23E-07,-12.41102391,0.00080038,-6.193407544,3.07E-13,0.0030193,0.0094312,5,0.2,62,286,-1.996367163
0.022368,-3.300745692,0.0069978,-4.310076948,0.047637,0.003748,1.30E-05,7,0.142857143,70,70,-1.821195654
0.00021932,-7.317843526,0.005373,-4.539566319,4.31E-11,0.0069124,0.00069097,5,0.2,180,180,-2.010256599
0.53214,-0.547948189,0.24837,-1.209801725,4.5973,0.15595,0.0012687,1,1,100,100,-1.97637721
1.19E-20,-39.84890608,3.32E-05,-8.957723833,0,0.00049481,0.0033184,13,0.076923077,300,300,-1.871439193
0.0016423,-5.569095014,0.0071046,-4.296920737,0.00041998,0.0074119,0.00053612,6,0.166666667,133,163,-1.805957672
0.0085634,-4.134707539,0.002679,-5.144054573,0.018237,0.0014349,4.97E-06,11,0.090909091,70,70,-1.845606462
0.0014642,-5.668799195,0.035871,-2.890513032,2.88E-10,0.046148,0.004613,2,0.5,180,180,-1.981590793
0.0015317,-5.629652575,0.00071489,-6.291521556,0.013232,0.00044888,3.65E-06,17,0.058823529,100,100,-2.05632745
1.48E-21,-41.65947657,4.15E-06,-10.76390381,0,6.17E-05,0.00041402,19,0.052631579,300,300,-2.445728951
1.10E-06,-11.91721463,0.00013445,-7.742878387,3.82E-10,0.0003224,0.0004288,15,0.066666667,61,249,-2.162348442
0.0036651,-4.871828343,0.0011466,-5.881176125,0.0078056,0.00061413,2.13E-06,13,0.076923077,70,70,-2.06905606
0.00012319,-7.81884909,0.003018,-5.040561529,2.42E-11,0.0038826,0.00038811,5,0.2,180,180,-2.26076003
4.43E-05,-8.707192548,2.07E-05,-9.368059309,0.00038243,1.30E-05,1.06E-07,19,0.052631579,100,100,-3.498803758
2.12E-18,-35.34732828,0.0059466,-4.451462547,0,0.088554,0.59387,1,1,300,300,-1.846551011
9.78E-05,-8.01932229,3.30E-05,-8.96297212,0.00056935,1.82E-05,4.16E-08,18,0.055555556,140,84,-3.384860406
0.0016413,-5.569624061,0.00051347,-6.578969851,0.0034955,0.00027502,9.52E-07,17,0.058823529,70,70,-2.184940527
6.84E-06,-10.3298878,0.00016751,-7.551918523,1.34E-12,0.0002155,2.15E-05,17,0.058823529,180,180,-2.453482013
0.0026492,-5.153770507,0.0012365,-5.815611759,0.022887,0.00077637,6.32E-06,15,0.066666667,100,100,-1.927088684
3.64E-21,-40.87779723,1.02E-05,-9.982799656,0,0.00015164,0.001017,15,0.066666667,300,300,-2.26076003
2.25E-33,-65.29563496,2.56E-06,-11.18352007,0,0.00043503,0.0255,5,0.2,286,398,-1.816673203
0.013929,-3.712160123,0.0043577,-4.721485343,0.029665,0.002334,8.08E-06,9,0.111111111,70,70,-1.808604883
8.11E-05,-8.181958292,0.0019868,-5.403691697,1.59E-11,0.002556,0.0002555,6,0.166666667,180,180,-2.28396325
0.16779,-1.550467852,0.078315,-2.212310095,1.4496,0.049174,0.00040005,2,0.5,100,100,-1.875560989
2.05E-20,-39.37649228,5.74E-05,-8.482176215,0,0.00085464,0.0057315,9,0.111111111,300,300,-1.953504836
0.0016415,-5.569518226,0.0016887,-5.544894993,0.01627,0.0012402,1.31E-05,12,0.083333333,163,124,-1.989615229
0.022738,-3.286495476,0.0071136,-4.295821118,0.048426,0.00381,1.32E-05,4,0.25,70,70,-2.300153606
0.00050736,-6.589367551,0.01243,-3.811057743,9.98E-11,0.015991,0.0015984,4,0.25,180,180,-1.839831707
0.0014108,-5.701069098,0.00065846,-6.362941205,0.012188,0.00041344,3.36E-06,16,0.0625,100,100,-2.144698955
4.63E-21,-40.66883802,1.30E-05,-9.772113295,0,0.0001932,0.0012957,14,0.071428571,300,300,-2.215503956
6.65E-05,-8.354356709,0.12521,-1.804721969,0,0.22524,0.030712,1,1,249,199,-1.90661334
0.0098321,-4.014707426,0.0030759,-5.024055576,0.020939,0.0016475,5.70E-06,10,0.1,70,70,-1.868381336
7.12E-07,-12.29504001,1.74E-05,-9.518901503,1.40E-13,2.24E-05,2.24E-06,20,0.05,180,180,-3.294683775
0.0028445,-5.091988124,0.0013276,-5.753865513,0.024574,0.00083361,6.78E-06,10,0.1,100,100,-2.248389911
5.11E-22,-42.5831582,1.43E-06,-11.68932793,0,2.13E-05,0.00014289,19,0.052631579,300,300,-2.907735639
2.22E-05,-9.307294051,0.00045519,-6.683614575,3.24E-07,0.00071987,0.00030284,4,0.25,84,208,-3.083835678
0.0048871,-4.621897549,0.0015289,-5.631241839,0.010408,0.0008189,2.83E-06,14,0.071428571,70,70,-1.87972228
1.87E-05,-9.456316787,0.00045732,-6.67955961,3.67E-12,0.00058834,5.88E-05,12,0.083333333,180,180,-2.319827718
0.1634,-1.573495896,0.076264,-2.23536084,1.4116,0.047886,0.00038957,2,0.5,100,100,-1.88709351
2.85E-19,-37.09031028,0.00079795,-6.196048642,0,0.011883,0.07969,2,0.5,300,300,-2.116787284
0.067344,-2.343402183,0.011353,-3.889778724,0,0.0044109,8.22E-10,5,0.2,398,73,-2.211004852
0.0030448,-5.032882458,0.00095254,-6.042233556,0.0064844,0.00051019,1.77E-06,11,0.090909091,70,70,-2.294683775
2.94E-06,-11.06330534,7.20E-05,-8.285335007,5.78E-13,9.26E-05,9.25E-06,20,0.05,180,180,-2.679272273
0.0008582,-6.13282298,0.00040056,-6.794664843,0.0074142,0.00025151,2.05E-06,18,0.055555556,100,100,-2.258257658
6.89E-21,-40.32356156,1.93E-05,-9.428885382,0,0.00028731,0.0019268,9,0.111111111,300,300,-2.426919429
1.90E-06,-11.4424928,0.0010627,-5.947178639,6.76E-15,0.0027712,0.0031585,5,0.2,124,245,-2.220050157
0.068215,-2.332240233,0.021341,-3.341570468,0.14528,0.01143,3.96E-05,4,0.25,70,70,-1.823041019
3.63E-06,-10.88018675,8.90E-05,-8.101219987,7.14E-13,0.0001145,1.14E-05,14,0.071428571,180,180,-2.896743767
0.0014418,-5.682189958,0.00067293,-6.34406022,0.012456,0.00042253,3.44E-06,15,0.066666667,100,100,-2.191309744
6.13E-22,-42.42507905,1.72E-06,-11.52894311,0,2.56E-05,0.00017145,18,0.055555556,300,300,-2.875560989
1.2442,0.189780394,0.35121,-0.908866254,2.0884,0.17956,0.00010523,1,1,199,79,-1.919012953
0.0051761,-4.571994684,0.0016193,-5.581345368,0.011024,0.00086731,3.00E-06,11,0.090909091,70,70,-2.064235861
3.17E-05,-8.997881476,0.00077657,-6.219638782,6.23E-12,0.00099905,9.99E-05,14,0.071428571,180,180,-1.95597009
0.016113,-3.585647186,0.0075208,-4.247471921,0.13921,0.0047222,3.84E-05,6,0.166666667,100,100,-1.938886946
2.18E-20,-39.32308701,6.10E-05,-8.42934033,0,0.00090908,0.0060966,8,0.125,300,300,-2.028984063
0.00023039,-7.27507275,0.0090853,-4.083321455,1.32E-20,0.011578,0.00081815,4,0.25,208,177,-2.001875855
0.0022481,-5.296368749,0.00070331,-6.305706415,0.0047878,0.0003767,1.30E-06,13,0.076923077,70,70,-2.281323964
6.74E-05,-8.342680207,0.0016508,-5.56461108,1.33E-11,0.0021237,0.00021229,11,0.090909091,180,180,-1.837943663
0.35956,-0.888457256,0.16782,-1.550312566,3.1063,0.10537,0.00085725,1,1,100,100,-2.146624283
6.34E-20,-38.39582148,0.00017747,-7.501750101,0,0.0026428,0.017724,5,0.2,300,300,-1.973752819
0.0052074,-4.566758122,0.0021637,-5.32960591,0.030529,0.0013174,1.11E-05,11,0.090909091,73,93,-1.938886946
0.0044915,-4.695217192,0.0014051,-5.704585532,0.0095656,0.0007526,2.60E-06,9,0.111111111,70,70,-2.300153606
0.0067114,-4.346373753,0.16442,-1.568090712,1.32E-09,0.21152,0.021144,1,1,180,180,-1.92245042
0.002216,-5.308860488,0.0010343,-5.970706951,0.019145,0.00064943,5.28E-06,16,0.0625,100,100,-1.948577334
5.39E-20,-38.53682247,0.00015098,-7.642161158,0,0.0022484,0.015078,5,0.2,300,300,-2.043961301
0.22994,-1.276770946,0.040441,-2.786356228,6.30E-75,0.017272,8.39E-07,3,0.333333333,245,58,-1.928265236
0.010873,-3.927301224,0.0034017,-4.93660798,0.023157,0.001822,6.30E-06,6,0.166666667,70,70,-2.268354837
1.26E-05,-9.79925891,0.00030892,-7.020307948,2.48E-12,0.00039743,3.97E-05,12,0.083333333,180,180,-2.490206272
0.0019017,-5.441715987,0.00088757,-6.103594771,0.016429,0.0005573,4.53E-06,20,0.05,100,100,-1.821195654
2.20E-21,-41.31515464,6.16E-06,-10.42083858,0,9.17E-05,0.00061503,20,0.05,300,300,-2.229295232
3.18E-06,-10.99514576,0.00025994,-7.170253771,1.27E-09,0.00054875,0.00050057,9,0.111111111,79,235,-2.426919429
0.00071068,-6.296651813,0.00022233,-7.306003864,0.0015135,0.00011908,4.12E-07,18,0.055555556,70,70,-2.498803758
3.20E-06,-10.98970004,7.85E-05,-8.210260687,6.30E-13,0.00010099,1.01E-05,20,0.05,180,180,-2.641475066
0.0011088,-5.910293565,0.00051754,-6.572112157,0.0095795,0.00032496,2.64E-06,14,0.071428571,100,100,-2.365270892
9.46E-21,-40.04821773,2.65E-05,-9.153508252,0,0.00039445,0.0026453,15,0.066666667,300,300,-1.845606462
3.35E-07,-12.94991039,0.00035125,-6.908767334,4.23E-26,0.00082248,0.00050057,15,0.066666667,177,228,-1.873478974
0.0056625,-4.49398357,0.0017715,-5.503317687,0.012059,0.00094882,3.28E-06,14,0.071428571,70,70,-1.815762971
2.71E-05,-9.134061418,0.00066291,-6.357090859,5.32E-12,0.00085283,8.52E-05,15,0.066666667,180,180,-1.964770444
0.04065,-2.7818789,0.018973,-3.443727987,0.35118,0.011913,9.69E-05,4,0.25,100,100,-1.889208339
1.49E-21,-41.65362746,4.17E-06,-10.75972789,0,6.21E-05,0.00041663,20,0.05,300,300,-2.398439735
3.25E-07,-12.97623328,0.00011893,-7.849417162,4.28E-13,0.00031993,0.00046353,9,0.111111111,93,253,-2.606705644
0.0020436,-5.379208212,0.00063932,-6.388563418,0.0043522,0.00034242,1.18E-06,20,0.05,70,70,-1.948577334
5.36E-06,-10.54167042,0.00013128,-7.763602864,1.05E-12,0.00016889,1.69E-05,14,0.071428571,180,180,-2.727949425
0.0051202,-4.581426149,0.0023898,-5.243276886,0.044235,0.0015005,1.22E-05,7,0.142857143,100,100,-2.302910212
7.68E-21,-40.22927756,2.15E-05,-9.33512308,0,0.00032006,0.0021464,17,0.058823529,300,300,-1.827630623
1.12E-05,-9.901563955,0.00030384,-7.034710105,1.87E-07,0.00053864,0.00035833,16,0.0625,58,222,-1.960982678
0.012138,-3.831705734,0.0037975,-4.841004435,0.025851,0.0020339,7.04E-06,9,0.111111111,70,70,-1.868381336
2.63E-06,-11.1600885,6.45E-05,-8.380880571,5.18E-13,8.30E-05,8.30E-06,14,0.071428571,180,180,-3.036410483
0.001307,-5.767448825,0.00061004,-6.429283375,0.011292,0.00038304,3.12E-06,18,0.055555556,100,100,-2.075560468
1.93E-20,-39.42888538,5.42E-05,-8.532001427,0,0.00080665,0.0054096,10,0.1,300,300,-1.88709351
8.32E-24,-46.15975335,3.84E-08,-14.83133755,0,1.74E-06,5.05E-05,19,0.052631579,235,371,-3.419622512
0.0037686,-4.847639912,0.001179,-5.85697239,0.008026,0.00063148,2.19E-06,17,0.058823529,70,70,-1.823937695
4.84E-05,-8.630309277,0.0011845,-5.85292987,9.51E-12,0.0015239,0.00015233,9,0.111111111,180,180,-2.156381077
0.0052833,-4.554189456,0.0024659,-5.216049079,0.045643,0.0015483,1.26E-05,7,0.142857143,100,100,-2.289290434
1.28E-21,-41.78558006,3.59E-06,-10.8898111,0,5.35E-05,0.00035859,15,0.066666667,300,300,-2.713476168
3.48E-16,-30.91684151,2.43E-05,-9.228787453,0,0.0003725,0.004047,3,0.333333333,228,325,-3.100869228
0.00073683,-6.2652654,0.00023052,-7.274582778,0.0015692,0.00012346,4.27E-07,5,0.2,70,70,-3.595713771
1.54E-05,-9.624958558,0.00037727,-6.846695456,3.03E-12,0.00048536,4.85E-05,17,0.058823529,180,180,-2.100869228
0.011806,-3.855794442,0.0055102,-4.517665275,0.10199,0.0034598,2.81E-05,7,0.142857143,100,100,-1.940095944
2.75E-20,-39.12133461,7.70E-05,-8.22701855,0,0.0011471,0.007693,7,0.142857143,300,300,-2.043961301
1.61E-18,-35.58634825,8.46E-05,-8.145259274,0,0.0018644,0.026971,3,0.333333333,253,333,-2.32561657
0.00071438,-6.292141425,0.00022349,-7.301483809,0.0015214,0.0001197,4.14E-07,19,0.052631579,70,70,-2.449588181
0.00019654,-7.413098097,0.0048148,-4.634843496,3.87E-11,0.0061942,0.00061918,5,0.2,180,180,-2.057897653
0.01419,-3.696035209,0.0066232,-4.357864261,0.12259,0.0041587,3.38E-05,5,0.2,100,100,-2.152452017
1.60E-20,-39.59176003,4.48E-05,-8.697443972,0,0.000667,0.0044731,12,0.083333333,300,300,-1.811268329
4.97E-06,-10.60728722,0.00079966,-6.194189255,3.30E-48,0.0011871,0.00012145,11,0.090909091,222,188,-2.106110686
0.020851,-3.361746223,0.0065233,-4.371065297,0.044407,0.0034939,1.21E-05,6,0.166666667,70,70,-1.985605484
2.99E-05,-9.048657623,0.00073269,-6.270159472,5.88E-12,0.0009426,9.42E-05,10,0.1,180,180,-2.273500998
0.0451,-2.691646916,0.02105,-3.3534958,0.38963,0.013217,0.00010753,3,0.333333333,100,100,-2.093972198
8.26E-21,-40.16603991,2.31E-05,-9.27277604,0,0.00034427,0.0023088,13,0.076923077,300,300,-2.028984063
2.48E-51,-101.2110966,3.85E-05,-8.829078541,0,0.0046051,0.17618,2,0.5,371,347,-2.048555621
0.001567,-5.609862007,0.00049024,-6.619182513,0.0033373,0.00026258,9.09E-07,12,0.083333333,70,70,-2.507574887
0.001976,-5.408426119,0.04841,-2.630129835,3.89E-10,0.062279,0.0062254,2,0.5,180,180,-1.851428191
0.00079901,-6.19489557,0.00037293,-6.856745358,0.0069028,0.00023416,1.91E-06,8,0.125,100,100,-2.99366234
7.88E-21,-40.20694757,2.21E-05,-9.311215453,0,0.00032871,0.0022044,12,0.083333333,300,300,-2.118592516
1.21E-11,-21.83442926,0.00034229,-6.931211577,0,0.00086369,0.00010268,14,0.071428571,325,209,-2.051650618
0.0078192,-4.213675357,0.0024462,-5.223016076,0.016653,0.0013102,4.53E-06,12,0.083333333,70,70,-1.80950022
1.60E-05,-9.591760035,0.00039183,-6.813804632,3.15E-12,0.00050409,5.04E-05,16,0.0625,180,180,-2.137075922
0.0059177,-4.455694111,0.002762,-5.117552652,0.051124,0.0017343,1.41E-05,8,0.125,100,100,-2.124059457
1.24E-20,-39.81315663,3.46E-05,-8.921847802,0,0.0005152,0.0034551,7,0.142857143,300,300,-2.391591648
1.03E-09,-17.97432555,0.0025869,-5.174440718,0,0.0050136,0.00021682,7,0.142857143,333,193,-1.93771893
0.0012671,-5.794378218,0.00039641,-6.803710797,0.0026986,0.00021232,7.35E-07,13,0.076923077,70,70,-2.530325227
4.42E-06,-10.70915546,0.00010839,-7.930021567,8.70E-13,0.00013944,1.39E-05,13,0.076923077,180,180,-2.875560989
0.02397,-3.240663932,0.011188,-3.902495085,0.20709,0.0070248,5.72E-05,1,1,100,100,-3.322712499
2.65E-20,-39.15350825,7.43E-05,-8.258022372,0,0.0011063,0.0074192,8,0.125,300,300,-1.943705113
1.10E-16,-31.91721463,1.12E-05,-9.901563955,7.01E-133,0.00028256,0.005702,3,0.333333333,188,363,-2.930590929
0.018421,-3.469373595,0.0057629,-4.478717833,0.039231,0.0030866,1.07E-05,1,1,70,70,-3.595713771
