Date,ROWL.JLR1_LEVEL.F_CV,ROWL.JLR2_LEVEL.F_CV,ROWL.LHHW_LM_LEVEL.F_CV,ROWL.LHHW_LY_LEVEL.F_CV,ROWL.LHHW_R9_LEVEL.F_CV,ROWL.NOGALESLS_LEVEL.F_CV,ROWL.RS01_LEVEL.F_CV,ROWL.RS02_LEVEL.F_CV,ROWL.RS03_LEVEL.F_CV,ROWL.RS04_LEVEL.F_CV,ROWL.RS05_LEVEL.F_CV,ROWL.RS06_LEVEL.F_CV,ROWL.RS07_LEVEL.F_CV,ROWL.RS08_LEVEL.F_CV,ROWL.RS10_LEVEL.F_CV,ROWL.RS11_LEVEL.F_CV,ROWL.RS12_LEVEL.F_CV,ROWL.RS13_LEVEL.F_CV,ROWL.RS14_LEVEL.F_CV,ROWL.RS15_LEVEL.F_CV,ROWL.RS16_LEVEL.F_CV,ROWL.RS2A_TANK_LEVEL.F_CV,ROWL.RS9_LEVEL.F_CV,ROWL.WELL1_LEVEL.F_CV,ROWL.WELL1WW_LEVEL.F_CV
2022-04-30 00:00:00,14.6260004043579,14.7340002059937,0,0,0,4.578125,19.3767490386963,18.3299999237061,3.94781422615051,19.7000007629395,19.3550987243652,18.2019996643066,19.5632877349854,13.5915155410767,18.1520004272461,22.6040000915527,22.5735874176025,18.0715656280518,14.1457233428955,21.4666347503662,17.9419994354248,22.3762493133545,-0.495999991893768,-6.25,6.44799184799194
2022-04-30 00:05:00,14.6059999465942,14.7119998931885,0,0,0,4.57593727111816,19.4005661010742,18.3519992828369,3.94781422615051,19.7000007629395,19.3724193572998,18.2299995422363,19.5486373901367,13.5793085098267,18.1359996795654,22.5900001525879,22.5687046051025,18.0617980957031,14.1286334991455,21.4563808441162,17.9599990844727,22.2056255340576,-0.497999995946884,-6.25,6.43068742752075
2022-04-30 00:10:00,14.5860004425049,14.6979999542236,0,0,0,4.60687494277954,19.4157199859619,18.3719997406006,3.95025563240051,19.6940002441406,19.4070587158203,18.2679996490479,19.5339889526367,13.5695428848267,18.1240005493164,22.5799999237061,22.5613784790039,18.0544738769531,14.1164264678955,21.444845199585,17.9759998321533,21.9781246185303,-0.495999991893768,-6.25,6.44799184799194
2022-04-30 00:15:00,14.5640001296997,14.673999786377,0,0,0,4.60343742370605,19.4395351409912,18.3939990997314,3.94781422615051,19.6940002441406,19.4352054595947,18.2859992980957,19.5193405151367,13.5622186660767,18.1119995117188,22.568000793457,22.5589370727539,18.0398254394531,14.0968952178955,21.4358730316162,17.9899997711182,21.7587490081787,-0.497999995946884,-6.25,6.43357133865356
2022-04-30 00:20:00,14.5459995269775,14.6560001373291,0,0,0,4.6087498664856,19.4633483886719,18.4120006561279,3.94781422615051,19.6959991455078,19.4438648223877,18.32200050354,19.5046920776367,13.5500116348267,18.0960006713867,22.5580005645752,22.5564956665039,18.0349426269531,14.0773630142212,21.4256191253662,18.011999130249,21.5393753051758,-0.495999991893768,-6.25,6.44222354888916
2022-04-30 00:25:00,14.5260000228882,14.6379995346069,0,0,0,4.60468721389771,19.4806690216064,18.431999206543,3.95025563240051,19.6959991455078,19.4676780700684,18.3579998016357,19.4924850463867,13.5475702285767,18.0860004425049,22.5499992370605,22.5491714477539,18.0300598144531,14.0578317642212,21.4179286956787,18.0240001678467,21.3118743896484,-0.495999991893768,-6.25,6.42780351638794
2022-04-30 00:30:00,14.5080003738403,14.6180000305176,0,0,0,4.60031223297119,19.5088138580322,18.4540004730225,3.95269703865051,19.7040004730225,19.4871654510498,18.3740005493164,19.4827194213867,13.5402460098267,18.0779991149902,22.5419998168945,22.5442886352539,18.0276184082031,14.0456247329712,21.414083480835,18.0459995269775,21.0762500762939,-0.495999991893768,-6.25,6.43645572662354
2022-04-30 00:35:00,14.4840002059937,14.5959997177124,0,0,0,4.60781240463257,19.5347938537598,18.4799995422363,3.95025563240051,19.7040004730225,19.5153102874756,18.4179992675781,19.4705123901367,13.5304794311523,18.0620002746582,22.5300006866455,22.5320816040039,18.0178527832031,14.0407419204712,21.4051113128662,18.0659999847412,20.8487491607666,-0.495999991893768,-6.25,6.43933963775635
2022-04-30 00:40:00,14.4659996032715,14.5780000686646,0,0,0,4.57375001907349,19.5564441680908,18.4939994812012,3.95025563240051,19.7059993743896,19.5326309204102,18.42799949646,19.4534225463867,13.5207138061523,18.0520000457764,22.5020008087158,22.5198745727539,18.0129699707031,14.0212097167969,21.39870262146,18.0820007324219,20.5968761444092,-0.495999991893768,-6.25,6.35858631134033
2022-04-30 00:45:00,14.4440002441406,14.5559997558594,0,0,0,4.58624982833862,19.5759296417236,18.5179996490479,3.95025563240051,19.7140007019043,19.5607738494873,18.4820003509521,19.4460983276367,13.5182723999023,18.0400009155273,22.4680004119873,22.5076675415039,18.0007629394531,14.0041198730469,21.3961391448975,18.1040000915527,20.3125,-0.495999991893768,-6.25,6.35570192337036
