Receptor_measurement1,Receptor_measurement2,Receptor_measurement3,Receptor_measurement4,Receptor_measurement5,Wind_speed,Wind_speed_reci,Wind_speed_sqr_log,Source_Emission_rate
0.0007266,0.00022731,0.0015474,0.00012175,4.21E-07,15,0.066666667,2.352182518,0.0022514
2.46E-07,6.04E-06,4.85E-14,7.77E-06,7.76E-07,17,0.058823529,2.460897843,0.00012684
0.0012626,0.00058932,0.010908,0.00037003,3.01E-06,18,0.055555556,2.51054501,0.0081177
4.74E-21,1.33E-05,0,0.00019777,0.0013263,19,0.052631579,2.557507202,0.011479
1.52E-12,0.00045733,0,0.0014288,0.00033099,11,0.090909091,2.08278537,0.0099886
0.0032123,0.0010049,0.0068412,0.00053825,1.86E-06,9,0.111111111,1.908485019,0.0035832
4.43E-06,0.00010855,8.71E-13,0.00013964,1.40E-05,15,0.066666667,2.352182518,0.0017757
0.018022,0.0084117,0.1557,0.0052816,4.30E-05,6,0.166666667,1.556302501,0.012874
8.07E-21,2.26E-05,0,0.00033644,0.0022563,17,0.058823529,2.460897843,0.015633
0.00033735,0.0019081,7.12E-05,0.00219,0.00027357,2,0.5,0.602059991,0.00053907
0.0050516,0.0015804,0.010758,0.00084646,2.93E-06,14,0.071428571,2.292256071,0.013635
6.84E-05,0.001676,1.35E-11,0.0021562,0.00021553,11,0.090909091,2.08278537,0.014745
0.63442,0.29611,5.4809,0.18592,0.0015126,1,1,0,0.012589
1.14E-19,0.00031933,0,0.0047553,0.031891,3,0.333333333,0.954242509,0.006881
1.05E-05,1.66E-05,4.05E-05,1.39E-05,3.80E-07,14,0.071428571,2.292256071,0.00015855
0.16464,0.051506,0.35063,0.027587,9.55E-05,2,0.5,0.602059991,0.009069
0.0016912,0.041432,3.33E-10,0.053302,0.0053281,1,1,0,0.0030124
0.0015061,0.00070297,0.013012,0.00044139,3.59E-06,20,0.05,2.602059991,0.011955
2.24E-20,6.27E-05,0,0.00093373,0.0062619,8,0.125,1.806179974,0.0096081
6.04E-13,6.94E-06,1.36E-33,0.00011915,0.0020922,10,0.1,2,0.0067225
0.91874,0.28742,1.9566,0.15395,0.00053268,1,1,0,0.012652
8.06E-05,0.0019747,1.59E-11,0.0025404,0.00025394,6,0.166666667,1.556302501,0.0051687
0.022372,0.010442,0.19328,0.0065565,5.33E-05,5,0.2,1.397940009,0.011098
3.66E-20,0.00010244,0,0.0015255,0.01023,7,0.142857143,1.69019608,0.012018
9.14E-06,0.00024975,1.42E-28,0.00028901,1.20E-05,17,0.058823529,2.460897843,0.0043125
0.012594,0.0039399,0.026821,0.0021102,7.30E-06,7,0.142857143,1.69019608,0.0084982
4.39E-05,0.0010747,8.63E-12,0.0013826,0.00013821,14,0.071428571,2.292256071,0.015316
0.0025656,0.0011975,0.022165,0.00075188,6.12E-06,16,0.0625,2.408239965,0.013033
7.78E-21,2.18E-05,0,0.00032443,0.0021757,13,0.076923077,2.227886705,0.0088153
5.73E-16,1.48E-06,4.42E-91,2.69E-05,0.00042053,18,0.055555556,2.51054501,0.003171
0.0028423,0.00088919,0.0060532,0.00047626,1.65E-06,16,0.0625,2.408239965,0.01002
0.0020428,0.050045,4.02E-10,0.064383,0.0064357,2,0.5,0.602059991,0.014555
0.0059676,0.0027853,0.051556,0.0017489,1.42E-05,8,0.125,1.806179974,0.0075786
6.30E-21,1.76E-05,0,0.00026263,0.0017613,14,0.071428571,2.292256071,0.0082763
0.00022309,0.0011975,2.27E-05,0.0012901,0.00010011,11,0.090909091,2.08278537,0.0091007
0.0014161,0.00044302,0.0030159,0.00023728,8.21E-07,20,0.05,2.602059991,0.0078006
0.0021763,0.053316,4.28E-10,0.068591,0.0068564,2,0.5,0.602059991,0.015506
0.002809,0.0013111,0.024268,0.00082322,6.70E-06,16,0.0625,2.408239965,0.014269
1.05E-20,2.93E-05,0,0.00043683,0.0029295,11,0.090909091,2.08278537,0.0084982
0.043137,0.0038305,0,0.0013921,2.02E-10,13,0.076923077,2.227886705,0.015062
0.012664,0.003962,0.026971,0.0021221,7.34E-06,4,0.25,1.204119983,0.0027905
0.00030335,0.0074315,5.97E-11,0.0095606,0.00095569,5,0.2,1.397940009,0.013508
0.19855,0.092673,1.7154,0.058189,0.00047339,2,0.5,0.602059991,0.01576
2.64E-21,7.38E-06,0,0.00010987,0.00073684,17,0.058823529,2.460897843,0.0051053
9.57E-11,7.47E-05,2.04E-49,0.00047694,0.0021726,11,0.090909091,2.08278537,0.0084982
0.001583,0.00049525,0.0033714,0.00026526,9.18E-07,12,0.083333333,2.158362492,0.0031393
6.56E-05,0.0016082,1.29E-11,0.0020689,0.00020681,8,0.125,1.806179974,0.0074835
0.0014924,0.00069655,0.012893,0.00043736,3.56E-06,11,0.090909091,2.08278537,0.0035832
1.54E-20,4.30E-05,0,0.00064098,0.0042986,2,0.5,0.602059991,0.00041223
8.23E-30,3.49E-05,0,0.00068732,0.0041845,12,0.083333333,2.158362492,0.014713
0.008275,0.0025888,0.017623,0.0013866,4.80E-06,8,0.125,1.806179974,0.0072933
0.00018396,0.0045066,3.62E-11,0.0057977,0.00057954,3,0.333333333,0.954242509,0.002949
0.0016375,0.00076428,0.014147,0.00047989,3.90E-06,9,0.111111111,1.908485019,0.0026319
7.09E-21,1.99E-05,0,0.00029584,0.001984,18,0.055555556,2.51054501,0.015411
2.07E-10,0.001085,1.33E-54,0.0091548,0.062415,3,0.333333333,0.954242509,0.015443
0.10592,0.033137,0.22558,0.017748,6.14E-05,1,1,0,0.0014587
3.76E-06,9.21E-05,7.39E-13,0.00011843,1.18E-05,17,0.058823529,2.460897843,0.0019343
0.16659,0.077756,1.4392,0.048823,0.00039719,2,0.5,0.602059991,0.013223
2.86E-20,8.00E-05,0,0.0011914,0.0079899,7,0.142857143,1.69019608,0.0093861
0.014467,0.010311,0.10892,0.0075715,0.00020581,3,0.333333333,0.954242509,0.0045345
0.0058947,0.0018441,0.012554,0.00098772,3.42E-06,10,0.1,2,0.0081177
3.17E-05,0.00077676,6.24E-12,0.0009993,9.99E-05,13,0.076923077,2.227886705,0.0095446
0.026527,0.012381,0.22917,0.0077741,6.32E-05,5,0.2,1.397940009,0.01316
1.02E-20,2.84E-05,0,0.00042337,0.0028393,15,0.066666667,2.352182518,0.015316
1.28E-18,9.69E-06,0,9.53E-05,0.00035411,16,0.0625,2.408239965,0.0029807
0.023794,0.0074437,0.050673,0.0039869,1.38E-05,3,0.333333333,0.954242509,0.002949
0.00017548,0.0042989,3.45E-11,0.0055306,0.00055284,7,0.142857143,1.69019608,0.015316
0.0029319,0.0013684,0.025329,0.00085924,6.99E-06,11,0.090909091,2.08278537,0.0070396
2.88E-21,8.07E-06,0,0.00012019,0.00080605,19,0.052631579,2.557507202,0.0069762
3.05E-19,1.81E-06,0,1.80E-05,6.91E-05,16,0.0625,2.408239965,0.00057078
0.010793,0.0033767,0.022987,0.0018086,6.26E-06,8,0.125,1.806179974,0.0095129
0.0071921,0.17619,1.41E-09,0.22667,0.022658,1,1,0,0.012811
0.10068,0.046989,0.86976,0.029504,0.00024003,2,0.5,0.602059991,0.0079909
9.46E-21,2.65E-05,0,0.00039445,0.0026453,1,1,0,6.34E-05
3.80E-27,3.70E-06,0,0.00011171,0.0016417,15,0.066666667,2.352182518,0.0064054
0.005827,0.001823,0.01241,0.00097638,3.38E-06,7,0.142857143,1.69019608,0.003932
1.37E-05,0.00033582,2.70E-12,0.00043202,4.32E-05,20,0.05,2.602059991,0.0097666
0.010925,0.0050993,0.094386,0.0032018,2.60E-05,7,0.142857143,1.69019608,0.010623
5.04E-21,1.41E-05,0,0.00021006,0.0014087,13,0.076923077,2.227886705,0.0057078
0.085954,0.020774,0.0013801,0.0090337,2.65E-06,4,0.25,1.204119983,0.015094
0.014319,0.0044797,0.030496,0.0023994,8.30E-06,8,0.125,1.806179974,0.01262
2.39E-05,0.00058593,4.70E-12,0.00075379,7.53E-05,19,0.052631579,2.557507202,0.015379
0.28605,0.13351,2.4712,0.08383,0.00068199,1,1,0,0.0056761
2.37E-20,6.62E-05,0,0.00098612,0.0066133,8,0.125,1.806179974,0.010147
0.001671,0.00081394,0,0.00043859,8.81E-08,14,0.071428571,2.292256071,0.0046613
0.0052448,0.0016408,0.01117,0.00087883,3.04E-06,6,0.166666667,1.556302501,0.0026002
2.17E-05,0.00053156,4.27E-12,0.00068385,6.84E-05,19,0.052631579,2.557507202,0.013952
0.0021751,0.0010152,0.018791,0.00063744,5.19E-06,12,0.083333333,2.158362492,0.0062151
2.01E-18,0.0056287,0,0.08382,0.56213,1,1,0,0.013477
2.55E-23,1.24E-05,0,0.00037619,0.0065331,10,0.1,2,0.011511
0.10106,0.031616,0.21522,0.016934,5.86E-05,3,0.333333333,0.954242509,0.012525
1.28E-05,0.00031358,2.52E-12,0.00040341,4.03E-05,11,0.090909091,2.08278537,0.0027588
0.0014222,0.00066382,0.012287,0.00041681,3.39E-06,20,0.05,2.602059991,0.011289
1.44E-19,0.00040229,0,0.0059907,0.040175,4,0.25,1.204119983,0.015411
1.04E-05,0.0017954,0,0.0016954,4.43E-06,9,0.111111111,1.908485019,0.0058663
0.008925,0.0027921,0.019008,0.0014955,5.17E-06,11,0.090909091,2.08278537,0.014872
2.56E-05,0.00062726,5.04E-12,0.00080697,8.07E-05,18,0.055555556,2.51054501,0.014777
0.0018026,0.00084135,0.015573,0.00052828,4.30E-06,17,0.058823529,2.460897843,0.010337
4.01E-21,1.12E-05,0,0.00016718,0.0011212,16,0.0625,2.408239965,0.006881
2.34E-09,7.75E-05,1.80E-18,0.00059865,0.005353,8,0.125,1.806179974,0.011035
0.10515,0.032896,0.22394,0.017619,6.10E-05,3,0.333333333,0.954242509,0.013033
0.00021758,0.0053304,4.28E-11,0.0068575,0.00068548,3,0.333333333,0.954242509,0.0034881
0.012912,0.0060266,0.11155,0.003784,3.08E-05,5,0.2,1.397940009,0.0064054
2.46E-21,6.90E-06,0,0.0001027,0.00068872,13,0.076923077,2.227886705,0.0027905
0.0019642,0.016803,0.00020569,0.021672,0.004558,3,0.333333333,0.954242509,0.012684
0.0066999,0.002096,0.014269,0.0011227,3.88E-06,12,0.083333333,2.158362492,0.013286
4.52E-06,0.00011073,8.89E-13,0.00014246,1.42E-05,16,0.0625,2.408239965,0.0020611
0.0019105,0.00089172,0.016505,0.0005599,4.56E-06,15,0.066666667,2.352182518,0.0085299
7.54E-21,2.11E-05,0,0.00031458,0.0021097,11,0.090909091,2.08278537,0.00612
7.13E-47,3.23E-07,0,8.22E-05,0.0056755,9,0.111111111,1.908485019,0.0084348
0.0062631,0.0019594,0.013338,0.0010495,3.63E-06,10,0.1,2,0.0086251
0.00011771,0.0028838,2.32E-11,0.0037099,0.00037085,7,0.142857143,1.69019608,0.010274
0.018999,0.0088675,0.16413,0.0055678,4.53E-05,3,0.333333333,0.954242509,0.0033929
5.26E-21,1.47E-05,0,0.00021941,0.0014714,20,0.05,2.602059991,0.014111
0.34858,0.080289,0.0001569,0.033311,4.20E-06,2,0.5,0.602059991,0.014428
0.0018216,0.00056988,0.0038795,0.00030523,1.06E-06,15,0.066666667,2.352182518,0.0056443
0.00030597,0.0074959,6.02E-11,0.0096434,0.00096396,4,0.25,1.204119983,0.0087202
0.002635,0.0012298,0.022764,0.00077221,6.28E-06,15,0.066666667,2.352182518,0.011764
5.89E-22,1.65E-06,0,2.45E-05,0.0001646,15,0.066666667,2.352182518,0.00088787
0.0082911,0.00094745,0,0.00036442,4.38E-10,19,0.052631579,2.557507202,0.0087202
0.0021696,0.00067874,0.0046205,0.00036354,1.26E-06,15,0.066666667,2.352182518,0.0067225
1.39E-07,3.41E-06,2.74E-14,4.38E-06,4.38E-07,16,0.0625,2.408239965,6.34E-05
0.0027092,0.0012645,0.023405,0.00079395,6.46E-06,16,0.0625,2.408239965,0.013762
3.40E-20,9.53E-05,0,0.0014189,0.0095157,6,0.166666667,1.556302501,0.0082128
4.30E-05,7.51E-05,5.19E-05,5.95E-05,7.03E-07,14,0.071428571,2.292256071,0.0006342
0.016694,0.0052226,0.035553,0.0027972,9.68E-06,4,0.25,1.204119983,0.0036783
6.78E-07,1.66E-05,1.33E-13,2.14E-05,2.13E-06,17,0.058823529,2.460897843,0.00034881
0.003275,0.0015286,0.028293,0.00095977,7.81E-06,9,0.111111111,1.908485019,0.0052638
7.98E-21,2.23E-05,0,0.00033282,0.002232,8,0.125,1.806179974,0.0034247
0.26874,0.02221,0,0.0079586,7.96E-10,5,0.2,1.397940009,0.012842
0.0081067,0.0025361,0.017265,0.0013584,4.70E-06,11,0.090909091,2.08278537,0.013508
4.70E-05,0.0011509,9.24E-12,0.0014806,0.000148,6,0.166666667,1.556302501,0.0030124
0.0097213,0.0045373,0.083985,0.002849,2.32E-05,6,0.166666667,1.556302501,0.0069444
3.89E-19,0.0010893,0,0.016222,0.10879,2,0.5,0.602059991,0.010433
0.0019022,0.0019924,0.010264,0.0016817,0.00011121,10,0.1,2,0.011352
0.0012204,0.00038179,0.002599,0.00020449,7.08E-07,20,0.05,2.602059991,0.0067225
0.0084916,0.20803,1.67E-09,0.26763,0.026752,1,1,0,0.015126
0.002628,0.0012266,0.022704,0.00077017,6.27E-06,16,0.0625,2.408239965,0.01335
3.45E-21,9.65E-06,0,0.00014366,0.00096341,18,0.055555556,2.51054501,0.0074835
6.23E-07,0.00080038,3.07E-13,0.0030193,0.0094312,5,0.2,1.397940009,0.010084
0.022368,0.0069978,0.047637,0.003748,1.30E-05,7,0.142857143,1.69019608,0.015094
0.00021932,0.005373,4.31E-11,0.0069124,0.00069097,5,0.2,1.397940009,0.0097666
0.53214,0.24837,4.5973,0.15595,0.0012687,1,1,0,0.010559
1.19E-20,3.32E-05,0,0.00049481,0.0033184,13,0.076923077,2.227886705,0.013445
0.0016423,0.0071046,0.00041998,0.0074119,0.00053612,6,0.166666667,1.556302501,0.015633
0.0085634,0.002679,0.018237,0.0014349,4.97E-06,11,0.090909091,2.08278537,0.014269
0.0014642,0.035871,2.88E-10,0.046148,0.004613,2,0.5,0.602059991,0.010433
0.0015317,0.00071489,0.013232,0.00044888,3.65E-06,17,0.058823529,2.460897843,0.0087836
1.48E-21,4.15E-06,0,6.17E-05,0.00041402,19,0.052631579,2.557507202,0.0035832
1.10E-06,0.00013445,3.82E-10,0.0003224,0.0004288,15,0.066666667,2.352182518,0.006881
0.0036651,0.0011466,0.0078056,0.00061413,2.13E-06,13,0.076923077,2.227886705,0.0085299
0.00012319,0.003018,2.42E-11,0.0038826,0.00038811,5,0.2,1.397940009,0.0054858
4.43E-05,2.07E-05,0.00038243,1.30E-05,1.06E-07,19,0.052631579,2.557507202,0.0003171
2.12E-18,0.0059466,0,0.088554,0.59387,1,1,0,0.014238
9.78E-05,3.30E-05,0.00056935,1.82E-05,4.16E-08,18,0.055555556,2.51054501,0.00041223
0.0016413,0.00051347,0.0034955,0.00027502,9.52E-07,17,0.058823529,2.460897843,0.0065322
6.84E-06,0.00016751,1.34E-12,0.0002155,2.15E-05,17,0.058823529,2.460897843,0.0035198
0.0026492,0.0012365,0.022887,0.00077637,6.32E-06,15,0.066666667,2.352182518,0.011828
3.64E-21,1.02E-05,0,0.00015164,0.001017,15,0.066666667,2.352182518,0.0054858
2.25E-33,2.56E-06,0,0.00043503,0.0255,5,0.2,1.397940009,0.015252
0.013929,0.0043577,0.029665,0.002334,8.08E-06,9,0.111111111,1.908485019,0.015538
8.11E-05,0.0019868,1.59E-11,0.002556,0.0002555,6,0.166666667,1.556302501,0.0052004
0.16779,0.078315,1.4496,0.049174,0.00040005,2,0.5,0.602059991,0.013318
2.05E-20,5.74E-05,0,0.00085464,0.0057315,9,0.111111111,1.908485019,0.01113
0.0016415,0.0016887,0.01627,0.0012402,1.31E-05,12,0.083333333,2.158362492,0.010242
0.022738,0.0071136,0.048426,0.00381,1.32E-05,4,0.25,1.204119983,0.0050101
0.00050736,0.01243,9.98E-11,0.015991,0.0015984,4,0.25,1.204119983,0.01446
0.0014108,0.00065846,0.012188,0.00041344,3.36E-06,16,0.0625,2.408239965,0.0071664
4.63E-21,1.30E-05,0,0.0001932,0.0012957,14,0.071428571,2.292256071,0.0060883
6.65E-05,0.12521,0,0.22524,0.030712,1,1,0,0.012399
0.0098321,0.0030759,0.020939,0.0016475,5.70E-06,10,0.1,2,0.01354
7.12E-07,1.74E-05,1.40E-13,2.24E-05,2.24E-06,20,0.05,2.602059991,0.00050736
0.0028445,0.0013276,0.024574,0.00083361,6.78E-06,10,0.1,2,0.0056443
5.11E-22,1.43E-06,0,2.13E-05,0.00014289,19,0.052631579,2.557507202,0.0012367
2.22E-05,0.00045519,3.24E-07,0.00071987,0.00030284,4,0.25,1.204119983,0.00082445
0.0048871,0.0015289,0.010408,0.0008189,2.83E-06,14,0.071428571,2.292256071,0.013191
1.87E-05,0.00045732,3.67E-12,0.00058834,5.88E-05,12,0.083333333,2.158362492,0.0047882
0.1634,0.076264,1.4116,0.047886,0.00038957,2,0.5,0.602059991,0.012969
2.85E-19,0.00079795,0,0.011883,0.07969,2,0.5,0.602059991,0.0076421
0.067344,0.011353,0,0.0044109,8.22E-10,5,0.2,1.397940009,0.0061517
0.0030448,0.00095254,0.0064844,0.00051019,1.77E-06,11,0.090909091,2.08278537,0.0050736
2.94E-06,7.20E-05,5.78E-13,9.26E-05,9.25E-06,20,0.05,2.602059991,0.0020928
0.0008582,0.00040056,0.0074142,0.00025151,2.05E-06,18,0.055555556,2.51054501,0.0055175
6.89E-21,1.93E-05,0,0.00028731,0.0019268,9,0.111111111,1.908485019,0.0037418
1.90E-06,0.0010627,6.76E-15,0.0027712,0.0031585,5,0.2,1.397940009,0.0060249
0.068215,0.021341,0.14528,0.01143,3.96E-05,4,0.25,1.204119983,0.01503
3.63E-06,8.90E-05,7.14E-13,0.0001145,1.14E-05,14,0.071428571,2.292256071,0.0012684
0.0014418,0.00067293,0.012456,0.00042253,3.44E-06,15,0.066666667,2.352182518,0.0064371
6.13E-22,1.72E-06,0,2.56E-05,0.00017145,18,0.055555556,2.51054501,0.0013318
1.2442,0.35121,2.0884,0.17956,0.00010523,1,1,0,0.01205
0.0051761,0.0016193,0.011024,0.00086731,3.00E-06,11,0.090909091,2.08278537,0.0086251
3.17E-05,0.00077657,6.23E-12,0.00099905,9.99E-05,14,0.071428571,2.292256071,0.011067
0.016113,0.0075208,0.13921,0.0047222,3.84E-05,6,0.166666667,1.556302501,0.011511
2.18E-20,6.10E-05,0,0.00090908,0.0060966,8,0.125,1.806179974,0.0093544
0.00023039,0.0090853,1.32E-20,0.011578,0.00081815,4,0.25,1.204119983,0.0099569
0.0022481,0.00070331,0.0047878,0.0003767,1.30E-06,13,0.076923077,2.227886705,0.0052321
6.74E-05,0.0016508,1.33E-11,0.0021237,0.00021229,11,0.090909091,2.08278537,0.014523
0.35956,0.16782,3.1063,0.10537,0.00085725,1,1,0,0.0071347
6.34E-20,0.00017747,0,0.0026428,0.017724,5,0.2,1.397940009,0.010623
0.0052074,0.0021637,0.030529,0.0013174,1.11E-05,11,0.090909091,2.08278537,0.011511
0.0044915,0.0014051,0.0095656,0.0007526,2.60E-06,9,0.111111111,1.908485019,0.0050101
0.0067114,0.16442,1.32E-09,0.21152,0.021144,1,1,0,0.011955
0.002216,0.0010343,0.019145,0.00064943,5.28E-06,16,0.0625,2.408239965,0.011257
5.39E-20,0.00015098,0,0.0022484,0.015078,5,0.2,1.397940009,0.0090373
0.22994,0.040441,6.30E-75,0.017272,8.39E-07,3,0.333333333,0.954242509,0.011796
0.010873,0.0034017,0.023157,0.001822,6.30E-06,6,0.166666667,1.556302501,0.0053907
1.26E-05,0.00030892,2.48E-12,0.00039743,3.97E-05,12,0.083333333,2.158362492,0.0032344
0.0019017,0.00088757,0.016429,0.0005573,4.53E-06,20,0.05,2.602059991,0.015094
2.20E-21,6.16E-06,0,9.17E-05,0.00061503,20,0.05,2.602059991,0.005898
3.18E-06,0.00025994,1.27E-09,0.00054875,0.00050057,9,0.111111111,1.908485019,0.0037418
0.00071068,0.00022233,0.0015135,0.00011908,4.12E-07,18,0.055555556,2.51054501,0.003171
3.20E-06,7.85E-05,6.30E-13,0.00010099,1.01E-05,20,0.05,2.602059991,0.0022831
0.0011088,0.00051754,0.0095795,0.00032496,2.64E-06,14,0.071428571,2.292256071,0.0043125
9.46E-21,2.65E-05,0,0.00039445,0.0026453,15,0.066666667,2.352182518,0.014269
3.35E-07,0.00035125,4.23E-26,0.00082248,0.00050057,15,0.066666667,2.352182518,0.013382
0.0056625,0.0017715,0.012059,0.00094882,3.28E-06,14,0.071428571,2.292256071,0.015284
2.71E-05,0.00066291,5.32E-12,0.00085283,8.52E-05,15,0.066666667,2.352182518,0.010845
0.04065,0.018973,0.35118,0.011913,9.69E-05,4,0.25,1.204119983,0.012906
1.49E-21,4.17E-06,0,6.21E-05,0.00041663,20,0.05,2.602059991,0.0039954
3.25E-07,0.00011893,4.28E-13,0.00031993,0.00046353,9,0.111111111,1.908485019,0.0024734
0.0020436,0.00063932,0.0043522,0.00034242,1.18E-06,20,0.05,2.602059991,0.011257
5.36E-06,0.00013128,1.05E-12,0.00016889,1.69E-05,14,0.071428571,2.292256071,0.0018709
0.0051202,0.0023898,0.044235,0.0015005,1.22E-05,7,0.142857143,1.69019608,0.0049784
7.68E-21,2.15E-05,0,0.00032006,0.0021464,17,0.058823529,2.460897843,0.014872
1.12E-05,0.00030384,1.87E-07,0.00053864,0.00035833,16,0.0625,2.408239965,0.01094
0.012138,0.0037975,0.025851,0.0020339,7.04E-06,9,0.111111111,1.908485019,0.01354
2.63E-06,6.45E-05,5.18E-13,8.30E-05,8.30E-06,14,0.071428571,2.292256071,0.00091958
0.001307,0.00061004,0.011292,0.00038304,3.12E-06,18,0.055555556,2.51054501,0.0084031
1.93E-20,5.42E-05,0,0.00080665,0.0054096,10,0.1,2,0.012969
8.32E-24,3.84E-08,0,1.74E-06,5.05E-05,19,0.052631579,2.557507202,0.00038052
0.0037686,0.001179,0.008026,0.00063148,2.19E-06,17,0.058823529,2.460897843,0.014999
4.84E-05,0.0011845,9.51E-12,0.0015239,0.00015233,9,0.111111111,1.908485019,0.0069762
0.0052833,0.0024659,0.045643,0.0015483,1.26E-05,7,0.142857143,1.69019608,0.005137
1.28E-21,3.59E-06,0,5.35E-05,0.00035859,15,0.066666667,2.352182518,0.0019343
3.48E-16,2.43E-05,0,0.0003725,0.004047,3,0.333333333,0.954242509,0.00079274
0.00073683,0.00023052,0.0015692,0.00012346,4.27E-07,5,0.2,1.397940009,0.00025368
1.54E-05,0.00037727,3.03E-12,0.00048536,4.85E-05,17,0.058823529,2.460897843,0.0079274
0.011806,0.0055102,0.10199,0.0034598,2.81E-05,7,0.142857143,1.69019608,0.011479
2.75E-20,7.70E-05,0,0.0011471,0.007693,7,0.142857143,1.69019608,0.0090373
1.61E-18,8.46E-05,0,0.0018644,0.026971,3,0.333333333,0.954242509,0.0047248
0.00071438,0.00022349,0.0015214,0.0001197,4.14E-07,19,0.052631579,2.557507202,0.0035515
0.00019654,0.0048148,3.87E-11,0.0061942,0.00061918,5,0.2,1.397940009,0.0087519
0.01419,0.0066232,0.12259,0.0041587,3.38E-05,5,0.2,1.397940009,0.0070396
1.60E-20,4.48E-05,0,0.000667,0.0044731,12,0.083333333,2.158362492,0.015443
4.97E-06,0.00079966,3.30E-48,0.0011871,0.00012145,11,0.090909091,2.08278537,0.0078323
0.020851,0.0065233,0.044407,0.0034939,1.21E-05,6,0.166666667,1.556302501,0.010337
2.99E-05,0.00073269,5.88E-12,0.0009426,9.42E-05,10,0.1,2,0.0053272
0.0451,0.02105,0.38963,0.013217,0.00010753,3,0.333333333,0.954242509,0.0080543
8.26E-21,2.31E-05,0,0.00034427,0.0023088,13,0.076923077,2.227886705,0.0093544
2.48E-51,3.85E-05,0,0.0046051,0.17618,2,0.5,0.602059991,0.0089422
0.001567,0.00049024,0.0033373,0.00026258,9.09E-07,12,0.083333333,2.158362492,0.0031076
0.001976,0.04841,3.89E-10,0.062279,0.0062254,2,0.5,0.602059991,0.014079
0.00079901,0.00037293,0.0069028,0.00023416,1.91E-06,8,0.125,1.806179974,0.0010147
7.88E-21,2.21E-05,0,0.00032871,0.0022044,12,0.083333333,2.158362492,0.0076104
1.21E-11,0.00034229,0,0.00086369,0.00010268,14,0.071428571,2.292256071,0.0088787
0.0078192,0.0024462,0.016653,0.0013102,4.53E-06,12,0.083333333,2.158362492,0.015506
1.60E-05,0.00039183,3.15E-12,0.00050409,5.04E-05,16,0.0625,2.408239965,0.0072933
0.0059177,0.002762,0.051124,0.0017343,1.41E-05,8,0.125,1.806179974,0.0075152
1.24E-20,3.46E-05,0,0.0005152,0.0034551,7,0.142857143,1.69019608,0.0040589
1.03E-09,0.0025869,0,0.0050136,0.00021682,7,0.142857143,1.69019608,0.011542
0.0012671,0.00039641,0.0026986,0.00021232,7.35E-07,13,0.076923077,2.227886705,0.002949
4.42E-06,0.00010839,8.70E-13,0.00013944,1.39E-05,13,0.076923077,2.227886705,0.0013318
0.02397,0.011188,0.20709,0.0070248,5.72E-05,1,1,0,0.00047565
2.65E-20,7.43E-05,0,0.0011063,0.0074192,8,0.125,1.806179974,0.011384
1.10E-16,1.12E-05,7.01E-133,0.00028256,0.005702,3,0.333333333,0.954242509,0.0011733
0.018421,0.0057629,0.039231,0.0030866,1.07E-05,1,1,0,0.00025368
0.00016712,0.0040942,3.29E-11,0.0052672,0.00052651,7,0.142857143,1.69019608,0.014587
0.017179,0.008018,0.14841,0.0050345,4.10E-05,2,0.5,0.602059991,0.0013635
7.01E-20,0.00019618,0,0.0029214,0.019592,4,0.25,1.204119983,0.0075152
0.010985,0.0010593,0,0.00035237,4.25E-11,20,0.05,2.602059991,0.012399
0.0034824,0.0010895,0.0074166,0.00058352,2.02E-06,11,0.090909091,2.08278537,0.0058029
2.71E-05,0.00066291,5.32E-12,0.00085283,8.52E-05,15,0.066666667,2.352182518,0.010845
0.008656,0.0040401,0.074781,0.0025367,2.06E-05,6,0.166666667,1.556302501,0.0061834
1.59E-19,0.00044588,0,0.0066399,0.044529,3,0.333333333,0.954242509,0.0096081
1.35E-08,0.0010343,4.84E-81,0.0037121,0.0046204,5,0.2,1.397940009,0.0079274
0.0010793,0.00033767,0.0022987,0.00018086,6.26E-07,16,0.0625,2.408239965,0.0038052
1.01E-05,0.00024768,1.99E-12,0.00031863,3.19E-05,9,0.111111111,1.908485019,0.0014587
0.0058397,0.0027256,0.05045,0.0017114,1.39E-05,9,0.111111111,1.908485019,0.0093861
1.39E-21,3.88E-06,0,5.78E-05,0.0003875,16,0.0625,2.408239965,0.0023782
4.08E-09,0.00014575,5.66E-53,0.0005206,0.00072751,11,0.090909091,2.08278537,0.0056126
0.0063677,0.0019921,0.013561,0.001067,3.69E-06,9,0.111111111,1.908485019,0.007103
0.0020294,0.049718,3.99E-10,0.063962,0.0063937,1,1,0,0.0036149
0.0013713,0.00064005,0.011847,0.00040188,3.27E-06,17,0.058823529,2.460897843,0.007864
5.71E-20,0.00015999,0,0.0023825,0.015978,5,0.2,1.397940009,0.0095764
3.02E-07,0.00074056,0,0.00068185,5.36E-07,14,0.071428571,2.292256071,0.0053272
0.053535,0.016748,0.11401,0.0089705,3.10E-05,4,0.25,1.204119983,0.011796
1.63E-06,4.01E-05,3.22E-13,5.15E-05,5.15E-06,14,0.071428571,2.292256071,0.00057078
0.0038674,0.0018051,0.033411,0.0011334,9.22E-06,13,0.076923077,2.227886705,0.012969
8.22E-21,2.30E-05,0,0.00034283,0.0022991,16,0.0625,2.408239965,0.014111
4.10E-05,0.0088367,9.75E-09,0.02522,0.052366,2,0.5,0.602059991,0.011416
