Receptor_measurement1,Receptor_measurement2,Receptor_measurement3,Receptor_measurement4,Receptor_measurement5,Wind_speed,Wind_speed_reci,Wind_speed_sqr_log,Source_Emission_rate
0.00054854,0.00017161,0.0011682,9.19E-05,3.18E-07,19,0.052631579,2.557507202,0.002727
8.90E-07,2.18E-05,1.75E-13,2.81E-05,2.80E-06,10,0.1,2,0.00015855
0.0023169,0.0010814,0.020016,0.00067899,5.52E-06,17,0.058823529,2.460897843,0.013286
2.37E-20,6.62E-05,0,0.00098612,0.0066133,7,0.142857143,1.69019608,0.0077689
7.17E-09,6.20E-05,8.58E-23,0.00025412,0.00069944,18,0.055555556,2.51054501,0.00983
0.0087067,0.0027239,0.018543,0.0014589,5.05E-06,8,0.125,1.806179974,0.0076738
0.00039276,0.009622,7.72E-11,0.012379,0.0012374,4,0.25,1.204119983,0.011194
0.44265,0.2066,3.8242,0.12973,0.0010554,1,1,0,0.0087836
5.91E-20,0.00016555,0,0.0024653,0.016533,2,0.5,0.602059991,0.0015855
1.64E-08,0.00038165,9.64E-20,0.00227,0.01322,6,0.166666667,1.556302501,0.015443
0.00024876,7.78E-05,0.00052978,4.17E-05,1.44E-07,19,0.052631579,2.557507202,0.0012367
2.06E-06,5.04E-05,4.05E-13,6.48E-05,6.48E-06,15,0.066666667,2.352182518,0.00082445
0.0027095,0.0012646,0.023408,0.00079404,6.46E-06,17,0.058823529,2.460897843,0.015538
4.46E-20,0.00012499,0,0.0018613,0.012483,4,0.25,1.204119983,0.0047882
1.81E-06,0.00070584,1.25E-247,0.0010779,9.28E-05,14,0.071428571,2.292256071,0.011162
0.0043327,0.0013555,0.0092274,0.00072599,2.51E-06,13,0.076923077,2.227886705,0.010084
0.0004767,0.011678,9.38E-11,0.015024,0.0015018,3,0.333333333,0.954242509,0.0076421
0.00092517,0.00043181,0.0079928,0.00027113,2.21E-06,19,0.052631579,2.557507202,0.0066273
6.24E-21,1.75E-05,0,0.00026005,0.001744,19,0.052631579,2.557507202,0.015094
3.87E-07,0.0030381,1.27E-50,0.0084513,0.0063752,1,1,0,0.0006342
0.001347,0.00042141,0.0028688,0.00022571,7.81E-07,20,0.05,2.602059991,0.0074201
3.15E-05,0.0007716,6.19E-12,0.00099266,9.92E-05,13,0.076923077,2.227886705,0.0094812
0.002983,0.0013923,0.025771,0.0008742,7.11E-06,15,0.066666667,2.352182518,0.013318
1.28E-19,0.00035924,0,0.0053497,0.035877,4,0.25,1.204119983,0.013762
1.57E-05,0.0039189,0,0.0048208,0.00010826,8,0.125,1.806179974,0.014555
0.068646,0.021476,0.1462,0.011502,3.98E-05,4,0.25,1.204119983,0.015126
1.55E-05,0.00038094,3.06E-12,0.00049007,4.90E-05,18,0.055555556,2.51054501,0.0089739
0.0051048,0.0023826,0.044101,0.001496,1.22E-05,12,0.083333333,2.158362492,0.014587
6.81E-20,0.00019071,0,0.00284,0.019046,5,0.2,1.397940009,0.011416
6.85E-27,0.00033116,0,0.012603,0.23391,1,1,0,0.0038052
0.10707,0.033497,0.22803,0.017941,6.21E-05,2,0.5,0.602059991,0.005898
0.00050291,0.01232,9.89E-11,0.01585,0.0015844,2,0.5,0.602059991,0.0035832
0.0025885,0.0012082,0.022363,0.0007586,6.17E-06,11,0.090909091,2.08278537,0.0062151
2.19E-20,6.13E-05,0,0.00091315,0.0061239,10,0.1,2,0.014682
4.47E-11,5.96E-05,2.63E-68,0.00035697,0.0013245,16,0.0625,2.408239965,0.011923
0.21126,0.066093,0.44993,0.0354,0.00012249,2,0.5,0.602059991,0.011637
9.59E-05,0.0023497,1.89E-11,0.0030229,0.00030217,7,0.142857143,1.69019608,0.0083714
0.0016244,0.00075819,0.014034,0.00047606,3.87E-06,11,0.090909091,2.08278537,0.0039003
2.91E-21,8.15E-06,0,0.00012129,0.00081343,20,0.05,2.602059991,0.0078006
3.54E-17,4.15E-05,0,0.00078243,0.010332,5,0.2,1.397940009,0.0052955
0.0022226,0.00069535,0.0047336,0.00037243,1.29E-06,12,0.083333333,2.158362492,0.0044077
0.00071209,0.017445,1.40E-10,0.022443,0.0022434,3,0.333333333,0.954242509,0.011416
0.0050715,0.0023671,0.043814,0.0014863,1.21E-05,12,0.083333333,2.158362492,0.014491
1.16E-19,0.00032448,0,0.004832,0.032405,4,0.25,1.204119983,0.01243
8.68E-18,4.27E-06,9.74E-108,0.00016163,0.0045298,1,1,0,0.00012684
0.0019686,0.00061586,0.0041925,0.00032986,1.14E-06,18,0.055555556,2.51054501,0.0087836
4.26E-05,0.0010445,8.39E-12,0.0013438,0.00013433,9,0.111111111,1.908485019,0.0061517
0.0046942,0.002191,0.040554,0.0013757,1.12E-05,12,0.083333333,2.158362492,0.013413
2.08E-18,0.0058141,0,0.086581,0.58064,1,1,0,0.013921
0.038753,0.012106,0,0.0056529,9.24E-08,5,0.2,1.397940009,0.0077372
0.0042246,0.0013217,0.0089972,0.00070788,2.45E-06,11,0.090909091,2.08278537,0.0070396
0.0018692,0.045793,3.68E-10,0.058912,0.0058889,2,0.5,0.602059991,0.013318
0.031641,0.014768,0.27335,0.0092728,7.54E-05,5,0.2,1.397940009,0.015696
8.51E-22,2.38E-06,0,3.55E-05,0.00023799,17,0.058823529,2.460897843,0.0016489
2.36E-10,0.00038396,0,0.0010897,0.00033327,10,0.1,2,0.0066273
0.002701,0.00084499,0.0057523,0.00045258,1.57E-06,17,0.058823529,2.460897843,0.01075
8.76E-05,0.0021457,1.72E-11,0.0027605,0.00027594,5,0.2,1.397940009,0.0039003
0.002164,0.00101,0.018695,0.00063419,5.16E-06,12,0.083333333,2.158362492,0.0061834
5.32E-20,0.00014886,0,0.0022168,0.014867,5,0.2,1.397940009,0.0089105
0.0054095,0.00058976,0,0.00019888,4.68E-11,19,0.052631579,2.557507202,0.0065322
0.00094982,0.00029715,0.0020228,0.00015915,5.51E-07,20,0.05,2.602059991,0.0052321
7.15E-05,0.0017517,1.41E-11,0.0022536,0.00022527,11,0.090909091,2.08278537,0.015411
0.0024858,0.0011602,0.021476,0.0007285,5.93E-06,3,0.333333333,0.954242509,0.00044394
6.01E-21,1.68E-05,0,0.00025079,0.0016819,18,0.055555556,2.51054501,0.013064
6.70E-56,2.75E-06,0,0.00018264,0.0034908,16,0.0625,2.408239965,0.01262
0.0010198,0.00031905,0.002172,0.00017089,5.91E-07,17,0.058823529,2.460897843,0.0040589
0.00077934,0.019093,1.53E-10,0.024562,0.0024553,3,0.333333333,0.954242509,0.012494
0.0015294,0.00071381,0.013212,0.0004482,3.65E-06,16,0.0625,2.408239965,0.0077689
7.23E-21,2.02E-05,0,0.00030131,0.0020207,18,0.055555556,2.51054501,0.015696
1.10E-07,0.0017431,1.23E-18,0.0095207,0.048647,3,0.333333333,0.954242509,0.014777
0.00017712,5.54E-05,0.00037722,2.97E-05,1.03E-07,13,0.076923077,2.227886705,0.00041223
8.83E-06,0.00021626,1.74E-12,0.00027822,2.78E-05,11,0.090909091,2.08278537,0.0019026
0.00077504,0.00036174,0.0066958,0.00022714,1.85E-06,20,0.05,2.602059991,0.0061517
4.07E-19,0.001139,0,0.016961,0.11375,1,1,0,0.002727
0.0024624,0.00049682,1.13E-37,0.00018384,1.74E-09,12,0.083333333,2.158362492,0.0030124
0.001652,0.00051682,0.0035183,0.00027681,9.58E-07,19,0.052631579,2.557507202,0.0082128
2.48E-05,0.00060816,4.88E-12,0.00078239,7.82E-05,17,0.058823529,2.460897843,0.012779
0.00037601,0.0001755,0.0032484,0.00011019,8.96E-07,17,0.058823529,2.460897843,0.0021563
4.55E-21,1.27E-05,0,0.00018972,0.0012723,17,0.058823529,2.460897843,0.0088153
1.13E-10,7.02E-06,1.28E-20,6.05E-05,0.00060496,11,0.090909091,2.08278537,0.0023465
0.0022813,0.00071369,0.0048585,0.00038225,1.32E-06,18,0.055555556,2.51054501,0.010179
2.46E-05,0.00060282,4.84E-12,0.00077552,7.75E-05,15,0.066666667,2.352182518,0.0098617
0.0078923,0.0036836,0.068183,0.0023129,1.88E-05,7,0.142857143,1.69019608,0.0076738
3.09E-21,8.65E-06,0,0.0001288,0.00086377,7,0.142857143,1.69019608,0.0010147
9.06E-15,0.00040814,0,0.0018838,0.0011853,7,0.142857143,1.69019608,0.0064688
0.0031341,0.00098049,0.0066747,0.00052515,1.82E-06,18,0.055555556,2.51054501,0.013984
0.0032044,0.078502,6.30E-10,0.10099,0.010095,1,1,0,0.0057078
0.0014542,0.00067873,0.012563,0.00042617,3.47E-06,20,0.05,2.602059991,0.011542
8.78E-21,2.46E-05,0,0.00036627,0.0024564,7,0.142857143,1.69019608,0.0028856
0.00075903,9.03E-05,0,3.30E-05,5.43E-11,18,0.055555556,2.51054501,0.00088787
0.014379,0.0044986,0.030624,0.0024095,8.34E-06,7,0.142857143,1.69019608,0.0097032
0.0011883,0.029111,2.34E-10,0.037451,0.0037437,2,0.5,0.602059991,0.0084665
0.018921,0.008831,0.16346,0.0055449,4.51E-05,5,0.2,1.397940009,0.0093861
1.83E-18,0.0051122,0,0.076129,0.51054,1,1,0,0.01224
0.054297,0.028647,0.30871,0.01942,0.00045343,3,0.333333333,0.954242509,0.012716
0.0045582,0.001426,0.0097076,0.00076378,2.64E-06,7,0.142857143,1.69019608,0.0030758
1.92E-05,0.00046932,3.77E-12,0.00060378,6.04E-05,17,0.058823529,2.460897843,0.0098617
0.00049136,0.00022934,0.004245,0.000144,1.17E-06,19,0.052631579,2.557507202,0.0035198
2.78E-21,7.77E-06,0,0.00011572,0.00077604,14,0.071428571,2.292256071,0.0036466
4.36E-05,0.00016775,0,9.86E-05,6.00E-09,10,0.1,2,0.00044394
0.78288,0.24492,1.6673,0.13118,0.00045392,1,1,0,0.010781
0.00012156,0.0029779,2.39E-11,0.0038311,0.00038295,8,0.125,1.806179974,0.013857
0.0039543,0.0018456,0.034162,0.0011589,9.43E-06,14,0.071428571,2.292256071,0.015379
2.75E-20,7.70E-05,0,0.0011464,0.0076879,4,0.25,1.204119983,0.002949
2.16E-13,1.51E-05,0,9.46E-05,0.00026601,15,0.066666667,2.352182518,0.0023782
0.035546,0.011121,0.075703,0.0059562,2.06E-05,4,0.25,1.204119983,0.0078323
0.00027273,0.0066814,5.36E-11,0.0085956,0.00085922,5,0.2,1.397940009,0.012145
0.0010355,0.00048329,0.0089455,0.00030345,2.47E-06,14,0.071428571,2.292256071,0.0040271
1.72E-18,0.0048076,0,0.071592,0.48012,1,1,0,0.011511
0.0020953,0.0033902,0.0078258,0.0031861,0.00030061,4,0.25,1.204119983,0.0033612
0.010689,0.0033439,0.022764,0.001791,6.20E-06,9,0.111111111,1.908485019,0.011923
9.60E-05,0.002351,1.89E-11,0.0030245,0.00030233,8,0.125,1.806179974,0.01094
0.004345,0.002028,0.037538,0.0012734,1.04E-05,11,0.090909091,2.08278537,0.010433
3.09E-21,8.66E-06,0,0.00012893,0.00086467,19,0.052631579,2.557507202,0.0074835
0.011688,0.0042269,0.064499,0.002418,9.91E-06,6,0.166666667,1.556302501,0.0062468
2.30E-05,7.20E-06,4.90E-05,3.86E-06,1.34E-08,20,0.05,2.602059991,0.00012684
9.44E-06,0.00023115,1.86E-12,0.00029737,2.97E-05,20,0.05,2.602059991,0.0067225
0.00091127,0.00042533,0.0078727,0.00026706,2.17E-06,11,0.090909091,2.08278537,0.002188
3.76E-21,1.05E-05,0,0.00015696,0.0010526,17,0.058823529,2.460897843,0.0072933
0.018551,0.0047109,0.0051953,0.0022245,1.80E-06,6,0.166666667,1.556302501,0.0072933
0.043289,0.013543,0.092193,0.0072536,2.51E-05,5,0.2,1.397940009,0.014904
0.00010936,0.002679,2.15E-11,0.0034466,0.00034452,7,0.142857143,1.69019608,0.0095446
0.011442,0.0053404,0.098849,0.0033532,2.73E-05,5,0.2,1.397940009,0.0056761
9.51E-20,0.00026635,0,0.0039664,0.0266,3,0.333333333,0.954242509,0.0057395
0.014989,0.0030361,0,0.001372,6.65E-08,11,0.090909091,2.08278537,0.01075
0.070517,0.022061,0.15018,0.011816,4.09E-05,4,0.25,1.204119983,0.015538
2.90E-05,0.00071078,5.71E-12,0.00091441,9.14E-05,17,0.058823529,2.460897843,0.014935
0.0013999,0.0006534,0.012094,0.00041027,3.34E-06,11,0.090909091,2.08278537,0.0033612
2.96E-21,8.28E-06,0,0.00012327,0.00082666,12,0.083333333,2.158362492,0.0028539
4.85E-17,1.31E-06,3.93E-81,3.93E-05,0.00096175,11,0.090909091,2.08278537,0.0032344
0.0061563,0.001926,0.013111,0.0010316,3.57E-06,12,0.083333333,2.158362492,0.012208
2.68E-05,0.00065688,5.27E-12,0.00084507,8.45E-05,18,0.055555556,2.51054501,0.015474
0.00234,0.0010922,0.020215,0.00068576,5.58E-06,14,0.071428571,2.292256071,0.0091007
4.67E-21,1.31E-05,0,0.00019479,0.0013063,18,0.055555556,2.51054501,0.010147
1.2773,0.33922,0.47542,0.16192,0.00017793,1,1,0,0.015284
0.00089297,0.00027936,0.0019018,0.00014963,5.18E-07,19,0.052631579,2.557507202,0.0044394
0.00010959,0.0026849,2.16E-11,0.0034541,0.00034527,8,0.125,1.806179974,0.012494
0.01052,0.0049103,0.090887,0.0030831,2.51E-05,6,0.166666667,1.556302501,0.0075152
4.12E-21,1.15E-05,0,0.00017159,0.0011507,10,0.1,2,0.0027588
1.57E-05,0.00034442,5.07E-07,0.00059253,0.00037864,17,0.058823529,2.460897843,0.01354
0.0086578,0.0027086,0.018439,0.0014507,5.02E-06,5,0.2,1.397940009,0.0029807
2.33E-05,0.00056963,4.57E-12,0.00073283,7.33E-05,14,0.071428571,2.292256071,0.0081177
0.0026003,0.0012137,0.022465,0.00076206,6.20E-06,13,0.076923077,2.227886705,0.0087202
5.02E-21,1.41E-05,0,0.00020951,0.001405,17,0.058823529,2.460897843,0.0097349
9.43E-07,0.00011137,2.00E-10,0.00025745,0.00029971,19,0.052631579,2.557507202,0.0084031
0.0020028,0.00062657,0.0042654,0.0003356,1.16E-06,19,0.052631579,2.557507202,0.0099569
0.00026846,0.0065767,5.28E-11,0.0084609,0.00084576,5,0.2,1.397940009,0.011955
0.016811,0.0078465,0.14524,0.0049267,4.01E-05,5,0.2,1.397940009,0.0083397
2.47E-20,6.91E-05,0,0.0010293,0.0069026,8,0.125,1.806179974,0.010591
3.90E-83,8.31E-08,0,7.22E-05,0.0081338,9,0.111111111,1.908485019,0.012145
0.003807,0.001191,0.0081077,0.0006379,2.21E-06,15,0.066666667,2.352182518,0.011796
0.00018692,0.0045793,3.68E-11,0.0058912,0.00058889,6,0.166666667,1.556302501,0.011986
0.00093449,0.00043616,0.0080732,0.00027386,2.23E-06,17,0.058823529,2.460897843,0.005359
1.80E-19,0.00050327,0,0.0074945,0.050261,2,0.5,0.602059991,0.0048199
0.00016794,0.00063904,0.00018046,0.00074154,0.00014886,12,0.083333333,2.158362492,0.0072298
0.00094011,0.00029411,0.0020022,0.00015753,5.45E-07,13,0.076923077,2.227886705,0.002188
0.00020472,0.0050154,4.03E-11,0.0064523,0.00064498,6,0.166666667,1.556302501,0.013128
0.0010028,0.00046807,0.0086638,0.0002939,2.39E-06,14,0.071428571,2.292256071,0.0039003
1.64E-20,4.59E-05,0,0.0006842,0.0045885,9,0.111111111,1.908485019,0.0089105
0.0023622,0.0005898,3.47E-05,0.0002881,8.27E-08,7,0.142857143,1.69019608,0.00095129
0.0072316,0.0022624,0.015401,0.0012117,4.19E-06,8,0.125,1.806179974,0.0063737
0.00036383,0.0089133,7.16E-11,0.011467,0.0011462,4,0.25,1.204119983,0.010369
0.00027422,0.00012799,0.002369,8.04E-05,6.54E-07,13,0.076923077,2.227886705,0.00091958
7.80E-21,2.18E-05,0,0.0003252,0.0021809,15,0.066666667,2.352182518,0.011764
0.017281,0.036193,5.90E-24,0.026619,9.17E-05,3,0.333333333,0.954242509,0.012081
0.0086014,0.0026909,0.018319,0.0014413,4.99E-06,11,0.090909091,2.08278537,0.014333
6.77E-05,0.0016597,1.33E-11,0.0021352,0.00021343,6,0.166666667,1.556302501,0.0043442
0.016247,0.0075829,0.14036,0.0047613,3.87E-05,6,0.166666667,1.556302501,0.011606
3.30E-20,9.23E-05,0,0.0013751,0.0092218,6,0.166666667,1.556302501,0.0079592
8.15E-13,0.00078498,0,0.0010634,2.04E-06,16,0.0625,2.408239965,0.010369
0.0030986,0.00096937,0.006599,0.0005192,1.80E-06,9,0.111111111,1.908485019,0.0034564
5.51E-05,0.0013493,1.08E-11,0.0017358,0.00017351,8,0.125,1.806179974,0.0062785
0.0012873,0.00060083,0.011121,0.00037726,3.07E-06,18,0.055555556,2.51054501,0.0082763
8.65E-21,2.42E-05,0,0.00036055,0.002418,16,0.0625,2.408239965,0.01484
3.65E-12,2.90E-05,3.17E-68,0.00023529,0.0014371,19,0.052631579,2.557507202,0.014618
0.0034579,0.0010818,0.0073643,0.00057941,2.00E-06,17,0.058823529,2.460897843,0.013762
2.98E-05,0.00072984,5.86E-12,0.00093893,9.39E-05,14,0.071428571,2.292256071,0.010401
0.0043446,0.0020278,0.037534,0.0012733,1.04E-05,8,0.125,1.806179974,0.0055175
6.32E-21,1.77E-05,0,0.00026333,0.001766,19,0.052631579,2.557507202,0.015284
1.18E-07,0.00078416,9.48E-17,0.0038129,0.016962,5,0.2,1.397940009,0.015252
0.0020237,0.00063312,0.00431,0.0003391,1.17E-06,17,0.058823529,2.460897843,0.0080543
0.00018,0.0044097,3.54E-11,0.005673,0.00056708,6,0.166666667,1.556302501,0.011542
0.002397,0.0011188,0.020709,0.00070248,5.72E-06,14,0.071428571,2.292256071,0.0093227
6.93E-21,1.94E-05,0,0.00028879,0.0019367,14,0.071428571,2.292256071,0.0091007
0.0037066,0.00088204,0.00012433,0.00039161,1.40E-07,13,0.076923077,2.227886705,0.0065005
0.06217,0.01945,0.1324,0.010417,3.60E-05,4,0.25,1.204119983,0.013699
8.97E-06,0.00021977,1.76E-12,0.00028273,2.83E-05,16,0.0625,2.408239965,0.0040906
0.11825,0.055194,1.0216,0.034656,0.00028194,1,1,0,0.0023465
2.98E-21,8.34E-06,0,0.00012425,0.00083327,10,0.1,2,0.0019977
0.0036728,0.055319,3.53E-07,0.068004,0.0066633,2,0.5,0.602059991,0.01557
0.017142,0.0053627,0.036507,0.0028723,9.94E-06,6,0.166666667,1.556302501,0.0084982
1.79E-06,4.38E-05,3.51E-13,5.63E-05,5.63E-06,17,0.058823529,2.460897843,0.00091958
0.0063525,0.002965,0.05488,0.0018617,1.51E-05,11,0.090909091,2.08278537,0.015252
4.42E-21,1.24E-05,0,0.0001844,0.0012367,20,0.05,2.602059991,0.011859
0.0041529,0.0076484,0,0.0047705,1.62E-06,6,0.166666667,1.556302501,0.0082128
0.0043191,0.0013512,0.0091984,0.00072371,2.50E-06,13,0.076923077,2.227886705,0.010052
2.82E-06,6.90E-05,5.54E-13,8.87E-05,8.87E-06,14,0.071428571,2.292256071,0.000983
0.0033852,0.00158,0.029245,0.00099207,8.07E-06,13,0.076923077,2.227886705,0.011352
7.02E-21,1.97E-05,0,0.00029275,0.0019633,8,0.125,1.806179974,0.0030124
5.19E-12,0.0006899,0,0.0025151,0.0011849,9,0.111111111,1.908485019,0.013413
0.083405,0.026093,0.17763,0.013976,4.84E-05,3,0.333333333,0.954242509,0.010337
1.93E-05,0.00047225,3.79E-12,0.00060755,6.07E-05,13,0.076923077,2.227886705,0.0058029
0.0065669,0.003065,0.056733,0.0019245,1.57E-05,8,0.125,1.806179974,0.0083397
1.87E-19,0.00052388,0,0.0078013,0.052318,3,0.333333333,0.954242509,0.011289
0.00023304,0.0004572,0.00068566,0.00045406,5.46E-05,16,0.0625,2.408239965,0.0077372
1.17E-05,3.68E-06,2.50E-05,1.97E-06,6.81E-09,14,0.071428571,2.292256071,3.17E-05
9.01E-05,0.0022073,1.77E-11,0.0028397,0.00028386,7,0.142857143,1.69019608,0.007864
0.057529,0.026851,0.497,0.01686,0.00013716,2,0.5,0.602059991,0.0045662
1.44E-20,4.02E-05,0,0.00059898,0.0040169,9,0.111111111,1.908485019,0.0078006
3.15E-11,0.00014093,5.17E-63,0.0010744,0.0060729,9,0.111111111,1.908485019,0.014333
0.0028092,0.00087884,0.0059827,0.00047071,1.63E-06,10,0.1,2,0.0038686
1.06E-05,0.00025956,2.08E-12,0.00033392,3.34E-05,17,0.058823529,2.460897843,0.0054541
0.0024036,0.0011219,0.020766,0.00070442,5.73E-06,11,0.090909091,2.08278537,0.0057712
3.01E-21,8.44E-06,0,0.00012566,0.00084269,19,0.052631579,2.557507202,0.0072933
3.36E-10,1.17E-05,3.54E-25,6.44E-05,0.00029898,20,0.05,2.602059991,0.0040589
1.1352,0.35514,2.4176,0.19021,0.00065818,1,1,0,0.015633
1.21E-05,0.00029613,2.38E-12,0.00038097,3.81E-05,9,0.111111111,1.908485019,0.001744
0.017578,0.0082045,0.15186,0.0051515,4.19E-05,6,0.166666667,1.556302501,0.012557
4.02E-20,0.00011244,0,0.0016744,0.011229,7,0.142857143,1.69019608,0.013191
0.0015885,0.00074225,0.2034,0.0004222,3.36E-07,8,0.125,1.806179974,0.0015538
0.002199,0.00068796,0.0046833,0.00036847,1.28E-06,17,0.058823529,2.460897843,0.0087519
0.001571,0.038488,3.09E-10,0.049514,0.0049495,2,0.5,0.602059991,0.011194
0.17818,0.083164,1.5393,0.052218,0.00042481,2,0.5,0.602059991,0.014143
1.97E-19,0.00055036,0,0.0081958,0.054963,3,0.333333333,0.954242509,0.011859
1.09E-06,5.93E-05,1.87E-13,9.21E-05,2.07E-05,17,0.058823529,2.460897843,0.0016489
0.070229,0.021971,0.14957,0.011768,4.07E-05,2,0.5,0.602059991,0.0038686
0.0071921,0.17619,1.41E-09,0.22667,0.022658,1,1,0,0.012811
0.0041073,0.001917,0.035484,0.0012037,9.79E-06,11,0.090909091,2.08278537,0.0098617
3.02E-21,8.44E-06,0,0.00012573,0.00084319,20,0.05,2.602059991,0.008086
2.33E-09,0.0010461,0,0.0022852,0.00025252,11,0.090909091,2.08278537,0.01446
0.17615,0.055108,0.37515,0.029516,0.00010213,2,0.5,0.602059991,0.0097032
7.41E-05,0.0018157,1.46E-11,0.0023359,0.0002335,7,0.142857143,1.69019608,0.0064688
0.079191,0.036962,0.68415,0.023208,0.00018881,3,0.333333333,0.954242509,0.014143
1.79E-20,5.02E-05,0,0.00074748,0.0050128,10,0.1,2,0.012018
1.28E-11,0.00020804,0,0.00063975,0.00019799,16,0.0625,2.408239965,0.0099569
0.0015543,0.00048624,0.0033101,0.00026043,9.01E-07,20,0.05,2.602059991,0.0085616
1.88E-05,0.00046035,3.70E-12,0.00059224,5.92E-05,18,0.055555556,2.51054501,0.010845
0.032959,0.015383,0.28474,0.0096591,7.86E-05,4,0.25,1.204119983,0.010464
1.20E-20,3.35E-05,0,0.0004991,0.0033471,14,0.071428571,2.292256071,0.015728
2.57E-14,3.45E-06,4.58E-42,7.79E-05,0.001644,15,0.066666667,2.352182518,0.012177
0.012735,0.0039842,0.027123,0.002134,7.38E-06,9,0.111111111,1.908485019,0.014206
3.96E-05,0.00096916,7.78E-12,0.0012468,0.00012463,6,0.166666667,1.556302501,0.0025368
0.0061674,0.0028786,0.053281,0.0018074,1.47E-05,8,0.125,1.806179974,0.0078323
4.34E-21,1.22E-05,0,0.00018112,0.0012147,14,0.071428571,2.292256071,0.0057078
0.028572,0.0055824,9.24E-08,0.0023787,2.34E-07,6,0.166666667,1.556302501,0.0074518
0.021428,0.0067038,0.045636,0.0035906,1.24E-05,7,0.142857143,1.69019608,0.01446
8.53E-06,0.00020898,1.68E-12,0.00026885,2.69E-05,12,0.083333333,2.158362492,0.002188
0.0016424,0.00076658,0.014189,0.00048133,3.92E-06,18,0.055555556,2.51054501,0.010559
3.70E-22,1.03E-06,0,1.54E-05,0.00010333,8,0.125,1.806179974,0.00015855
3.64E-16,1.40E-05,5.36E-177,0.00026368,0.0039039,11,0.090909091,2.08278537,0.010211
0.0031882,0.00099742,0.00679,0.00053422,1.85E-06,13,0.076923077,2.227886705,0.0074201
0.00012709,0.0031134,2.50E-11,0.0040054,0.00040038,6,0.166666667,1.556302501,0.0081494
0.0027138,0.0012666,0.023445,0.00079532,6.47E-06,13,0.076923077,2.227886705,0.0091007
3.69E-21,1.03E-05,0,0.00015405,0.0010331,13,0.076923077,2.227886705,0.0041857
0.00012213,0.0022414,1.02E-26,0.0024226,7.33E-05,8,0.125,1.806179974,0.0078957
0.00091744,0.00028702,0.0019539,0.00015373,5.32E-07,16,0.0625,2.408239965,0.0032344
0.00038374,0.0094009,7.55E-11,0.012094,0.0012089,3,0.333333333,0.954242509,0.0061517
0.13743,0.064144,1.1873,0.040276,0.00032766,2,0.5,0.602059991,0.010908
1.91E-21,5.36E-06,0,7.98E-05,0.00053494,15,0.066666667,2.352182518,0.0028856
1.82E-86,1.43E-06,0,0.0011002,0.11843,2,0.5,0.602059991,0.0075786
0.0023717,0.00074197,0.005051,0.0003974,1.38E-06,20,0.05,2.602059991,0.013064
2.23E-05,0.00054515,4.38E-12,0.00070134,7.01E-05,2,0.5,0.602059991,0.00015855
0.0055442,0.0025877,0.047897,0.0016248,1.32E-05,7,0.142857143,1.69019608,0.0053907
5.53E-19,0.0015496,0,0.023075,0.15475,1,1,0,0.00371
0.00016919,0.0024528,1.42E-05,0.0038775,0.00201,4,0.25,1.204119983,0.0047248
0.0018421,0.00057629,0.0039231,0.00030866,1.07E-06,5,0.2,1.397940009,0.0006342
0.00015379,0.0037676,3.02E-11,0.004847,0.00048451,6,0.166666667,1.556302501,0.0098617
0.011643,0.0054341,0.10058,0.0034121,2.78E-05,7,0.142857143,1.69019608,0.01132
7.15E-21,2.00E-05,0,0.00029803,0.0019987,15,0.066666667,2.352182518,0.010781
1.01E-13,0.00010726,0,0.00028589,2.84E-05,16,0.0625,2.408239965,0.0037418
0.00078252,0.00024481,0.0016665,0.00013112,4.54E-07,16,0.0625,2.408239965,0.0027588
8.35E-06,0.0002046,1.64E-12,0.00026322,2.63E-05,18,0.055555556,2.51054501,0.0048199
0.001421,0.00066322,0.012276,0.00041643,3.39E-06,19,0.052631579,2.557507202,0.010179
2.42E-19,0.00067692,0,0.01008,0.067602,3,0.333333333,0.954242509,0.014587
0.0090332,0.0019625,2.36E-06,0.0008217,1.00E-07,6,0.166666667,1.556302501,0.0029807
0.00034069,0.00010658,0.00072557,5.71E-05,1.98E-07,14,0.071428571,2.292256071,0.00091958
5.27E-05,0.0012906,1.04E-11,0.0016603,0.00016597,7,0.142857143,1.69019608,0.0045979
0.002057,0.00096007,0.017771,0.00060282,4.90E-06,17,0.058823529,2.460897843,0.011796
2.81E-20,7.86E-05,0,0.001171,0.0078532,4,0.25,1.204119983,0.0030124
0.0055262,0.00047238,0,0.00017028,1.78E-11,15,0.066666667,2.352182518,0.0024417
0.11436,0.035778,0.24356,0.019163,6.63E-05,3,0.333333333,0.954242509,0.014174
1.41E-05,0.00034558,2.77E-12,0.00044459,4.44E-05,17,0.058823529,2.460897843,0.0072615
0.0022372,0.0010442,0.019328,0.00065565,5.33E-06,10,0.1,2,0.0044394
5.84E-23,1.64E-07,0,2.43E-06,1.63E-05,9,0.111111111,1.908485019,3.17E-05
0.16298,0.032329,4.58E-07,0.014323,1.79E-06,3,0.333333333,0.954242509,0.010084
0.0072694,0.0022742,0.015482,0.0012181,4.21E-06,11,0.090909091,2.08278537,0.012113
5.97E-05,0.0014628,1.17E-11,0.0018819,0.00018812,12,0.083333333,2.158362492,0.015316
0.00014797,6.91E-05,0.0012783,4.34E-05,3.53E-07,18,0.055555556,2.51054501,0.00095129
1.04E-20,2.91E-05,0,0.00043389,0.0029098,10,0.1,2,0.0069762
2.14E-12,0.00026858,3.21E-147,0.0024174,0.014671,5,0.2,1.397940009,0.01002
