-3.495107961,-3.999782907,-4.27E+00,-6.73E+00,7.78E-01,1.84509804,1.84509804
-4.642065153,-3.252759147,-3.14E+00,-4.14E+00,1.20E+00,2.255272505,2.255272505
-2.598754592,-2.929666544,-3.13E+00,-5.22E+00,1.08E+00,2,2
-20.23358715,-4.787812396,-3.61E+00,-2.79E+00,9.03E-01,2.477121255,2.477121255
-15.51570016,-5.391473966,-4.25E+00,-3.24E+00,1.18E+00,2.342422681,2.509202522
-1.76273281,-2.267389147,-2.54E+00,-5.00E+00,9.03E-01,1.84509804,1.84509804
-3.316817829,-1.917861169,-1.81E+00,-2.81E+00,6.02E-01,2.257678575,2.255272505
-2.644203786,-2.975145052,-3.18E+00,-5.27E+00,9.54E-01,2,2
-17.91721463,-2.471443219,-1.30E+00,-4.72E-01,0.00E+00,2.477121255,2.477121255
-4.903089987,-3.347879419,-3.09E+00,-3.28E+00,1.04E+00,1.86923172,2.346352974
-2.708364793,-3.213028648,-3.48E+00,-5.95E+00,1.30E+00,1.84509804,1.84509804
-2.311776011,-0.922632095,-8.13E-01,-1.81E+00,0.00E+00,2.255272505,2.255272505
-2.503208684,-2.834132732,-3.04E+00,-5.13E+00,1.15E+00,2,2
-19.43533394,-3.988133643,-2.82E+00,-1.99E+00,6.99E-01,2.477121255,2.477121255
-5.714442691,-3.662201423,-3.28E+00,-3.15E+00,1.23E+00,1.740362689,2.397940009
-2.467080086,-2.971754183,-3.24E+00,-5.70E+00,1.26E+00,1.84509804,1.84509804
-4.8569852,-3.468291223,-3.36E+00,-4.36E+00,1.00E+00,2.255272505,2.255272505
-1.372142767,-1.703071681,-1.91E+00,-3.99E+00,6.02E-01,2,2
-17.85387196,-2.408156589,-1.24E+00,-4.09E-01,0.00E+00,2.477121255,2.477121255
-12.70774393,-5.360513511,-4.33E+00,-3.36E+00,1.08E+00,2.206825876,2.515873844
-1.794416741,-2.299080055,-2.57E+00,-5.03E+00,7.78E-01,1.84509804,1.84509804
-4.721246399,-3.331232147,-3.22E+00,-4.22E+00,1.08E+00,2.255272505,2.255272505
-2.419839417,-2.750777176,-2.95E+00,-5.04E+00,1.00E+00,2,2
-19.08196966,-3.634942779,-2.46E+00,-1.64E+00,6.02E-01,2.477121255,2.477121255
-1.359240386,-2.321126683,-2.76E+00,-8.70E+00,6.02E-01,2.509202522,1.69019608
-0.083898895,-0.588565498,-8.60E-01,-3.32E+00,0.00E+00,1.84509804,1.84509804
-5.01278077,-3.623623814,-3.51E+00,-4.51E+00,1.04E+00,2.255272505,2.255272505
-2.786269796,-3.11718527,-3.32E+00,-5.41E+00,1.11E+00,2,2
-19.16367588,-3.716608303,-2.54E+00,-1.72E+00,6.02E-01,2.477121255,2.477121255
-17.50307035,-4.673664139,-3.24E+00,-1.94E+00,9.03E-01,2.346352974,2.549003262
-1.237674116,-1.74234542,-2.01E+00,-4.47E+00,6.02E-01,1.84509804,1.84509804
-5.214670165,-3.825736619,-3.72E+00,-4.72E+00,1.30E+00,2.255272505,2.255272505
-2.601209607,-2.932148339,-3.13E+00,-5.22E+00,1.23E+00,2,2
-19.75945075,-4.312471039,-3.14E+00,-2.31E+00,8.45E-01,2.477121255,2.477121255
-2.098552577,-2.6473352,-2.95E+00,-6.63E+00,1.00E+00,2.397940009,1.913813852
-3.631044055,-4.135488919,-4.41E+00,-6.87E+00,1.20E+00,1.84509804,1.84509804
-3.958015499,-2.568877578,-2.46E+00,-3.46E+00,9.03E-01,2.255272505,2.255272505
-2.514463117,-2.845393461,-3.05E+00,-5.14E+00,1.20E+00,2,2
-18.68824614,-3.240045238,-2.07E+00,-1.24E+00,4.77E-01,2.477121255,2.477121255
-25.15304467,-4.752026734,-3.46E+00,-2.57E+00,1.15E+00,2.515873844,2.480006943
-1.895854449,-2.400509935,-2.67E+00,-5.13E+00,6.99E-01,1.84509804,1.84509804
-4.958607315,-3.567993313,-3.46E+00,-4.46E+00,1.30E+00,2.255272505,2.255272505
-2.194356439,-2.525288515,-2.73E+00,-4.82E+00,1.04E+00,2,2
-21.28399666,-5.835647144,-4.66E+00,-3.84E+00,1.00E+00,2.477121255,2.477121255
-11.5654311,-4.844663963,-3.59E+00,-2.32E+00,9.54E-01,1.69019608,2.598790507
-3.133275632,-3.637951282,-3.91E+00,-6.37E+00,1.11E+00,1.84509804,1.84509804
-3.623678585,-2.234547529,-2.13E+00,-3.13E+00,7.78E-01,2.255272505,2.255272505
-0.783570169,-1.114503084,-1.32E+00,-3.41E+00,3.01E-01,2,2
-20.67985371,-5.232102384,-4.06E+00,-3.23E+00,1.30E+00,2.477121255,2.477121255
-43.33348202,-5.152427341,-3.15E+00,-1.60E+00,6.99E-01,2.549003262,2.542825427
-2.001640384,-2.506304999,-2.78E+00,-5.24E+00,8.45E-01,1.84509804,1.84509804
-4.782516056,-3.393156637,-3.28E+00,-4.28E+00,1.23E+00,2.255272505,2.255272505
-1.585829167,-1.916748283,-2.12E+00,-4.21E+00,6.99E-01,2,2
-20.1700533,-4.723538196,-3.55E+00,-2.72E+00,1.04E+00,2.477121255,2.477121255
-4.630784143,-2.789066465,-2.48E+00,-2.57E+00,8.45E-01,1.913813852,2.36361198
-0.633464981,-1.138131186,-1.41E+00,-3.87E+00,0.00E+00,1.84509804,1.84509804
-4.829738285,-3.439567276,-3.33E+00,-4.33E+00,1.08E+00,2.255272505,2.255272505
-2.366036932,-2.696955216,-2.90E+00,-4.99E+00,8.45E-01,2,2
-19.8827287,-4.434152181,-3.26E+00,-2.44E+00,1.04E+00,2.477121255,2.477121255
-8.431798276,-4.193820026,-3.98E+00,-5.32E+00,1.30E+00,2.480006943,2.271841607
-2.249599614,-2.754265307,-3.03E+00,-5.49E+00,7.78E-01,1.84509804,1.84509804
-4.653647026,-3.265416172,-3.16E+00,-4.16E+00,1.18E+00,2.255272505,2.255272505
-1.565974304,-1.896880746,-2.10E+00,-4.19E+00,6.99E-01,2,2
-19.75696195,-4.30980392,-3.14E+00,-2.31E+00,1.00E+00,2.477121255,2.477121255
-91.75945075,-5.634512015,-2.70E+00,-6.54E-01,3.01E-01,2.598790507,2.588831726
-0.794227418,-1.298907149,-1.57E+00,-4.03E+00,3.01E-01,1.84509804,1.84509804
-4.187086643,-2.798084217,-2.69E+00,-3.69E+00,1.00E+00,2.255272505,2.255272505
-3.479162887,-3.81008879,-4.01E+00,-6.10E+00,1.23E+00,2,2
-18.84163751,-3.394565655,-2.22E+00,-1.40E+00,6.02E-01,2.477121255,2.477121255
-3.282870622,-1.771266092,-1.91E+00,-5.46E+00,6.99E-01,2.542825427,2.100370545
-2.577082019,-3.081754667,-3.35E+00,-5.81E+00,1.30E+00,1.84509804,1.84509804
-4.565431096,-3.1756984,-3.07E+00,-4.07E+00,1.00E+00,2.255272505,2.255272505
-2.652513862,-2.983426254,-3.19E+00,-5.27E+00,1.15E+00,2,2
-20.09205148,-4.645891561,-3.47E+00,-2.65E+00,1.00E+00,2.477121255,2.477121255
-3.279162899,-3.892247501,-4.21E+00,-7.87E+00,1.00E+00,2.36361198,1.875061263
-0.83499322,-1.339675356,-1.61E+00,-4.07E+00,3.01E-01,1.84509804,1.84509804
-4.679853714,-3.29000964,-3.18E+00,-4.18E+00,1.26E+00,2.255272505,2.255272505
-0.897429098,-1.228346388,-1.43E+00,-3.52E+00,3.01E-01,2,2
-20.06854213,-4.621602099,-3.45E+00,-2.62E+00,1.11E+00,2.477121255,2.477121255
-8.206209615,-3.281108203,-2.66E+00,-2.37E+00,4.77E-01,2.271841607,2.423245874
-2.543588414,-3.048254611,-3.32E+00,-5.78E+00,1.23E+00,1.84509804,1.84509804
-4.515700161,-3.125860418,-3.02E+00,-4.02E+00,9.54E-01,2.255272505,2.255272505
-2.034657164,-2.365583193,-2.57E+00,-4.66E+00,4.77E-01,2,2
-20.10568394,-4.657577319,-3.49E+00,-2.66E+00,1.15E+00,2.477121255,2.477121255
-70.39794001,-6.673664139,-4.27E+00,-2.48E+00,1.23E+00,2.588831726,2.557507202
-0.683547373,-1.188210581,-1.46E+00,-3.92E+00,3.01E-01,1.84509804,1.84509804
-3.595713771,-2.206572843,-2.10E+00,-3.10E+00,3.01E-01,2.255272505,2.255272505
-2.865950457,-3.196863944,-3.40E+00,-5.49E+00,1.11E+00,2,2
-19.36754271,-3.9198788,-2.75E+00,-1.92E+00,6.99E-01,2.477121255,2.477121255
-2.170368217,-1.136694988,-1.03E+00,-1.84E+00,0.00E+00,2.100370545,2.26245109
-1.740262813,-2.244933532,-2.52E+00,-4.98E+00,8.45E-01,1.84509804,1.84509804
-4.400116928,-3.011235983,-2.90E+00,-3.90E+00,9.03E-01,2.255272505,2.255272505
-2.710857164,-3.041775467,-3.24E+00,-5.33E+00,1.18E+00,2,2
