Receptor_measurement1,Receptor_measurement2,Receptor_measurement4,Receptor_measurement5,Wind_speed,Source_Location_X,Source_Location_Y
1.46E-20,4.08E-05,0.00060811,0.0040782,6,300,300
5.03E-11,0.0010192,0.004846,0.007021,4,257,257
0.0018078,0.00056557,0.00030292,1.05E-06,11,70,70
4.54E-07,1.11E-05,1.43E-05,1.43E-06,14,180,180
0.0022421,0.0010465,0.00065708,5.35E-06,14,100,100
3.16E-20,8.86E-05,0.0013189,0.0088452,8,300,300
0.0054751,0.0026529,0.0016338,6.92E-06,7,152,101
0.0064041,0.0020035,0.0010731,3.71E-06,8,70,70
1.07E-05,0.00026248,0.00033768,3.38E-05,18,180,180
0.022245,0.010382,0.006519,5.30E-05,5,100,100
9.61E-21,2.69E-05,0.00040058,0.0026864,15,300,300
0.14653,0.016188,0.0057316,4.22E-09,5,321,43
0.0010131,0.00031696,0.00016976,5.87E-07,15,70,70
6.30E-05,0.0015439,0.0019862,0.00019854,10,180,180
0.0011009,0.00051382,0.00032262,2.62E-06,15,100,100
1.66E-20,4.64E-05,0.00069029,0.0046293,10,300,300
3.30E-46,0.00015586,0.0085933,0.14948,1,378,320
0.0094023,0.0029415,0.0015755,5.45E-06,6,70,70
4.70E-05,0.0011516,0.0014816,0.0001481,8,180,180
4.98E-05,2.32E-05,1.46E-05,1.19E-07,17,100,100
6.63E-21,1.86E-05,0.00027658,0.0018548,16,300,300
2.33E-06,0.00013632,0.0001543,3.48E-06,15,257,164
0.002175,0.00068045,0.00036445,1.26E-06,19,70,70
6.41E-06,0.000157,0.00020199,2.02E-05,10,180,180
0.00065544,0.00030592,0.00019209,1.56E-06,16,100,100
8.31E-22,2.33E-06,3.47E-05,0.0002325,16,300,300
0.00010296,0.00090832,0.0011654,0.00023072,11,101,186
0.003326,0.0010405,0.00055731,1.93E-06,18,70,70
0.00010987,0.0026917,0.0034629,0.00034615,8,180,180
0.061968,0.028923,0.01816,0.00014774,3,100,100
3.63E-20,0.00010171,0.0015147,0.010158,5,300,300
2.70E-05,0.00088505,0.0016884,0.0014552,6,43,231
0.0033819,0.001058,0.00056668,1.96E-06,16,70,70
0.00033397,0.0081817,0.010526,0.0010522,5,180,180
0.023203,0.01083,0.0068,5.53E-05,5,100,100
7.09E-22,1.99E-06,2.96E-05,0.0001984,10,300,300
2.13E-09,0.00044753,0.00080174,3.43E-05,20,320,190
0.0015351,0.00048024,0.00025722,8.90E-07,6,70,70
0.00018198,0.0044582,0.0057354,0.00057331,6,180,180
0.025269,0.011794,0.0074053,6.02E-05,4,100,100
4.48E-20,0.00012545,0.0018682,0.012528,6,300,300
0.19161,0.30848,0.24928,0.00427,1,164,135
0.013204,0.0041308,0.0022125,7.66E-06,8,70,70
0.0041835,0.10249,0.13185,0.01318,1,180,180
0.0012306,0.00057438,0.00036065,2.93E-06,19,100,100
4.84E-20,0.00013538,0.0020161,0.01352,6,300,300
0.00032444,0.089977,0.16632,0.049681,1,186,209
0.0027734,0.00086763,0.00046471,1.61E-06,15,70,70
0.00013797,0.00338,0.0043483,0.00043466,8,180,180
0.0014266,0.00066586,0.00041809,3.40E-06,17,100,100
1.45E-21,4.07E-06,6.06E-05,0.00040671,20,300,300
1.83E-15,2.20E-05,0.00026901,0.0021858,17,231,313
0.030957,0.0096848,0.0051872,1.79E-05,6,70,70
2.38E-05,0.00058263,0.00074956,7.49E-05,16,180,180
0.0013423,0.00062652,0.00039339,3.20E-06,10,100,100
1.29E-19,0.000362,0.0053908,0.036152,3,300,300
6.16E-09,0.00016161,0.00056301,0.00076417,10,190,253
0.0015616,0.00048855,0.00026167,9.05E-07,17,70,70
2.77E-05,0.00067866,0.00087309,8.73E-05,14,180,180
0.0015318,0.00071497,0.00044892,3.65E-06,13,100,100
3.05E-21,8.55E-06,0.00012737,0.00085421,12,300,300
0.0095734,0.0028673,0.0015143,2.56E-06,5,135,76
0.021005,0.0065714,0.0035197,1.22E-05,7,70,70
2.56E-05,0.00062715,0.00080683,8.07E-05,11,180,180
0.00093218,0.00043509,0.00027319,2.22E-06,12,100,100
1.53E-20,4.29E-05,0.00063894,0.0042849,11,300,300
2.44E-06,0.00080092,0.0013841,0.00026841,9,209,201
0.00022321,6.98E-05,3.74E-05,1.29E-07,14,70,70
2.57E-05,0.00062929,0.00080957,8.09E-05,17,180,180
0.0010672,0.0004981,0.00031275,2.54E-06,17,100,100
4.49E-19,0.0012582,0.018736,0.12565,1,300,300
1.29E-25,2.51E-06,5.72E-05,0.00060404,20,313,313
0.00080847,0.00025293,0.00013547,4.69E-07,15,70,70
5.22E-05,0.0012781,0.0016442,0.00016436,12,180,180
0.004274,0.0019948,0.0012526,1.02E-05,13,100,100
6.75E-21,1.89E-05,0.00028125,0.0018861,13,300,300
0.028518,0.0063032,0.0029401,3.10E-07,9,253,73
0.0045131,0.0014119,0.00075622,2.62E-06,10,70,70
0.00052405,0.012838,0.016517,0.001651,4,180,180
0.0012216,0.00057017,0.00035801,2.91E-06,15,100,100
1.44E-20,4.02E-05,0.00059898,0.0040169,9,300,300
0.00083826,0.00071023,0.00054297,1.62E-05,12,76,127
0.00023162,7.25E-05,3.88E-05,1.34E-07,13,70,70
3.55E-06,8.69E-05,0.00011178,1.12E-05,16,180,180
0.0058902,0.0027492,0.0017262,1.40E-05,11,100,100
1.55E-21,4.35E-06,6.48E-05,0.00043478,17,300,300
4.93E-20,2.07E-06,9.16E-05,0.0027492,15,201,384
0.0027255,0.00085267,0.00045669,1.58E-06,7,70,70
4.08E-05,0.0009984,0.0012844,0.00012839,11,180,180
0.0031641,0.0014768,0.00092728,7.54E-06,10,100,100
9.71E-21,2.72E-05,0.00040495,0.0027157,13,300,300
0.00086501,0.00013943,4.55E-05,8.19E-12,15,313,23
0.28092,0.087884,0.047071,0.00016288,1,70,70
0.0072811,0.17837,0.22948,0.022939,1,180,180
0.27007,0.12605,0.079146,0.00064389,1,100,100
4.40E-21,1.23E-05,0.00018342,0.0012301,20,300,300
3.07E-05,0.0053183,0.013215,0.017907,3,73,250
0.00011371,3.56E-05,1.91E-05,6.59E-08,18,70,70
3.90E-05,0.00095515,0.0012288,0.00012283,11,180,180
0.0012571,0.00058674,0.00036841,3.00E-06,15,100,100
4.86E-21,1.36E-05,0.0002027,0.0013594,12,300,300
1.27E-06,7.72E-05,0.00013498,5.62E-05,20,127,212
0.0070517,0.0022061,0.0011816,4.09E-06,4,70,70
0.00042725,0.010467,0.013466,0.001346,2,180,180
0.0029055,0.0013561,0.00085149,6.93E-06,11,100,100
2.19E-20,6.13E-05,0.00091216,0.0061173,4,300,300
2.35E-24,5.78E-05,0.00027819,6.10E-05,16,384,229
0.011873,0.0037144,0.0019894,6.88E-06,8,70,70
0.0022787,0.055824,0.071817,0.0071789,1,180,180
0.0049261,0.0022992,0.0014437,1.17E-05,11,100,100
2.21E-21,6.19E-06,9.21E-05,0.00061785,17,300,300
0.010155,0.01044,0.0088126,0.0006095,4,23,140
0.0058992,0.0018455,0.00098848,3.42E-06,11,70,70
7.99E-06,0.00019571,0.00025178,2.52E-05,19,180,180
0.00065072,0.00030372,0.0001907,1.55E-06,19,100,100
1.77E-20,4.97E-05,0.00073959,0.0049599,4,300,300
1.24E-09,0.00028038,0.00087031,0.00052877,11,250,234
0.12255,0.038339,0.020535,7.11E-05,3,70,70
4.29E-05,0.0010499,0.0013507,0.00013502,9,180,180
0.054333,0.025359,0.015923,0.00012954,2,100,100
2.97E-20,8.32E-05,0.0012397,0.0083138,7,300,300
0.0087801,0.0037327,0.0021201,2.33E-06,11,212,95
0.0037237,0.001165,0.00062396,2.16E-06,16,70,70
0.00026276,0.0064372,0.0082814,0.00082781,5,180,180
0.0045861,0.0021405,0.001344,1.09E-05,13,100,100
1.11E-20,3.10E-05,0.00046187,0.0030974,14,300,300
3.54E-15,3.11E-05,0.00037594,0.0030371,12,229,313
0.80821,0.25285,0.13543,0.0004686,1,70,70
8.95E-05,0.0021914,0.0028192,0.00028181,9,180,180
0.0093884,0.0043819,0.0027514,2.24E-05,4,100,100
9.13E-21,2.56E-05,0.00038058,0.0025523,16,300,300
0.071166,0.018876,0.0094246,9.43E-06,4,140,67
0.0058524,0.0018309,0.00098064,3.39E-06,12,70,70
2.27E-06,5.56E-05,7.16E-05,7.15E-06,14,180,180
0.0019105,0.00089172,0.0005599,4.56E-06,15,100,100
1.48E-20,4.14E-05,0.00061602,0.0041312,9,300,300
1.01E-14,2.15E-05,0.00021083,0.0012486,20,234,301
0.1159,0.036258,0.01942,6.72E-05,3,70,70
0.00071406,0.017493,0.022505,0.0022496,3,180,180
0.0014732,0.00068759,0.00043173,3.51E-06,16,100,100
1.17E-19,0.00032779,0.0048813,0.032736,4,300,300
4.29E-09,1.10E-05,4.15E-05,0.00011426,10,95,279
0.0020839,0.00065193,0.00034917,1.21E-06,20,70,70
6.62E-05,0.0016207,0.002085,0.00020841,9,180,180
0.0023072,0.0010769,0.00067616,5.50E-06,13,100,100
1.01E-19,0.00028254,0.0042075,0.028217,3,300,300
1.72E-17,0.00019513,0.001532,0.0032215,9,313,268
0.0077067,0.002411,0.0012913,4.47E-06,7,70,70
0.00014341,0.0035132,0.0045197,0.00045179,6,180,180
0.028764,0.013426,0.0084298,6.86E-05,2,100,100
3.74E-21,1.05E-05,0.00015583,0.0010451,18,300,300
5.46E-13,4.71E-06,8.31E-05,0.0015065,15,67,389
0.0021029,0.00065788,0.00035236,1.22E-06,14,70,70
1.38E-06,3.38E-05,4.35E-05,4.35E-06,20,180,180
0.001623,0.00075752,0.00047564,3.87E-06,16,100,100
2.84E-20,7.95E-05,0.0011833,0.0079359,4,300,300
8.21E-07,0.0014262,0.001903,3.90E-05,10,301,173
0.0033686,0.0010539,0.00056445,1.95E-06,18,70,70
7.85E-05,0.0019225,0.0024733,0.00024723,7,180,180
0.16779,0.078315,0.049174,0.00040005,1,100,100
9.81E-21,2.75E-05,0.00040906,0.0027433,9,300,300
0.0013352,0.057,0.056977,0.00050949,1,279,153
0.010831,0.0033884,0.0018148,6.28E-06,9,70,70
1.50E-05,0.00036764,0.00047297,4.73E-05,11,180,180
0.0014844,0.00069282,0.00043502,3.54E-06,15,100,100
3.64E-19,0.0010198,0.015186,0.10184,2,300,300
3.33E-12,0.0002051,0.0009848,0.0013037,10,268,255
0.00985,0.0030815,0.0016505,5.71E-06,6,70,70
3.71E-05,0.00090908,0.0011695,0.00011691,15,180,180
0.0010506,0.00049033,0.00030788,2.50E-06,18,100,100
1.28E-21,3.58E-06,5.33E-05,0.00035712,10,300,300
9.46E-87,1.44E-06,0.0014215,0.16763,2,389,396
0.002215,0.00069294,0.00037114,1.28E-06,17,70,70
0.0001261,0.0030892,0.0039743,0.00039727,6,180,180
0.0073379,0.0034249,0.0021505,1.75E-05,7,100,100
1.87E-21,5.23E-06,7.79E-05,0.00052245,20,300,300
0.0022197,0.00046715,0.00020244,3.33E-08,20,173,46
0.0060086,0.0018798,0.0010068,3.48E-06,13,70,70
2.80E-05,0.00068663,0.00088335,8.83E-05,17,180,180
0.0031711,0.0014801,0.00092933,7.56E-06,8,100,100
5.71E-21,1.60E-05,0.00023815,0.0015971,20,300,300
7.64E-17,1.27E-05,0.00049576,0.014316,4,153,398
0.00054499,0.0001705,9.13E-05,3.16E-07,13,70,70
0.00011251,0.0027563,0.003546,0.00035446,5,180,180
0.003513,0.0016397,0.0010295,8.38E-06,11,100,100
1.28E-20,3.59E-05,0.00053462,0.0035854,11,300,300
1.19E-10,0.00642,0.034433,0.064397,2,255,264
0.0021889,0.00068479,0.00036677,1.27E-06,9,70,70
1.04E-05,0.00025441,0.00032729,3.27E-05,6,180,180
0.0024969,0.0011654,0.00073175,5.95E-06,4,100,100
1.99E-19,0.00055772,0.0083053,0.055698,3,300,300
9.92E-05,0.0033763,0.0019275,1.88E-08,14,396,109
0.0038856,0.0012156,0.00065108,2.25E-06,8,70,70
6.41E-06,0.00015694,0.00020191,2.02E-05,17,180,180
0.0062145,0.0029006,0.0018213,1.48E-05,6,100,100
1.37E-20,3.83E-05,0.00056976,0.003821,6,300,300
0.0016259,0.00081671,0.00053881,9.18E-06,15,46,104
0.0026534,0.0008301,0.00044461,1.54E-06,16,70,70
3.52E-05,0.00086335,0.0011107,0.00011103,7,180,180
0.012132,0.0056625,0.0035554,2.89E-05,7,100,100
1.60E-21,4.48E-06,6.67E-05,0.00044699,19,300,300
0.014551,0.00081284,0.000261,2.63E-12,19,398,48
0.0011798,0.00036911,0.0001977,6.84E-07,11,70,70
3.13E-05,0.00076758,0.00098748,9.87E-05,5,180,180
0.0020295,0.00094724,0.00059477,4.84E-06,10,100,100
2.60E-20,7.28E-05,0.0010847,0.0072746,2,300,300
2.16E-23,3.92E-06,0.00015674,0.0038143,14,264,354
0.51808,0.16208,0.086811,0.00030039,1,70,70
0.00027297,0.0066872,0.0086031,0.00085997,3,180,180
0.0013494,0.00062984,0.00039547,3.22E-06,15,100,100
1.03E-20,2.90E-05,0.00043126,0.0028922,15,300,300
0.0011431,0.0002833,0.00012674,5.77E-08,17,109,39
0.018844,0.0058952,0.0031575,1.09E-05,7,70,70
6.28E-06,0.00015373,0.00019778,1.98E-05,20,180,180
0.039651,0.018507,0.01162,9.45E-05,4,100,100
1.77E-20,4.97E-05,0.00074,0.0049627,11,300,300
0.00042534,0.00024165,0.00016105,1.81E-06,11,104,109
0.0019828,0.00062031,0.00033224,1.15E-06,18,70,70
0.00049624,0.012157,0.01564,0.0015634,4,180,180
0.0016642,0.00077675,0.00048772,3.97E-06,13,100,100
3.25E-21,9.11E-06,0.00013559,0.00090932,8,300,300
7.86E-05,0.00099607,0.0015286,0.00072997,11,48,209
0.0016233,0.00050785,0.00027201,9.41E-07,20,70,70
2.54E-06,6.23E-05,8.02E-05,8.01E-06,14,180,180
0.00019975,9.32E-05,5.85E-05,4.76E-07,12,100,100
7.15E-21,2.00E-05,0.00029822,0.002,17,300,300
2.08E-17,0.00033025,0.0013762,0.00038682,13,354,229
0.00027631,8.64E-05,4.63E-05,1.60E-07,15,70,70
0.0013975,0.034236,0.044044,0.0044027,2,180,180
0.012621,0.0058908,0.0036988,3.01E-05,7,100,100
3.12E-19,0.00087411,0.013017,0.087295,2,300,300
2.99E-08,0.00010145,0.0004998,0.0025317,7,39,312
0.00037666,0.00011784,6.31E-05,2.18E-07,18,70,70
4.19E-05,0.0010258,0.0013197,0.00013191,14,180,180
0.002287,0.0010674,0.00067022,5.45E-06,15,100,100
2.99E-20,8.36E-05,0.001245,0.0083492,4,300,300
1.23E-05,2.91E-05,2.77E-05,1.71E-06,19,109,154
0.0028498,0.00089156,0.00047752,1.65E-06,18,70,70
6.07E-05,0.0014861,0.0019118,0.0001911,9,180,180
0.0016292,0.00076043,0.00047747,3.88E-06,16,100,100
1.03E-19,0.00028806,0.0042896,0.028768,4,300,300
1.62E-09,0.00026281,0.0010388,0.0015783,9,209,257
0.0046242,0.0014467,0.00077484,2.68E-06,11,70,70
0.00021511,0.0052698,0.0067796,0.00067769,6,180,180
0.0086643,0.004044,0.0025392,2.07E-05,8,100,100
3.67E-20,0.00010277,0.0015305,0.010264,5,300,300
0.06511,0.015285,0.007304,1.48E-06,5,229,73
0.007967,0.0024924,0.001335,4.62E-06,10,70,70
0.00026134,0.0064023,0.0082365,0.00082333,5,180,180
0.0012784,0.00059669,0.00037466,3.05E-06,5,100,100
1.15E-20,3.21E-05,0.000478,0.0032056,12,300,300
0.063494,0.0073793,0.0026774,3.66E-09,7,312,45
0.0030075,0.00094088,0.00050394,1.74E-06,7,70,70
1.09E-05,0.00026701,0.00034351,3.43E-05,7,180,180
0.019576,0.0091368,0.0057369,4.67E-05,6,100,100
4.33E-20,0.00012132,0.0018066,0.012115,5,300,300
0.031076,0.0094409,0.005005,7.06E-06,6,154,79
0.67696,0.21179,0.11343,0.0003925,1,70,70
0.0015666,0.038379,0.049374,0.0049355,1,180,180
0.0011088,0.00051754,0.00032496,2.64E-06,14,100,100
8.51E-21,2.38E-05,0.000355,0.0023808,10,300,300
3.45E-22,1.41E-06,4.46E-05,0.00090375,12,257,347
0.71841,0.22475,0.12038,0.00041653,1,70,70
0.0052872,0.12953,0.16664,0.016657,1,180,180
0.00028607,0.00013352,8.38E-05,6.82E-07,18,100,100
8.17E-20,0.00022886,0.003408,0.022855,5,300,300
1.98E-09,9.61E-05,0.00067164,0.0049098,8,73,328
0.00099503,0.00031129,0.00016673,5.77E-07,19,70,70
0.00074967,0.018366,0.023627,0.0023618,3,180,180
0.026783,0.012501,0.0078491,6.39E-05,5,100,100
4.32E-22,1.21E-06,1.80E-05,0.00012091,19,300,300
4.16E-05,0.003571,0.008306,0.011136,4,45,249
0.031725,0.009925,0.0053158,1.84E-05,6,70,70
2.62E-05,0.00064207,0.00082602,8.26E-05,18,180,180
0.010187,0.0047549,0.0029856,2.43E-05,8,100,100
1.35E-20,3.79E-05,0.00056406,0.0037828,10,300,300
1.25E-09,0.00028237,0.0025008,0.023735,4,79,342
0.0070499,0.0022055,0.0011813,4.09E-06,9,70,70
5.92E-06,0.00014501,0.00018656,1.86E-05,20,180,180
0.0024907,0.0011625,0.00072992,5.94E-06,16,100,100
6.06E-21,1.70E-05,0.00025257,0.0016938,14,300,300
3.39E-25,0.00013933,0.0018274,0.0062767,7,347,280
0.033894,0.010604,0.0056794,1.97E-05,5,70,70
9.48E-07,2.32E-05,2.99E-05,2.99E-06,13,180,180
0.0023155,0.0010807,0.00067859,5.52E-06,14,100,100
1.52E-20,4.26E-05,0.00063413,0.0042527,12,300,300
2.63E-10,0.0061725,0.014876,0.0014529,3,328,206
0.0020559,0.00064318,0.00034449,1.19E-06,14,70,70
0.0010325,0.025295,0.032542,0.0032529,1,180,180
0.0053662,0.0025046,0.0015726,1.28E-05,9,100,100
2.24E-20,6.28E-05,0.00093484,0.0062694,10,300,300
0.0032848,0.019326,0.016448,0.00011408,4,249,140
0.00019075,5.97E-05,3.20E-05,1.11E-07,13,70,70
1.02E-05,0.0002487,0.00031995,3.20E-05,11,180,180
0.0013381,0.00062456,0.00039216,3.19E-06,17,100,100
6.15E-21,1.72E-05,0.00025623,0.0017183,19,300,300
4.79E-06,0.00034987,0.00027941,1.82E-07,10,342,134
0.0081051,0.0025357,0.0013581,4.70E-06,10,70,70
2.13E-05,0.00052263,0.00067236,6.72E-05,11,180,180
0.00080562,0.00037601,0.0002361,1.92E-06,11,100,100
6.76E-21,1.89E-05,0.00028175,0.0018895,7,300,300
0.082092,0.015232,0.0067084,2.29E-07,3,280,69
0.012195,0.0038152,0.0020435,7.07E-06,9,70,70
8.01E-05,0.0019626,0.0025248,0.00025238,10,180,180
0.00076572,0.00035739,0.0002244,1.83E-06,12,100,100
7.57E-22,2.12E-06,3.16E-05,0.00021162,15,300,300
3.56E-12,0.00023114,0.001972,0.011281,2,206,302
0.0039648,0.0012404,0.00066435,2.30E-06,13,70,70
2.85E-05,0.00069869,0.00089886,8.99E-05,14,180,180
4.43E-06,2.07E-06,1.30E-06,1.06E-08,19,100,100
6.06E-20,0.0001696,0.0025256,0.016937,6,300,300
0.002104,0.0010128,0.00062765,3.16E-06,15,140,101
0.0011871,0.00037139,0.00019892,6.88E-07,15,70,70
0.00013451,0.0032952,0.0042392,0.00042375,6,180,180
0.0060246,0.0028119,0.0017656,1.44E-05,10,100,100
2.58E-21,7.22E-06,0.00010749,0.00072084,20,300,300
0.08325,0.034196,0.020258,8.07E-05,3,134,94
0.0069649,0.0021789,0.001167,4.04E-06,11,70,70
0.00017654,0.0043249,0.005564,0.00055617,6,180,180
0.00027166,0.0001268,7.96E-05,6.48E-07,20,100,100
8.16E-20,0.00022846,0.0034021,0.022816,4,300,300
0.00015286,0.00092255,0.0011556,0.00026371,11,69,186
0.00068124,0.00021312,0.00011415,3.95E-07,13,70,70
0.0020561,0.050372,0.064804,0.0064778,2,180,180
0.093884,0.043819,0.027514,0.00022384,2,100,100
4.50E-21,1.26E-05,0.00018748,0.0012573,9,300,300
1.96E-18,9.78E-05,0.0010223,0.0039621,8,302,284
1.42E-05,4.45E-06,2.38E-06,8.24E-09,18,70,70
0.0022208,0.054406,0.069994,0.0069966,2,180,180
0.0020321,0.00094844,0.00059552,4.84E-06,9,100,100
7.74E-21,2.17E-05,0.00032273,0.0021643,11,300,300
0.12823,0.098079,0.071357,0.0013421,1,101,121
0.0094454,0.0029549,0.0015827,5.48E-06,7,70,70
0.0020294,0.049718,0.063962,0.0063937,1,180,180
0.0807,0.037666,0.02365,0.0001924,2,100,100
2.22E-20,6.21E-05,0.00092525,0.006205,9,300,300
0.063421,0.016673,0.0071858,2.34E-06,4,94,26
0.0055717,0.0017431,0.00093361,3.23E-06,9,70,70
2.42E-05,0.00059361,0.00076368,7.63E-05,6,180,180
0.00051936,0.0002424,0.0001522,1.24E-06,20,100,100
5.53E-21,1.55E-05,0.00023075,0.0015475,10,300,300
0.012239,0.015458,0.011496,9.85E-05,3,186,126
0.011172,0.0034951,0.001872,6.48E-06,9,70,70
1.44E-05,0.00035326,0.00045447,4.54E-05,20,180,180
0.0048496,0.0022635,0.0014212,1.16E-05,12,100,100
2.29E-19,0.0006416,0.0095544,0.064075,3,300,300
9.94E-23,3.57E-06,8.68E-05,0.0011942,16,284,326
0.00019919,6.23E-05,3.34E-05,1.15E-07,17,70,70
3.77E-05,0.00092373,0.0011884,0.00011879,12,180,180
0.0035086,0.0016376,0.0010282,8.37E-06,15,100,100
1.04E-20,2.91E-05,0.00043389,0.0029098,10,300,300
1.76E-06,0.0019012,0.0056108,0.0084663,4,121,255
0.001633,0.00051087,0.00027362,9.47E-07,14,70,70
0.00026703,0.0065419,0.0084161,0.00084127,4,180,180
0.37234,0.17379,0.10912,0.00088773,1,100,100
1.95E-19,0.00054632,0.0081355,0.054559,2,300,300
1.07E-09,1.17E-05,7.57E-05,0.00056452,18,26,336
0.00073683,0.00023052,0.00012346,4.27E-07,20,70,70
2.64E-05,0.00064737,0.00083284,8.33E-05,8,180,180
0.0023674,0.001105,0.00069381,5.64E-06,18,100,100
3.21E-21,8.99E-06,0.00013383,0.00089751,14,300,300
6.40E-06,0.00037855,0.00066097,0.00027617,11,126,212
0.0021696,0.00067874,0.00036354,1.26E-06,15,70,70
9.87E-05,0.0024175,0.0031101,0.00031089,9,180,180
0.011436,0.0053376,0.0033514,2.73E-05,8,100,100
4.82E-21,1.35E-05,0.00020108,0.0013485,16,300,300
0.046187,0.0067946,0.0027868,1.36E-08,9,326,67
5.58E-05,1.74E-05,9.35E-06,3.23E-08,17,70,70
0.00022141,0.0054243,0.0069783,0.00069756,4,180,180
0.005642,0.0026333,0.0016535,1.35E-05,7,100,100
1.70E-21,4.77E-06,7.10E-05,0.00047615,20,300,300
1.64E-16,0.00018426,0.0027058,0.024274,2,255,314
0.036657,0.011468,0.0061424,2.13E-05,5,70,70
9.18E-05,0.0022488,0.002893,0.00028919,8,180,180
0.0069248,0.0032321,0.0020294,1.65E-05,9,100,100
2.61E-21,7.29E-06,0.00010863,0.00072849,16,300,300
4.29E-25,9.73E-05,0.0015834,0.0086579,3,336,292
0.017434,0.0054542,0.0029213,1.01E-05,7,70,70
0.00023356,0.0057219,0.0073612,0.00073583,5,180,180
0.0018098,0.00084469,0.00053037,4.31E-06,20,100,100
1.59E-20,4.45E-05,0.00066255,0.0044433,8,300,300
1.06E-05,0.0010927,0.0015816,0.00016725,12,212,187
0.010774,0.0033706,0.0018053,6.25E-06,9,70,70
0.00012313,0.0030165,0.0038807,0.00038792,6,180,180
0.76545,0.35727,0.22433,0.001825,1,100,100
4.65E-21,1.30E-05,0.00019372,0.0012991,15,300,300
1.90E-11,1.53E-05,0.00018036,0.0023322,7,67,364
1.0247,0.32056,0.17169,0.0005941,1,70,70
0.0001762,0.0043167,0.0055535,0.00055513,7,180,180
0.0040909,0.0019094,0.0011989,9.75E-06,10,100,100
1.80E-19,0.00050327,0.0074945,0.050261,2,300,300
0.00020463,0.0014751,0.001058,7.56E-07,16,314,125
0.016946,0.0053014,0.0028394,9.83E-06,8,70,70
0.0019226,0.047101,0.060596,0.0060572,2,180,180
0.0016417,0.00076626,0.00048113,3.91E-06,16,100,100
7.21E-21,2.02E-05,0.00030046,0.002015,16,300,300
0.015045,0.010723,0.0060583,1.44E-06,4,292,101
0.10899,0.034097,0.018262,6.32E-05,3,70,70
3.01E-06,7.37E-05,9.48E-05,9.47E-06,15,180,180
0.17538,0.081858,0.051398,0.00041815,2,100,100
1.61E-21,4.50E-06,6.70E-05,0.00044949,16,300,300
3.21E-11,0.00028141,0.0021764,0.011956,6,187,302
0.0071317,0.0022311,0.001195,4.13E-06,12,70,70
2.35E-05,0.00057505,0.00073981,7.40E-05,19,180,180
0.00034757,0.00016222,0.00010186,8.29E-07,20,100,100
8.44E-21,2.36E-05,0.00035199,0.0023606,12,300,300
1.46E-15,0.032188,0.11558,0.017751,1,364,220
0.011168,0.0034937,0.0018713,6.48E-06,10,70,70
2.46E-05,0.00060282,0.00077552,7.75E-05,15,180,180
0.041904,0.019558,0.01228,9.99E-05,3,100,100
2.03E-21,5.68E-06,8.45E-05,0.00056685,7,300,300
0.0038127,0.001091,0.000564,8.89E-07,9,125,71
0.0044453,0.0013907,0.00074486,2.58E-06,12,70,70
1.06E-05,0.00026034,0.00033492,3.35E-05,14,180,180
0.00062423,0.00029135,0.00018294,1.49E-06,8,100,100
1.32E-21,3.71E-06,5.52E-05,0.00037034,5,300,300
7.35E-06,0.00011249,0.00016151,4.57E-05,12,101,197
0.028527,0.0089245,0.00478,1.65E-05,6,70,70
5.52E-06,0.00013531,0.00017407,1.74E-05,19,180,180
9.99E-05,4.66E-05,2.93E-05,2.38E-07,20,100,100
4.86E-21,1.36E-05,0.00020248,0.0013579,15,300,300
3.05E-34,2.16E-05,0.0032248,0.17584,2,302,386
0.0054572,0.0017073,0.00091441,3.16E-06,10,70,70
0.00010198,0.0024983,0.003214,0.00032128,9,180,180
0.015393,0.0071846,0.0045112,3.67E-05,7,100,100
2.13E-20,5.96E-05,0.00088751,0.0059519,10,300,300
1.44E-11,4.86E-05,0.00025842,0.00063398,17,220,272
0.036565,0.011439,0.0061269,2.12E-05,5,70,70
4.56E-05,0.0011173,0.0014375,0.00014369,11,180,180
0.0020186,0.00094214,0.00059156,4.81E-06,19,100,100
8.61E-21,2.41E-05,0.00035884,0.0024065,12,300,300
9.45E-12,1.08E-05,0.00013116,0.0017441,14,71,365
0.00019899,6.23E-05,3.33E-05,1.15E-07,18,70,70
7.91E-05,0.0019383,0.0024936,0.00024927,9,180,180
0.00064296,0.00030009,0.00018843,1.53E-06,16,100,100
3.37E-20,9.43E-05,0.0014042,0.0094173,5,300,300
0.0034961,0.0037949,0.002693,1.54E-05,6,197,121
0.017781,0.0055628,0.0029794,1.03E-05,6,70,70
3.07E-05,0.00075152,0.00096683,9.66E-05,17,180,180
0.016274,0.0075956,0.0047692,3.88E-05,7,100,100
4.20E-21,1.18E-05,0.00017531,0.0011757,12,300,300
0.34966,0.031712,0.011557,1.54E-09,1,386,63
0.0049327,0.0015432,0.00082653,2.86E-06,15,70,70
1.48E-05,0.00036364,0.00046782,4.68E-05,19,180,180
0.0029297,0.0013674,0.00085859,6.99E-06,12,100,100
3.57E-22,1.00E-06,1.49E-05,9.99E-05,15,300,300
0.013046,0.0091706,0.0053502,2.48E-06,3,272,103
0.058141,0.018189,0.0097421,3.37E-05,4,70,70
0.00031821,0.0077957,0.010029,0.0010025,4,180,180
0.37554,0.17528,0.11006,0.00089535,1,100,100
4.96E-21,1.39E-05,0.00020681,0.0013869,12,300,300
1.14E-62,2.94E-09,1.02E-06,7.92E-05,16,365,381
0.038856,0.012156,0.0065108,2.25E-05,4,70,70
