Receptor_measurement1,Receptor_measurement2,Receptor_measurement4,Receptor_measurement5,Wind_speed,Source_Location_X,Source_Location_Y
5.16E-21,1.44E-05,0.00021497,0.0014417,10,300,300
7.20E-53,2.38E-05,0.0015209,0.028634,4,387,321
0.0039229,0.0012273,0.00065734,2.27E-06,9,70,70
3.81E-05,0.00093234,0.0011994,0.0001199,15,180,180
0.0082565,0.0038536,0.0024197,1.97E-05,6,100,100
1.23E-18,0.0034435,0.051278,0.34389,1,300,300
2.03E-09,5.86E-05,0.00043705,0.0037486,11,37,343
0.80591,0.25213,0.13504,0.00046727,1,70,70
6.97E-05,0.0017082,0.0021975,0.00021967,6,180,180
0.0026208,0.0012232,0.00076805,6.25E-06,5,100,100
3.60E-21,1.01E-05,0.00014993,0.0010055,14,300,300
1.78E-08,0.00011484,0.00046912,0.0013454,15,115,280
0.0076127,0.0023816,0.0012756,4.41E-06,7,70,70
6.00E-06,0.00014709,0.00018924,1.89E-05,13,180,180
5.53E-05,2.58E-05,1.62E-05,1.32E-07,17,100,100
1.52E-21,4.27E-06,6.36E-05,0.00042631,11,300,300
2.00E-05,7.71E-05,7.00E-05,1.48E-06,18,193,147
0.071668,0.022421,0.012009,4.16E-05,4,70,70
1.76E-05,0.00043009,0.00055331,5.53E-05,17,180,180
0.013371,0.0062409,0.0039186,3.19E-05,7,100,100
3.78E-21,1.06E-05,0.00015778,0.0010581,20,300,300
2.25E-07,0.00014469,0.00015653,8.51E-07,20,321,157
0.012808,0.004007,0.0021462,7.43E-06,8,70,70
2.62E-05,0.00064287,0.00082705,8.27E-05,17,180,180
0.0024719,0.0011538,0.00072444,5.89E-06,16,100,100
2.68E-20,7.51E-05,0.0011176,0.007495,3,300,300
1.20E-53,4.27E-07,0.00019371,0.017014,6,343,400
0.0038085,0.0011915,0.00063815,2.21E-06,17,70,70
1.32E-06,3.23E-05,4.16E-05,4.15E-06,9,180,180
0.66478,0.31028,0.19482,0.001585,1,100,100
2.84E-21,7.95E-06,0.00011833,0.00079359,5,300,300
2.86E-18,0.00024581,0.0037895,0.030921,4,280,308
0.0058947,0.0018441,0.00098772,3.42E-06,10,70,70
3.35E-05,0.00082114,0.0010564,0.0001056,16,180,180
0.0042503,0.0019838,0.0012456,1.01E-05,12,100,100
1.16E-20,3.26E-05,0.00048501,0.0032526,14,300,300
1.77E-05,0.0011782,0.0019756,0.00062649,7,147,206
0.01073,0.0033569,0.001798,6.22E-06,10,70,70
0.0043437,0.10641,0.1369,0.013685,1,180,180
0.0002437,0.00011374,7.14E-05,5.81E-07,20,100,100
6.34E-19,0.0017747,0.026428,0.17724,1,300,300
0.0032379,0.00071891,0.00029877,3.49E-08,17,157,33
0.022934,0.0071748,0.0038428,1.33E-05,5,70,70
7.86E-05,0.0019262,0.0024781,0.00024771,6,180,180
0.0031961,0.0014917,0.00093664,7.62E-06,12,100,100
3.60E-21,1.01E-05,0.00015023,0.0010075,16,300,300
4.49E-37,9.31E-05,0.00092832,0.00080639,6,400,254
0.11436,0.035778,0.019163,6.63E-05,3,70,70
0.00030121,0.0073792,0.0094933,0.00094896,5,180,180
0.0015536,0.00072514,0.00045531,3.70E-06,18,100,100
1.81E-21,5.06E-06,7.54E-05,0.00050555,15,300,300
1.17E-18,0.0037587,0.049241,0.25601,1,308,292
0.012233,0.0038269,0.0020497,7.09E-06,8,70,70
0.00035209,0.0086256,0.011097,0.0011092,3,180,180
0.020391,0.0095172,0.0059758,4.86E-05,5,100,100
2.31E-20,6.47E-05,0.00096421,0.0064663,6,300,300
8.80E-07,0.00080918,0.0016368,0.00051938,10,206,213
0.00014214,4.45E-05,2.38E-05,8.24E-08,9,70,70
2.83E-06,6.94E-05,8.93E-05,8.93E-06,17,180,180
0.00040766,0.00019027,0.00011947,9.72E-07,14,100,100
8.49E-21,2.38E-05,0.0003542,0.0023754,7,300,300
3.11E-09,2.38E-05,0.00014027,0.00091565,20,33,327
0.25041,0.078339,0.041959,0.00014519,2,70,70
1.43E-06,3.50E-05,4.50E-05,4.50E-06,18,180,180
0.0061312,0.0028617,0.0017968,1.46E-05,7,100,100
3.82E-20,0.00010706,0.0015942,0.010691,6,300,300
8.10E-14,0.00015567,0.0012198,0.0044864,9,254,284
0.00086347,0.00027013,0.00014469,5.01E-07,16,70,70
1.99E-05,0.00048658,0.00062599,6.26E-05,11,180,180
0.00018752,8.75E-05,5.50E-05,4.47E-07,14,100,100
2.32E-20,6.49E-05,0.0009664,0.006481,10,300,300
4.16E-11,0.00018766,0.00056036,0.00018282,16,292,224
0.013096,0.004097,0.0021944,7.59E-06,8,70,70
0.0075659,0.18535,0.23846,0.023836,1,180,180
0.0013735,0.00064107,0.00040252,3.27E-06,11,100,100
3.81E-21,1.07E-05,0.00015866,0.001064,15,300,300
0.013812,0.0027854,0.0010505,1.54E-08,8,213,25
0.034815,0.010892,0.0058337,2.02E-05,5,70,70
3.10E-05,0.00075886,0.00097626,9.76E-05,10,180,180
0.0027095,0.0012646,0.00079404,6.46E-06,17,100,100
6.43E-21,1.80E-05,0.00026823,0.0017988,15,300,300
2.99E-07,0.0011862,0.0014491,1.19E-05,11,327,165
0.0017039,0.00053307,0.00028551,9.88E-07,20,70,70
2.15E-05,0.00052667,0.00067756,6.77E-05,17,180,180
0.0025357,0.0011835,0.00074312,6.05E-06,11,100,100
1.40E-18,0.0039335,0.058576,0.39283,1,300,300
0.011999,0.0042091,0.0021347,2.54E-07,9,284,88
0.0027255,0.00085267,0.00045669,1.58E-06,7,70,70
0.00039758,0.0097401,0.012531,0.0012526,3,180,180
0.0016689,0.00077892,0.00048908,3.98E-06,19,100,100
1.23E-20,3.45E-05,0.00051348,0.0034436,13,300,300
8.64E-11,4.35E-05,0.00017829,0.00025847,6,224,256
0.0026403,0.00082601,0.00044242,1.53E-06,15,70,70
4.08E-05,0.00099908,0.0012853,0.00012848,14,180,180
0.0093662,0.0043716,0.0027449,2.23E-05,6,100,100
8.31E-20,0.00023257,0.0034633,0.023226,5,300,300
1.20E-06,0.00034097,0.0010713,0.0027918,9,25,279
0.070101,0.021931,0.011746,4.06E-05,3,70,70
0.0003361,0.008234,0.010593,0.0010589,5,180,180
0.0038508,0.0017973,0.0011285,9.18E-06,12,100,100
1.96E-18,0.005483,0.081651,0.54758,1,300,300
3.03E-16,2.02E-06,4.54E-05,0.00087248,19,165,366
0.016588,0.0051895,0.0027795,9.62E-06,7,70,70
5.96E-05,0.001461,0.0018796,0.00018788,10,180,180
0.0010604,0.00049494,0.00031077,2.53E-06,18,100,100
5.26E-20,0.00014734,0.0021941,0.014714,4,300,300
3.56E-05,0.00060409,0.0009108,0.00032557,11,88,203
0.91413,0.28598,0.15317,0.00053001,1,70,70
0.00017294,0.0042366,0.0054504,0.00054482,7,180,180
0.0016379,0.00076446,0.00048,3.91E-06,19,100,100
3.55E-21,9.93E-06,0.00014792,0.00099199,18,300,300
8.72E-13,0.00011108,0.00064517,0.0013888,7,256,268
0.0038005,0.001189,0.00063682,2.20E-06,17,70,70
1.11E-05,0.00027096,0.00034859,3.48E-05,13,180,180
0.0075906,0.0035428,0.0022245,1.81E-05,4,100,100
7.89E-21,2.21E-05,0.0003291,0.002207,13,300,300
0.0047172,0.0090718,0.0060943,6.35E-06,7,279,118
0.001567,0.00049024,0.00026258,9.09E-07,12,70,70
0.00018247,0.0044703,0.005751,0.00057487,6,180,180
0.0012429,0.00058011,0.00036425,2.96E-06,12,100,100
6.50E-22,1.82E-06,2.71E-05,0.00018186,20,300,300
5.47E-66,1.66E-06,0.0010502,0.10498,2,366,397
0.018165,0.0056828,0.0030437,1.05E-05,6,70,70
0.00024255,0.0059422,0.0076446,0.00076416,4,180,180
0.0045277,0.0021133,0.0013269,1.08E-05,6,100,100
6.45E-21,1.81E-05,0.00026894,0.0018036,11,300,300
0.042432,0.063213,0.047296,0.00033432,2,203,127
0.0032307,0.0010107,0.00054134,1.87E-06,14,70,70
0.00072791,0.017833,0.022942,0.0022932,3,180,180
0.014249,0.0066506,0.0041759,3.40E-05,6,100,100
1.42E-21,3.99E-06,5.94E-05,0.00039817,17,300,300
0.00011038,0.0011613,0.0010136,5.74E-06,17,268,142
0.00031073,9.72E-05,5.21E-05,1.80E-07,17,70,70
0.00013253,0.0032467,0.0041769,0.00041752,3,180,180
0.0071023,0.0033149,0.0020814,1.69E-05,3,100,100
4.05E-21,1.14E-05,0.00016905,0.0011337,14,300,300
0.00020901,0.00031989,0.00027242,9.55E-06,20,118,141
0.0072676,0.0022736,0.0012178,4.21E-06,8,70,70
0.00021264,0.0052093,0.0067017,0.0006699,6,180,180
0.004439,0.0020718,0.0013009,1.06E-05,3,100,100
1.46E-21,4.09E-06,6.09E-05,0.00040823,9,300,300
6.56E-84,2.53E-05,0.011996,1.0287,1,397,373
0.0087499,0.0027374,0.0014661,5.07E-06,5,70,70
0.00018581,0.004552,0.0058562,0.00058539,4,180,180
0.0055601,0.0025951,0.0016295,1.33E-05,11,100,100
2.26E-20,6.33E-05,0.00094229,0.0063193,3,300,300
1.31E-06,0.00028879,0.00063457,0.00047779,10,127,231
0.020723,0.0064832,0.0034724,1.20E-05,3,70,70
0.0001032,0.0025282,0.0032525,0.00032512,8,180,180
0.001089,0.00050826,0.00031913,2.60E-06,19,100,100
2.28E-19,0.00063719,0.0094887,0.063634,3,300,300
4.81E-10,2.92E-05,0.00014964,0.00055071,19,142,289
0.00289,0.00090412,0.00048425,1.68E-06,14,70,70
3.34E-05,0.00081884,0.0010534,0.0001053,14,180,180
0.023438,0.010939,0.0068687,5.59E-05,3,100,100
4.30E-22,1.20E-06,1.79E-05,0.00012024,11,300,300
2.00E-14,0.00049845,0.016871,0.4503,1,141,396
0.0031954,0.00099968,0.00053543,1.85E-06,7,70,70
5.91E-05,0.0014477,0.0018624,0.00018617,12,180,180
0.011985,0.005594,0.0035124,2.86E-05,8,100,100
2.61E-21,7.32E-06,0.00010896,0.00073072,18,300,300
3.56E-24,7.78E-05,0.00047877,0.00024411,20,373,242
0.031277,0.0097849,0.0052408,1.81E-05,6,70,70
1.73E-05,0.00042322,0.00054447,5.44E-05,13,180,180
0.00013317,6.22E-05,3.90E-05,3.18E-07,12,100,100
8.59E-21,2.41E-05,0.00035827,0.0024027,13,300,300
5.84E-05,0.0017822,0.0020286,6.89E-05,5,231,166
0.0043653,0.0013657,0.00073146,2.53E-06,12,70,70
2.72E-05,0.00066754,0.00085878,8.58E-05,7,180,180
0.00087366,0.00040777,0.00025604,2.08E-06,17,100,100
9.70E-22,2.72E-06,4.04E-05,0.00027114,20,300,300
0.0038025,0.00064813,0.00021904,1.35E-10,16,289,23
0.012829,0.0040134,0.0021496,7.44E-06,7,70,70
4.00E-06,9.79E-05,0.00012595,1.26E-05,14,180,180
0.0034957,0.0016316,0.0010245,8.33E-06,8,100,100
1.07E-20,2.99E-05,0.00044476,0.0029827,14,300,300
1.89E-45,7.18E-05,0.0016655,0.0073475,6,396,285
0.0016783,0.00052506,0.00028123,9.73E-07,15,70,70
2.33E-05,0.00057143,0.00073514,7.35E-05,19,180,180
0.12744,0.059482,0.037349,0.00030385,2,100,100
3.39E-20,9.50E-05,0.0014145,0.0094859,8,300,300
2.72E-08,0.00034959,0.00082238,0.00026854,15,242,218
0.27228,0.085183,0.045624,0.00015787,2,70,70
9.10E-05,0.0022283,0.0028667,0.00028656,8,180,180
0.0038832,0.0018124,0.001138,9.26E-06,10,100,100
3.97E-21,1.11E-05,0.00016557,0.0011104,18,300,300
0.0016938,0.00036604,0.00016135,3.50E-08,14,166,48
0.0039835,0.0012462,0.00066748,2.31E-06,10,70,70
0.00088417,0.021661,0.027867,0.0027855,3,180,180
0.0036037,0.001682,0.0010561,8.59E-06,14,100,100
1.02E-20,2.85E-05,0.00042367,0.0028412,9,300,300
5.53E-09,0.0014215,0.017025,0.23676,1,23,380
0.005921,0.0018524,0.00099213,3.43E-06,7,70,70
9.61E-06,0.00023542,0.00030286,3.03E-05,17,180,180
0.0015487,0.00072284,0.00045387,3.69E-06,18,100,100
7.09E-21,1.99E-05,0.00029584,0.001984,12,300,300
0.0080635,0.0031003,0.0015975,2.13E-07,12,285,90
0.026768,0.0083742,0.0044852,1.55E-05,4,70,70
4.21E-07,1.03E-05,1.33E-05,1.33E-06,13,180,180
0.0038972,0.001819,0.0011421,9.29E-06,14,100,100
2.67E-21,7.47E-06,0.00011124,0.00074599,17,300,300
1.75E-12,1.16E-05,6.79E-05,0.00020023,9,218,278
0.23487,0.073477,0.039354,0.00013617,1,70,70
1.06E-05,0.00025895,0.00033314,3.33E-05,8,180,180
0.012912,0.0060266,0.003784,3.08E-05,5,100,100
3.20E-20,8.97E-05,0.0013363,0.0089616,7,300,300
0.018817,0.0065855,0.0037336,2.35E-05,6,48,78
0.0028996,0.00090712,0.00048586,1.68E-06,18,70,70
2.72E-05,0.00066701,0.00085811,8.58E-05,17,180,180
0.0031961,0.0014917,0.00093664,7.62E-06,8,100,100
7.34E-22,2.05E-06,3.06E-05,0.00020518,19,300,300
8.85E-06,0.00052818,0.00034078,1.61E-08,17,380,118
0.006652,0.002081,0.0011146,3.86E-06,6,70,70
0.00069626,0.017057,0.021944,0.0021935,3,180,180
0.00021973,0.00010256,6.44E-05,5.24E-07,20,100,100
5.44E-19,0.0015231,0.022681,0.1521,2,300,300
0.084053,0.075812,0.058263,0.0015962,2,90,128
0.0039591,0.0012386,0.00066339,2.30E-06,14,70,70
7.09E-06,0.00017364,0.00022339,2.23E-05,18,180,180
0.00031211,0.00014568,9.15E-05,7.44E-07,16,100,100
9.60E-19,0.0026885,0.040037,0.2685,1,300,300
2.21E-06,0.00038443,0.00045424,8.64E-06,8,278,166
0.0023717,0.00074197,0.0003974,1.38E-06,10,70,70
4.92E-05,0.0012051,0.0015504,0.00015498,13,180,180
0.18058,0.084282,0.05292,0.00043053,2,100,100
1.31E-19,0.00036752,0.005473,0.036704,4,300,300
0.0019476,0.0011827,0.00081797,1.42E-05,9,78,113
0.0096018,0.0030039,0.0016089,5.57E-06,10,70,70
7.91E-06,0.00019383,0.00024936,2.49E-05,9,180,180
0.0057209,0.0026702,0.0016766,1.36E-05,10,100,100
2.58E-21,7.23E-06,0.00010767,0.00072206,14,300,300
0.0098524,0.014545,0.012282,0.00041388,4,118,140
0.003326,0.0010405,0.00055731,1.93E-06,3,70,70
6.48E-05,0.0015875,0.0020423,0.00020415,10,180,180
0.011763,0.0054904,0.0034474,2.80E-05,6,100,100
9.63E-21,2.70E-05,0.00040146,0.0026923,15,300,300
0.0057111,0.0013847,0.00064268,3.65E-07,16,128,51
0.0029991,0.00093825,0.00050253,1.74E-06,18,70,70
6.37E-05,0.0015605,0.0020076,0.00020068,8,180,180
0.025568,0.011934,0.0074932,6.10E-05,4,100,100
1.79E-20,5.01E-05,0.00074652,0.0050064,11,300,300
2.45E-12,0.00015015,0.0017766,0.018301,4,166,332
0.98091,0.30687,0.16436,0.00056873,1,70,70
1.06E-05,0.00025895,0.00033314,3.33E-05,8,180,180
0.00011059,5.16E-05,3.24E-05,2.64E-07,17,100,100
4.35E-19,0.0012185,0.018145,0.12168,1,300,300
4.00E-13,0.00027867,0.007175,0.16365,1,113,393
0.00035115,0.00010985,5.88E-05,2.04E-07,20,70,70
9.08E-08,2.23E-06,2.86E-06,2.86E-07,14,180,180
0.13264,0.061906,0.038871,0.00031623,1,100,100
2.15E-20,6.03E-05,0.00089847,0.0060254,9,300,300
0.00012204,5.47E-05,3.32E-05,1.46E-07,18,140,98
0.014192,0.0044398,0.002378,8.23E-06,7,70,70
1.74E-05,0.00042525,0.00054708,5.47E-05,19,180,180
0.012884,0.0060135,0.0037758,3.07E-05,4,100,100
3.30E-21,9.25E-06,0.00013767,0.00092329,19,300,300
0.069878,0.086883,0.075584,0.0049585,1,51,144
0.0049477,0.0015479,0.00082905,2.87E-06,11,70,70
0.0018114,0.044376,0.057089,0.0057066,2,180,180
0.0011097,0.00051796,0.00032522,2.65E-06,12,100,100
1.32E-20,3.70E-05,0.00055028,0.0036904,9,300,300
0.0038939,0.00057673,0.00023641,9.66E-10,19,332,68
0.0072116,0.0022561,0.0012084,4.18E-06,12,70,70
0.00017148,0.004201,0.0054046,0.00054025,7,180,180
0.0052713,0.0024603,0.0015448,1.26E-05,12,100,100
1.99E-20,5.57E-05,0.00082915,0.0055605,7,300,300
3.03E-75,1.04E-06,0.00029099,0.01857,2,393,361
0.010506,0.0032866,0.0017603,6.09E-06,8,70,70
5.83E-05,0.0014273,0.0018362,0.00018355,11,180,180
0.0040545,0.0018924,0.0011882,9.67E-06,11,100,100
4.04E-21,1.13E-05,0.00016856,0.0011304,17,300,300
0.001056,0.01141,0.015358,0.0036279,3,98,191
0.0035561,0.0011125,0.00059586,2.06E-06,13,70,70
4.01E-06,9.83E-05,0.00012641,1.26E-05,18,180,180
0.0074788,0.0034906,0.0021917,1.78E-05,10,100,100
1.18E-21,3.31E-06,4.93E-05,0.00033066,20,300,300
0.011769,0.011571,0.008603,0.00011968,5,144,125
0.0036944,0.0011558,0.00061904,2.14E-06,15,70,70
6.02E-05,0.0014749,0.0018975,0.00018968,12,180,180
0.021218,0.0099034,0.0062183,5.06E-05,6,100,100
3.88E-21,1.09E-05,0.00016161,0.0010838,12,300,300
0.0036885,0.001286,0.00072795,3.89E-06,13,68,80
0.0022229,0.00069543,0.00037248,1.29E-06,17,70,70
0.00080901,0.019819,0.025498,0.0025487,3,180,180
0.018281,0.0085327,0.0053576,4.36E-05,5,100,100
8.04E-22,2.25E-06,3.35E-05,0.00022485,10,300,300
1.76E-21,0.00011505,0.0006776,0.00039014,13,361,243
0.039973,0.012505,0.006698,2.32E-05,5,70,70
6.68E-06,0.00016355,0.0002104,2.10E-05,16,180,180
0.0041092,0.0019179,0.0012043,9.80E-06,7,100,100
4.65E-19,0.0013012,0.019377,0.12995,2,300,300
1.78E-06,0.00029744,0.00049988,0.00010735,9,191,201
0.00054854,0.00017161,9.19E-05,3.18E-07,19,70,70
8.90E-07,2.18E-05,2.81E-05,2.80E-06,10,180,180
0.0023169,0.0010814,0.00067899,5.52E-06,17,100,100
2.37E-20,6.62E-05,0.00098612,0.0066133,7,300,300
7.17E-09,6.20E-05,0.00025412,0.00069944,18,125,278
0.0087067,0.0027239,0.0014589,5.05E-06,8,70,70
0.00039276,0.009622,0.012379,0.0012374,4,180,180
0.44265,0.2066,0.12973,0.0010554,1,100,100
5.91E-20,0.00016555,0.0024653,0.016533,2,300,300
1.64E-08,0.00038165,0.00227,0.01322,6,80,315
0.00024876,7.78E-05,4.17E-05,1.44E-07,19,70,70
2.06E-06,5.04E-05,6.48E-05,6.48E-06,15,180,180
0.0027095,0.0012646,0.00079404,6.46E-06,17,100,100
4.46E-20,0.00012499,0.0018613,0.012483,4,300,300
1.81E-06,0.00070584,0.0010779,9.28E-05,14,243,188
0.0043327,0.0013555,0.00072599,2.51E-06,13,70,70
0.0004767,0.011678,0.015024,0.0015018,3,180,180
0.00092517,0.00043181,0.00027113,2.21E-06,19,100,100
6.24E-21,1.75E-05,0.00026005,0.001744,19,300,300
3.87E-07,0.0030381,0.0084513,0.0063752,1,201,236
0.001347,0.00042141,0.00022571,7.81E-07,20,70,70
3.15E-05,0.0007716,0.00099266,9.92E-05,13,180,180
0.002983,0.0013923,0.0008742,7.11E-06,15,100,100
1.28E-19,0.00035924,0.0053497,0.035877,4,300,300
1.57E-05,0.0039189,0.0048208,0.00010826,8,278,169
0.068646,0.021476,0.011502,3.98E-05,4,70,70
1.55E-05,0.00038094,0.00049007,4.90E-05,18,180,180
0.0051048,0.0023826,0.001496,1.22E-05,12,100,100
6.81E-20,0.00019071,0.00284,0.019046,5,300,300
6.85E-27,0.00033116,0.012603,0.23391,1,315,332
0.10707,0.033497,0.017941,6.21E-05,2,70,70
0.00050291,0.01232,0.01585,0.0015844,2,180,180
0.0025885,0.0012082,0.0007586,6.17E-06,11,100,100
2.19E-20,6.13E-05,0.00091315,0.0061239,10,300,300
4.47E-11,5.96E-05,0.00035697,0.0013245,16,188,287
0.21126,0.066093,0.0354,0.00012249,2,70,70
9.59E-05,0.0023497,0.0030229,0.00030217,7,180,180
0.0016244,0.00075819,0.00047606,3.87E-06,11,100,100
2.91E-21,8.15E-06,0.00012129,0.00081343,20,300,300
3.54E-17,4.15E-05,0.00078243,0.010332,5,236,332
0.0022226,0.00069535,0.00037243,1.29E-06,12,70,70
0.00071209,0.017445,0.022443,0.0022434,3,180,180
0.0050715,0.0023671,0.0014863,1.21E-05,12,100,100
1.16E-19,0.00032448,0.004832,0.032405,4,300,300
8.68E-18,4.27E-06,0.00016163,0.0045298,1,169,390
0.0019686,0.00061586,0.00032986,1.14E-06,18,70,70
4.26E-05,0.0010445,0.0013438,0.00013433,9,180,180
0.0046942,0.002191,0.0013757,1.12E-05,12,100,100
2.08E-18,0.0058141,0.086581,0.58064,1,300,300
0.038753,0.012106,0.0056529,9.24E-08,5,332,84
0.0042246,0.0013217,0.00070788,2.45E-06,11,70,70
0.0018692,0.045793,0.058912,0.0058889,2,180,180
0.031641,0.014768,0.0092728,7.54E-05,5,100,100
8.51E-22,2.38E-06,3.55E-05,0.00023799,17,300,300
2.36E-10,0.00038396,0.0010897,0.00033327,10,287,222
0.002701,0.00084499,0.00045258,1.57E-06,17,70,70
8.76E-05,0.0021457,0.0027605,0.00027594,5,180,180
0.002164,0.00101,0.00063419,5.16E-06,12,100,100
5.32E-20,0.00014886,0.0022168,0.014867,5,300,300
0.0054095,0.00058976,0.00019888,4.68E-11,19,332,37
0.00094982,0.00029715,0.00015915,5.51E-07,20,70,70
7.15E-05,0.0017517,0.0022536,0.00022527,11,180,180
0.0024858,0.0011602,0.0007285,5.93E-06,3,100,100
6.01E-21,1.68E-05,0.00025079,0.0016819,18,300,300
6.70E-56,2.75E-06,0.00018264,0.0034908,16,390,321
0.0010198,0.00031905,0.00017089,5.91E-07,17,70,70
0.00077934,0.019093,0.024562,0.0024553,3,180,180
0.0015294,0.00071381,0.0004482,3.65E-06,16,100,100
7.23E-21,2.02E-05,0.00030131,0.0020207,18,300,300
1.10E-07,0.0017431,0.0095207,0.048647,3,84,308
0.00017712,5.54E-05,2.97E-05,1.03E-07,13,70,70
8.83E-06,0.00021626,0.00027822,2.78E-05,11,180,180
0.00077504,0.00036174,0.00022714,1.85E-06,20,100,100
4.07E-19,0.001139,0.016961,0.11375,1,300,300
0.0024624,0.00049682,0.00018384,1.74E-09,12,222,23
0.001652,0.00051682,0.00027681,9.58E-07,19,70,70
2.48E-05,0.00060816,0.00078239,7.82E-05,17,180,180
0.00037601,0.0001755,0.00011019,8.96E-07,17,100,100
4.55E-21,1.27E-05,0.00018972,0.0012723,17,300,300
1.13E-10,7.02E-06,6.05E-05,0.00060496,11,37,353
0.0022813,0.00071369,0.00038225,1.32E-06,18,70,70
2.46E-05,0.00060282,0.00077552,7.75E-05,15,180,180
0.0078923,0.0036836,0.0023129,1.88E-05,7,100,100
3.09E-21,8.65E-06,0.0001288,0.00086377,7,300,300
9.06E-15,0.00040814,0.0018838,0.0011853,7,321,241
0.0031341,0.00098049,0.00052515,1.82E-06,18,70,70
0.0032044,0.078502,0.10099,0.010095,1,180,180
0.0014542,0.00067873,0.00042617,3.47E-06,20,100,100
8.78E-21,2.46E-05,0.00036627,0.0024564,7,300,300
0.00075903,9.03E-05,3.30E-05,5.43E-11,18,308,45
0.014379,0.0044986,0.0024095,8.34E-06,7,70,70
0.0011883,0.029111,0.037451,0.0037437,2,180,180
0.018921,0.008831,0.0055449,4.51E-05,5,100,100
1.83E-18,0.0051122,0.076129,0.51054,1,300,300
0.054297,0.028647,0.01942,0.00045343,3,23,107
0.0045582,0.001426,0.00076378,2.64E-06,7,70,70
1.92E-05,0.00046932,0.00060378,6.04E-05,17,180,180
0.00049136,0.00022934,0.000144,1.17E-06,19,100,100
2.78E-21,7.77E-06,0.00011572,0.00077604,14,300,300
4.36E-05,0.00016775,9.86E-05,6.00E-09,10,353,109
0.78288,0.24492,0.13118,0.00045392,1,70,70
0.00012156,0.0029779,0.0038311,0.00038295,8,180,180
0.0039543,0.0018456,0.0011589,9.43E-06,14,100,100
2.75E-20,7.70E-05,0.0011464,0.0076879,4,300,300
2.16E-13,1.51E-05,9.46E-05,0.00026601,15,241,276
0.035546,0.011121,0.0059562,2.06E-05,4,70,70
0.00027273,0.0066814,0.0085956,0.00085922,5,180,180
0.0010355,0.00048329,0.00030345,2.47E-06,14,100,100
1.72E-18,0.0048076,0.071592,0.48012,1,300,300
0.0020953,0.0033902,0.0031861,0.00030061,4,45,154
0.010689,0.0033439,0.001791,6.20E-06,9,70,70
9.60E-05,0.002351,0.0030245,0.00030233,8,180,180
0.004345,0.002028,0.0012734,1.04E-05,11,100,100
3.09E-21,8.66E-06,0.00012893,0.00086467,19,300,300
0.011688,0.0042269,0.002418,9.91E-06,6,107,86
2.30E-05,7.20E-06,3.86E-06,1.34E-08,20,70,70
9.44E-06,0.00023115,0.00029737,2.97E-05,20,180,180
0.00091127,0.00042533,0.00026706,2.17E-06,11,100,100
3.76E-21,1.05E-05,0.00015696,0.0010526,17,300,300
0.018551,0.0047109,0.0022245,1.80E-06,6,109,51
0.043289,0.013543,0.0072536,2.51E-05,5,70,70
0.00010936,0.002679,0.0034466,0.00034452,7,180,180
0.011442,0.0053404,0.0033532,2.73E-05,5,100,100
9.51E-20,0.00026635,0.0039664,0.0266,3,300,300
0.014989,0.0030361,0.001372,6.65E-08,11,276,72
0.070517,0.022061,0.011816,4.09E-05,4,70,70
2.90E-05,0.00071078,0.00091441,9.14E-05,17,180,180
0.0013999,0.0006534,0.00041027,3.34E-06,11,100,100
2.96E-21,8.28E-06,0.00012327,0.00082666,12,300,300
4.85E-17,1.31E-06,3.93E-05,0.00096175,11,154,385
0.0061563,0.001926,0.0010316,3.57E-06,12,70,70
2.68E-05,0.00065688,0.00084507,8.45E-05,18,180,180
0.00234,0.0010922,0.00068576,5.58E-06,14,100,100
4.67E-21,1.31E-05,0.00019479,0.0013063,18,300,300
1.2773,0.33922,0.16192,0.00017793,1,86,49
0.00089297,0.00027936,0.00014963,5.18E-07,19,70,70
0.00010959,0.0026849,0.0034541,0.00034527,8,180,180
0.01052,0.0049103,0.0030831,2.51E-05,6,100,100
4.12E-21,1.15E-05,0.00017159,0.0011507,10,300,300
1.57E-05,0.00034442,0.00059253,0.00037864,17,51,220
0.0086578,0.0027086,0.0014507,5.02E-06,5,70,70
2.33E-05,0.00056963,0.00073283,7.33E-05,14,180,180
0.0026003,0.0012137,0.00076206,6.20E-06,13,100,100
5.02E-21,1.41E-05,0.00020951,0.001405,17,300,300
9.43E-07,0.00011137,0.00025745,0.00029971,19,72,244
0.0020028,0.00062657,0.0003356,1.16E-06,19,70,70
0.00026846,0.0065767,0.0084609,0.00084576,5,180,180
0.016811,0.0078465,0.0049267,4.01E-05,5,100,100
2.47E-20,6.91E-05,0.0010293,0.0069026,8,300,300
3.90E-83,8.31E-08,7.22E-05,0.0081338,9,385,395
0.003807,0.001191,0.0006379,2.21E-06,15,70,70
0.00018692,0.0045793,0.0058912,0.00058889,6,180,180
0.00093449,0.00043616,0.00027386,2.23E-06,17,100,100
1.80E-19,0.00050327,0.0074945,0.050261,2,300,300
0.00016794,0.00063904,0.00074154,0.00014886,12,49,179
0.00094011,0.00029411,0.00015753,5.45E-07,13,70,70
0.00020472,0.0050154,0.0064523,0.00064498,6,180,180
0.0010028,0.00046807,0.0002939,2.39E-06,14,100,100
1.64E-20,4.59E-05,0.0006842,0.0045885,9,300,300
0.0023622,0.0005898,0.0002881,8.27E-08,7,220,75
0.0072316,0.0022624,0.0012117,4.19E-06,8,70,70
0.00036383,0.0089133,0.011467,0.0011462,4,180,180
