Receptor_measurement1,Receptor1_Log,Receptor_measurement2,Receptor2_Log,Receptor_measurement3,Receptor_measurement4,Receptor_measurement5,Wind_speed,Wind_speed_reci,Wind_speed_sqr_log,Source_Location_X,Source_Location_Y,Source_Emission_rate,Log
0.00013109,-7.764860873,6.12E-05,-8.426497156,0.0011325,3.84E-05,3.13E-07,16,0.0625,2.408239965,100,100,0.00066591,-3.176584463
1.14E-20,-39.8861903,3.21E-05,-8.986989935,0,0.00047728,0.0032008,10,0.1,2,300,300,0.0076738,-2.114989524
1.63E-43,-85.57562479,2.05E-06,-11.37649228,0,0.00024343,0.010371,10,0.1,2,346,358,0.014555,-1.83698779
0.036657,-2.871686161,0.011468,-3.881024631,0.078069,0.0061424,2.13E-05,5,0.2,1.397940009,70,70,0.01262,-1.898940645
8.81E-05,-8.110048183,0.0021588,-5.331575181,1.73E-11,0.0027773,0.00027762,10,0.1,2,180,180,0.015696,-1.80421101
0.0023726,-5.249550948,0.0011074,-5.911390962,0.020497,0.00069531,5.66E-06,14,0.071428571,2.292256071,100,100,0.0092275,-2.034915946
5.39E-19,-36.53682247,0.0015098,-5.642161158,0,0.022484,0.15078,2,0.5,0.602059991,300,300,0.01446,-1.839831707
7.27E-09,-16.27693118,0.0001497,-7.649556399,7.25E-75,0.00044795,0.0003669,13,0.076923077,2.227886705,211,239,0.0057712,-2.238733875
0.0038164,-4.836692226,0.001194,-5.845991346,0.0081278,0.00063949,2.21E-06,17,0.058823529,2.460897843,70,70,0.015189,-1.818470818
4.41E-05,-8.711122821,0.0010816,-5.931866643,8.68E-12,0.0013915,0.00013909,5,0.2,1.397940009,180,180,0.001966,-2.706416487
0.165,-1.565032112,0.07701,-2.226905753,1.4254,0.048354,0.00039338,2,0.5,0.602059991,100,100,0.013096,-1.882861334
7.70E-21,-40.22701855,2.16E-05,-9.331092498,0,0.0003211,0.0021534,11,0.090909091,2.08278537,300,300,0.0062468,-2.204342398
4.76E-05,-8.644786095,0.001147,-5.880873164,0,0.0011617,1.65E-05,11,0.090909091,2.08278537,256,155,0.0067542,-2.170426084
0.0014327,-5.687689478,0.00044822,-6.697017537,0.0030513,0.00024007,8.31E-07,15,0.066666667,2.352182518,70,70,0.0044394,-2.352675722
1.23E-05,-9.820189777,0.00030238,-7.038893875,2.43E-12,0.00038901,3.89E-05,15,0.066666667,2.352182518,180,180,0.0049467,-2.305684427
0.0065638,-4.365689321,0.0030636,-5.027535878,0.056706,0.0019236,1.56E-05,11,0.090909091,2.08278537,100,100,0.01576,-1.802443787
8.15E-21,-40.17768478,2.28E-05,-9.284130306,0,0.00033966,0.0022779,12,0.083333333,2.158362492,300,300,0.007864,-2.104356495
8.75E-12,-22.11598389,0.00037674,-6.847916533,0,0.0019556,0.0034027,4,0.25,1.204119983,256,262,0.0029173,-2.535018908
0.02171,-3.326680353,0.006792,-4.336004646,0.046236,0.0036378,1.26E-05,7,0.142857143,1.69019608,70,70,0.01465,-1.834162375
2.44E-05,-9.225220347,0.00059894,-6.445233363,4.81E-12,0.00077054,7.70E-05,15,0.066666667,2.352182518,180,180,0.0097983,-2.008849268
0.0030774,-5.023632101,0.0014364,-5.685449207,0.026587,0.00090189,7.34E-06,16,0.0625,2.408239965,100,100,0.015633,-1.805957672
1.19E-20,-39.84890608,3.33E-05,-8.955111533,0,0.00049551,0.003323,11,0.090909091,2.08278537,300,300,0.0096398,-2.015931976
2.16E-18,-35.3310925,0.024001,-3.239541326,0,0.13591,0.075398,1,1,0,358,242,0.0093227,-2.030458291
0.027343,-3.126307675,0.0085543,-4.135631046,0.058233,0.0045817,1.59E-05,4,0.25,1.204119983,70,70,0.0060249,-2.220050157
2.25E-05,-9.295634964,0.0005521,-6.515964506,4.43E-12,0.00071028,7.10E-05,19,0.052631579,2.557507202,180,180,0.014491,-1.838901644
0.0022098,-5.311294062,0.0010314,-5.973145746,0.019091,0.0006476,5.27E-06,16,0.0625,2.408239965,100,100,0.011225,-1.94981365
1.02E-20,-39.98279966,2.84E-05,-9.09336332,0,0.00042363,0.002841,14,0.071428571,2.292256071,300,300,0.01335,-1.874518734
8.12E-12,-22.18088794,8.44E-05,-8.147315107,0,0.0004378,0.00088331,14,0.071428571,2.292256071,239,266,0.0084665,-2.072296087
0.0011243,-5.898235579,0.00035174,-6.907556481,0.0023945,0.00018839,6.52E-07,16,0.0625,2.408239965,70,70,0.0039637,-2.401899223
0.00023736,-7.249184933,0.005815,-4.470900562,4.67E-11,0.0074809,0.0007478,3,0.333333333,0.954242509,180,180,0.0038052,-2.419622512
0.0013983,-5.708799285,0.00065263,-6.370665933,0.01208,0.00040978,3.33E-06,12,0.083333333,2.158362492,100,100,0.0039954,-2.398439735
1.37E-19,-37.72655887,0.00038242,-6.834918806,0,0.0056949,0.038192,4,0.25,1.204119983,300,300,0.01465,-1.834162375
0.0068336,-4.330700892,0.0029269,-5.067184231,0.096035,0.0017364,5.54E-06,8,0.125,1.806179974,155,96,0.0071347,-2.146624283
0.0009894,-6.009256188,0.00030953,-7.018594505,0.0021071,0.00016579,5.74E-07,16,0.0625,2.408239965,70,70,0.0034881,-2.457411073
6.59E-05,-8.362229171,0.001615,-5.583654947,1.30E-11,0.0020777,0.00020769,8,0.125,1.806179974,180,180,0.0075152,-2.124059457
0.0059827,-4.446205548,0.0027924,-5.108044741,0.051686,0.0017533,1.43E-05,11,0.090909091,2.08278537,100,100,0.014365,-1.84269437
9.03E-21,-40.0886245,2.53E-05,-9.193758958,0,0.0003767,0.0025263,10,0.1,2,300,300,0.0060566,-2.217771108
3.33E-10,-18.95511153,0.018727,-3.455063579,0,0.094396,0.14642,1,1,0,262,259,0.0084665,-2.072296087
0.0028552,-5.08872693,0.00089325,-6.09805395,0.0060808,0.00047843,1.66E-06,10,0.1,2,70,70,0.003932,-2.405386491
1.56E-05,-9.613750803,0.00038228,-6.835236845,3.07E-12,0.0004918,4.92E-05,9,0.111111111,1.908485019,180,180,0.0022514,-2.647547338
0.0013988,-5.708488753,0.00065289,-6.370319966,0.012085,0.00040994,3.34E-06,19,0.052631579,2.557507202,100,100,0.01002,-1.999132278
1.42E-20,-39.69542331,3.97E-05,-8.802418986,0,0.00059167,0.003968,6,0.166666667,1.556302501,300,300,0.0034247,-2.465377466
9.73E-06,-10.02377432,0.00045288,-6.688033716,1.57E-126,0.00052611,1.66E-05,17,0.058823529,2.460897843,242,167,0.0075786,-2.120411014
0.0059324,-4.453539148,0.0018559,-5.462890856,0.012634,0.00099404,3.44E-06,12,0.083333333,2.158362492,70,70,0.011764,-1.929444984
0.00019582,-7.416285908,0.0047974,-4.637988138,3.85E-11,0.0061718,0.00061693,6,0.166666667,1.556302501,180,180,0.012557,-1.901114106
0.0068804,-4.324772626,0.0032113,-4.986638241,0.059441,0.0020164,1.64E-05,6,0.166666667,1.556302501,100,100,0.004915,-2.308476478
3.28E-20,-38.96825231,9.19E-05,-8.073368977,0,0.0013685,0.0091776,7,0.142857143,1.69019608,300,300,0.010781,-1.967340954
0.013123,-3.763933742,0.0060633,-4.434581886,0,0.0033114,1.06E-06,5,0.2,1.397940009,266,95,0.0045979,-2.337440478
0.0019547,-5.417839774,0.00061151,-6.427192873,0.0041628,0.00032752,1.13E-06,15,0.066666667,2.352182518,70,70,0.0060566,-2.217771108
3.83E-05,-8.833602452,0.00093767,-6.055899957,7.53E-12,0.0012063,0.00012058,10,0.1,2,180,180,0.0068176,-2.166368483
0.0049571,-4.60954464,0.0023137,-5.271385907,0.042826,0.0014528,1.18E-05,7,0.142857143,1.69019608,100,100,0.0048199,-2.316961972
2.62E-23,-45.16339742,7.34E-08,-14.26860788,0,1.09E-06,7.33E-06,19,0.052631579,2.557507202,300,300,6.34E-05,-4.197910742
6.77E-11,-20.33882266,7.06E-05,-8.302390598,7.26E-30,0.00073577,0.0080014,7,0.142857143,1.69019608,96,347,0.011035,-1.957227663
0.0053409,-4.544771107,0.0016709,-5.554099082,0.011375,0.00089494,3.10E-06,13,0.076923077,2.227886705,70,70,0.01243,-1.905528871
2.77E-05,-9.115040462,0.00067841,-6.337015518,5.45E-12,0.00087278,8.72E-05,9,0.111111111,1.908485019,180,180,0.0039954,-2.398439735
0.0030611,-5.028244965,0.0014287,-5.690117911,0.026446,0.0008971,7.30E-06,15,0.066666667,2.352182518,100,100,0.013667,-1.864326806
6.78E-20,-38.33754061,0.00018983,-7.443270305,0,0.0028269,0.018958,3,0.333333333,0.954242509,300,300,0.0040906,-2.388212986
0.010855,-3.928740344,0.0023621,-5.253403441,0,0.0010949,9.67E-08,13,0.076923077,2.227886705,259,73,0.012113,-1.916748283
0.0062202,-4.412391302,0.001946,-5.421714328,0.013247,0.0010423,3.61E-06,12,0.083333333,2.158362492,70,70,0.012335,-1.908860846
3.10E-05,-9.017276612,0.00075918,-6.239310483,6.09E-12,0.00097668,9.76E-05,9,0.111111111,1.908485019,180,180,0.0044711,-2.349585617
0.0063921,-4.388712879,0.0029834,-5.050577029,0.055223,0.0018733,1.52E-05,10,0.1,2,100,100,0.012684,-1.896743767
6.60E-21,-40.36091213,1.85E-05,-9.465656543,0,0.00027504,0.0018445,16,0.0625,2.408239965,300,300,0.01132,-1.946153573
1.08E-18,-35.93315249,1.71E-06,-11.53400778,1.66E-110,7.70E-05,0.0024008,5,0.2,1.397940009,167,399,0.0018392,-2.735371042
0.0023097,-5.272888851,0.00072258,-6.282228127,0.004919,0.00038702,1.34E-06,18,0.055555556,2.51054501,70,70,0.010306,-1.986909862
3.25E-05,-8.976233278,0.00079656,-6.197563012,6.39E-12,0.0010248,0.00010244,11,0.090909091,2.08278537,180,180,0.0070079,-2.154412104
0.0012859,-5.781585607,0.00060019,-6.44342249,0.011109,0.00037685,3.07E-06,16,0.0625,2.408239965,100,100,0.0065322,-2.184940527
4.12E-21,-40.77020557,1.15E-05,-9.878604319,0,0.00017159,0.0011507,10,0.1,2,300,300,0.0027588,-2.559279783
3.16E-13,-25.00062583,2.53E-05,-9.193758958,1.17E-39,0.00053492,0.010789,5,0.2,1.397940009,95,389,0.0087202,-2.059473554
0.00070488,-6.303769624,0.00022052,-7.313104032,0.0015012,0.00011811,4.09E-07,7,0.142857143,1.69019608,70,70,0.00047565,-3.322712499
0.00022003,-7.315036202,0.0053905,-4.536741899,4.33E-11,0.0069348,0.00069321,5,0.2,1.397940009,180,180,0.0097983,-2.008849268
0.0086893,-4.122030417,0.0040556,-4.783889771,0.075068,0.0025465,2.07E-05,4,0.25,1.204119983,100,100,0.0027588,-2.559279783
6.10E-21,-40.42934033,1.71E-05,-9.534007779,0,0.00025455,0.0017071,17,0.058823529,2.460897843,300,300,0.011828,-1.927088684
1.18E-38,-75.85623599,3.58E-06,-10.89223395,0,0.00022588,0.0056797,11,0.090909091,2.08278537,347,337,0.0097983,-2.008849268
0.026544,-3.152067263,0.0083041,-4.161414859,0.056531,0.0044477,1.54E-05,6,0.166666667,1.556302501,70,70,0.01316,-1.880744111
0.001798,-5.490420625,0.044048,-2.712147612,3.54E-10,0.056668,0.0056646,1,1,0,180,180,0.0032027,-2.49448374
0.010986,-3.918320811,0.0051278,-4.580137844,0.094914,0.0032197,2.62E-05,4,0.25,1.204119983,100,100,0.0034881,-2.457411073
1.58E-18,-35.60268583,0.0044368,-4.705860296,0,0.06607,0.44309,1,1,0,300,300,0.010623,-1.973752819
5.25E-05,-8.559681393,0.0035618,-4.896660941,4.86E-08,0.0073588,0.0065883,5,0.2,1.397940009,73,234,0.015474,-1.810397407
0.12434,-1.810778274,0.038899,-2.820123126,0.26481,0.020835,7.21E-05,3,0.333333333,0.954242509,70,70,0.015411,-1.81216918
9.52E-06,-10.0427261,0.00023333,-7.264058838,1.87E-12,0.00030017,3.00E-05,20,0.05,2.602059991,180,180,0.0067859,-2.168392545
0.058417,-2.4669215,0.027265,-3.128788996,0.50467,0.01712,0.00013928,3,0.333333333,0.954242509,100,100,0.010433,-1.981590793
5.91E-21,-40.45682504,1.66E-05,-9.559783824,0,0.00024653,0.0016533,8,0.125,1.806179974,300,300,0.0025368,-2.595713771
3.14E-48,-95.0061407,2.39E-05,-9.243204198,0,0.0005888,0.0027294,6,0.166666667,1.556302501,399,286,0.0027905,-2.554317973
0.0043232,-4.728389345,0.0013525,-5.737725452,0.0092072,0.00072441,2.51E-06,14,0.071428571,2.292256071,70,70,0.011669,-1.93296636
0.00015626,-7.61230436,0.0038282,-4.834010762,3.07E-11,0.004925,0.0004923,3,0.333333333,0.954242509,180,180,0.0025051,-2.601174933
0.00058053,-6.472350665,0.00027096,-7.134189633,0.0050153,0.00017013,1.38E-06,16,0.0625,2.408239965,100,100,0.002949,-2.530325227
3.27E-20,-38.97090449,9.16E-05,-8.076209053,0,0.0013645,0.0091506,7,0.142857143,1.69019608,300,300,0.01075,-1.968591536
0.0043135,-4.730340395,0.00057431,-6.481707243,0,0.00022044,5.24E-11,15,0.066666667,2.352182518,389,70,0.0028856,-2.539763871
0.0024459,-5.223122606,0.00076518,-6.23247278,0.005209,0.00040983,1.42E-06,15,0.066666667,2.352182518,70,70,0.0075786,-2.120411014
3.01E-05,-9.042867009,0.0007385,-6.263299001,5.93E-12,0.00095008,9.50E-05,15,0.066666667,2.352182518,180,180,0.012081,-1.917897116
2.47E-05,-9.214606093,1.15E-05,-9.878604319,0.00021305,7.23E-06,5.88E-08,18,0.055555556,2.51054501,100,100,0.00015855,-3.799833754
4.19E-21,-40.75557195,1.17E-05,-9.863628277,0,0.00017488,0.0011728,16,0.0625,2.408239965,300,300,0.0071981,-2.142782124
0.0061368,-4.424116061,0.0039257,-4.812165784,0,0.0019994,6.25E-08,7,0.142857143,1.69019608,337,94,0.0049467,-2.305684427
0.0046992,-4.655952142,0.0014701,-5.665306245,0.010008,0.0007874,2.72E-06,14,0.071428571,2.292256071,70,70,0.012684,-1.896743767
0.00027771,-7.112816963,0.0068035,-4.334535222,5.46E-11,0.0087527,0.00087492,5,0.2,1.397940009,180,180,0.012367,-1.907735639
0.33559,-0.948381978,0.15663,-1.610250104,2.8992,0.098348,0.0008001,1,1,0,100,100,0.0066591,-2.176584463
2.58E-20,-39.17676059,7.21E-05,-8.284129471,0,0.0010738,0.0072011,9,0.111111111,1.908485019,300,300,0.013984,-1.854368585
3.39E-18,-34.9396006,0.00011553,-7.874610453,0,0.0031949,0.062008,3,0.333333333,0.954242509,234,350,0.011035,-1.957227663
4.70E-05,-8.655804284,1.47E-05,-9.665365331,0.00010008,7.87E-06,2.72E-08,14,0.071428571,2.292256071,70,70,0.00012684,-3.896743767
0.00098505,-6.013083449,0.024132,-3.234813367,1.94E-10,0.031046,0.0031034,3,0.333333333,0.954242509,180,180,0.015791,-1.801590366
0.0011863,-5.851610939,0.00055371,-6.513435266,0.010249,0.00034767,2.83E-06,19,0.052631579,2.557507202,100,100,0.0084982,-2.070673052
2.46E-21,-41.21812979,6.89E-06,-10.32356156,0,0.00010256,0.00068778,15,0.066666667,2.352182518,300,300,0.00371,-2.43062609
4.63E-14,-26.66883802,0.0017711,-5.503513834,0,0.012711,0.030341,3,0.333333333,0.954242509,286,271,0.011796,-1.928265236
0.20839,-1.362246251,0.065193,-2.371598067,0.4438,0.034917,0.00012082,2,0.5,0.602059991,70,70,0.011479,-1.940095944
0.00034679,-6.919866869,0.0084957,-4.141601664,6.82E-11,0.01093,0.0010925,5,0.2,1.397940009,180,180,0.015443,-1.811268329
0.05633,-2.498520498,0.026292,-3.160352753,0.48665,0.016508,0.0001343,2,0.5,0.602059991,100,100,0.0044711,-2.349585617
7.36E-21,-40.26624437,2.06E-05,-9.372265559,0,0.00030679,0.0020575,9,0.111111111,1.908485019,300,300,0.0039954,-2.398439735
0.00057725,-6.477272117,0.0001565,-7.610971316,5.55E-05,7.06E-05,4.76E-08,18,0.055555556,2.51054501,70,32,0.0025368,-2.595713771
0.014007,-3.707309743,0.0043822,-4.716615611,0.029832,0.0023471,8.12E-06,6,0.166666667,1.556302501,70,70,0.0069444,-2.158365272
1.62E-05,-9.580969971,0.00039687,-6.802703458,3.19E-12,0.00051057,5.10E-05,20,0.05,2.602059991,180,180,0.011542,-1.93771893
0.0037994,-4.840569963,0.0017733,-5.502435572,0.032824,0.0011135,9.06E-06,14,0.071428571,2.292256071,100,100,0.014777,-1.830413727
4.31E-20,-38.73104546,0.00012082,-7.835722337,0,0.0017992,0.012066,7,0.142857143,1.69019608,300,300,0.014174,-1.848507572
0.00018994,-7.442767133,0.00056783,-6.491563332,0.00023886,0.00058333,5.51E-05,10,0.1,2,94,163,0.0036149,-2.441903712
0.0010189,-5.983736876,0.00031876,-6.993072364,0.00217,0.00017073,5.91E-07,20,0.05,2.602059991,70,70,0.0056126,-2.250835908
0.00013602,-7.732794459,0.0033323,-4.954511814,2.68E-11,0.0042869,0.00042852,8,0.125,1.806179974,180,180,0.015506,-1.80950022
0.00022372,-7.300590379,0.00010442,-7.962432622,0.0019328,6.56E-05,5.33E-07,20,0.05,2.602059991,100,100,0.0017757,-2.750630405
5.02E-21,-40.59859257,1.41E-05,-9.701561775,0,0.00020951,0.001405,17,0.058823529,2.460897843,300,300,0.0097349,-2.011668505
0.18222,-1.478807915,0.016389,-3.57089509,0,0.005577,9.30E-10,5,0.2,1.397940009,350,44,0.011447,-1.941308317
0.0076753,-4.229809281,0.0024012,-5.239143331,0.016346,0.0012861,4.45E-06,6,0.166666667,1.556302501,70,70,0.0038052,-2.419622512
0.00025368,-7.191427542,0.0062148,-4.413145686,4.99E-11,0.0079953,0.00079921,4,0.25,1.204119983,180,180,0.0072298,-2.140873717
0.0024717,-5.214008485,0.0011536,-5.875889505,0.021353,0.00072436,5.89E-06,17,0.058823529,2.460897843,100,100,0.014174,-1.848507572
2.71E-21,-41.13406142,7.58E-06,-10.24066159,0,0.00011291,0.00075722,20,0.05,2.602059991,300,300,0.0072615,-2.138973658
4.42E-29,-56.70915546,3.91E-07,-12.81564649,0,3.57E-05,0.0015376,14,0.071428571,2.292256071,271,383,0.0062468,-2.204342398
0.0063782,-4.390603734,0.0019954,-5.399940064,0.013584,0.0010687,3.70E-06,10,0.1,2,70,70,0.0087836,-2.05632745
0.00086242,-6.128562361,0.021128,-3.350283224,1.70E-10,0.027181,0.002717,3,0.333333333,0.954242509,180,180,0.013825,-1.85933486
0.00082861,-6.16329966,0.00038674,-6.825161814,0.0071585,0.00024283,1.98E-06,18,0.055555556,2.51054501,100,100,0.0053272,-2.273500998
1.52E-21,-41.63631282,4.25E-06,-10.74322214,0,6.33E-05,0.00042455,9,0.111111111,1.908485019,300,300,0.00082445,-3.083835678
3.05E-06,-11.03140032,0.00024781,-7.211762345,9.05E-09,0.00058814,0.00087024,16,0.0625,2.408239965,32,253,0.015094,-1.821195654
0.00051169,-6.581986141,0.00016008,-7.591325849,0.0010897,8.57E-05,2.97E-07,12,0.083333333,2.158362492,70,70,0.0010147,-2.99366234
0.002065,-5.370159888,0.05059,-2.591870641,4.06E-10,0.065084,0.0065058,2,0.5,0.602059991,180,180,0.014713,-1.832298765
0.06472,-2.377922983,0.030207,-3.039784809,0.55913,0.018967,0.0001543,2,0.5,0.602059991,100,100,0.005137,-2.289290434
1.29E-19,-37.77882058,0.000362,-6.882582859,0,0.0053908,0.036152,3,0.333333333,0.954242509,300,300,0.0078006,-2.107871991
0.0016407,-5.569941644,0.0021322,-5.342344122,0.0091906,0.0016487,2.29E-05,12,0.083333333,2.158362492,163,130,0.013445,-1.871439193
0.12204,-1.826995602,0.038179,-2.836350902,0.2599,0.020449,7.08E-05,1,1,0,70,70,0.0016806,-2.774535641
0.00013435,-7.743524658,0.0032914,-4.96523867,2.64E-11,0.0042343,0.00042327,8,0.125,1.806179974,180,180,0.015316,-1.814854642
0.0024719,-5.213938205,0.0011538,-5.875738931,0.021356,0.00072444,5.89E-06,16,0.0625,2.408239965,100,100,0.012557,-1.901114106
6.49E-21,-40.37551061,1.82E-05,-9.479857224,0,0.00027057,0.0018145,11,0.090909091,2.08278537,300,300,0.0052638,-2.27870062
4.38E-05,-8.717051779,0.00068743,-6.325543038,3.35E-06,0.0011146,0.00063215,12,0.083333333,2.158362492,44,215,0.012462,-1.904412253
0.0021146,-5.349543544,0.00066155,-6.358874652,0.0045035,0.00035433,1.23E-06,14,0.071428571,2.292256071,70,70,0.0057078,-2.243531253
2.30E-05,-9.276544328,0.0005644,-6.49682599,4.53E-12,0.00072609,7.26E-05,17,0.058823529,2.460897843,180,180,0.011859,-1.925951931
0.0004143,-6.765370133,0.00019337,-7.427221806,0.0035793,0.00012142,9.88E-07,18,0.055555556,2.51054501,100,100,0.0026636,-2.574530994
6.72E-22,-42.34526145,1.88E-06,-11.4516843,0,2.80E-05,0.00018783,13,0.076923077,2.227886705,300,300,0.00076104,-3.118592516
1.17E-19,-37.86362828,0.00036438,-6.876890937,0,0.0011903,8.92E-05,16,0.0625,2.408239965,383,212,0.015062,-1.822117357
4.03E-05,-8.789389908,1.26E-05,-9.79925891,8.58E-05,6.75E-06,2.34E-08,20,0.05,2.602059991,70,70,0.00022197,-3.653705718
0.000405,-6.785089954,0.0099218,-4.006819063,7.96E-11,0.012764,0.0012759,4,0.25,1.204119983,180,180,0.011542,-1.93771893
0.0019857,-5.404172728,0.00092681,-6.066018578,0.017155,0.00058194,4.73E-06,13,0.076923077,2.227886705,100,100,0.0066591,-2.176584463
4.47E-20,-38.69938495,0.00012502,-7.806041011,0,0.0018618,0.012486,5,0.2,1.397940009,300,300,0.0074835,-2.125895237
0.00016499,-7.565084755,0.00041323,-6.767616314,0,0.00030649,9.49E-07,13,0.076923077,2.227886705,253,127,0.0025685,-2.59032043
0.0020058,-5.395424746,0.00062751,-6.404758698,0.0042718,0.0003361,1.16E-06,15,0.066666667,2.352182518,70,70,0.0062151,-2.206551879
3.48E-06,-10.91684151,8.52E-05,-8.13912081,6.84E-13,0.00010958,1.10E-05,16,0.0625,2.408239965,180,180,0.0015855,-2.799833754
0.0011288,-5.894765999,0.00052685,-6.556626031,0.0097519,0.00033081,2.69E-06,19,0.052631579,2.557507202,100,100,0.008086,-2.092266263
2.53E-20,-39.19375896,7.08E-05,-8.299933485,0,0.0010543,0.0070705,9,0.111111111,1.908485019,300,300,0.01373,-1.862329463
1.04E-05,-9.965933321,0.00055701,-6.508274016,3.00E-10,0.00094469,0.0003533,11,0.090909091,2.08278537,130,209,0.0077689,-2.109640469
0.001652,-5.563979914,0.00051682,-6.573321377,0.0035183,0.00027681,9.58E-07,19,0.052631579,2.557507202,70,70,0.0082128,-2.085508753
2.44E-05,-9.225220347,0.00059749,-6.447338718,4.80E-12,0.00076867,7.68E-05,10,0.1,2,180,180,0.0043442,-2.362090189
0.00097387,-6.022998025,0.00045454,-6.684855785,0.0084134,0.0002854,2.32E-06,19,0.052631579,2.557507202,100,100,0.0069762,-2.156381077
1.44E-21,-41.68327502,4.03E-06,-10.78938991,0,6.01E-05,0.00040274,17,0.058823529,2.460897843,300,300,0.0027905,-2.554317973
9.56E-14,-26.03908422,2.51E-05,-9.200652557,6.71E-186,0.00023337,0.0014361,3,0.333333333,0.954242509,215,304,0.00034881,-3.457411073
0.0010336,-5.971294999,0.00032336,-6.980627408,0.0022013,0.00017319,5.99E-07,15,0.066666667,2.352182518,70,70,0.0032027,-2.49448374
6.59E-05,-8.362229171,0.001615,-5.583654947,1.30E-11,0.0020777,0.00020769,8,0.125,1.806179974,180,180,0.0075152,-2.124059457
0.0017043,-5.536907912,0.00079545,-6.198774228,0.014724,0.00049946,4.06E-06,19,0.052631579,2.557507202,100,100,0.012208,-1.913355479
9.94E-21,-40.00522723,2.78E-05,-9.111910408,0,0.00041457,0.0027803,7,0.142857143,1.69019608,300,300,0.0032661,-2.485970522
0.00010336,-7.971294999,0.031681,-2.998402237,3.03E-38,0.053566,0.0093974,1,1,0,212,199,0.0031076,-2.507574887
0.0066728,-4.351383784,0.0020876,-5.360705424,0.014211,0.0011181,3.87E-06,7,0.142857143,1.69019608,70,70,0.0045028,-2.346517343
3.45E-06,-10.92436181,8.46E-05,-8.145259274,6.79E-13,0.00010878,1.09E-05,14,0.071428571,2.292256071,180,180,0.001205,-2.919012953
0.00061124,-6.427576466,0.00028529,-7.089426902,0.0052807,0.00017913,1.46E-06,20,0.05,2.602059991,100,100,0.0048516,-2.314115013
2.67E-20,-39.14697748,7.49E-05,-8.251036365,0,0.0011152,0.0074787,9,0.111111111,1.908485019,300,300,0.014523,-1.837943663
0.0078555,-4.209652334,0.0278,-3.111910408,0.0042369,0.028117,0.001898,2,0.5,0.602059991,127,160,0.0066273,-2.17866337
0.0044133,-4.7104731,0.0013807,-5.71980135,0.0093991,0.0007395,2.56E-06,12,0.083333333,2.158362492,70,70,0.0087519,-2.057897653
3.20E-06,-10.98970004,7.85E-05,-8.210260687,6.30E-13,0.00010099,1.01E-05,10,0.1,2,180,180,0.00057078,-3.243531253
0.00078303,-6.212443197,0.00036547,-6.874296534,0.0067648,0.00022948,1.87E-06,20,0.05,2.602059991,100,100,0.0062151,-2.206551879
7.89E-21,-40.20584599,2.21E-05,-9.311215453,0,0.00032904,0.0022067,14,0.071428571,2.292256071,300,300,0.010369,-1.984263126
0.00069412,-6.317130884,0.012106,-3.833998661,1.03E-15,0.013573,0.00058032,3,0.333333333,0.954242509,209,166,0.0064054,-2.193453745
0.0024305,-5.228608749,0.00076038,-6.237938629,0.0051763,0.00040726,1.41E-06,18,0.055555556,2.51054501,70,70,0.010845,-1.964770444
3.60E-05,-8.887394998,0.00088194,-6.109121919,7.08E-12,0.0011346,0.00011342,15,0.066666667,2.352182518,180,180,0.014428,-1.840793866
0.15261,-1.632834015,0.07123,-2.294674111,1.3184,0.044725,0.00036385,2,0.5,0.602059991,100,100,0.012113,-1.916748283
1.91E-21,-41.43793327,5.35E-06,-10.54329244,0,7.97E-05,0.00053478,18,0.055555556,2.51054501,300,300,0.004154,-2.381533508
0.00012483,-7.807362059,0.00028035,-7.104598879,0,0.0001807,8.27E-08,14,0.071428571,2.292256071,304,115,0.0016806,-2.774535641
0.26307,-1.15985735,0.082301,-2.169189776,0.56027,0.044081,0.00015253,2,0.5,0.602059991,70,70,0.014491,-1.838901644
8.18E-05,-8.174493393,0.0020034,-5.396464661,1.61E-11,0.0025774,0.00025764,8,0.125,1.806179974,180,180,0.0093227,-2.030458291
0.0022671,-5.289058646,0.0010581,-5.950946571,0.019586,0.0006644,5.41E-06,17,0.058823529,2.460897843,100,100,0.013001,-1.886023242
6.11E-20,-38.42791758,0.00017111,-7.533449217,0,0.0025481,0.017089,5,0.2,1.397940009,300,300,0.010242,-1.989615229
8.88E-10,-18.10317407,0.0027918,-5.108231394,2.78E-88,0.017269,0.063194,1,1,0,199,286,0.0022197,-2.653705718
0.0085657,-4.13447428,0.0026797,-5.143827647,0.018242,0.0014353,4.97E-06,10,0.1,2,70,70,0.011796,-1.928265236
0.00016813,-7.548709574,0.0041189,-4.770437504,3.31E-11,0.005299,0.00052969,6,0.166666667,1.556302501,180,180,0.010781,-1.967340954
0.00035556,-6.898174205,0.00016595,-7.560045487,0.0030718,0.0001042,8.48E-07,20,0.05,2.602059991,100,100,0.0028222,-2.549412212
4.76E-20,-38.64478609,0.00013327,-7.750535205,0,0.0019846,0.013309,4,0.25,1.204119983,300,300,0.0051053,-2.291978733
2.64E-06,-11.15679215,0.00024849,-7.209382168,2.38E-14,0.00042452,0.00012753,20,0.05,2.602059991,160,206,0.01094,-1.960982678
0.0042163,-4.750136991,0.0013191,-5.759444559,0.0089795,0.00070649,2.44E-06,15,0.066666667,2.352182518,70,70,0.013064,-1.883923828
0.00019187,-7.433985849,0.0047004,-4.655730365,3.77E-11,0.0060471,0.00060447,3,0.333333333,0.954242509,180,180,0.0030758,-2.512041907
