Receptor_measurement1,Receptor1_Log,Receptor_measurement2,Receptor2_Log,Receptor_measurement3,Receptor_measurement4,Receptor_measurement5,Wind_speed,Wind_speed_reci,Wind_speed_sqr_log,Source_Location_X,Source_Location_Y,Source_Emission_rate,Log
0.00011344,-7.890467564,5.29E-05,-8.553088656,0.00098003,3.32E-05,2.70E-07,18,0.055555556,2.51054501,100,100,0.00072933,-3.137075922
2.42E-20,-39.23236927,6.78E-05,-8.337540612,0,0.0010098,0.006772,5,0.2,1.397940009,300,300,0.0040589,-2.391591648
1.68E-12,-23.54938144,6.98E-06,-10.31228915,1.52E-48,6.30E-05,0.000494,16,0.0625,2.408239965,152,321,0.0033929,-2.46942894
0.024753,-3.212744316,0.0077439,-4.222080528,0.052716,0.0041476,1.44E-05,4,0.25,1.204119983,70,70,0.0054541,-2.263276904
2.10E-05,-9.355561411,0.00051487,-6.576604825,4.13E-12,0.00066238,6.62E-05,12,0.083333333,2.158362492,180,180,0.0053907,-2.268354837
0.78143,-0.214219839,0.36473,-0.876057027,6.751,0.22901,0.0018631,1,1,0,100,100,0.015506,-1.80950022
4.78E-21,-40.64114421,1.34E-05,-9.745790403,0,0.0001992,0.0013359,20,0.05,2.602059991,300,300,0.012811,-1.892416969
0.0037901,-4.842698662,0.0025624,-5.182706149,0.027768,0.0018585,4.96E-05,10,0.1,2,56,119,0.012525,-1.902222265
0.0063321,-4.39690447,0.001981,-5.406231049,0.013486,0.001061,3.67E-06,8,0.125,1.806179974,70,70,0.0055809,-2.253295759
0.00019582,-7.416285908,0.0047974,-4.637988138,3.85E-11,0.0061718,0.00061693,2,0.5,0.602059991,180,180,0.0013952,-2.855363532
0.0096325,-4.032521965,0.0044959,-4.694366714,0.083218,0.0028229,2.30E-05,6,0.166666667,1.556302501,100,100,0.006881,-2.162348442
1.37E-20,-39.72655887,3.83E-05,-8.833602452,0,0.00057048,0.0038258,11,0.090909091,2.08278537,300,300,0.011098,-1.95475528
0.0071434,-4.292190061,0.00075686,-6.241968893,0,0.00028501,2.58E-10,17,0.058823529,2.460897843,346,59,0.0056443,-2.248389911
0.011076,-3.911234106,0.0034649,-4.92061859,0.023588,0.0018558,6.42E-06,10,0.1,2,70,70,0.015252,-1.816673203
8.70E-05,-8.120961495,0.0021322,-5.342344122,1.71E-11,0.002743,0.00027419,9,0.111111111,1.908485019,180,180,0.012557,-1.901114106
0.0007686,-6.22859924,0.00035874,-6.890440392,0.0066401,0.00022525,1.83E-06,17,0.058823529,2.460897843,100,100,0.0044077,-2.355787972
1.78E-20,-39.49916,4.98E-05,-8.605541314,0,0.00074156,0.0049732,5,0.2,1.397940009,300,300,0.0029807,-2.525681732
0.0028468,-5.091286086,0.00092526,-6.067472425,0.007155,0.00050554,2.14E-06,17,0.058823529,2.460897843,64,73,0.011859,-1.925951931
0.0036378,-4.878322363,0.0011381,-5.887639153,0.0077475,0.00060956,2.11E-06,13,0.076923077,2.227886705,70,70,0.0084665,-2.072296087
2.01E-05,-9.393607885,0.00049175,-6.616511263,3.95E-12,0.00063264,6.32E-05,14,0.071428571,2.292256071,180,180,0.0070079,-2.154412104
0.0022417,-5.298845016,0.0010463,-5.960687549,0.019366,0.00065695,5.34E-06,12,0.083333333,2.158362492,100,100,0.0064054,-2.193453745
1.36E-19,-37.73292218,0.00038077,-6.838674552,0,0.0056702,0.038026,4,0.25,1.204119983,300,300,0.014587,-1.836034017
1.37E-36,-71.72655887,1.10E-06,-11.91721463,0,0.00011119,0.0045961,11,0.090909091,2.08278537,321,364,0.0086885,-2.061055195
0.0061019,-4.429069828,0.001909,-5.438388143,0.012995,0.0010224,3.54E-06,10,0.1,2,70,70,0.0084031,-2.075560468
5.38E-05,-8.538435449,0.0013173,-5.760630616,1.06E-11,0.0016947,0.0001694,7,0.142857143,1.69019608,180,180,0.004693,-2.328549446
0.0070579,-4.302648998,0.0032942,-4.964500074,0.060975,0.0020684,1.68E-05,6,0.166666667,1.556302501,100,100,0.0050419,-2.297405772
7.74E-21,-40.22251808,2.17E-05,-9.327080532,0,0.00032279,0.0021648,17,0.058823529,2.460897843,300,300,0.014999,-1.823937695
4.64E-05,-8.666964039,1.13E-05,-9.893843113,4.17E-06,5.14E-06,2.58E-09,18,0.055555556,2.51054501,119,45,0.00015855,-3.799833754
0.0025584,-5.184063107,0.0008004,-6.19338584,0.0054487,0.0004287,1.48E-06,9,0.111111111,1.908485019,70,70,0.0028539,-2.544561249
6.34E-05,-8.395821484,0.0015526,-5.617880836,1.25E-11,0.0019974,0.00019966,5,0.2,1.397940009,180,180,0.0028222,-2.549412212
0.0016533,-5.563296669,0.00077167,-6.225136767,0.014283,0.00048453,3.94E-06,17,0.058823529,2.460897843,100,100,0.0094812,-2.023136692
3.91E-21,-40.81564649,1.10E-05,-9.91721463,0,0.00016314,0.001094,18,0.055555556,2.51054501,300,300,0.0084982,-2.070673052
0.00059903,-6.445102854,0.00019621,-7.414557724,0.0015022,0.00010757,4.86E-07,17,0.058823529,2.460897843,59,73,0.0025368,-2.595713771
0.032812,-2.967934594,0.010265,-3.977282093,0.06988,0.005498,1.90E-05,4,0.25,1.204119983,70,70,0.0072298,-2.140873717
5.12E-05,-8.581460078,0.0012542,-5.803266407,1.01E-11,0.0016135,0.00016129,13,0.076923077,2.227886705,180,180,0.015411,-1.81216918
0.033359,-2.953573953,0.01557,-3.615422775,0.28819,0.0097762,7.95E-05,4,0.25,1.204119983,100,100,0.010591,-1.975063032
1.97E-20,-39.41106755,5.52E-05,-8.516121845,0,0.00082177,0.005511,6,0.166666667,1.556302501,300,300,0.0047565,-2.322712499
9.90E-11,-20.00872961,4.23E-05,-8.747319265,1.11E-25,0.00043152,0.0048132,4,0.25,1.204119983,73,353,0.0022831,-2.641475066
0.0035933,-4.889013045,0.0011242,-5.898312838,0.0076527,0.0006021,2.08E-06,17,0.058823529,2.460897843,70,70,0.014301,-1.844633593
0.0001533,-7.62891569,0.0037555,-4.850664467,3.01E-11,0.0048314,0.00048295,6,0.166666667,1.556302501,180,180,0.00983,-2.007446482
0.056108,-2.501950423,0.026188,-3.163795336,0.48473,0.016443,0.00013377,3,0.333333333,0.954242509,100,100,0.01002,-1.999132278
1.27E-20,-39.79239256,3.56E-05,-8.897100004,0,0.00052982,0.0035532,13,0.076923077,2.227886705,300,300,0.014396,-1.841758162
7.69E-44,-86.22814732,3.60E-05,-8.887394998,0,0.0025725,0.065261,4,0.25,1.204119983,364,334,0.014269,-1.845606462
0.00061829,-6.417615555,0.00019343,-7.426952336,0.0013168,0.0001036,3.58E-07,18,0.055555556,2.51054501,70,70,0.0027588,-2.559279783
1.12E-05,-9.901563955,0.00027476,-7.122092985,2.21E-12,0.00035347,3.53E-05,10,0.1,2,180,180,0.0019977,-2.69946973
0.0047941,-4.638585823,0.0022376,-5.300435093,0.041417,0.001405,1.14E-05,6,0.166666667,1.556302501,100,100,0.0034247,-2.465377466
6.72E-21,-40.34526145,1.88E-05,-9.451684301,0,0.00028006,0.0018782,10,0.1,2,300,300,0.0045028,-2.346517343
1.52E-11,-21.63631282,5.66E-06,-10.49436714,3.80E-24,6.51E-05,0.00085308,16,0.0625,2.408239965,45,370,0.007103,-2.148558185
0.0028763,-5.082331637,0.00089983,-6.091679063,0.0061256,0.00048195,1.67E-06,17,0.058823529,2.460897843,70,70,0.011447,-1.941308317
5.23E-05,-8.562996622,0.0012814,-5.784630561,1.03E-11,0.0016486,0.00016479,9,0.111111111,1.908485019,180,180,0.0075469,-2.122231405
0.0090139,-4.090174529,0.0042071,-4.75203433,0.077873,0.0026416,2.15E-05,8,0.125,1.806179974,100,100,0.011447,-1.941308317
9.03E-19,-36.0886245,0.0025296,-5.193896295,0,0.03767,0.25263,1,1,0,300,300,0.0060566,-2.217771108
0.0020531,-5.375179794,0.0015627,-5.612248776,0.016172,0.0011611,3.08E-05,10,0.1,2,73,123,0.0075786,-2.120411014
0.0027503,-5.121239862,0.00086043,-6.130568912,0.0058574,0.00046085,1.59E-06,12,0.083333333,2.158362492,70,70,0.0054541,-2.263276904
8.62E-05,-8.128985468,0.0021108,-5.351105829,1.69E-11,0.0027156,0.00027145,5,0.2,1.397940009,180,180,0.0038369,-2.41601952
0.056996,-2.488311244,0.026602,-3.150171422,0.4924,0.016703,0.00013589,3,0.333333333,0.954242509,100,100,0.010179,-1.992294886
1.80E-20,-39.48945499,5.04E-05,-8.595138927,0,0.00074994,0.0050293,9,0.111111111,1.908485019,300,300,0.0097666,-2.010256599
5.15E-38,-74.57638554,3.49E-06,-10.91434915,0,0.00016544,0.0030074,17,0.058823529,2.460897843,353,325,0.013223,-1.878670002
0.014679,-3.666607059,0.0045923,-4.675939497,0.031262,0.0024596,8.51E-06,4,0.25,1.204119983,70,70,0.0032344,-2.490206272
1.59E-05,-9.597205751,0.00038842,-6.821396832,3.12E-12,0.0004997,5.00E-05,16,0.0625,2.408239965,180,180,0.0072298,-2.140873717
0.0010487,-5.958697464,0.00048947,-6.620547843,0.00906,0.00030734,2.50E-06,16,0.0625,2.408239965,100,100,0.0053272,-2.273500998
4.99E-20,-38.60379891,0.00013986,-7.708612952,0,0.0020827,0.013967,5,0.2,1.397940009,300,300,0.0083714,-2.077201906
2.11E-11,-21.35143509,0.0006985,-6.311667179,0,0.001621,0.00012511,12,0.083333333,2.158362492,334,203,0.011606,-1.935317434
0.0035102,-4.909336276,0.0010981,-5.918716217,0.0074757,0.00058817,2.04E-06,15,0.066666667,2.352182518,70,70,0.010876,-1.963530801
9.07E-06,-10.08478543,0.00022229,-7.306160148,1.78E-12,0.00028598,2.86E-05,19,0.052631579,2.557507202,180,180,0.0058346,-2.233988912
0.0010147,-5.987324679,0.00047362,-6.649139933,0.0087666,0.00029738,2.42E-06,20,0.05,2.602059991,100,100,0.0080543,-2.093972198
1.64E-22,-43.5703123,4.58E-07,-12.67826904,0,6.82E-06,4.58E-05,17,0.058823529,2.460897843,300,300,0.0003171,-3.498803758
0.0021424,-5.338198881,0.00028393,-7.093577435,0,0.00011122,7.35E-11,19,0.052631579,2.557507202,370,69,0.0024099,-2.618000978
0.0018006,-5.489165508,0.00056333,-6.49847424,0.0038349,0.00030172,1.04E-06,17,0.058823529,2.460897843,70,70,0.0071664,-2.144698955
0.0001584,-7.600489645,0.0038806,-4.822202241,3.12E-11,0.0049924,0.00049904,7,0.142857143,1.69019608,180,180,0.013825,-1.85933486
0.015149,-3.639232069,0.0070708,-4.301062894,0.13088,0.0044397,3.61E-05,5,0.2,1.397940009,100,100,0.0075152,-2.124059457
4.56E-21,-40.68207031,1.28E-05,-9.785580061,0,0.00019022,0.0012757,13,0.076923077,2.227886705,300,300,0.0051687,-2.286618674
0.0071923,-4.286264412,0.0030885,-5.020504789,0.069132,0.001866,9.51E-06,4,0.25,1.204119983,123,96,0.0019977,-2.69946973
0.00096952,-6.026886455,0.00030331,-7.036226542,0.0020648,0.00016245,5.62E-07,19,0.052631579,2.557507202,70,70,0.0048199,-2.316961972
2.53E-06,-11.19375896,6.20E-05,-8.415216621,4.98E-13,7.98E-05,7.98E-06,15,0.066666667,2.352182518,180,180,0.0010147,-2.99366234
0.00014608,-7.67081848,6.82E-05,-8.332431251,0.001262,4.28E-05,3.48E-07,19,0.052631579,2.557507202,100,100,0.0010464,-2.980302269
3.56E-21,-40.8971,9.97E-06,-10.00260968,0,0.00014853,0.00099607,18,0.055555556,2.51054501,300,300,0.0077372,-2.111416177
5.82E-21,-40.47015403,1.35E-05,-9.739332463,0,0.00012744,0.00032685,17,0.058823529,2.460897843,325,273,0.0038686,-2.412446173
0.0046522,-4.664683246,0.0014554,-5.674035259,0.0099078,0.00077953,2.70E-06,7,0.142857143,1.69019608,70,70,0.0031393,-2.50316718
0.0002592,-7.172730006,0.00635,-4.394452549,5.10E-11,0.0081692,0.0008166,5,0.2,1.397940009,180,180,0.011542,-1.93771893
0.0062163,-4.412936069,0.0029014,-5.074784787,0.053704,0.0018218,1.48E-05,10,0.1,2,100,100,0.012335,-1.908860846
7.30E-22,-42.27335428,2.04E-06,-11.38073967,0,3.04E-05,0.00020411,18,0.055555556,2.51054501,300,300,0.0015855,-2.799833754
8.30E-09,-16.16184382,0.0034088,-4.934796958,2.05E-81,0.015791,0.03411,3,0.333333333,0.954242509,203,268,0.014618,-1.835112042
0.030573,-3.029323887,0.0095648,-4.038648213,0.065112,0.0051229,1.77E-05,6,0.166666667,1.556302501,70,70,0.015157,-1.819386749
2.60E-05,-9.170053304,0.00063601,-6.393072112,5.11E-12,0.00081823,8.18E-05,12,0.083333333,2.158362492,180,180,0.0066591,-2.176584463
0.058239,-2.469572181,0.027182,-3.131437184,0.50314,0.017068,0.00013885,3,0.333333333,0.954242509,100,100,0.010401,-1.982924904
3.67E-21,-40.87066787,1.03E-05,-9.974325551,0,0.00015288,0.0010252,13,0.076923077,2.227886705,300,300,0.004154,-2.381533508
8.21E-11,-20.17131369,1.06E-05,-9.949388269,1.09E-23,8.94E-05,0.00082418,13,0.076923077,2.227886705,69,342,0.0041857,-2.378231902
0.15658,-1.610527423,0.048984,-2.619891507,0.33346,0.026236,9.08E-05,1,1,0,70,70,0.0021563,-2.666290817
4.55E-05,-8.683977207,0.0011145,-5.905839854,8.95E-12,0.0014338,0.00014333,6,0.166666667,1.556302501,180,180,0.0029173,-2.535018908
0.0054544,-4.526506032,0.0025458,-5.188351436,0.047122,0.0015985,1.30E-05,11,0.090909091,2.08278537,100,100,0.013096,-1.882861334
2.15E-18,-35.33512308,0.0060128,-4.441846483,0,0.08954,0.60048,1,1,0,300,300,0.014396,-1.841758162
0.00017175,-7.530206509,0.0008999,-6.091611496,6.00E-05,0.0010436,0.00015189,13,0.076923077,2.227886705,96,176,0.01113,-1.953504836
0.0028205,-5.099347792,0.00088238,-6.108688688,0.0060068,0.00047261,1.64E-06,17,0.058823529,2.460897843,70,70,0.011225,-1.94981365
8.78E-05,-8.113010968,0.0021501,-5.335082682,1.73E-11,0.0027661,0.0002765,10,0.1,2,180,180,0.015633,-1.805957672
0.0075988,-4.238509972,0.0035466,-4.900375581,0.065647,0.0022269,1.81E-05,7,0.142857143,1.69019608,100,100,0.0073884,-2.1314496
7.66E-20,-38.23154246,0.00021455,-7.336942962,0,0.003195,0.021427,5,0.2,1.397940009,300,300,0.012842,-1.891367334
6.45E-17,-32.38088057,4.35E-05,-8.723021486,0,0.00047865,0.0025745,15,0.066666667,2.352182518,273,295,0.015791,-1.801590366
0.012053,-3.837809687,0.0037706,-4.847179074,0.025669,0.0020196,6.99E-06,8,0.125,1.806179974,70,70,0.010623,-1.973752819
9.06E-06,-10.0857436,0.00022193,-7.307567974,1.78E-12,0.00028552,2.85E-05,13,0.076923077,2.227886705,180,180,0.002727,-2.564314862
0.29723,-1.053814717,0.13873,-1.715659227,2.5679,0.087108,0.00070866,1,1,0,100,100,0.005898,-2.229295232
8.93E-21,-40.09829708,2.50E-05,-9.204119983,0,0.00037253,0.0024983,12,0.083333333,2.158362492,300,300,0.0086251,-2.064235861
2.30E-11,-21.27654433,4.64E-05,-8.666964039,0,0.00015801,9.78E-05,17,0.058823529,2.460897843,268,236,0.0032027,-2.49448374
0.01344,-3.743201463,0.0042045,-4.752571286,0.028623,0.002252,7.79E-06,7,0.142857143,1.69019608,70,70,0.009069,-2.042440598
0.0074947,-4.250491493,0.18361,-1.472207339,1.47E-09,0.23621,0.023612,1,1,0,180,180,0.01335,-1.874518734
0.011885,-3.850001628,0.0055473,-4.511836693,0.10268,0.0034831,2.83E-05,8,0.125,1.806179974,100,100,0.015094,-1.821195654
5.29E-21,-40.55308866,1.48E-05,-9.659476569,0,0.00022072,0.0014802,19,0.052631579,2.557507202,300,300,0.012811,-1.892416969
0.0015963,-5.593770973,0.00099149,-6.007423323,0,0.00049773,1.18E-08,19,0.052631579,2.557507202,342,93,0.009069,-2.042440598
0.0015351,-5.627726657,0.00048024,-6.637083339,0.0032692,0.00025722,8.90E-07,6,0.166666667,1.556302501,70,70,0.00076104,-3.118592516
3.19E-05,-8.992418634,0.00078214,-6.213431006,6.28E-12,0.0010062,0.00010058,11,0.090909091,2.08278537,180,180,0.006881,-2.162348442
0.00036932,-6.865194346,0.00017238,-7.527026247,0.0031906,0.00010823,8.81E-07,15,0.066666667,2.352182518,100,100,0.0016489,-2.782805682
5.91E-21,-40.45682504,1.66E-05,-9.559783824,0,0.00024653,0.0016533,14,0.071428571,2.292256071,300,300,0.0077689,-2.109640469
0.0027458,-5.122662199,0.00058886,-6.459975891,1.83E-05,0.00026354,5.99E-08,11,0.090909091,2.08278537,176,53,0.0026953,-2.569392889
0.38684,-0.824937251,0.12102,-1.834285703,0.82385,0.064819,0.00022429,1,1,0,70,70,0.0053272,-2.273500998
1.80E-05,-9.48945499,0.00044057,-6.711970158,3.54E-12,0.0005668,5.67E-05,14,0.071428571,2.292256071,180,180,0.0062785,-2.202144101
0.0019195,-5.433623767,0.00089592,-6.095461537,0.016583,0.00056254,4.58E-06,13,0.076923077,2.227886705,100,100,0.0064371,-2.191309744
2.80E-20,-39.10568394,7.84E-05,-8.211367875,0,0.0011679,0.0078326,8,0.125,1.806179974,300,300,0.012018,-1.9201678
0.016058,-3.588617093,0.0021155,-5.349173941,0,0.00075809,1.25E-09,13,0.076923077,2.227886705,295,38,0.011701,-1.931777021
0.00068758,-6.325353529,0.00021511,-7.334678799,0.0014643,0.00011521,3.99E-07,12,0.083333333,2.158362492,70,70,0.0013635,-2.865344858
6.91E-05,-8.321043905,0.001694,-5.542173188,1.36E-11,0.0021794,0.00021785,11,0.090909091,2.08278537,180,180,0.014904,-1.826697158
0.0018357,-5.472396584,0.00085682,-6.134220809,0.015859,0.00053799,4.38E-06,11,0.090909091,2.08278537,100,100,0.0044077,-2.355787972
6.88E-20,-38.32482312,0.00019277,-7.429921105,0,0.0028707,0.019252,3,0.333333333,0.954242509,300,300,0.004154,-2.381533508
4.48E-14,-26.69744397,1.52E-05,-9.636312824,0,0.0001188,0.00049854,6,0.166666667,1.556302501,236,289,0.00057078,-3.243531253
0.0047765,-4.641780436,0.0014943,-5.651124407,0.010172,0.00080035,2.77E-06,11,0.090909091,2.08278537,70,70,0.0079592,-2.099130582
0.00095143,-6.043246318,0.023308,-3.264989981,1.87E-10,0.029986,0.0029974,3,0.333333333,0.954242509,180,180,0.015252,-1.816673203
0.0012609,-5.798638711,0.00058853,-6.460462789,0.010894,0.00036954,3.01E-06,16,0.0625,2.408239965,100,100,0.0064054,-2.193453745
2.83E-20,-39.09642713,7.93E-05,-8.201453625,0,0.0011809,0.0079196,9,0.111111111,1.908485019,300,300,0.015379,-1.813071903
7.36E-06,-10.26624437,0.00015819,-7.601641948,6.70E-08,0.00024754,9.54E-05,20,0.05,2.602059991,93,206,0.0069444,-2.158365272
0.00046052,-6.673503008,0.00014407,-7.682852888,0.00098077,7.72E-05,2.67E-07,20,0.05,2.602059991,70,70,0.0025368,-2.595713771
6.92E-05,-8.319787811,0.001696,-5.541148304,1.36E-11,0.0021819,0.00021811,9,0.111111111,1.908485019,180,180,0.0099886,-2.000495378
0.0012465,-5.808615434,0.00058177,-6.470497355,0.010768,0.00036529,2.97E-06,20,0.05,2.602059991,100,100,0.0098935,-2.004650042
2.20E-20,-39.31515464,6.17E-05,-8.419429672,0,0.00091833,0.0061586,8,0.125,1.806179974,300,300,0.0094495,-2.024591171
0.00018334,-7.473485546,0.001061,-5.948569232,9.03E-05,0.0013511,0.0003595,13,0.076923077,2.227886705,53,189,0.015791,-1.801590366
0.0046564,-4.663899439,0.0014567,-5.67325976,0.0099167,0.00078023,2.70E-06,15,0.066666667,2.352182518,70,70,0.014428,-1.840793866
0.001887,-5.4484562,0.046229,-2.670171002,3.71E-10,0.059473,0.005945,2,0.5,0.602059991,180,180,0.013445,-1.871439193
0.0015606,-5.613416795,0.00072838,-6.275283975,0.013482,0.00045735,3.72E-06,16,0.0625,2.408239965,100,100,0.0079274,-2.100869228
3.72E-20,-38.85891412,0.00010411,-7.965015107,0,0.0015504,0.010397,6,0.166666667,1.556302501,300,300,0.0089739,-2.047018774
0.0014236,-5.693224041,0.00053283,-6.546822662,0.0051421,0.0003122,2.67E-06,20,0.05,2.602059991,38,83,0.0098617,-2.006048213
0.0048201,-4.633887903,0.001508,-5.643197317,0.010265,0.00080767,2.79E-06,15,0.066666667,2.352182518,70,70,0.014935,-1.825794773
1.14E-05,-9.886190297,0.00027863,-7.10994425,2.24E-12,0.00035846,3.58E-05,6,0.166666667,1.556302501,180,180,0.00072933,-3.137075922
0.002615,-5.165056614,0.0012205,-5.826924432,0.022591,0.00076635,6.23E-06,11,0.090909091,2.08278537,100,100,0.0062785,-2.202144101
3.36E-21,-40.94732145,9.42E-06,-10.05189819,0,0.00014021,0.00094032,16,0.0625,2.408239965,300,300,0.0057712,-2.238733875
2.25E-28,-55.29563496,1.91E-05,-9.437933266,0,0.0014075,0.050894,4,0.25,1.204119983,289,367,0.014269,-1.845606462
0.038868,-2.820815612,0.01216,-3.83013285,0.082777,0.0065128,2.25E-05,5,0.2,1.397940009,70,70,0.013382,-1.873478974
4.41E-05,-8.711122821,0.0010816,-5.931866643,8.68E-12,0.0013915,0.00013909,5,0.2,1.397940009,180,180,0.001966,-2.706416487
0.0044612,-4.701096613,0.0020822,-5.362955116,0.038541,0.0013074,1.06E-05,12,0.083333333,2.158362492,100,100,0.012747,-1.894592014
6.71E-22,-42.34655496,1.88E-06,-11.4516843,0,2.80E-05,0.00018764,17,0.058823529,2.460897843,300,300,0.0013001,-2.886023242
2.01E-13,-25.39360789,0.00068964,-6.322755114,1.46E-163,0.0095014,0.1003,2,0.5,0.602059991,206,327,0.0091324,-2.039415075
0.0047579,-4.64516938,0.0014885,-5.654502322,0.010133,0.00079725,2.76E-06,14,0.071428571,2.292256071,70,70,0.012842,-1.891367334
0.0001235,-7.816666085,0.0030256,-5.038376977,2.43E-11,0.0038924,0.00038909,4,0.25,1.204119983,180,180,0.0035198,-2.453482013
0.0003832,-6.833148999,0.00017885,-7.495022111,0.0033105,0.0001123,9.14E-07,14,0.071428571,2.292256071,100,100,0.0014904,-2.826697158
9.07E-21,-40.08478543,2.54E-05,-9.190332567,0,0.00037835,0.0025373,7,0.142857143,1.69019608,300,300,0.0029807,-2.525681732
0.0064033,-4.387192301,0.0019133,-5.436433857,0.023413,0.00099964,8.07E-07,13,0.076923077,2.227886705,189,81,0.01132,-1.946153573
0.0012671,-5.794378218,0.00039641,-6.803710797,0.0026986,0.00021232,7.35E-07,13,0.076923077,2.227886705,70,70,0.002949,-2.530325227
2.23E-05,-9.303390274,0.00054515,-6.526967967,4.38E-12,0.00070134,7.01E-05,2,0.5,0.602059991,180,180,0.00015855,-3.799833754
0.0013021,-5.770711322,0.00060774,-6.432564357,0.011249,0.0003816,3.10E-06,18,0.055555556,2.51054501,100,100,0.0083714,-2.077201906
1.08E-18,-35.93315249,0.0030329,-5.036283818,0,0.045164,0.30289,1,1,0,300,300,0.0072615,-2.138973658
1.63E-12,-23.57562479,1.89E-06,-11.44707639,5.00E-30,2.17E-05,0.00026577,18,0.055555556,2.51054501,83,357,0.0025051,-2.601174933
0.0040986,-4.774728929,0.0012822,-5.784088455,0.0087289,0.00068677,2.38E-06,10,0.1,2,70,70,0.0056443,-2.248389911
0.0062842,-4.403500003,0.15395,-1.625240614,1.24E-09,0.19806,0.019798,1,1,0,180,180,0.011194,-1.951014697
0.0037831,-4.844304357,0.0017657,-5.506166166,0.032683,0.0011087,9.02E-06,14,0.071428571,2.292256071,100,100,0.014713,-1.832298765
4.38E-20,-38.71705178,0.00012251,-7.82365692,0,0.0018243,0.012235,4,0.25,1.204119983,300,300,0.004693,-2.328549446
1.01E-47,-93.99135725,1.89E-06,-11.44707639,0,0.00015963,0.004635,15,0.066666667,2.352182518,367,338,0.013794,-1.860309778
0.014895,-3.653918985,0.0046598,-4.663265446,0.031722,0.0024958,8.64E-06,8,0.125,1.806179974,70,70,0.013128,-1.881801432
2.16E-06,-11.3310925,5.28E-05,-8.554732155,4.24E-13,6.80E-05,6.79E-06,17,0.058823529,2.460897843,180,180,0.0011098,-2.95475528
0.0016757,-5.551607461,0.00078212,-6.213453217,0.014477,0.00049109,4.00E-06,12,0.083333333,2.158362492,100,100,0.0047882,-2.319827718
6.12E-20,-38.42649716,0.00017144,-7.531775684,0,0.002553,0.017121,6,0.166666667,1.556302501,300,300,0.014777,-1.830413727
0.0020112,-5.393089479,0.0040595,-4.783054909,0,0.0024259,3.62E-07,9,0.111111111,1.908485019,327,109,0.0092275,-2.034915946
0.0009452,-6.048952574,0.0002957,-7.058297351,0.002013,0.00015838,5.48E-07,18,0.055555556,2.51054501,70,70,0.0042174,-2.374955206
3.42E-05,-8.931947788,0.0008387,-6.152786714,6.73E-12,0.001079,0.00010786,13,0.076923077,2.227886705,180,180,0.010306,-1.986909862
0.005428,-4.530720322,0.0025335,-5.192558183,0.046894,0.0015907,1.29E-05,11,0.090909091,2.08278537,100,100,0.013033,-1.884955605
8.26E-21,-40.16603991,2.31E-05,-9.27277604,0,0.00034437,0.0023095,16,0.0625,2.408239965,300,300,0.014174,-1.848507572
5.47E-06,-10.52402535,0.00029557,-7.058679297,6.38E-09,0.00057198,0.0004181,13,0.076923077,2.227886705,81,227,0.0077055,-2.113199175
0.26422,-1.156068624,0.082661,-2.16539869,0.56272,0.044274,0.0001532,2,0.5,0.602059991,70,70,0.014555,-1.83698779
0.00041167,-6.770901561,0.010085,-3.992648195,8.10E-11,0.012975,0.001297,4,0.25,1.204119983,180,180,0.011733,-1.930590929
0.0013743,-5.723836907,0.00064144,-6.385687922,0.011873,0.00040276,3.28E-06,20,0.05,2.602059991,100,100,0.010908,-1.962254871
1.24E-19,-37.81315663,0.00034683,-6.919766688,0,0.0051648,0.034637,4,0.25,1.204119983,300,300,0.013286,-1.876605752
2.14E-53,-105.3391725,3.61E-07,-12.8849856,0,8.27E-05,0.0052238,11,0.090909091,2.08278537,357,373,0.0093227,-2.030458291
0.0014224,-5.693956513,0.00044499,-6.703299497,0.0030293,0.00023834,8.25E-07,19,0.052631579,2.557507202,70,70,0.0070713,-2.150500737
2.20E-05,-9.315154638,0.00053881,-6.537128705,4.33E-12,0.00069318,6.93E-05,19,0.052631579,2.557507202,180,180,0.014143,-1.849458459
0.0038012,-4.840158559,0.0017742,-5.50199485,0.03284,0.001114,9.06E-06,13,0.076923077,2.227886705,100,100,0.012747,-1.894592014
4.35E-19,-36.72302149,0.0012185,-5.828348933,0,0.018145,0.12168,2,0.5,0.602059991,300,300,0.011669,-1.93296636
9.84E-13,-24.0140098,0.00078278,-6.212720558,0,0.0021745,0.00026987,10,0.1,2,338,212,0.011447,-1.941308317
0.0051571,-4.575188894,0.0016134,-5.584515895,0.010983,0.00086413,2.99E-06,11,0.090909091,2.08278537,70,70,0.0085934,-2.065834972
1.22E-05,-9.827280339,0.00029765,-7.052588226,2.39E-12,0.00038293,3.83E-05,20,0.05,2.602059991,180,180,0.0086568,-2.062642616
0.0046522,-4.664683246,0.0021714,-5.326520333,0.040192,0.0013634,1.11E-05,13,0.076923077,2.227886705,100,100,0.015601,-1.806847563
5.06E-20,-38.59169897,0.00014164,-7.697628164,0,0.0021092,0.014145,6,0.166666667,1.556302501,300,300,0.012208,-1.913355479
5.44E-15,-28.5288022,2.54E-06,-11.19033257,7.06E-48,6.36E-05,0.0014274,14,0.071428571,2.292256071,109,393,0.009069,-2.042440598
0.0027843,-5.110567945,0.00087105,-6.11991383,0.0059297,0.00046654,1.61E-06,14,0.071428571,2.292256071,70,70,0.0075152,-2.124059457
0.00059341,-6.453290279,0.014537,-3.675050419,1.17E-10,0.018702,0.0018695,3,0.333333333,0.954242509,180,180,0.0095129,-2.021687069
