Receptor_measurement1,Receptor_measurement2,Receptor_measurement3,Receptor_measurement4,Receptor_measurement5,Source_Location_X,Source_Location_Y,Source_Emission_rate,Wind_speed,wind_angle
2.32E-18,0.0049506,0.16311,1.85E-10,2.32E-18,47,286,0.0014904,3,0
4.58E-11,0.012595,0.21515,1.38E-05,4.58E-11,29,259,0.0053907,2,0
0.073079,1.11E-07,6.91E-20,0.00086667,0.073079,27,77,0.001966,6,0
5.51E-10,0.038214,0.8136,2.69E-05,5.51E-10,1,272,0.01557,3,0
0.15724,2.15E-05,9.98E-10,0.24519,0.15724,2,131,0.0032978,3,0
9.84E-16,0.029053,0.83627,8.37E-09,9.84E-16,33,288,0.013572,5,0
2.61E-12,0.045214,1.1333,1.92E-06,2.61E-12,25,274,0.012177,2,0
0.014617,0.0023627,3.43E-05,1.866,0.014617,22,180,0.011891,1,0
1.83E-10,0.0024218,0.031067,1.83E-05,1.83E-10,25,252,0.005137,8,0
3.61E-08,0.0012811,0.00086512,0.001858,3.61E-08,47,221,0.0099569,8,0
0.07453,1.05E-07,4.45E-21,0.00025905,0.07453,19,59,0.0084031,9,0
3.58E-07,0.0011868,0.0021859,0.0025829,3.58E-07,25,223,0.0072615,8,0
0.0027739,8.90E-09,3.43E-25,9.85E-07,0.0027739,8,23,0.0082445,9,0
7.16E-05,0.00053335,9.88E-05,0.046003,7.16E-05,21,199,0.0087202,8,0
5.97E-11,0.0050886,0.058365,1.97E-05,5.97E-11,36,251,0.010211,7,0
0.43315,3.11E-06,2.28E-16,0.11322,0.43315,46,113,0.0071347,6,0
0.12244,0.00014168,7.01E-08,0.87236,0.12244,9,150,0.0056443,2,0
3.86E-13,0.054207,1.4464,4.89E-07,3.86E-13,25,280,0.0061834,1,0
0.066385,3.55E-05,4.91E-11,0.64571,0.066385,43,146,0.015411,10,0
0.44128,2.35E-06,1.76E-14,0.030953,0.44128,5,90,0.012747,8,0
0.14649,6.95E-07,3.98E-15,0.0077649,0.14649,1,85,0.0041857,7,0
2.83E-09,0.004211,0.043322,0.00012033,2.83E-09,21,247,0.0078006,6,0
0.011103,3.47E-05,5.90E-09,0.21961,0.011103,28,157,0.0025051,4,0
0.0071992,1.57E-08,1.70E-23,6.13E-06,0.0071992,9,35,0.0045028,7,0
9.29E-08,0.0015231,0.0080176,0.00071065,9.29E-08,14,234,0.0043125,6,0
1.1917,1.69E-05,4.40E-13,0.40559,1.1917,24,113,0.015696,4,0
0.16367,1.10E-06,9.28E-15,0.019392,0.16367,14,99,0.0015221,3,0
0.028188,4.80E-08,7.05E-21,9.68E-05,0.028188,11,54,0.0029173,6,0
0.0016597,2.56E-09,7.26E-23,4.29E-06,0.0016597,15,53,0.00019026,6,0
0.56546,2.85E-06,1.28E-15,0.064832,0.56546,29,102,0.015316,10,0
1.02E-07,0.0021591,0.017802,0.000544,1.02E-07,3,240,0.0078323,10,0
9.28E-14,0.011453,0.26762,4.94E-08,9.28E-14,11,290,0.0069762,7,0
0.018758,1.74E-08,1.27E-30,1.65E-06,0.018758,50,45,0.012557,9,0
0.43335,8.58E-05,1.11E-09,1.2132,0.43335,19,137,0.004154,1,0
0.00084771,4.94E-09,1.83E-29,4.78E-08,0.00084771,20,12,0.010147,5,0
0.00010257,1.05E-09,3.30E-31,3.18E-09,0.00010257,19,4,0.0041223,5,0
0.16743,3.50E-07,7.95E-19,0.00089977,0.16743,3,55,0.0051687,2,0
0.22228,4.13E-07,1.92E-18,0.0029101,0.22228,18,74,0.010623,9,0
0.00050463,2.58E-09,4.00E-34,5.92E-09,0.00050463,41,18,0.0075786,5,0
0.0086064,7.78E-05,2.12E-08,0.35513,0.0086064,33,163,0.010876,10,0
0.038466,3.06E-08,1.33E-29,5.39E-06,0.038466,50,49,0.0052321,3,0
0.0034477,2.05E-08,2.38E-32,5.25E-08,0.0034477,36,15,0.012684,1,0
0.013966,2.04E-08,4.86E-24,1.29E-05,0.013966,21,45,0.0039954,7,0
0.0043445,8.80E-09,3.18E-32,1.32E-07,0.0043445,45,31,0.011606,6,0
3.31E-07,0.021561,0.044207,0.011923,3.31E-07,37,228,0.014618,1,0
0.18205,4.21E-07,1.48E-17,0.0030918,0.18205,11,74,0.0059614,6,0
0.35039,1.91E-06,8.60E-16,0.046666,0.35039,31,104,0.0094178,10,0
0.1192,2.37E-07,1.04E-20,0.00024153,0.1192,6,44,0.013096,3,0
8.76E-05,7.46E-05,1.05E-06,0.034352,8.76E-05,33,186,0.0022197,7,0
0.11797,1.19E-05,9.89E-12,0.2524,0.11797,30,133,0.0079909,9,0
1.12E-05,1.76E-10,3.76E-38,3.14E-11,1.12E-05,43,7,0.0030758,10,0
9.93E-21,0.0084302,0.25065,3.80E-12,9.93E-21,48,298,0.0031076,5,0
0.0024956,0.0014042,6.65E-05,0.50943,0.0024956,19,187,0.01465,3,0
1.63E-11,0.0054502,0.076968,8.03E-06,1.63E-11,36,255,0.002727,2,0
0.00037073,5.15E-09,5.68E-35,2.02E-09,0.00037073,37,6,0.014999,2,0
0.27365,3.11E-07,3.41E-22,0.00051142,0.27365,27,57,0.008308,2,0
1.34E-14,0.011297,0.31659,4.97E-08,1.34E-14,34,278,0.011067,8,0
0.0013913,6.56E-09,7.77E-30,7.11E-08,0.0013913,25,16,0.011701,5,0
0.22616,1.37E-05,1.30E-12,0.37637,0.22616,37,130,0.014111,10,0
2.90E-12,0.014128,0.32546,5.08E-07,2.90E-12,5,284,0.014143,10,0
0.0030385,6.62E-09,2.47E-24,2.11E-06,0.0030385,11,34,0.0031393,10,0
0.58623,4.50E-06,3.27E-16,0.16912,0.58623,47,114,0.01316,8,0
0.021257,6.85E-08,4.21E-19,0.0019124,0.021257,44,103,0.00034881,7,0
2.15E-14,0.010045,0.24055,1.99E-08,2.15E-14,15,291,0.0042808,5,0
0.51691,9.78E-06,2.01E-12,0.19314,0.51691,14,113,0.0036783,2,0
1.07E-06,0.00069093,0.0010639,0.0033843,1.07E-06,19,219,0.005359,9,0
2.38E-09,8.07E-05,0.00068834,1.59E-05,2.38E-09,5,241,0.00028539,10,0
0.0001006,1.39E-09,7.75E-35,7.08E-10,0.0001006,34,5,0.013572,7,0
0.34646,6.99E-07,2.18E-18,0.010887,0.34646,34,90,0.001966,2,0
0.028354,5.60E-08,4.19E-19,0.00053639,0.028354,22,80,0.0010464,9,0
0.0038294,5.32E-05,1.25E-08,0.22527,0.0038294,37,165,0.0049467,7,0
0.48516,4.60E-07,5.50E-22,0.0014819,0.48516,35,67,0.01465,4,0
4.84E-06,0.00072028,0.00012132,0.020155,4.84E-06,38,206,0.011289,9,0
0.001726,0.00011703,1.44E-08,0.37088,0.001726,50,171,0.0067542,5,0
3.77E-11,0.0026151,0.055676,1.84E-06,3.77E-11,1,272,0.0035515,10,0
0.010353,6.34E-05,1.85E-09,0.47753,0.010353,44,160,0.0061834,5,0
0.17205,7.65E-06,2.72E-12,0.17205,0.17205,25,125,0.0084982,10,0
0.050737,4.96E-08,1.18E-25,2.91E-05,0.050737,36,51,0.0071981,5,0
8.06E-14,0.011277,0.2034,6.33E-07,8.06E-14,50,261,0.0072933,3,0
2.37E-09,0.0027533,0.015011,0.00018562,2.37E-09,34,239,0.0096081,8,0
0.00065989,8.93E-05,6.56E-06,0.044914,0.00065989,2,182,0.0026319,8,0
0.015415,1.23E-08,9.98E-28,5.82E-06,0.015415,44,53,0.0024099,6,0
6.48E-11,0.0078836,0.17115,3.66E-06,6.48E-11,1,274,0.0091324,9,0
6.99E-14,0.07567,1.6918,7.05E-08,6.99E-14,13,295,0.0058663,1,0
0.00034837,6.35E-05,7.75E-08,0.091851,0.00034837,42,177,0.0038052,8,0
3.89E-08,0.047622,0.73641,0.00068858,3.89E-08,3,256,0.010306,1,0
0.01138,3.88E-05,9.64E-10,0.33939,0.01138,41,157,0.005137,6,0
5.94E-07,0.00014155,0.00021758,0.0010546,5.94E-07,13,217,0.0010147,8,0
0.0040059,1.61E-05,3.96E-08,0.055315,0.0040059,7,159,0.001744,9,0
0.1537,3.03E-07,2.52E-18,0.0022756,0.1537,17,75,0.0062785,8,0
0.084741,1.55E-07,2.84E-19,0.00059751,0.084741,11,63,0.0064371,8,0
0.59287,7.79E-07,2.08E-20,0.0021003,0.59287,22,61,0.013064,2,0
5.58E-13,0.0068452,0.15712,5.85E-07,5.58E-13,32,268,0.010052,9,0
0.0001409,2.02E-09,5.69E-35,8.82E-10,0.0001409,35,5,0.0088153,3,0
2.59E-15,0.011668,0.31797,8.99E-09,2.59E-15,27,288,0.0075786,7,0
0.00037052,0.00063272,7.18E-05,0.11403,0.00037052,17,193,0.0032661,2,0
5.34E-09,0.00042318,0.00034532,0.00038853,5.34E-09,48,223,0.0030441,8,0
1.59E-11,0.0079518,0.17293,3.03E-06,1.59E-11,18,268,0.012525,10,0
0.021241,0.00013083,5.95E-07,0.35246,0.021241,5,162,0.0052638,4,0
6.67E-09,0.00017935,0.00032379,0.00015983,6.67E-09,35,226,0.0013001,10,0
0.44767,7.47E-05,1.54E-10,1.4011,0.44767,30,137,0.013191,3,0
9.79E-10,0.012544,0.2346,3.80E-05,9.79E-10,6,263,0.0044394,2,0
0.00056811,4.62E-05,1.35E-07,0.069036,0.00056811,31,175,0.0033295,10,0
0.063674,7.37E-05,3.64E-08,0.45368,0.063674,9,150,0.010274,7,0
0.060118,2.62E-06,1.39E-11,0.038554,0.060118,2,119,0.00053907,2,0
0.43134,7.86E-07,2.31E-18,0.0040179,0.43134,14,68,0.015474,5,0
0.17369,3.13E-07,4.36E-19,0.0011306,0.17369,11,62,0.01576,9,0
0.50793,1.13E-06,1.36E-17,0.015174,0.50793,27,87,0.0032661,2,0
0.00026142,2.35E-05,7.87E-09,0.055993,0.00026142,46,173,0.0018392,8,0
0.030047,2.54E-08,1.97E-24,5.09E-05,0.030047,38,63,0.0021246,7,0
1.45E-14,0.077386,2.2604,9.29E-08,1.45E-14,35,282,0.0084982,1,0
4.52E-10,0.0078744,0.13826,2.65E-05,4.52E-10,13,260,0.013984,9,0
8.32E-10,0.0035315,0.041833,5.09E-05,8.32E-10,22,250,0.0098935,10,0
0.053175,6.16E-08,8.65E-22,0.00021667,0.053175,28,66,0.0029807,7,0
0.21921,7.02E-05,1.24E-11,1.7522,0.21921,49,143,0.01224,3,0
0.000908,6.44E-09,1.30E-30,2.97E-08,0.000908,24,10,0.01484,4,0
0.14144,4.54E-07,1.12E-17,0.010276,0.14144,36,99,0.0014269,4,0
0.0010974,2.65E-09,3.46E-32,3.72E-08,0.0010974,41,28,0.0045028,7,0
2.66E-13,0.011243,0.24742,7.92E-08,2.66E-13,5,291,0.0019026,2,0
0.33281,4.29E-06,6.06E-15,0.14366,0.33281,40,117,0.0054541,5,0
0.35695,1.51E-05,2.62E-13,0.49236,0.35695,42,128,0.011764,6,0
0.62578,7.44E-06,7.61E-14,0.18828,0.62578,27,112,0.013762,7,0
0.01653,0.0003385,4.62E-06,0.50349,0.01653,5,170,0.0091324,4,0
2.97E-07,0.0039869,0.0071791,0.0048196,2.97E-07,32,225,0.011796,4,0
0.012064,3.27E-08,1.00E-22,1.06E-05,0.012064,2,30,0.010908,7,0
0.15082,1.60E-05,7.66E-12,0.36719,0.15082,34,134,0.01094,9,0
0.24703,4.84E-07,7.78E-19,0.0013542,0.24703,6,57,0.0067542,2,0
0.31157,2.12E-05,1.09E-10,0.3375,0.31157,11,126,0.013604,8,0
2.31E-12,0.0081523,0.18959,1.05E-06,2.31E-12,24,270,0.004915,4,0
0.10069,2.39E-06,1.09E-12,0.044968,0.10069,12,115,0.0019026,5,0
0.0001275,9.04E-10,1.83E-31,4.16E-09,0.0001275,24,10,0.0036466,7,0
6.59E-13,0.010281,0.24367,1.89E-07,6.59E-13,9,285,0.010084,10,0
4.01E-05,1.17E-10,2.86E-30,4.23E-09,4.01E-05,25,24,0.00019026,9,0
7.91E-09,0.0027184,0.02633,0.00016268,7.91E-09,15,245,0.0070079,8,0
0.00075197,2.49E-09,3.07E-26,2.15E-07,0.00075197,10,22,0.0020928,7,0
0.0015366,0.00069737,3.23E-06,0.54172,0.0015366,38,182,0.015348,4,0
0.93627,1.08E-05,1.41E-12,0.17621,0.93627,5,103,0.0063102,2,0
0.037632,3.83E-08,8.01E-23,0.00011208,0.037632,32,65,0.0032344,10,0
0.0014062,5.47E-09,1.23E-32,2.84E-08,0.0014062,39,21,0.011289,5,0
0.91593,7.31E-06,3.37E-14,0.16623,0.91593,24,106,0.013382,5,0
0.36149,3.13E-06,9.10E-15,0.080124,0.36149,29,109,0.010528,10,0
6.33E-08,0.022718,0.16457,0.0019252,6.33E-08,23,241,0.0087202,1,0
0.022597,2.44E-08,1.18E-25,1.33E-05,0.022597,33,49,0.0037418,5,0
0.8272,1.77E-06,2.29E-17,0.019698,0.8272,23,83,0.0091641,3,0
1.67E-06,0.0014249,0.0041531,0.0039707,1.67E-06,9,224,0.0085299,9,0
2.02E-15,0.010051,0.29411,1.37E-08,2.02E-15,36,281,0.0068176,6,0
0.014112,3.09E-08,6.85E-27,2.56E-06,0.014112,25,30,0.0067225,2,0
1.97E-13,0.018326,0.46775,1.46E-07,1.97E-13,18,284,0.0074518,4,0
1.08E-11,0.021272,0.50472,2.39E-06,1.08E-11,14,275,0.013635,5,0
0.2367,0.00019301,1.55E-08,1.7655,0.2367,21,148,0.010306,2,0
0.02001,3.90E-05,1.35E-08,0.23548,0.02001,18,154,0.0028539,4,0
0.007515,2.16E-08,2.13E-24,3.37E-06,0.007515,8,26,0.015696,9,0
0.10959,4.94E-06,9.91E-13,0.12041,0.10959,29,126,0.0044711,8,0
1.4601,6.36E-06,2.31E-14,0.066824,1.4601,1,83,0.012494,2,0
0.00011575,1.32E-09,3.16E-30,4.83E-09,0.00011575,13,1,0.0083714,8,0
3.51E-07,0.0046066,0.034382,0.0016212,3.51E-07,3,238,0.012525,7,0
0.42064,4.79E-07,8.28E-21,0.0020492,0.42064,30,69,0.014016,5,0
1.0824,2.15E-06,3.09E-18,0.038884,1.0824,39,93,0.013921,5,0
2.30E-13,0.060019,1.2441,1.12E-07,2.30E-13,6,296,0.009069,2,0
1.53E-11,0.0019459,0.01612,9.65E-06,1.53E-11,44,247,0.0053272,8,0
9.62E-09,0.022094,0.079327,0.0016044,9.62E-09,43,236,0.011352,1,0
0.058225,6.74E-08,1.12E-26,1.65E-05,0.058225,36,44,0.010401,3,0
3.90E-05,8.06E-10,7.65E-36,1.85E-10,3.90E-05,34,1,0.0032344,2,0
0.25402,5.68E-07,1.47E-17,0.0045612,0.25402,14,76,0.01262,10,0
0.066154,7.73E-08,8.33E-22,0.00023605,0.066154,27,64,0.0036149,6,0
5.64E-14,0.0044641,0.095939,1.95E-08,5.64E-14,5,293,0.0028856,8,0
0.062873,9.72E-06,1.17E-12,0.26488,0.062873,45,138,0.0057078,8,0
0.0018981,0.000118,8.93E-07,0.14976,0.0018981,21,175,0.0052638,7,0
0.001759,2.81E-05,1.81E-07,0.054653,0.001759,11,168,0.0022514,10,0
3.12E-07,0.0011413,0.00043155,0.0059261,3.12E-07,44,215,0.011225,8,0
1.87E-08,0.013421,0.1254,0.00060885,1.87E-08,20,245,0.013255,3,0
0.00041386,2.91E-09,9.59E-28,4.57E-08,0.00041386,7,7,0.0075786,7,0
0.0046487,8.29E-09,5.02E-31,2.42E-07,0.0046487,42,33,0.0054224,4,0
3.92E-13,0.13022,2.9437,2.66E-07,3.92E-13,11,293,0.010559,1,0
0.63291,1.11E-05,3.67E-12,0.1968,0.63291,8,110,0.011162,5,0
6.29E-07,0.0030353,0.0030298,0.0082887,6.29E-07,35,220,0.0084348,3,0
0.37441,1.04E-06,1.74E-16,0.0089116,0.37441,8,77,0.011067,6,0
0.022571,4.23E-08,1.69E-21,4.81E-05,0.022571,8,46,0.0071347,10,0
0.082739,1.57E-07,1.42E-19,0.00040168,0.082739,7,56,0.0084982,7,0
0.23479,2.10E-05,4.21E-10,0.2726,0.23479,3,127,0.0096398,7,0
0.52798,3.78E-07,5.22E-24,0.00082732,0.52798,44,66,0.0043442,1,0
2.1697,1.15E-05,1.21E-15,0.33404,2.1697,39,107,0.0055809,1,0
0.0050844,7.68E-09,1.67E-27,1.20E-06,0.0050844,31,38,0.0021563,4,0
3.42E-06,0.00047178,0.001007,0.0035412,3.42E-06,3,218,0.00038052,1,0
1.20E-14,0.026832,0.63058,1.83E-08,1.20E-14,17,294,0.014935,7,0
0.68524,2.38E-06,2.02E-16,0.047828,0.68524,30,97,0.014777,8,0
0.14222,1.43E-07,1.03E-21,0.00096834,0.14222,39,77,0.0054224,9,0
0.50834,6.70E-07,2.38E-20,0.0109,0.50834,47,91,0.0025051,2,0
0.035432,1.33E-05,1.64E-09,0.12318,0.035432,8,141,0.00085616,2,0
1.17E-13,0.0022135,0.03663,3.76E-07,1.17E-13,46,259,0.0035198,7,0
0.11435,2.99E-07,3.04E-17,0.0022285,0.11435,7,74,0.0050736,8,0
4.72E-08,0.0036955,0.003679,0.0030287,4.72E-08,46,224,0.0031393,1,0
0.016832,1.39E-08,3.88E-30,2.10E-06,0.016832,50,48,0.0060249,7,0
0.019909,7.26E-08,1.46E-17,0.0013116,0.019909,25,95,0.00028539,5,0
1.8704,0.00010928,5.18E-10,1.7292,1.8704,9,124,0.0095129,1,0
0.011704,1.96E-08,9.00E-27,2.91E-06,0.011704,28,36,0.011637,8,0
2.67E-09,0.023074,0.36898,0.00013483,2.67E-09,14,257,0.01002,2,0
2.30E-12,0.0029849,0.064944,7.94E-07,2.30E-12,24,267,0.003932,8,0
0.085134,6.94E-08,2.48E-26,4.21E-05,0.085134,42,54,0.015601,8,0
0.038639,6.08E-08,1.16E-24,2.00E-05,0.038639,23,40,0.0081494,3,0
0.010452,3.24E-05,7.16E-09,0.19547,0.010452,26,157,0.0056761,10,0
0.50384,4.59E-06,1.35E-14,0.12104,0.50384,30,110,0.014808,10,0
0.34515,0.0001225,3.23E-10,2.1202,0.34515,36,143,0.0056126,1,0
1.45E-12,0.14512,3.1449,5.61E-07,1.45E-12,6,293,0.011733,1,0
5.08E-05,8.98E-11,1.54E-26,3.62E-08,5.08E-05,17,39,3.17E-05,9,0
0.028288,3.19E-08,6.84E-22,0.00016606,0.028288,32,72,0.0015855,10,0
6.13E-16,0.030457,0.84308,5.11E-09,6.13E-16,31,291,0.0078957,3,0
0.16007,2.80E-07,1.81E-20,0.00042055,0.16007,10,50,0.011162,3,0
0.0036224,3.48E-05,3.37E-08,0.12031,0.0036224,24,164,0.0020294,5,0
0.00090763,7.51E-09,4.30E-30,3.32E-08,0.00090763,20,7,0.0047565,1,0
0.13557,1.68E-07,8.32E-21,0.0019454,0.13557,41,85,0.0020611,5,0
0.0017364,0.0012331,9.70E-05,0.34683,0.0017364,15,189,0.014999,4,0
0.046197,0.00021593,1.53E-08,1.4749,0.046197,37,159,0.0079909,2,0
0.0338,1.71E-06,4.33E-13,0.040805,0.0338,29,127,0.0012684,7,0
0.052281,1.18E-07,1.30E-18,0.0004248,0.052281,2,60,0.0023465,4,0
0.050887,1.04E-07,1.07E-18,0.00094876,0.050887,20,79,0.002188,10,0
6.84E-15,0.013391,0.38256,2.94E-08,6.84E-15,33,281,0.0030124,2,0
0.00044477,3.15E-05,6.30E-08,0.053872,0.00044477,33,174,0.000983,4,0
0.20471,7.13E-05,1.06E-08,0.6393,0.20471,5,140,0.011542,5,0
0.64564,1.23E-05,5.00E-12,0.21702,0.64564,8,111,0.011574,5,0
3.06E-06,0.023189,0.062851,0.026796,3.06E-06,23,227,0.014967,1,0
0.0075052,2.38E-08,5.94E-24,3.74E-06,0.0075052,4,24,0.0097983,5,0
0.49042,1.13E-06,2.61E-17,0.013201,0.49042,22,84,0.012399,7,0
0.044968,3.32E-05,6.08E-11,0.55765,0.044968,44,148,0.0013001,1,0
4.29E-08,0.0043819,0.011082,0.0017033,4.29E-08,36,230,0.0081811,3,0
0.012077,0.00015366,1.64E-06,0.27783,0.012077,3,167,0.0023465,2,0
0.013908,5.91E-08,2.03E-17,0.0011752,0.013908,26,98,0.00034881,9,0
2.99E-06,0.0022155,0.0058819,0.0070454,2.99E-06,10,223,0.010781,7,0
0.0070927,1.01E-08,9.26E-29,1.00E-06,0.0070927,37,38,0.0053272,6,0
0.061084,6.29E-05,6.63E-10,0.77967,0.061084,37,150,0.0058346,3,0
0.014341,1.61E-08,2.01E-22,6.35E-05,0.014341,30,68,0.00050736,5,0
5.34E-06,0.013714,0.0074776,0.068523,5.34E-06,39,216,0.015506,1,0
0.0039764,7.18E-09,1.54E-29,3.72E-07,0.0039764,36,33,0.0083397,9,0
4.42E-08,0.0044846,0.013019,0.0015719,4.42E-08,34,231,0.013255,5,0
0.0032829,4.76E-05,3.69E-08,0.15595,0.0032829,29,166,0.0048199,9,0
1.8703,2.99E-06,2.88E-19,0.060757,1.8703,48,95,0.0042808,1,0
0.22849,4.64E-07,2.12E-18,0.0065499,0.22849,31,88,0.0069444,10,0
0.020097,6.01E-05,5.00E-10,0.64332,0.020097,46,156,0.0091324,6,0
0.029253,2.68E-08,2.74E-24,4.44E-05,0.029253,35,60,0.0036783,10,0
5.49E-09,0.0015572,0.0071749,0.00023294,5.49E-09,31,236,0.0052321,7,0
2.46E-13,0.0068234,0.099875,1.21E-06,2.46E-13,50,257,0.013477,8,0
0.038384,0.00024743,4.46E-07,0.82055,0.038384,15,162,0.011352,4,0
0.22006,4.40E-07,7.26E-19,0.0011681,0.22006,5,56,0.0096081,3,0
0.071878,5.26E-08,3.20E-27,2.87E-05,0.071878,46,55,0.011003,7,0
0.2241,2.30E-07,1.92E-21,0.0020038,0.2241,42,81,0.0070396,9,0
1.068,4.70E-06,9.17E-15,0.065142,1.068,11,90,0.014713,4,0
0.016542,3.42E-05,2.15E-10,0.40916,0.016542,45,154,0.0057395,6,0
0.0616,3.26E-05,1.12E-09,0.3652,0.0616,23,145,0.0085299,8,0
7.17E-08,0.0040671,0.014656,0.0015482,7.17E-08,28,232,0.011162,5,0
2.77E-17,0.018889,0.59904,1.16E-09,2.77E-17,43,287,0.012842,7,0
0.00068048,0.0004154,4.13E-05,0.11323,0.00068048,11,189,0.0084982,7,0
0.029149,2.55E-05,1.73E-11,0.4802,0.029149,50,149,0.007325,7,0
0.11863,0.00075,1.56E-08,5.939,0.11863,46,160,0.015094,1,0
1.3572,5.87E-05,1.31E-12,1.8659,1.3572,41,128,0.014935,2,0
2.33E-11,0.012452,0.1743,1.50E-05,2.33E-11,38,255,0.0094178,3,0
2.55E-06,0.0033226,0.004124,0.013874,2.55E-06,26,219,0.01503,5,0
0.00057827,7.05E-10,3.16E-29,1.23E-07,0.00057827,37,42,0.00044394,10,0
4.32E-17,0.023422,0.70589,1.21E-09,4.32E-17,39,290,0.0083714,4,0
0.157,0.0006314,1.41E-06,2.2172,0.157,8,159,0.0077055,1,0
0.13443,4.38E-05,1.24E-09,0.53042,0.13443,19,141,0.015157,9,0
2.51E-07,0.001131,0.0052894,0.001036,2.51E-07,9,231,0.0040589,7,0
0.11335,2.42E-05,1.42E-09,0.26504,0.11335,7,136,0.010147,10,0
2.60E-05,6.68E-10,1.72E-37,6.57E-11,2.60E-05,39,1,0.0050736,3,0
0.92449,1.69E-05,4.77E-13,0.43838,0.92449,28,117,0.0032978,1,0
0.0010622,6.79E-09,3.98E-26,1.97E-07,0.0010622,1,8,0.014713,8,0
0.22841,2.94E-07,3.31E-20,0.002069,0.22841,31,76,0.0073567,7,0
0.04784,5.47E-07,1.32E-14,0.011974,0.04784,20,109,0.001205,8,0
1.20E-05,3.35E-10,8.32E-41,9.93E-12,1.20E-05,50,5,0.0078957,8,0
0.017476,3.20E-08,1.08E-25,5.81E-06,0.017476,23,35,0.014999,7,0
0.007101,1.77E-08,4.13E-24,4.08E-06,0.007101,9,30,0.0086251,8,0
2.2448,5.99E-06,8.45E-17,0.11564,2.2448,34,95,0.011828,2,0
0.00143,4.97E-09,2.08E-24,7.42E-07,0.00143,1,22,0.0021563,5,0
2.20E-16,0.03364,0.9203,2.60E-09,2.20E-16,32,293,0.008308,3,0
2.52E-15,0.015132,0.34792,5.19E-09,2.52E-15,18,296,0.0091958,8,0
0.0023444,1.34E-08,8.64E-30,1.00E-07,0.0023444,24,13,0.011891,2,0
0.11876,8.21E-06,7.17E-12,0.17067,0.11876,25,129,0.0014269,2,0
0.86618,2.24E-06,6.32E-17,0.034141,0.86618,27,90,0.013064,5,0
0.043949,4.50E-06,4.54E-12,0.093352,0.043949,29,133,0.0023148,7,0
0.39388,5.77E-06,2.82E-13,0.12782,0.39388,20,112,0.013096,10,0
0.045867,3.62E-08,3.06E-24,9.75E-05,0.045867,41,67,0.0031393,9,0
7.04E-12,0.012885,0.27591,3.20E-06,7.04E-12,27,266,0.0044077,2,0
0.66909,1.85E-06,9.41E-17,0.028014,0.66909,25,90,0.0082128,4,0
2.03E-14,0.104,3.0208,2.05E-07,2.03E-14,41,277,0.013286,1,0
0.0034095,1.21E-08,6.36E-30,1.73E-07,0.0034095,30,21,0.013762,4,0
0.053144,1.06E-05,4.59E-11,0.17663,0.053144,27,138,0.0055492,10,0
0.18327,8.23E-07,4.79E-17,0.02292,0.18327,39,105,0.0027588,6,0
0.3281,3.26E-07,1.35E-21,0.0035712,0.3281,47,85,0.0076104,8,0
2.96E-11,0.0085741,0.19078,3.06E-06,2.96E-11,9,272,0.0082763,7,0
0.0038838,1.78E-08,2.22E-26,6.38E-07,0.0038838,10,15,0.015252,4,0
0.5856,1.08E-06,2.71E-18,0.013854,0.5856,31,86,0.014967,8,0
4.1481,5.91E-05,6.35E-13,1.603,4.1481,30,115,0.01373,1,0
3.56E-08,0.0047958,0.019365,0.001127,3.56E-08,30,234,0.014808,6,0
0.00089686,4.14E-09,3.27E-32,2.06E-08,0.00089686,35,18,0.01316,7,0
2.08E-12,0.00044734,0.0098207,1.99E-07,2.08E-12,9,271,0.0006342,10,0
1.2655,5.55E-06,1.35E-14,0.070938,1.2655,8,88,0.013857,3,0
0.00039177,4.01E-09,2.03E-31,9.02E-09,0.00039177,23,5,0.006881,2,0
0.087533,1.64E-07,3.74E-20,0.00028885,0.087533,7,51,0.014713,8,0
0.00015634,0.00026277,1.17E-06,0.1333,0.00015634,45,186,0.010274,8,0
1.5599,0.00013277,1.72E-11,3.583,1.5599,39,133,0.011828,1,0
0.03788,1.20E-06,2.44E-15,0.047721,0.03788,49,127,0.0019343,10,0
4.12E-10,0.0069725,0.084048,5.24E-05,4.12E-10,28,251,0.015474,8,0
3.38E-06,0.00016641,0.00013765,0.0033953,3.38E-06,13,210,0.00079274,4,0
0.0013588,0.00042236,5.88E-07,0.50163,0.0013588,44,179,0.014618,5,0
0.00045451,3.49E-09,1.10E-33,5.11E-09,0.00045451,36,12,0.0028222,1,0
1.30E-07,0.001366,0.00087693,0.0034395,1.30E-07,43,219,0.0070079,5,0
1.81E-17,0.0055174,0.1734,5.67E-10,1.81E-17,42,286,0.0032978,6,0
0.41646,7.03E-07,9.87E-19,0.0076795,0.41646,30,83,0.007325,5,0
