Date,ROWL.JLV1_FLOW.F_CV,ROWL.JLV2_FLOW.F_CV,ROWL.LHHW_FLOW.F_CV,ROWL.NOGALESLS_FLOW.F_CV,ROWL.PM22_FLOW.F_CV,ROWL.PM22_FLOW_SPT.F_CV,ROWL.PM9_FLOW.F_CV,ROWL.RS01_FLOW.F_CV,ROWL.RS06_FLOW.F_CV,ROWL.RS10_FLOW.F_CV,ROWL.RS12_FLOW.F_CV,ROWL.RS2_ZONEII_FLOW.F_CV,ROWL.RS2_ZONEIII_FLOW.F_CV,ROWL.RS2A_BYPASS_FLOW.F_CV,ROWL.RS2A_FLOW.F_CV,ROWL.RS2A_PUMP4_FLOW.F_CV,ROWL.RS2A_STATION_FLOW.F_CV,ROWL.RS4__9_P1_FLOW.F_CV,ROWL.RS4__9_P2_FLOW.F_CV,ROWL.RS4__9_P3_FLOW.F_CV,ROWL.SNTSV1_FLOW.F_CV,ROWL.SNTSV1_FLOW_SPT.F_CV,ROWL.SNTSV2_FLOW.F_CV,ROWL.SNTSV2_FLOW_SPT.F_CV,ROWL.SNTSV3_FLOW.F_CV,ROWL.SNTSV3_FLOW_SPT.F_CV,ROWL.WBS_FLOW.F_CV,ROWL.WBS_PRS_V1_FLOW.F_CV,ROWL.WBS_PRS_V2_FLOW.F_CV,ROWL.WELL1_FLOW.F_CV,ROWL.WELL1P2_FLOW.F_CV,ROWL.WELL1P3_FLOW.F_CV,ROWL.ZONE6_FLOW.F_CV,ROWL.ZONEV_FLOW.F_CV,ROWL.JL_VLV1_CUR_FLW.F_CV
2022-05-03 09:05:00,-0.000625000044237822,10.0387496948242,0.762951076030731,1000,4.33203649520874,4,0,0.3125,1352.0,0.3125,1.14442658424377,0,1148.625,-3.00000023841858,2.0,-62.5,2.0,-0.450000017881393,-2.77500009536743,-1.05000007152557,0.0255937501788139,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-37.5,6.15000009536743,330.900024414063,72.327766418457,,0
2022-05-03 09:10:00,-0.00125000008847564,10.0059375762939,0.762951076030731,1000,4.34119176864624,4,0,1.5625,1351.75,0.625,1.37331199645996,0,1165.875,-2.625,2.0,-62.5,2.0,-0.375,-2.77500009536743,-1.05000007152557,0.0231562498956919,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-37.5,6.75000047683716,329.324981689453,71.1833343505859,,0
2022-05-03 09:15:00,-0.00250000017695129,10.0256252288818,0.610360860824585,1000,4.34424352645874,4,0,2.1875,1353.25,0.3125,1.37331199645996,0,1118.0625,-3.00000023841858,2.0,-62.5,2.0,-0.375,-2.77500009536743,-1.05000007152557,0.0255937501788139,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-37.5,6.82499980926514,330.450012207031,49.6681175231934,,0
2022-05-03 09:20:00,-0.00375000014901161,10.032187461853,0.610360860824585,1000,4.3656063079834,4,0,2.1875,1351.125,0.3125,1.37331199645996,0,1162.3125,-3.00000023841858,1.5,-62.5,1.5,-0.450000017881393,-2.77500009536743,-1.05000007152557,0.0243749991059303,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-37.5,6.52499961853027,332.400024414063,72.327766418457,,0
2022-05-03 09:25:00,-0.00125000008847564,10.0171880722046,0.610360860824585,1000,4.31677722930908,4,0,1.25,1344.25,0.3125,1.37331199645996,0,1180.5,-3.00000023841858,1.5,-62.5,1.5,-0.450000017881393,-2.84999990463257,-1.05000007152557,0.0243749991059303,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-37.5,6.52499961853027,328.725006103516,68.8944854736328,,0
2022-05-03 09:30:00,-0.000625000044237822,9.96937465667725,0.610360860824585,1000,4.32288074493408,4,0,0.625,1348.75,0.3125,1.14442658424377,0,1103.625,-2.625,1.5,-62.5,1.5,-0.450000017881393,-2.77500009536743,-1.05000007152557,0.0243749991059303,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-37.5,6.15000009536743,330.824981689453,59.2812995910645,,0
2022-05-03 09:35:00,-0.00250000017695129,10.0218744277954,0.610360860824585,1000,4.37933921813965,4,0,2.81249976158142,1349.75,0.625,1.37331199645996,0,1179.75,-3.00000023841858,1.5,-62.5,1.5,-0.450000017881393,-2.77500009536743,-1.05000007152557,0.0255937501788139,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-37.5,6.97500038146973,325.050018310547,55.1613655090332,,0
2022-05-03 09:40:00,0.0,10.0190629959106,0.610360860824585,1000,4.33966588973999,4,0,0.9375,1348.625,0.625,1.37331199645996,0,1097.8125,-3.00000023841858,1.5,-62.5,1.5,-0.450000017881393,-2.84999990463257,-1.05000007152557,0.0255937501788139,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-37.5,5.77500009536743,322.424987792969,32.0439453125,,0
2022-05-03 09:45:00,-0.00250000017695129,10.0190629959106,0.610360860824585,1000,4.28473329544067,4,0,0.3125,1333.375,0.3125,1.37331199645996,0,1135.3125,-3.00000023841858,1.5,-62.5,1.5,-0.450000017881393,-2.77500009536743,-1.05000007152557,0.0243749991059303,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-37.5,6.15000009536743,325.425018310547,43.717098236084,,0
2022-05-03 09:50:00,-0.00250000017695129,10.0293750762939,0.610360860824585,1000,4.29541492462158,4,0,0.9375,1346.25,0.3125,1.37331199645996,0,1169.25,-3.37499976158142,1.5,-62.5,1.5,-0.375,-2.77500009536743,-1.05000007152557,0.0255937501788139,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-37.5,6.07499980926514,325.725006103516,25.4062728881836,,0
