Date,ROWL.CALLELOSARBOLES_ST_ARV_PRESS.F_CV,ROWL.CANTERBURY_ST_ARV_PRESS.F_CV,ROWL.CHESTNUT_ST_ARV_PRESS.F_CV,ROWL.GREENSPRINGS_ST_ARV_PRESS.F_CV,ROWL.HILLMAN_ST_ARV_PRESS.F_CV,ROWL.JL_PM15_PRESS.F_CV,ROWL.JL_PRESS.F_CV,ROWL.KEYSTONE_ST_ARV_PRESS.F_CV,ROWL.LHHW_DNSTRM_PRESS.F_CV,ROWL.LHHW_UPSTRM_PRESS.F_CV,ROWL.MARIMBA_ST_ARV_PRESS.F_CV,ROWL.NOGALES_ST_ARV_PRESS.F_CV,ROWL.PM22V_DNPRESS.F_CV,ROWL.PM22V_UPPRESS.F_CV,ROWL.RANMORE_ST_ARV_PRESS.F_CV,ROWL.REMORA_ST_ARV_PRESS.F_CV,ROWL.RS01_STATION_PRESS.F_CV,ROWL.RS06_PRESS.F_CV,ROWL.RS12_PRESS.F_CV,ROWL.RS12_STATION_PRESS.F_CV,ROWL.RS2_ZONEII_PRESS.F_CV,ROWL.RS2A_PRESSURE.F_CV,ROWL.RS2A_PUMP4_PRESSURE_SP.F_CV,ROWL.RS4_STATION_PRESS.F_CV,ROWL.RS4_ZONE3_PRESSURE.F_CV,ROWL.SANJOSE_ST_ARV_PRESS.F_CV,ROWL.SENT_PRESS_UPSTREAM.F_CV,ROWL.SENTOUS_PRESS.F_CV,ROWL.VANTAGEPOINT_ST_ARV_PRESS.F_CV,ROWL.WBS_PRESS.F_CV,ROWL.WBS_PRS_V1_DNSTRM_PRESS.F_CV,ROWL.WBS_PRS_V1_UPSTRM_PRESS.F_CV,ROWL.WBS_PRS_V2_DNSTRM_PRESS.F_CV,ROWL.WBS_PRS_V2_UPSTRM_PRESS.F_CV,ROWL.WINCHESTER_ST_ARV_PRESS.F_CV,ROWL.ZONE6_PRESS.F_CV,ROWL.ZONEIII_PRESS.F_CV
2022-05-06 00:00:00,84.3392105102539,0,120.489051818848,105.715263366699,51.3960494995117,,78.375,87.404899597168,75.2117156982422,218.631271362305,42.0096130371094,74.6700210571289,72.7168655395508,129.274429321289,51.9998474121094,113.000686645508,80.7937469482422,94.625,165.375,56.878002166748,90.1000061035156,144.412506103516,115,,87.1499938964844,83.1998138427734,157.068740844727,89.8968734741211,0,192.286560058594,3.29999995231628,106.706253051758,3.26249980926514,106.724998474121,83.2806930541992,74.9370574951172,154.762496948242
2022-05-06 00:05:00,84.3392105102539,0,120.489051818848,105.715263366699,51.3960494995117,,78.5,87.404899597168,75.4406051635742,218.425262451172,42.0096130371094,74.6700210571289,71.1146697998047,130.327301025391,51.9998474121094,113.000686645508,81.1875,94.5,165.281234741211,56.878002166748,89.5124969482422,144.618743896484,115,,87.4125061035156,83.1998138427734,158.025009155273,92.2593688964844,0,192.309448242188,3.29999995231628,106.6875,3.26249980926514,106.743743896484,83.2806930541992,75.0514984130859,154.856246948242
2022-05-06 00:10:00,84.3392105102539,0,120.489051818848,105.715263366699,51.3960494995117,,78.0,87.404899597168,75.4406051635742,218.425262451172,42.0096130371094,74.6700210571289,71.1718902587891,130.220489501953,51.9998474121094,113.000686645508,81.0562515258789,95.0,165.412490844727,56.878002166748,89.5124969482422,144.637496948242,115,,87.1687545776367,83.1998138427734,160.518753051758,94.0406265258789,0,192.286560058594,3.29999995231628,106.706253051758,3.24374985694885,106.743743896484,83.2806930541992,75.0896453857422,154.575012207031
2022-05-06 00:15:00,84.3392105102539,0,120.489051818848,105.715263366699,51.3960494995117,,78.5,87.404899597168,74.9599456787109,218.814376831055,42.0096130371094,74.6700210571289,71.0116729736328,129.991607666016,51.9998474121094,113.000686645508,81.3937530517578,95.0,165.074996948242,56.878002166748,89.7249984741211,143.681259155273,115,,87.2062530517578,83.1998138427734,158.399993896484,93.0843734741211,0,192.286560058594,3.33750009536743,106.706253051758,3.28125,106.724998474121,83.2806930541992,74.9370574951172,154.799987792969
2022-05-06 00:20:00,84.3392105102539,0,120.489051818848,105.715263366699,51.3960494995117,,78.25,87.404899597168,74.9599456787109,218.814376831055,42.0096130371094,74.6700210571289,73.4149703979492,131.074996948242,51.9998474121094,113.000686645508,81.3000030517578,95.0,165.356262207031,56.878002166748,89.7625045776367,143.8125,115,,87.0375061035156,83.1998138427734,157.6875,92.7937469482422,0,192.286560058594,3.35625004768372,106.6875,3.29999995231628,106.743743896484,83.2806930541992,74.9752044677734,155.137496948242
2022-05-06 00:25:00,84.3392105102539,0,120.489051818848,105.715263366699,51.3960494995117,,78.375,87.404899597168,75.3490524291992,218.883041381836,42.0096130371094,74.6700210571289,73.4493026733398,130.93766784668,51.9998474121094,113.000686645508,81.4312515258789,95.125,165.09375,56.878002166748,90.0625,143.793746948242,115,,86.9812469482422,83.1998138427734,160.537506103516,96.3562469482422,0,192.286560058594,3.33750009536743,106.706253051758,3.28125,106.743743896484,83.2806930541992,75.0514984130859,154.556243896484
2022-05-06 00:30:00,84.3392105102539,0,120.489051818848,105.715263366699,51.3960494995117,,78.375,87.404899597168,75.3490524291992,218.883041381836,42.0096130371094,74.6700210571289,74.032958984375,131.013961791992,51.9998474121094,113.000686645508,81.1312561035156,95.125,164.475006103516,56.878002166748,90.2000045776367,144.637496948242,115,,87.1499938964844,83.1998138427734,159.149993896484,92.5124969482422,0,192.286560058594,3.37500023841858,106.6875,3.29999995231628,106.724998474121,83.2806930541992,74.9980926513672,154.762496948242
2022-05-06 00:35:00,84.3392105102539,0,120.489051818848,105.715263366699,51.3960494995117,,78.0,87.404899597168,75.555046081543,219.844360351563,42.0096130371094,74.6700210571289,72.0187683105469,129.884796142578,51.9998474121094,113.000686645508,81.1875,94.0,164.868759155273,56.878002166748,89.8500061035156,144.731246948242,115,,86.6812515258789,83.1998138427734,158.943756103516,93.8156280517578,0,192.286560058594,3.37500023841858,106.6875,3.33750009536743,106.743743896484,83.2806930541992,74.9980926513672,154.350006103516
2022-05-06 00:40:00,84.3392105102539,0,120.489051818848,105.715263366699,51.3960494995117,,77.375,87.404899597168,75.555046081543,219.844360351563,42.0096130371094,74.6700210571289,73.4950790405273,130.846099853516,51.9998474121094,113.000686645508,81.2437515258789,94.25,165.149993896484,56.878002166748,89.9249954223633,144.412506103516,115,,86.7937545776367,83.1998138427734,160.724990844727,98.6250076293945,0,192.286560058594,3.39374995231628,106.706253051758,3.31874990463257,106.724998474121,83.2806930541992,74.9980926513672,154.893737792969
2022-05-06 00:45:00,84.3392105102539,0,120.489051818848,105.715263366699,51.3960494995117,,78.375,87.404899597168,75.3261642456055,219.501022338867,42.0096130371094,74.6700210571289,71.9043273925781,129.594879150391,51.9998474121094,113.000686645508,81.1312561035156,94.375,165.09375,56.878002166748,90.5749969482422,144.46875,115,,87.2062530517578,83.1998138427734,159.449996948242,97.3874969482422,0,192.263671875,3.39374995231628,106.6875,3.33750009536743,106.724998474121,83.2806930541992,75.0209808349609,153.056259155273
