Receptor_measurement1,Receptor_measurement2,Receptor_measurement3,Receptor_measurement4,Receptor_measurement5,wind_x,wind_y,source_rate,source_rate_log,wind_speed
2.24E-04,8.48E-05,4.55E-05,3.98E-05,9.57E-08,-98.98,1.7277,0.00091958,-3.036410483,12
0.00019661,0.00020651,0.00061938,0.00019948,6.03E-05,-195,163.63,0.0021563,-2.666290817,11
0.0042755,0.0027787,0.036861,0.0019582,3.68E-05,81.116,115.85,0.01557,-1.807711387,11
1.6748E-18,0.00016887,0,0.0049952,0.10193,237.25,351.73,0.0079909,-2.097404304,2
1.71E-05,1.04E-05,8.52E-07,4.66E-06,5.53E-09,-207.22,-62.13,0.00053907,-3.268354837,19
0.0011636,0.00045989,0.0028047,0.00027586,5.01E-06,-62.3,76.934,0.0072298,-2.140873717,17
0.000081154,0.0022462,0.000006364,0.0047727,0.0070963,-31.023,252.66,0.012557,-1.901114106,5
0.0021773,0.0012062,0.019737,0.00080421,1.02E-05,90.904,108.34,0.013667,-1.864326806,16
6.71E-12,4.77E-06,5.78E-22,8.59E-05,0.0016408,-22.204,423.68,0.0086885,-2.061055195,10
2.23E-06,1.35E-05,2.23E-06,2.36E-05,3.53E-05,-189.66,252.75,0.0006342,-3.197773762,15
0.0019484,0.00088559,0.0074379,0.00057215,1.38E-05,-27.287,95.16,0.0090373,-2.043961301,14
0.000020381,0.00061308,1.3254E-06,0.0013182,0.0019792,-26.609,253.16,0.0088787,-2.051650618,8
6.93E-05,4.50E-05,8.46E-07,1.92E-05,7.86E-09,-127.11,-61.995,0.0014269,-2.845606462,15
0.000014626,0.00011208,0.000012834,0.00023322,0.0005958,-305.19,294.72,0.010179,-1.992294886,16
0.0027943,0.00095547,0.0095532,0.00053591,2.57E-06,73.186,78.941,0.012018,-1.9201678,17
0.024762,0.011255,0.094528,0.0072715,0.00017493,-27.287,95.16,0.01465,-1.834162375,5
0.00041507,0.00057994,0.001208,0.00061889,0.00025054,-180,180,0.0035515,-2.449588181,8
1.17E-04,4.40E-05,5.80E-05,2.22E-05,1.35E-07,-140.37,17.235,0.0011416,-2.94248604,19
2.8572E-13,0.0004004,6.0169E-45,0.013228,0.35419,95.439,413.39,0.014333,-1.843662899,1
6.04E-08,1.18E-05,1.59E-09,5.76E-05,0.00042351,-217.06,378.46,0.0072933,-2.137075922,18
0.0022146,0.0014524,9.5689E-06,0.00060263,1.34E-07,-80.089,-58.188,0.015665,-1.805069601,9
2.23E-05,8.23E-05,3.40E-05,0.00011659,9.25E-05,-131.11,218.2,0.0011098,-2.95475528,10
0.015897,0.006204,0.025955,0.0036107,7.07E-05,-127.11,61.995,0.0094178,-2.026050537,5
6.14E-11,1.30E-05,3.37E-19,0.00020304,0.0035504,-44.348,421.94,0.015379,-1.813071903,9
0.00043594,0.0013512,0.00073717,0.0015889,0.00044182,-1.2326,183.76,0.014047,-1.852416418,11
0.25025,0.12145,0.0073981,0.052627,3.48E-05,-93.025,-33.858,0.012335,-1.908860846,1
0.00002571,0.0022553,4.929E-08,0.0053375,0.0075955,39.822,251.42,0.0084031,-2.075560468,4
0.013564,0.0068519,0.045254,0.0047018,0.00022562,-98.24,101.73,0.0036149,-2.441903712,3
0.00039695,0.00023624,0.00082867,0.00018077,3.55E-05,-409.81,109.81,0.005359,-2.270916243,16
0.0016603,0.0007153,0.00047459,0.0003494,1.71E-06,-203.18,-11.34,0.0079274,-2.100869228,11
0.0016046,0.00059729,0.0028469,0.00034205,4.78E-06,-74.712,64.947,0.0085616,-2.067445066,16
0.000051208,0.0057028,1.6711E-10,0.011243,0.006614,123.41,222.64,0.013318,-1.875560989,4
0.00032881,0.00020251,0.0013483,0.0001511,1.01E-05,-77.024,118.61,0.0014587,-2.836034017,11
4.15E-18,1.22E-05,3.50E-166,0.00043978,0.011584,192.61,378.02,0.013762,-1.861318446,7
0.00055153,0.00026515,0.00027517,0.00014055,2.18E-06,-371.16,-17.501,0.0065956,-2.180745691,15
7.89E-06,3.62E-06,3.10E-05,2.35E-06,5.65E-08,-23.949,96.054,3.17E-05,-4.498803758,13
0.00014135,0.015601,6.2279E-08,0.036599,0.046306,61.583,247,0.013667,-1.864326806,2
0.0028899,0.0026762,0.000005542,0.0011117,1.59E-07,-112.94,-85.109,0.0081811,-2.087188299,4
0.0027404,0.0013925,0.0012835,0.00074072,1.24E-05,-423.23,-29.595,0.011067,-1.95597009,8
1.31E-08,5.30E-06,1.06E-10,2.93E-05,0.00023911,-181.54,381.32,0.0023782,-2.623751625,14
0.0014609,0.00051588,0.0014663,0.00027519,2.35E-06,-88.205,44.943,0.01113,-1.953504836,19
0.10737,0.063794,0.2989,0.048315,0.0059992,-226.81,115.57,0.0045979,-2.337440478,1
0.001002,0.00094796,0.0048717,0.00080267,7.12E-05,-17.235,140.37,0.0069762,-2.156381077,11
1.36E-05,2.30E-05,1.35E-07,1.08E-05,4.23E-09,-384.51,-179.3,0.0047882,-2.319827718,18
5.0792E-11,0.00016789,1.3614E-59,0.0012496,0.0069056,174.62,303.29,0.013033,-1.884955605,8
0.54115,0.19407,0.2088,0.09503,0.00037104,-97.491,17.19,0.013255,-1.877620268,1
0.0048341,0.0032017,0.014422,0.0025582,0.00039675,-220.45,127.28,0.015189,-1.818470818,8
0.002189,0.001295,0.019616,0.00088337,1.32E-05,87.068,111.44,0.014935,-1.825794773,16
0.00013274,0.00072444,5.8099E-08,0.00035779,1.43E-08,-347.54,-243.35,0.014365,-1.84269437,3
0.075171,0.048557,0.0087976,0.023183,7.35E-05,-344.1,-78.509,0.0086251,-2.064235861,1
0.0012325,0.00050477,0.0056242,0.00030792,3.38E-06,40.265,90.436,0.0052638,-2.27870062,15
2.63E-06,1.57E-05,2.44E-06,2.49E-05,2.47E-05,-107.58,230.71,0.000983,-3.007446482,20
0.022235,0.0094087,0.0034024,0.0043774,1.01E-05,-140.65,-14.783,0.0075152,-2.124059457,3
2.47E-07,3.43E-06,8.93E-12,1.81E-06,1.52E-11,-320.2,-278.34,0.0040271,-2.395007586,15
4.78E-10,7.74E-06,2.12E-14,0.00010525,0.0016776,-171.38,458.81,0.014999,-1.823937695,10
0.0015866,0.00068273,0.0051403,0.00043014,9.70E-06,-43.397,88.976,0.013064,-1.883923828,19
0.000013458,0.0015379,4.3501E-09,0.0035914,0.0044065,65.885,245.88,0.0029807,-2.525681732,3
0.00014443,0.00014929,1.5646E-07,6.17E-05,6.54E-09,-108.34,-90.904,0.0079592,-2.099130582,16
2.5356E-06,0.00018998,2.1498E-07,0.00072577,0.0041106,-231.07,355.82,0.0019343,-2.713476168,3
5.3496E-06,0.0015127,2.5801E-08,0.0064126,0.035281,-96.981,333.38,0.013445,-1.871439193,3
7.08E-05,2.68E-05,1.39E-04,1.56E-05,2.37E-07,-71.211,68.768,0.00038052,-3.419622512,16
1.45E-06,7.65E-05,3.60E-13,0.00011845,2.65E-05,160.2,197.83,0.0023782,-2.623751625,18
0.0016822,0.0017188,0.0086752,0.0014601,0.00011089,12.326,140.88,0.014523,-1.837943663,12
9.88E-06,2.26E-05,4.31E-08,1.07E-05,2.20E-09,-374.6,-199.18,0.0073884,-2.1314496,19
0.0048828,0.0031817,0.009803,0.0025868,0.0007687,-511.05,123.14,0.0051687,-2.286618674,4
0.0012186,0.00057335,0.005489,0.00037431,8.25E-06,-1.7277,98.98,0.0028856,-2.539763871,10
0.00066483,0.0004605,0.000027916,0.00020783,2.30E-07,-242.1,-78.663,0.01576,-1.802443787,14
0.0032921,0.001307,0.0059061,0.00077319,1.68E-05,-124.87,66.393,0.001966,-2.706416487,5
8.59E-13,5.34E-06,7.26E-27,0.00012072,0.0026277,14.807,424.01,0.010813,-1.966053797,9
0.0018486,0.0020966,0.0047019,0.0022122,0.0012737,-349.19,185.45,0.011733,-1.930590929,7
0.006395,0.0029512,0.030416,0.0019039,3.55E-05,13.777,98.032,0.01446,-1.839831707,10
0.0010819,0.00045549,0.0012915,0.00026498,7.61E-06,-250.69,44.204,0.01354,-1.868381336,20
0.0044339,0.0022182,0.039672,0.0014274,1.39E-05,96.449,103.43,0.0095764,-2.018797722,10
1.6596E-08,0.00019727,2.2727E-13,0.0020332,0.027163,-102.64,411.66,0.012938,-1.888132853,3
0.00022539,0.00098089,0.00030278,0.0016415,0.002617,-267.42,257.43,0.005359,-2.270916243,5
0.0036343,0.0025431,0.000010443,0.0010484,1.88E-07,-76.934,-62.3,0.0057078,-2.243531253,4
0.00011326,0.00067583,0.00010521,0.0010757,0.0010657,-107.58,230.71,0.0067859,-2.168392545,8
0.0020602,0.00079837,0.0006749,0.0003894,1.65E-06,-141.34,4.9355,0.015791,-1.801590366,16
1.28E-04,7.29E-05,3.56E-05,3.70E-05,3.32E-07,-420.14,-59.046,0.0044711,-2.349585617,20
0.0039153,0.001762,0.04476,0.0010751,5.31E-06,132.4,98.205,0.0045028,-2.346517343,8
0.0035273,0.0014697,0.010324,0.00091037,1.92E-05,-50.986,84.855,0.013286,-1.876605752,13
6.4679E-06,0.00019456,4.2063E-07,0.00041832,0.00062812,-26.609,253.16,0.0053272,-2.273500998,11
0.0053141,0.0025681,0.046862,0.0016325,1.46E-05,98.24,101.73,0.0089105,-2.050097925,9
0.00073839,0.00037806,0.0012064,0.00025698,2.83E-05,-417.82,73.673,0.013191,-1.87972228,20
2.68E-06,5.56E-06,1.99E-08,2.66E-06,8.22E-10,-412.51,-201.9,0.0012684,-2.896743767,16
0.0004456,0.00019773,0.000024391,8.74E-05,8.52E-08,-96.054,-23.949,0.0035832,-2.445728951,14
0.0086039,0.051338,0.0079923,0.081711,0.080953,-107.58,230.71,0.0080543,-2.093972198,1
0.00032572,0.00026269,0.000001278,0.00011005,2.32E-08,-118.61,-77.024,0.0054224,-2.265808449,11
5.91E-05,4.16E-05,7.52E-06,2.02E-05,7.88E-08,-413.39,-95.439,0.00088787,-3.051650618,10
0.000060826,0.00053458,1.008E-09,0.00025491,2.05E-09,-222.46,-221.93,0.0097349,-2.011668505,3
0.0086394,0.0032405,0.001893,0.0015287,3.89E-06,-98.935,3.4549,0.015443,-1.811268329,8
0.0050081,0.0021237,0.0064227,0.0012521,3.96E-05,-249.88,48.572,0.015601,-1.806847563,10
0.0025447,0.0024695,0.014931,0.0020234,0.00011037,38.981,135.94,0.010972,-1.959714201,9
2.74E-12,2.95E-06,4.81E-23,5.58E-05,0.0010947,-14.807,424.01,0.012969,-1.88709351,15
2.70E-17,8.90E-05,0.00E+00,0.00045641,0.00029681,334.81,242.92,0.0072615,-2.138973658,15
0.0021245,0.00074887,0.0020329,0.00039743,3.25E-06,-88.976,43.397,0.0045028,-2.346517343,10
0.00040534,0.0011072,0.00079636,0.0014471,0.00096824,-146.01,208.52,0.0048516,-2.314115013,6
0.0015233,0.0005945,0.0024871,0.000346,6.78E-06,-127.11,61.995,0.010433,-1.981590793,17
3.20E-07,1.95E-05,3.48E-08,7.10E-05,0.00038047,-237.25,351.73,0.0080226,-2.095684861,20
0.000085894,0.0022103,4.4437E-17,0.0026682,0.00016076,204.45,172.68,0.00057078,-3.243531253,2
0.023403,0.0108,0.11131,0.0069675,0.00012984,13.777,98.032,0.0084665,-2.072296087,4
0.0018506,0.00080992,0.0028937,0.000498,2.08E-05,-247,61.583,0.0070079,-2.154412104,11
0.028355,0.015354,0.10333,0.010874,0.00059737,-90.904,108.34,0.01446,-1.839831707,4
0.00051414,0.00027696,0.00093801,0.00019701,2.75E-05,-414.99,88.209,0.00060249,-3.220050157,5
0.0029814,0.0030896,0.0083248,0.0030679,0.0012711,-281.69,171.02,0.014872,-1.827630623,7
0.0088787,0.0051515,0.00008289,0.0021686,7.29E-07,-85.732,-49.497,0.0024734,-2.606705644,2
3.40E-06,4.00E-05,1.28E-06,7.34E-05,9.16E-05,-74.426,243.44,0.0024417,-2.612307697,18
0.0088336,0.0070311,0.041087,0.0057102,0.00048986,-46.042,133.72,0.015411,-1.81216918,6
0.00059716,0.00046811,0.00005333,0.00022488,6.16E-07,-409.81,-109.81,0.0029173,-2.535018908,5
1.10E-09,7.91E-05,2.55E-25,0.00050127,0.0029146,106.69,312.04,0.015443,-1.811268329,13
0.0016809,0.00063046,0.00036829,0.00029743,7.56E-07,-98.935,3.4549,0.012018,-1.9201678,16
1.58E-05,2.07E-05,4.69E-05,2.17E-05,8.30E-06,-183.11,176.83,9.51E-05,-4.021687069,7
0.00077086,0.00028867,0.00086555,0.00015889,2.09E-06,-133.72,46.042,0.0041223,-2.384860406,15
1.55E-09,3.62E-05,4.26E-15,0.00041479,0.0059553,-88.209,414.99,0.0050736,-2.294683775,4
2.64E-10,4.85E-08,6.80E-18,3.18E-08,6.65E-15,-256.67,-342.06,9.51E-05,-4.021687069,7
0.0062778,0.0027013,0.020338,0.0017019,3.84E-05,-43.397,88.976,0.0091641,-2.03791018,8
0.0020496,0.00088616,0.0030084,0.00053717,2.05E-05,-248.03,57.263,0.0091958,-2.036410483,12
7.21E-05,4.96E-05,6.46E-07,2.11E-05,7.15E-09,-124.87,-66.393,0.0026636,-2.574530994,19
5.67E-17,2.04E-06,2.81E-71,7.48E-05,0.0021,138.13,401.15,0.013604,-1.866333377,14
0.00084254,0.00038344,0.0016228,0.00024609,1.27E-05,-225.17,75.88,0.0076104,-2.118592516,17
0.001711,0.00067514,0.00023232,0.00031035,5.59E-07,-98.754,-6.9055,0.0078006,-2.107871991,12
0.0023409,0.0038356,3.8487E-06,0.0016722,1.99E-07,-213.49,-138.64,0.014079,-1.851428191,3
0.00077447,0.0006238,0.0056643,0.0004744,1.51E-05,64.204,126.01,0.0070079,-2.154412104,15
3.11E-11,2.21E-05,2.68E-21,0.00039788,0.0075978,-22.204,423.68,0.0064371,-2.191309744,4
0.0039951,0.0018614,0.0019914,0.0009796,1.36E-05,-336.55,-12.193,0.0094812,-2.023136692,7
0.014908,0.0073536,0.00039557,0.0031763,1.96E-06,-92.42,-35.477,0.012145,-1.915602481,4
0.0008525,0.00066686,0.0026864,0.00057376,0.00011779,-211.04,142.35,0.0013001,-2.886023242,5
0.0046491,0.0021039,0.012758,0.0013634,4.98E-05,-109.91,88.999,0.0011098,-2.95475528,3
2.92E-09,5.43E-06,1.82E-12,4.07E-05,0.00042937,-145.11,398.68,0.0080226,-2.095684861,19
0.00092068,0.00093335,0.000020174,0.00042545,3.07E-07,-311.39,-123.3,0.013794,-1.860309778,7
0.00033528,0.00011901,0.00015677,5.91E-05,2.69E-07,-96.458,22.269,0.0022831,-2.641475066,17
0.00016834,0.00057541,0.00027498,0.00079886,0.00060836,-134.9,215.88,0.012779,-1.89350313,13
0.0017336,0.0011254,0.00002116,0.00048053,1.96E-07,-127.11,-61.995,0.012842,-1.891367334,9
4.12E-05,4.88E-05,1.08E-06,2.30E-05,2.03E-08,-396.08,-152.04,0.0067225,-2.172469189,18
0.0044805,0.0055884,0.015154,0.0055273,0.0014107,-117.38,165.46,0.0072298,-2.140873717,4
0.0030939,0.0012807,0.0088581,0.00079032,1.64E-05,-52.459,83.952,0.015443,-1.811268329,15
8.9087E-07,0.00010181,2.8797E-10,0.00023775,0.00029171,65.885,245.88,0.0056126,-2.250835908,16
0.00012448,0.0001069,0.00085183,8.33E-05,3.14E-06,57.521,129.19,0.0015855,-2.799833754,17
3.34E-20,8.36E-05,0.00E+00,0.0013509,0.010553,294.72,305.19,0.0085299,-2.06905606,6
0.0010119,0.0011361,0.0041237,0.0010409,0.0001524,-52.259,152.31,0.011225,-1.94981365,12
0.0074893,0.0026307,0.0061729,0.0013748,9.92E-06,-91.125,38.68,0.013064,-1.883923828,9
0.017977,0.015012,0.00036048,0.0066666,4.22E-06,-236.02,-95.359,0.012842,-1.891367334,2
0.0070847,0.0068438,0.034679,0.0058148,0.00050946,-12.326,140.88,0.014935,-1.825794773,6
0.00026696,0.00073843,0.00047172,0.0011069,0.0015685,-343.24,249.38,0.0071981,-2.142782124,7
0.00061298,0.00029586,0.001263,0.00019766,1.38E-05,-250.74,83.992,0.0035515,-2.449588181,13
7.07E-05,2.55E-05,2.55E-05,1.24E-05,4.60E-08,-97.776,15.486,0.00050736,-3.294683775,17
0.00012634,0.0001327,0.00039799,0.00012818,3.87E-05,-195,163.63,0.00041223,-3.384860406,6
0.011892,0.0046795,0.020366,0.0027458,5.67E-05,-126.01,64.204,0.013857,-1.858330783,7
0.00025693,0.00020141,0.000022945,9.68E-05,2.65E-07,-409.81,-109.81,0.0072298,-2.140873717,12
1.34E-07,2.47E-07,2.58E-10,1.10E-07,1.39E-11,-247.39,-153.37,3.17E-05,-4.498803758,16
0.0041311,0.0023065,0.000049201,0.00097611,3.77E-07,-87.407,-46.475,0.0042808,-2.368475062,4
0.00053903,0.00029837,0.000059507,0.00013928,3.41E-07,-249,-52.926,0.0048199,-2.316961972,11
0.24828,0.092401,0.24718,0.050081,0.00058456,-135.24,41.348,0.0059614,-2.224651737,1
1.54E-14,1.65E-06,4.78E-36,4.72E-05,0.0011675,59.046,420.14,0.012081,-1.917897116,15
0.001541,0.00063993,0.00044118,0.0003112,1.38E-06,-178.16,-6.2054,0.014143,-1.849458459,16
1.01E-04,3.62E-05,1.32E-04,1.99E-05,2.14E-07,-83.024,53.917,0.00025368,-3.595713771,11
0.0056115,0.0027342,0.012112,0.0018415,0.00013061,-239.21,87.064,0.0047882,-2.319827718,5
0.0025507,0.0010385,0.0005271,0.00049139,1.43E-06,-141.23,-7.4014,0.0013952,-2.855363532,4
5.61E-21,1.40E-05,0.00E+00,0.00022669,0.0017709,294.72,305.19,0.010179,-1.992294886,16
0.00076089,0.00053878,6.5028E-06,0.00022878,7.57E-08,-129.21,-69.018,0.0029807,-2.525681732,6
0.00028275,0.00013099,0.000011453,5.73E-05,4.61E-08,-94.669,-28.943,0.0050736,-2.294683775,20
0.00026746,0.0001126,0.00031927,6.55E-05,1.88E-06,-250.69,44.204,0.001205,-2.919012953,12
0.0013114,0.00048594,0.0010773,0.00025749,2.49E-06,-137.22,34.213,0.011637,-1.934158966,19
1.91E-08,2.02E-05,3.26E-11,0.00013632,0.0013206,-158.93,393.37,0.011479,-1.940095944,13
0.0034428,0.0022709,0.0090501,0.0018327,0.00035962,-294.58,127.55,0.0066273,-2.17866337,6
0.023115,0.009849,0.10921,0.0061174,7.89E-05,33.858,93.025,0.011574,-1.936516522,5
0.000014514,0.0012093,1.0694E-11,0.0021386,0.00081891,142.35,211.04,0.0092593,-2.033421845,8
0.0011103,0.00055546,0.0099343,0.00035742,3.49E-06,96.449,103.43,0.0086568,-2.062642616,19
0.000036178,0.00012595,0.000055879,0.00020419,0.00033787,-334.32,261.2,0.0064371,-2.191309744,15
0.052636,0.030116,0.11249,0.022462,0.0036003,-364.36,105.13,0.010052,-1.99774752,2
0.011289,0.0040072,0.0052787,0.0019911,9.04E-06,-96.458,22.269,0.0095764,-2.018797722,6
0.011814,0.0081381,0.035874,0.006622,0.0011035,-218.2,131.11,0.015252,-1.816673203,5
0.0014515,0.00060591,0.00024601,0.00028346,7.07E-07,-140.88,-12.326,0.013508,-1.869408948,16
7.56E-16,5.28E-06,8.95E-57,0.00018572,0.0051299,116.94,407.83,0.015284,-1.815762971,9
0.031625,0.017214,0.0022107,0.0078055,1.16E-05,-193.46,-49.14,0.0021563,-2.666290817,1
0.0028217,0.0012131,0.013405,0.00075658,1.01E-05,32.23,93.602,0.01465,-1.834162375,16
0.0018022,0.0010671,0.00014673,0.00049192,9.30E-07,-247,-61.583,0.0055809,-2.253295759,6
0.00071716,0.00061865,0.0034084,0.00051335,4.56E-05,-34.213,137.22,0.0096715,-2.014506164,16
6.22E-13,2.46E-06,4.42E-26,5.34E-05,0.0011338,7.4044,424.2,0.0028539,-2.544561249,7
0.00071321,0.00035713,0.0011955,0.00024001,2.31E-05,-377.82,73.917,0.0076104,-2.118592516,16
0.0003745,0.00021729,3.4963E-06,9.15E-05,3.08E-08,-85.732,-49.497,0.010433,-1.981590793,20
0.0073884,0.0030729,0.0064308,0.001699,3.28E-05,-253.16,26.609,0.0060566,-2.217771108,5
0.0031102,0.0016424,0.00011744,0.00072171,6.08E-07,-134.5,-43.702,0.0047248,-2.32561657,5
0.00017616,0.00010371,0.000042248,5.21E-05,3.98E-07,-419.04,-66.37,0.0028539,-2.544561249,13
1.90E-10,2.11E-06,1.11E-14,2.52E-05,0.00037312,-157.74,442.95,0.01002,-1.999132278,19
1.34E-04,9.18E-05,4.42E-07,3.79E-05,7.30E-09,-78.009,-60.947,0.0045662,-2.34044507,19
0.00041043,0.0062466,0.00010214,0.012042,0.016066,-61.583,247,0.011257,-1.948577334,3
0.00093147,0.00064217,0.0077495,0.00046197,1.00E-05,77.024,118.61,0.0068176,-2.166368483,15
0.000010352,0.00017287,4.5568E-06,0.00044983,0.0015963,-278.34,320.2,0.011289,-1.947344527,11
1.68E-13,3.65E-06,2.67E-46,4.84E-05,0.00061943,131.73,349.59,0.0064054,-2.193453745,20
1.37E-04,5.11E-05,2.51E-04,2.94E-05,4.24E-07,-73.568,66.241,0.0011416,-2.94248604,20
1.52E-06,9.14E-05,1.40E-08,0.00021246,0.00032435,13.323,254.21,0.0070713,-2.150500737,18
0.0007914,0.00073988,0.0048929,0.00059625,2.87E-05,46.042,133.72,0.015855,-1.799833754,20
0.000055288,0.00017123,0.000091623,0.00026684,0.00040888,-338.83,255.33,0.0081811,-2.087188299,15
0.000031657,0.00039887,9.257E-07,0.0005493,0.00013543,102.14,192.87,0.0081177,-2.090567003,15
0.026957,0.012405,0.10714,0.0080542,0.00019389,-22.269,96.458,0.010274,-1.988260439,4
0.00037564,0.00015727,0.00041618,9.03E-05,2.35E-06,-251.42,39.822,0.0026636,-2.574530994,15
0.00080107,0.00081862,0.0042004,0.00069286,5.03E-05,17.235,140.37,0.0017123,-2.766420143,6
0.0005211,0.00027094,0.00021569,0.00014232,2.04E-06,-422.65,-36.977,0.0090373,-2.043961301,16
1.41E-06,9.52E-06,3.43E-10,4.76E-06,1.30E-10,-339.12,-251.45,0.010179,-1.992294886,20
0.0053757,0.0031811,0.000044324,0.0013357,4.19E-07,-84.855,-50.986,0.0015538,-2.808604883,2
2.52E-05,6.61E-05,7.45E-09,2.90E-05,1.27E-09,-197.83,-160.2,0.0057712,-2.238733875,12
0.0027048,0.0010218,0.0034046,0.00057128,8.46E-06,-132.03,50.681,0.012525,-1.902222265,14
0.00081764,0.019275,0.00025558,0.055051,0.22102,-267,329.72,0.01243,-1.905528871,1
1.30E-07,2.28E-05,5.35E-09,0.00011827,0.00095099,-273.84,400.88,0.010084,-1.996367163,13
0.054081,0.024468,0.20352,0.015778,0.00037872,-28.943,94.669,0.0051053,-2.291978733,2
2.3646E-06,0.00027369,1.0657E-11,0.00054977,0.00034829,119.51,224.76,0.0093227,-2.030458291,15
0.0022792,0.0018382,8.9425E-06,0.00077009,1.62E-07,-118.61,-77.024,0.0028222,-2.549412212,3
0.00016753,0.00061289,2.1083E-07,0.00029603,2.44E-08,-359.8,-224.83,0.014523,-1.837943663,4
3.66E-06,7.14E-05,3.03E-14,3.25E-05,2.46E-11,-83.742,-196.32,0.0081177,-2.090567003,8
0.0034677,0.001325,0.014322,0.0007831,6.52E-06,49.497,85.732,0.015411,-1.81216918,16
0.0075809,0.0034454,0.0024109,0.0017126,1.11E-05,-253.94,-17.757,0.01243,-1.905528871,6
5.13E-05,3.88E-05,2.83E-07,1.63E-05,4.16E-09,-121.22,-72.837,0.0018075,-2.742921694,17
3.72E-06,1.36E-05,4.69E-09,6.58E-06,5.42E-10,-359.8,-224.83,0.0024417,-2.612307697,11
0.0039944,0.0023171,0.011698,0.001726,0.00017957,-194.05,113.4,0.0078006,-2.107871991,7
0.0023672,0.00083319,0.0021574,0.00043991,3.45E-06,-89.72,41.837,0.012906,-1.889208339,16
3.05E-05,6.27E-05,2.20E-08,2.74E-05,1.99E-09,-205.94,-149.63,0.0031076,-2.507574887,10
0.13995,0.05854,0.31041,0.036092,0.0010073,-118.61,77.024,0.013857,-1.858330783,2
2.18E-07,4.32E-06,3.01E-12,2.34E-06,1.13E-11,-310.29,-289.35,0.0051687,-2.286618674,13
0.0015218,0.00085353,0.0033791,0.00062868,8.77E-05,-326.09,103.95,0.011479,-1.940095944,13
1.01E-04,5.56E-05,1.36E-06,2.36E-05,9.75E-09,-88.205,-44.943,0.0006342,-3.197773762,10
0.0006381,0.00031832,0.0014397,0.00021787,1.68E-05,-237.65,91.226,0.0072298,-2.140873717,18
0.0010976,0.00055446,0.003662,0.00038047,1.83E-05,-98.24,101.73,0.013001,-1.886023242,20
2.78E-05,8.98E-05,4.85E-08,4.31E-05,4.49E-09,-363.67,-218.51,0.0094812,-2.023136692,9
0.00091781,0.0005357,0.0018596,0.00040449,7.57E-05,-417.57,105.64,0.015411,-1.81216918,18
0.00053412,0.00024966,0.0024914,0.0001622,3.29E-06,6.9055,98.754,0.00079274,-3.100869228,8
0.000030017,0.003712,3.7317E-09,0.0085003,0.0093645,78.663,242.1,0.01205,-1.919012953,4
0.0010166,0.00065011,0.0042785,0.00049186,3.46E-05,-72.837,121.22,0.011225,-1.94981365,17
8.13E-21,6.06E-06,0.00E+00,0.00013913,0.0019666,267,329.72,0.0037418,-2.426919429,10
0.00050389,0.000221,0.00077586,0.0001358,5.75E-06,-253.08,60.64,0.0026953,-2.569392889,13
0.0017169,0.00064878,0.0003485,0.00030471,7.33E-07,-98.98,1.7277,0.0070396,-2.152452017,12
0.00058899,0.00030948,0.0014405,0.00021889,1.99E-05,-234.32,99.464,0.00034881,-3.457411073,4
0.00090402,0.00055222,0.008017,0.00038088,6.15E-06,85.109,112.94,0.0036149,-2.441903712,12
1.43E-05,7.23E-05,1.72E-05,0.0001325,0.00027395,-320.2,278.34,0.0065956,-2.180745691,18
0.00353,0.0013065,0.0020272,0.0006664,4.46E-06,-133.5,22.784,0.015316,-1.814854642,13
0.006407,0.0023092,0.0087418,0.0012769,1.42E-05,-82.071,55.357,0.0047882,-2.319827718,6
0.0021062,0.0010683,0.00035589,0.00050936,1.82E-06,-251.42,-39.822,0.00050736,-3.294683775,2
0.00035971,0.00028144,0.0016641,0.00022744,1.93E-05,-48.369,132.89,0.0049467,-2.305684427,17
0.00021254,0.0006869,3.7112E-07,0.0003298,3.43E-08,-363.67,-218.51,0.014333,-1.843662899,4
1.13E-07,2.66E-05,2.76E-09,0.00014162,0.001152,-239.75,394.16,0.0054224,-2.265808449,9
0.00027758,0.00014666,4.7053E-06,6.26E-05,2.96E-08,-89.72,-41.837,0.0064688,-2.189176276,20
0.000011098,0.00076571,6.2222E-08,0.0017962,0.0026999,22.186,253.59,0.00072933,-3.137075922,2
0.010536,0.0068478,0.090839,0.0048258,9.07E-05,81.116,115.85,0.0079274,-2.100869228,5
2.25E-08,3.15E-05,2.36E-11,0.00022364,0.0022621,-152.04,396.08,0.0029173,-2.535018908,5
0.001462,0.0063373,0.0019679,0.010168,0.01344,-215.86,244.81,0.0047565,-2.322712499,2
0.014344,0.0054203,0.0029116,0.0025457,6.12E-06,-98.98,1.7277,0.010211,-1.990931724,5
4.7017E-06,0.00033289,2.1003E-12,0.00055988,0.00017531,149.63,205.94,0.014618,-1.835112042,20
0.022848,0.0085559,0.025654,0.0047093,6.20E-05,-133.72,46.042,0.0086885,-2.061055195,4
3.28E-07,2.45E-05,2.78E-08,9.38E-05,0.00053112,-231.07,355.82,0.004693,-2.328549446,13
0.00025655,0.0011357,1.5665E-08,0.00050991,9.33E-09,-196.53,-184.31,0.0099252,-2.003260733,3
0.0018225,0.0009987,0.000024456,0.0004238,1.75E-07,-88.205,-44.943,0.0055809,-2.253295759,7
0.015127,0.0063457,0.010067,0.0033874,4.78E-05,-254.21,13.323,0.013255,-1.877620268,5
