Receptor_measurement1,Receptor_measurement2,Receptor_measurement3,Receptor_measurement4,Receptor_measurement5,wind_x,wind_y,source_rate,source_rate_log,wind_speed
0.0015735,0.0016017,0.0084121,0.0013489,9.29E-05,22.123,139.68,0.013255,-1.877620268,12
7.55E-20,7.73E-05,0.00E+00,0.0016667,0.021356,272.71,325.01,0.01484,-1.828566099,6
0.1054,0.08662,2.5307,0.057119,0.00017886,208.88,113.07,0.012652,-1.897840817,2
0.0011516,0.00053364,0.0046918,0.00034734,8.32E-06,-18.889,97.176,0.011003,-1.958488887,20
7.0617E-06,0.00071857,5.6944E-09,0.0016963,0.0022653,52.926,249,0.010369,-1.984263126,8
0.0032583,0.0019471,0.000061966,0.00083968,4.52E-07,-130.18,-55.258,0.00025368,-3.595713771,1
0.008417,0.0040272,0.0061582,0.0022678,6.78E-05,-424.26,-6.66E-15,0.015316,-1.814854642,6
5.15E-26,7.03E-09,4.36E-100,3.07E-06,0.00014749,110.02,527.39,0.0091641,-2.03791018,11
0.00043121,0.000199,0.0020509,0.00012838,2.39E-06,13.777,98.032,0.0035198,-2.453482013,19
0.000095992,0.00014259,0.00027252,0.00015527,6.64E-05,-176.83,183.11,0.0031393,-2.50316718,15
5.38E-05,2.05E-05,7.54E-05,1.17E-05,1.94E-07,-130.18,55.258,3.17E-05,-4.498803758,5
5.29E-06,2.20E-05,4.74E-09,1.07E-05,6.95E-10,-355.82,-231.07,0.010718,-1.969886247,17
3.81E-08,3.72E-05,7.16E-11,0.00024497,0.0023205,-157.46,390.73,0.011764,-1.929444984,10
8.30E-05,4.63E-05,9.89E-07,1.96E-05,7.57E-09,-87.407,-46.475,0.0015538,-2.808604883,17
4.8813E-06,0.00037618,2.7752E-12,0.00064907,0.00022525,146.01,208.52,0.01557,-1.807711387,19
0.00094863,0.00035279,0.00058966,0.00018158,1.35E-06,-139.27,24.558,0.0035198,-2.453482013,12
1.12E-14,1.57E-05,2.35E-46,0.0005174,0.013854,95.439,413.39,0.014016,-1.853375911,5
0.011178,0.0047314,0.046774,0.0029407,4.33E-05,14.812,91.507,0.011225,-1.94981365,7
0.0037672,0.0014235,0.00076468,0.0006686,1.61E-06,-98.98,1.7277,0.0086885,-2.061055195,9
7.7157E-06,0.0003232,1.5015E-12,0.00047208,8.24E-05,167.01,192.12,0.0081811,-2.087188299,17
0.65065,0.25198,1.0114,0.14547,0.0026986,-128.17,59.767,0.015379,-1.813071903,1
2.36E-15,3.31E-06,4.97E-47,0.00010929,0.0029265,95.439,413.39,0.0058029,-2.236354913,7
5.7566E-06,0.00010742,1.4708E-13,4.95E-05,4.75E-11,-101.29,-202.03,0.0032978,-2.481775686,4
0.0079386,0.0030403,0.016573,0.0017831,2.87E-05,-68.768,71.211,0.013572,-1.867356149,9
0.001123,0.0018401,1.8463E-06,0.00080222,9.53E-08,-213.49,-138.64,0.0067542,-2.170426084,3
0.029767,0.013669,0.084281,0.0089318,0.00034021,-108.34,90.904,0.0032027,-2.49448374,2
0.002097,0.0031917,0.004829,0.0038372,0.0033066,-367.42,212.13,0.0071981,-2.142782124,4
6.63E-21,6.13E-07,1.55E-171,3.59E-05,0.0012855,187.01,402.32,0.010084,-1.996367163,16
0.0050638,0.0023388,0.020381,0.0015205,3.65E-05,-20.582,96.832,0.014618,-1.835112042,11
0.001707,0.0035128,0.0040827,0.0042335,0.0023472,-160.2,197.83,0.0096715,-2.014506164,5
0.0042862,0.0022022,0.014641,0.0015233,7.57E-05,-96.449,103.43,0.015633,-1.805957672,11
0.00057564,0.00096996,0.000005721,0.00045612,1.79E-07,-384.51,-179.3,0.0099886,-2.000495378,4
5.24E-09,5.07E-08,2.77E-13,2.54E-08,2.99E-13,-292.74,-251.73,6.34E-05,-4.197773762,20
0.00037889,0.00026513,1.0887E-06,0.0001093,1.96E-08,-76.934,-62.3,0.0030124,-2.521087361,9
0.00045885,0.057728,4.1172E-08,0.13107,0.13855,82.876,240.69,0.011447,-1.941308317,1
0.00037836,0.00026832,0.0030861,0.00019495,4.53E-06,74.942,119.93,0.0025051,-2.601174933,14
0.00090263,0.00080681,0.002248,0.00077166,0.00034849,-390.54,165.77,0.0021246,-2.672722823,5
0.0011506,0.00075211,0.010709,0.00052701,8.77E-06,91.771,115.49,0.012335,-1.908860846,19
0.00055685,0.00038123,1.8362E-06,0.00015749,3.03E-08,-78.009,-60.947,0.015189,-1.818470818,17
0.00071175,0.00039643,0.001867,0.00029002,3.09E-05,-230.71,107.58,0.0040589,-2.391591648,12
0.00083995,0.00080639,0.000001336,0.00033434,4.32E-08,-111.44,-87.068,0.00015855,-3.799833754,1
0.0012709,0.0023619,9.6915E-06,0.0011126,3.53E-07,-381.33,-185.99,0.015284,-1.815762971,3
4.41E-08,3.61E-05,5.65E-11,0.00020579,0.00164,-115.16,365.46,0.0086568,-2.062642616,11
0.00065228,0.00024842,0.0001225,0.00011616,2.64E-07,-98.995,-1.55E-15,0.0075786,-2.120411014,20
0.00012298,0.0020406,0.000026372,0.0039944,0.0054345,-57.263,248.03,0.0066591,-2.176584463,4
0.0016143,0.00069194,0.0038627,0.00043376,1.33E-05,-115.85,81.116,0.0079909,-2.097404304,14
6.28E-08,3.89E-05,2.64E-10,0.00023586,0.0020901,-172.56,387.58,0.0068493,-2.164353811,8
4.92E-06,1.78E-05,7.39E-06,2.32E-05,1.14E-05,-56.056,200.67,0.00019026,-3.720652508,10
0.10511,0.048854,0.43332,0.031831,0.00075999,-17.19,97.491,0.010052,-1.99774752,2
0.035463,0.01552,0.055452,0.0095432,0.00039941,-247,61.583,0.0011098,-2.95475528,1
0.0017413,0.00081216,0.00013794,0.00036645,5.17E-07,-138.33,-29.403,0.011733,-1.930590929,12
3.12E-14,4.87E-07,2.19E-30,1.20E-05,0.00027297,29.595,423.23,0.0034564,-2.461376004,16
0.00032815,0.00020758,0.0038989,0.00014106,1.53E-06,120.07,112.55,0.0035515,-2.449588181,20
0.0051427,0.0019143,0.0091242,0.0010962,1.53E-05,-74.712,64.947,0.012969,-1.88709351,11
0.00091183,0.00050472,0.00010066,0.00023561,5.77E-07,-249,-52.926,0.0010781,-2.967340954,4
0.0051682,0.0020028,0.001693,0.00097684,4.15E-06,-141.34,4.9355,0.0038686,-2.412446173,5
0.0024901,0.0015417,0.0053927,0.0012103,0.00026508,-407.83,116.94,0.008847,-2.053203973,8
8.2768E-17,0.00010884,0,0.0004729,0.00018504,341.64,233.59,0.0097349,-2.011668505,18
0.0012189,0.0004715,0.0051428,0.00028024,2.45E-06,47.994,86.583,0.0026002,-2.584993246,11
0.00012105,0.00028633,0.00026421,0.00035938,0.00021936,-153.2,203.3,0.0095764,-2.018797722,17
0.00083252,0.00061769,0.0037798,0.00049128,4.01E-05,-55.258,130.18,0.013508,-1.869408948,19
0.000012761,0.00036007,0.000003308,0.0010782,0.0045968,-261.2,334.32,0.012462,-1.904412253,7
1.15E-04,9.55E-05,2.53E-04,8.97E-05,4.59E-05,-519.44,163.25,0.002188,-2.659952682,14
7.94E-05,3.29E-05,2.27E-04,2.03E-05,4.21E-07,-52.459,83.952,6.34E-05,-4.197773762,6
0.0031107,0.0015518,0.0070186,0.0010621,8.19E-05,-237.65,91.226,0.015665,-1.805069601,12
0.0032067,0.0026986,0.02243,0.002086,7.46E-05,59.767,128.17,0.0087836,-2.05632745,8
8.03E-12,2.66E-07,9.15E-18,3.21E-06,4.77E-05,-80.953,416.47,0.00082445,-3.083835678,18
0.006993,0.0027504,0.012691,0.0016207,3.30E-05,-114.94,66.669,0.0079909,-2.097404304,7
6.37E-05,3.56E-05,7.59E-07,1.51E-05,5.81E-09,-87.407,-46.475,0.0014904,-2.826697158,19
0.0093168,0.065648,0.0070981,0.10847,0.11467,-99.464,234.32,0.010813,-1.966053797,1
3.18E-05,1.23E-05,1.04E-05,6.01E-06,2.55E-08,-141.34,4.9355,9.51E-05,-4.021687069,10
3.13E-09,1.50E-06,1.99E-11,8.61E-06,7.29E-05,-179.3,384.51,0.0014904,-2.826697158,20
0.0026235,0.0019216,0.0087464,0.0015907,0.00025135,-177.11,135.23,0.011289,-1.947344527,9
0.029606,0.013861,0.12616,0.0090503,0.00021236,-12.064,98.257,0.0063737,-2.195608382,3
0.00030488,0.00013627,0.00010884,6.84E-05,4.98E-07,-254.21,-13.323,0.0033929,-2.46942894,16
0.0026349,0.0010999,0.0004466,0.00051457,1.28E-06,-140.88,-12.326,0.013794,-1.860309778,12
0.060744,0.041095,0.13983,0.034026,0.0092408,-403.5,131.1,0.0038052,-2.419622512,1
5.96E-09,4.89E-05,6.09E-14,0.00042216,0.0048181,-72.763,387.67,0.0033612,-2.473505645,4
0.0013082,0.00057655,0.0045523,0.00036748,8.60E-06,-37.084,91.787,0.0077689,-2.109640469,16
0.00011532,0.0051794,2.6947E-06,0.011707,0.018038,-4.4427,254.52,0.011003,-1.958488887,3
0.0032053,0.0016469,0.010949,0.0011391,5.66E-05,-96.449,103.43,0.0061834,-2.208772658,8
0.0012791,0.0011342,0.000078149,0.00053958,1.03E-06,-405.73,-124.04,0.012018,-1.9201678,6
7.33E-17,8.68E-07,1.12E-62,3.03E-05,0.00082915,126.52,403.44,0.0082763,-2.082163775,17
0.018794,0.0081493,0.089682,0.0051026,7.08E-05,30.591,94.15,0.013889,-1.857329022,6
0.00069824,0.00042948,0.0019944,0.00033106,4.43E-05,-224.76,119.51,0.0079909,-2.097404304,16
0.0038672,0.0015937,0.00072449,0.00074978,2.02E-06,-141.08,-9.8651,0.0087202,-2.059473554,8
0.017559,0.013902,0.042923,0.012527,0.0046386,-396.08,152.04,0.0055175,-2.258257658,2
4.9829E-06,0.0001353,1.0147E-06,0.00035609,0.0011063,-169.39,300.19,0.015284,-1.815762971,16
0.0006225,0.00040825,2.6897E-06,0.00016939,3.76E-08,-80.089,-58.188,0.0026636,-2.574530994,7
0.0034629,0.0014735,0.0018972,0.00076953,8.76E-06,-254.52,4.4427,0.0082445,-2.083835678,8
0.0056869,0.0021164,0.0056616,0.0011471,1.34E-05,-135.24,41.348,0.0066908,-2.174521952,7
8.4576E-06,0.000102,5.0396E-06,0.00024232,0.00075662,-289.35,310.29,0.011859,-1.925951931,16
2.974E-09,0.0056205,0,0.011896,0.00087211,321.34,199.66,0.0094495,-2.024591171,4
0.0014826,0.00047005,0.0033852,0.00025358,9.38E-07,68.768,71.211,0.0040589,-2.391591648,14
0.000015062,0.0004885,2.678E-12,0.00067059,8.95E-05,173.61,186.17,0.0076421,-2.116787284,14
0.0002574,0.00025989,0.0014074,0.00021752,1.41E-05,26.984,138.82,0.0053272,-2.273500998,19
0.00061589,0.00032023,0.00025492,0.00016821,2.41E-06,-422.65,-36.977,0.015062,-1.822117357,19
0.0045509,0.0014655,0.030943,0.00078272,7.17E-07,192.56,84.639,0.011479,-1.940095944,15
0.0016298,0.00064411,0.0039281,0.00038636,7.01E-06,-62.3,76.934,0.011352,-1.944927618,18
1.84E-04,7.65E-05,1.47E-04,4.18E-05,7.28E-07,-253.59,22.186,0.0017757,-2.750630405,17
0.015536,0.0081214,0.054281,0.0056625,0.00029128,-94.629,105.1,0.011923,-1.923614456,5
2.80E-11,1.32E-05,1.06E-20,0.0002264,0.0042014,-29.595,423.23,0.014301,-1.844633593,8
1.14E-09,2.76E-05,7.98E-16,0.0002832,0.0036935,-54.821,395.3,0.013191,-1.87972228,9
0.00042517,0.00015912,0.00078053,9.16E-05,1.32E-06,-73.568,66.241,0.0019977,-2.69946973,15
0.0045285,0.0086074,4.3345E-06,0.0037549,3.22E-07,-208.52,-146.01,0.0039954,-2.398439735,1
0.010268,0.011021,9.1318E-06,0.0045465,4.37E-07,-106.73,-92.781,0.0094495,-2.024591171,2
1.15E-20,2.45E-05,0.00E+00,0.00042735,0.0038414,289.35,310.29,0.0052321,-2.281323964,8
2.88E-29,8.71E-07,0.00E+00,0.00010465,0.0052488,263.57,396.45,0.010433,-1.981590793,9
0.223,0.081765,0.35536,0.046134,0.00058676,-78.009,60.947,0.0046296,-2.334456531,1
0.000028831,0.0019892,1.6164E-07,0.0046662,0.0070138,22.186,253.59,0.0075786,-2.120411014,4
0.0014149,0.00068042,0.0043703,0.0004557,1.96E-05,-103.43,96.449,0.0048199,-2.316961972,11
1.39E-06,6.93E-05,1.91E-07,0.00023979,0.0012161,-243.35,347.54,0.0078323,-2.106110686,11
0.0018727,0.00087435,0.0018369,0.00051536,2.20E-05,-404.56,23.865,0.011859,-1.925951931,12
0.027445,0.017259,0.00015433,0.007194,1.83E-06,-82.071,-55.357,0.0022197,-2.653705718,1
0.0049337,0.0083169,0.013204,0.0094305,0.0044898,-170.33,189.17,0.013635,-1.865344858,4
0.004617,0.0032742,0.037658,0.0023789,5.53E-05,74.942,119.93,0.0076421,-2.116787284,7
5.7943E-06,0.00011469,2.1605E-06,0.00031257,0.0011805,-272.71,325.01,0.0081811,-2.087188299,11
0.00066759,0.0006317,0.0018913,0.00060283,0.00021708,-279.48,163.19,0.015126,-1.820275904,16
0.0013652,0.00048424,0.001503,0.00026099,2.41E-06,-86.583,47.994,0.0064371,-2.191309744,15
2.00E-05,3.80E-05,1.91E-08,1.66E-05,1.42E-09,-208.52,-146.01,0.00015855,-3.799833754,3
0.00095137,0.0005061,0.0033963,0.00035565,1.89E-05,-92.781,106.73,0.0096398,-2.015931976,18
2.24E-15,3.99E-07,1.53E-38,1.17E-05,0.00029611,66.37,419.04,0.0013318,-2.875560989,10
5.42E-07,6.27E-05,2.96E-08,0.0002743,0.0018253,-239.74,372.97,0.011986,-1.921325727,11
0.10622,0.03754,0.36692,0.021391,0.00012942,58.188,80.089,0.015094,-1.821195654,3
0.000021758,0.0016768,1.237E-11,0.0028931,0.001004,146.01,208.52,0.0030758,-2.512041907,4
0.00053232,0.00023569,0.000059189,0.00010793,1.95E-07,-139.68,-22.123,0.0088787,-2.051650618,20
0.00022166,0.00028475,0.00053456,0.00031967,0.00023075,-374.6,199.18,0.0036466,-2.438111872,10
5.33E-08,1.67E-05,1.14E-09,0.00010192,0.00094367,-271.33,417.44,0.010908,-1.962254871,13
0.00098154,0.00034507,0.00085114,0.00018125,1.36E-06,-90.436,40.265,0.0035515,-2.449588181,13
0.0011133,0.00048724,0.0017408,0.00029959,1.25E-05,-247,61.583,0.0028222,-2.549412212,9
0.0049894,0.0018488,0.0040988,0.00097961,9.48E-06,-137.22,34.213,0.01484,-1.828566099,11
0.00047113,0.0002262,0.0005875,0.0001415,9.48E-06,-421.94,44.348,0.0040271,-2.395007586,14
0.00030654,0.00013993,0.00015722,7.36E-05,9.92E-07,-318.71,-8.0091,0.0050419,-2.297405772,19
0.0011772,0.00078872,4.4474E-06,0.00032654,6.75E-08,-79.061,-59.577,0.010686,-1.97118483,10
0.000018744,0.00061228,1.0051E-06,0.0013313,0.0020157,-22.186,253.59,0.0050419,-2.297405772,6
0.037595,0.014019,0.021704,0.0071647,4.99E-05,-139.68,22.123,0.008847,-2.053203973,3
5.62E-09,1.40E-05,2.03E-12,0.00011073,0.0012178,-138.13,401.15,0.012399,-1.90661334,14
0.0060252,0.0026043,0.0051474,0.0014548,3.36E-05,-298.47,21.884,0.0079274,-2.100869228,6
0.0067641,0.0027446,0.018059,0.0016741,3.30E-05,-56.781,81.092,0.011986,-1.921325727,9
7.7479E-06,0.00056993,3.3519E-08,0.0013416,0.0019952,26.609,253.16,0.0066273,-2.17866337,7
0.014364,0.013429,0.088807,0.010822,0.00052103,46.042,133.72,0.011511,-1.938886946,4
1.23E-04,7.05E-05,2.46E-04,5.26E-05,9.23E-06,-411.66,102.64,0.0010464,-2.980302269,13
0.0015814,0.00082048,0.00049799,0.0004162,3.74E-06,-364.07,-40.427,0.0085299,-2.06905606,9
0.054074,0.02533,0.2507,0.016478,0.0003408,5.181,98.859,0.0050419,-2.297405772,2
0.00047355,0.00022865,0.00010421,0.00011075,5.04E-07,-252.66,-31.023,0.0016172,-2.791236267,8
0.035153,0.027028,0.16169,0.021731,0.0018234,-50.681,132.03,0.014777,-1.830413727,3
1.03E-05,2.30E-05,2.03E-05,3.19E-05,3.86E-05,-351.73,237.25,0.0014587,-2.836034017,19
0.023337,0.012869,0.00758,0.0066248,7.26E-05,-428.95,-52.229,0.0075152,-2.124059457,2
0.11663,0.045795,0.27353,0.02735,0.0004854,-63.633,75.835,0.0099886,-2.000495378,2
7.91E-06,1.62E-05,5.71E-09,7.09E-06,5.16E-10,-205.94,-149.63,0.0020611,-2.685900937,16
0.0020075,0.0017575,0.013446,0.0013792,5.49E-05,55.258,130.18,0.015379,-1.813071903,13
0.0030598,0.0016331,0.0011137,0.00084767,1.04E-05,-421.94,-44.348,0.0035832,-2.445728951,4
3.48E-08,1.02E-05,1.92E-10,4.50E-05,0.0002648,-110.15,340.21,0.00091958,-3.036410483,9
0.017299,0.0081241,0.075208,0.0053079,0.00012248,-8.628,98.618,0.014872,-1.827630623,6
0.00012537,0.00054124,0.00016466,0.00079746,0.00068438,-123.41,222.64,0.004915,-2.308476478,8
0.0033346,0.0018473,0.030228,0.0012317,1.56E-05,90.904,108.34,0.0098935,-2.004650042,11
0.00040025,0.00080743,0.00082762,0.0010809,0.0012019,-355.82,231.07,0.013382,-1.873478974,10
0.00060021,0.00023459,0.00036374,0.00012171,1.11E-06,-181.4,18.337,0.0039637,-2.401899223,15
0.0014071,0.00084946,0.00001023,0.00035579,1.04E-07,-83.952,-52.459,0.0067542,-2.170426084,8
0.000016273,0.00085793,4.0429E-12,0.0013292,0.0002974,160.2,197.83,0.013921,-1.856329567,13
0.00089982,0.00065861,0.000005845,0.000278,7.80E-08,-122.47,-70.711,0.010337,-1.985605484,10
3.75E-21,5.10E-06,0.00E+00,0.00010283,0.0011831,278.34,320.2,0.0084348,-2.073925211,19
0.0010703,0.00079484,0.000083633,0.00037526,8.36E-07,-355.3,-97.399,0.0084665,-2.072296087,7
0.026145,0.011936,0.1012,0.007725,0.00018606,-25.622,95.622,0.015506,-1.80950022,5
0.0059554,0.003317,0.015622,0.0024266,0.00025828,-230.71,107.58,0.015094,-1.821195654,8
0.0022225,0.0022161,0.012469,0.0018409,0.00011205,31.813,137.8,0.0044711,-2.349585617,6
2.28E-16,9.29E-07,7.53E-54,3.21E-05,0.00087838,109.81,409.81,0.0075152,-2.124059457,15
2.63E-08,8.27E-05,2.79E-22,0.00026858,0.0004384,140.79,258.13,0.0066273,-2.17866337,16
0.014035,0.0098209,0.000040328,0.0040487,7.27E-07,-76.934,-62.3,0.012399,-1.90661334,3
0.000023931,0.00088483,4.3569E-12,0.0012534,0.00019184,170.33,189.17,0.010654,-1.972487308,12
0.000273,0.00022466,0.001282,0.00018415,1.61E-05,-41.348,135.24,0.0011098,-2.95475528,9
1.11E-06,3.76E-05,2.35E-07,0.00011811,0.00053408,-255.33,338.83,0.0057078,-2.243531253,14
5.7738E-07,0.00010604,8.3597E-10,0.00032566,0.00088976,-1.7066,282.45,0.01557,-1.807711387,19
0.0016243,0.0006359,0.006987,0.00038004,3.49E-06,46.475,87.407,0.0084031,-2.075560468,17
0.0028442,0.0033345,0.0087578,0.003351,0.0011423,-189.17,170.33,0.0074835,-2.125895237,5
0.002689,0.0026362,0.01553,0.0021706,0.00012301,36.603,136.6,0.0093227,-2.030458291,8
5.02E-08,1.46E-05,6.81E-10,7.56E-05,0.00058178,-192.61,378.02,0.0085934,-2.065834972,17
3.23E-12,1.08E-05,3.90E-39,0.00011177,0.0011226,126.3,337.16,0.0067225,-2.172469189,15
0.00091439,0.00042632,0.0042893,0.00027657,5.50E-06,8.628,98.618,0.0084348,-2.073925211,20
0.00041756,0.00041603,0.0013248,0.00039406,0.00011199,-197.83,160.2,0.011416,-1.94248604,18
0.001009,0.00050968,0.0033663,0.00034974,1.68E-05,-98.24,101.73,0.0067225,-2.172469189,15
3.76E-12,3.69E-05,3.18E-27,0.00087022,0.019397,22.204,423.68,0.01557,-1.807711387,4
0.00029861,0.00021918,0.0009002,0.00018425,3.65E-05,-231.28,137.55,0.0055492,-2.255769622,18
0.00048319,0.00022726,0.000017649,9.91E-05,7.47E-08,-94.15,-30.591,0.0089422,-2.048555621,20
0.00083663,0.00071774,0.0026657,0.00064145,0.00015048,-205.94,149.63,0.0057712,-2.238733875,10
6.51E-05,2.72E-05,1.44E-04,1.68E-05,4.68E-07,-118.61,77.024,0.00041223,-3.384860406,16
1.80E-19,1.54E-06,9.77E-233,5.33E-05,0.0013358,205.69,371.07,0.0030124,-2.521087361,10
3.15E-19,8.80E-05,0.00E+00,0.00029398,2.81E-05,375.67,214.38,0.0021563,-2.666290817,12
0.018961,0.0075969,0.084292,0.0045883,4.62E-05,43.397,88.976,0.012589,-1.900008766,6
0.0021642,0.00090115,0.0017278,0.00049229,8.57E-06,-253.59,22.186,0.0046296,-2.334456531,8
0.00012736,0.0001205,0.00061925,0.00010203,9.05E-06,-17.235,140.37,0.0016489,-2.782805682,15
4.54E-07,1.54E-05,9.66E-08,4.84E-05,0.00021909,-255.33,338.83,0.0043125,-2.365270892,19
1.85E-10,2.71E-06,5.55E-16,2.61E-05,0.00032624,-67.633,394.68,0.0024734,-2.606705644,13
0.00061621,0.00024354,0.0014852,0.00014608,2.65E-06,-62.3,76.934,0.0029807,-2.525681732,15
0.0024776,0.001031,0.0023441,0.00057708,1.23E-05,-252.66,31.023,0.011511,-1.938886946,12
0.014221,0.010744,0.000078323,0.0045231,1.15E-06,-121.22,-72.837,0.015601,-1.806847563,3
0.00078666,0.00038762,0.0011322,0.00025243,2.18E-05,-420.14,59.046,0.0067225,-2.172469189,14
6.37E-08,1.68E-06,1.11E-12,9.65E-07,4.33E-12,-360.38,-322.65,0.0085934,-2.065834972,20
0.00091927,0.00041826,0.0044104,0.00026792,4.63E-06,18.889,97.176,0.007325,-2.135192371,19
0.0000114,0.00073653,4.0853E-12,0.0012064,0.00033929,153.2,203.3,0.0019343,-2.713476168,5
0.013997,0.0081516,0.054856,0.0059513,0.00036853,-83.125,114.41,0.0043442,-2.362090189,3
7.82E-15,3.86E-06,7.87E-42,0.00012081,0.0031464,80.953,416.47,0.010908,-1.962254871,9
0.0018956,0.00082402,0.0029966,0.00050542,2.03E-05,-237.13,62.094,0.0083714,-2.077201906,12
0.0002253,0.00013072,2.1033E-06,5.50E-05,1.85E-08,-85.732,-49.497,0.0045345,-2.343470594,17
5.05E-07,5.11E-05,8.82E-13,9.67E-05,4.85E-05,131.11,218.2,0.0015538,-2.808604883,15
0.025945,0.014373,0.23519,0.0095833,0.00012143,90.904,108.34,0.010179,-1.992294886,4
5.60E-08,2.08E-05,5.25E-10,0.00011364,0.00091786,-185.99,381.33,0.0067542,-2.170426084,12
3.43E-26,3.74E-08,4.75E-207,7.41E-06,0.00040924,180.98,456.34,0.010654,-1.972487308,18
0.0057978,0.0023526,0.015479,0.001435,2.83E-05,-56.781,81.092,0.0062151,-2.206551879,7
0.000011472,0.00054087,2.4795E-12,0.00081398,0.00016127,163.63,195,0.011162,-1.952257982,15
0.00053735,0.00041252,0.0041099,0.0003083,8.72E-06,68.562,123.69,0.008086,-2.092266263,20
2.82E-07,5.10E-05,7.57E-09,0.00023855,0.0016646,-205.69,371.07,0.0069127,-2.16035229,9
7.7632E-09,0.00077503,4.0495E-17,0.0093238,0.13473,-19.3,394.78,0.0055809,-2.253295759,1
0.00099675,0.00039723,0.00012438,0.00018185,3.09E-07,-98.618,-8.628,0.010464,-1.980302269,18
0.00097409,0.0010729,6.8715E-06,0.00047029,1.42E-07,-226.81,-115.57,0.0075786,-2.120411014,5
0.0029718,0.0027783,0.018373,0.002239,0.0001078,46.042,133.72,0.0072933,-2.137075922,7
0.00040493,0.0023452,0.00044163,0.00448,0.0099518,-315.29,283.89,0.0064054,-2.193453745,3
0.002966,0.003059,0.0080607,0.0030539,0.0013521,-304.25,172.74,0.015189,-1.818470818,7
0.014786,0.0059244,0.065735,0.0035782,3.60E-05,43.397,88.976,0.0068176,-2.166368483,5
1.79E-06,8.68E-05,3.35E-08,0.00019767,0.00030466,-4.00E-15,254.56,0.0046296,-2.334456531,15
0.0011244,0.00072992,0.000013725,0.00031168,1.27E-07,-127.11,-61.995,0.014808,-1.829503594,12
0.031083,0.017085,0.0098967,0.0087686,9.22E-05,-421.1,-51.705,0.0024734,-2.606705644,1
3.12E-12,2.90E-06,6.49E-23,5.29E-05,0.0010145,-12.972,420.82,0.014904,-1.826697158,17
0.0011377,0.00052358,0.0045219,0.00033993,8.18E-06,-22.269,96.458,0.0078323,-2.106110686,17
1.97E-04,8.80E-05,7.03E-05,4.42E-05,3.22E-07,-254.21,-13.323,0.00085616,-3.067445066,10
0.00087046,0.00034884,0.0016337,0.00020807,4.77E-06,-123.69,68.562,0.0075469,-2.122231405,19
6.49E-05,4.02E-05,1.40E-04,3.15E-05,6.91E-06,-407.83,116.94,0.0013001,-2.886023242,19
6.55E-05,7.59E-05,1.49E-06,3.53E-05,2.73E-08,-366.48,-144.67,0.0096398,-2.015931976,18
0.029147,0.011736,0.0033378,0.0053508,8.56E-06,-98.453,-10.348,0.0038686,-2.412446173,2
6.2213E-06,0.00027942,1.4538E-07,0.00063157,0.00097314,-4.4427,254.52,0.0016489,-2.782805682,5
5.55E-05,5.67E-05,2.86E-04,4.82E-05,3.66E-06,12.326,140.88,0.0013318,-2.875560989,20
1.04E-04,9.90E-05,5.22E-06,4.69E-05,7.41E-08,-403.5,-131.1,0.010306,-1.986909862,18
0.0020315,0.0010378,0.000025206,0.00043812,1.68E-07,-67.034,-37.822,0.013096,-1.882861334,11
0.0015982,0.00064421,0.0041634,0.00039135,7.57E-06,-58.188,80.089,0.0089105,-2.050097925,16
0.0090862,0.0045328,0.020501,0.0031023,0.00023921,-237.65,91.226,0.01557,-1.807711387,7
0.0034143,0.0019167,0.012927,0.0013785,8.06E-05,-87.068,111.44,0.0091641,-2.03791018,9
2.89E-05,6.62E-05,1.26E-07,3.14E-05,6.44E-09,-374.6,-199.18,0.013477,-1.870406772,15
0.000088107,0.00037163,0.000084031,0.00044829,0.00010867,39.213,184.03,0.010084,-1.996367163,18
0.00075512,0.00026885,0.00033156,0.00013293,5.74E-07,-96.832,20.582,0.0030441,-2.516541085,13
2.18E-05,4.14E-05,2.09E-08,1.81E-05,1.55E-09,-208.52,-146.01,0.0069444,-2.158365272,19
0.0023612,0.0014543,0.0096819,0.0010851,7.27E-05,-77.024,118.61,0.0086568,-2.062642616,10
2.97E-18,8.74E-06,2.50E-166,0.00031446,0.0082834,192.61,378.02,0.0072298,-2.140873717,6
0.000025956,0.00015063,0.000027673,0.00026984,0.0004682,-235.28,262.83,0.011511,-1.938886946,18
0.014819,0.0063141,0.070011,0.0039219,5.06E-05,33.858,93.025,0.0074201,-2.129590242,5
4.75E-07,5.43E-05,1.53E-10,0.00012669,0.00015544,65.885,245.88,0.0042174,-2.374955206,19
0.036536,0.014552,0.0091315,0.0069676,2.37E-05,-141.4,-2.4681,0.010623,-1.973752819,3
5.71E-21,9.92E-06,0.00E+00,0.00018658,0.0019077,283.89,315.29,0.014047,-1.852416418,19
0.25369,0.15398,0.50978,0.11934,0.026722,-455.8,111.26,0.014396,-1.841758162,1
0.00089056,0.00035141,0.00012092,0.00016154,2.91E-07,-98.754,-6.9055,0.010179,-1.992294886,19
6.61E-06,2.99E-05,2.57E-10,1.33E-05,2.04E-10,-180,-180,0.0027588,-2.559279783,10
0.00082442,0.00068947,0.003888,0.00056759,4.99E-05,-38.981,135.94,0.015189,-1.818470818,19
1.4223E-15,0.00015483,1.7195E-82,0.0057532,0.16151,152.04,396.08,0.0049467,-2.305684427,1
0.000046593,0.0004207,0.000025769,0.00073372,0.00084975,-88.092,239.32,0.0090056,-2.045487347,11
