Receptor_measurement1,Receptor1_Log,Receptor_measurement2,Receptor2_Log,Receptor_measurement3,Receptor_measurement4,Receptor4_Log,Receptor_measurement5,Wind_speed,Wind_speed_reci,Wind_speed_sqr_log,Source_Location_X,Source_Location_Y,Log
0.0091344,-4.078639949,0.0042634,-4.740487838,0.078914,0.002677,-5.14E+00,2.18E-05,9,0.111111111,1.908485019,100,100,-1.83321478
0.0011819,-5.854838535,0.00055165,-6.516672755,0.010211,0.00034638,-6.92E+00,2.82E-06,19,0.052631579,2.557507202,100,100,-2.072296087
0.00071023,-6.297201974,0.00033149,-6.959059137,0.0061359,0.00020814,-7.36E+00,1.69E-06,9,0.111111111,1.908485019,100,100,-2.94248604
0.0026155,-5.164890551,0.0012207,-5.826782111,0.022595,0.00076649,-6.23E+00,6.24E-06,17,0.058823529,2.460897843,100,100,-1.823937695
0.0014266,-5.691395561,0.00066586,-6.353234147,0.012325,0.00041809,-6.76E+00,3.40E-06,17,0.058823529,2.460897843,100,100,-2.087188299
0.0058168,-4.470631737,0.0027149,-5.132492325,0.050253,0.0017047,-5.54E+00,1.39E-05,10,0.1,2,100,100,-1.93771893
0.0074148,-4.259801117,0.0034608,-4.921646996,0.064058,0.002173,-5.33E+00,1.77E-05,10,0.1,2,100,100,-1.832298765
0.0047941,-4.638585823,0.0022376,-5.300435093,0.041417,0.001405,-5.70E+00,1.14E-05,1,1,0,100,100,-4.021819483
0.0061808,-4.417910618,0.0028848,-5.079768581,0.053397,0.0018114,-5.48E+00,1.47E-05,11,0.090909091,2.08278537,100,100,-1.828566099
0.046543,-2.664291254,0.021723,-3.326160396,0.40209,0.01364,-3.73E+00,0.00011097,4,0.25,1.204119983,100,100,-1.830413727
0.0073989,-4.261665685,0.0034533,-4.923531383,0.06392,0.0021683,-5.33E+00,1.76E-05,10,0.1,2,100,100,-1.83321478
0.0021378,-5.340065855,0.0009978,-6.001913001,0.018469,0.00062651,-6.41E+00,5.10E-06,15,0.066666667,2.352182518,100,100,-2.020242268
8.77E-12,-22.11400081,1.63E-05,-9.575624791,2.39E-32,0.00018175,-7.48E+00,0.0021053,10,0.1,2,100,350,-2.231635731
0.00011837,-7.853516705,5.52E-05,-8.516121845,0.0010226,3.47E-05,-8.92E+00,2.82E-07,18,0.055555556,2.51054501,100,100,-3.118592516
0.0039631,-4.803929938,0.0018497,-5.465797407,0.034238,0.0011614,-5.87E+00,9.45E-06,5,0.2,1.397940009,100,100,-2.706416487
0.0037823,-4.844488055,0.0017654,-5.506313755,0.032676,0.0011085,-5.91E+00,9.02E-06,13,0.076923077,2.227886705,100,100,-1.896743767
0.011251,-3.897617751,0.0052515,-4.55943326,0.097203,0.0032974,-4.96E+00,2.68E-05,7,0.142857143,1.69019608,100,100,-1.960982678
0.00040725,-6.780277814,0.00019008,-7.442127153,0.0035183,0.00011935,-7.85E+00,9.71E-07,19,0.052631579,2.557507202,100,100,-2.535018908
0.084296,-2.148386066,0.039344,-2.810242977,0.72825,0.024704,-3.21E+00,0.00020098,2,0.5,0.602059991,100,100,-2.174521952
0.010187,-3.983907388,0.0047549,-4.645717225,0.088011,0.0029856,-5.05E+00,2.43E-05,4,0.25,1.204119983,100,100,-2.490206272
0.0028556,-5.088605253,0.0013328,-5.750470032,0.024671,0.00083688,-6.15E+00,6.81E-06,13,0.076923077,2.227886705,100,100,-2.018797722
0.033658,-2.945823388,0.01571,-3.60764763,0.29078,0.009864,-4.01E+00,8.02E-05,4,0.25,1.204119983,100,100,-1.97118483
0.0092774,-4.065147436,0.0043301,-4.727004148,0.08015,0.0027189,-5.13E+00,2.21E-05,6,0.166666667,1.556302501,100,100,-2.17866337
0.71911,-0.286409344,0.33564,-0.948252575,6.2126,0.21074,-1.35E+00,0.0017145,1,1,0,100,100,-1.845606462
0.00037184,-6.859287787,0.00017355,-7.521150764,0.0032124,0.00010897,-7.93E+00,8.87E-07,19,0.052631579,2.557507202,100,100,-2.574530994
0.024858,-3.209067633,0.011602,-3.870934278,0.21476,0.007285,-4.28E+00,5.93E-05,3,0.333333333,0.954242509,100,100,-2.352675722
0.0054254,-4.531136474,0.0025322,-5.193003991,0.046871,0.00159,-5.60E+00,1.29E-05,9,0.111111111,1.908485019,100,100,-2.059473554
0.0019078,-5.438934311,0.00089047,-6.100761415,0.016482,0.00055912,-6.50E+00,4.55E-06,14,0.071428571,2.292256071,100,100,-2.129590242
0.093085,-2.062240594,0.043446,-2.724100404,0.80418,0.02728,-3.13E+00,0.00022193,2,0.5,0.602059991,100,100,-2.1314496
0.004207,-4.752054976,0.0019636,-5.413893953,0.036346,0.0012329,-5.82E+00,1.00E-05,7,0.142857143,1.69019608,100,100,-2.388212986
0.052335,-2.562415543,0.024427,-3.224259735,0.45214,0.015338,-3.63E+00,0.00012478,2,0.5,0.602059991,100,100,-2.381533508
0.00013317,-7.751187201,6.22E-05,-8.412419231,0.0011505,3.90E-05,-8.82E+00,3.18E-07,6,0.166666667,1.556302501,100,100,-4.021819483
0.0057679,-4.477964555,0.0026921,-5.139817624,0.04983,0.0016903,-5.54E+00,1.38E-05,8,0.125,1.806179974,100,100,-2.135192371
0.0041073,-4.77288715,0.001917,-5.434755774,0.035484,0.0012037,-5.84E+00,9.79E-06,11,0.090909091,2.08278537,100,100,-2.006048213
8.15E-06,-10.17768478,3.81E-06,-10.83815005,7.04E-05,2.39E-06,-1.12E+01,1.94E-08,14,0.071428571,2.292256071,100,100,-4.498940738
0.0013743,-5.723836907,0.00064144,-6.385687922,0.011873,0.00040276,-6.79E+00,3.28E-06,10,0.1,2,100,100,-2.564314862
0.0010587,-5.950454174,0.00049413,-6.612317556,0.0091463,0.00031026,-7.02E+00,2.52E-06,20,0.05,2.602059991,100,100,-2.075560468
0.00071748,-6.288380401,0.00033488,-6.950221578,0.0061985,0.00021027,-7.35E+00,1.71E-06,14,0.071428571,2.292256071,100,100,-2.554317973
0.00075201,-6.247552769,0.00035099,-6.909410514,0.0064968,0.00022039,-7.31E+00,1.79E-06,17,0.058823529,2.460897843,100,100,-2.365270892
0.00021224,-7.346345526,9.91E-05,-8.007852691,0.0018336,6.22E-05,-8.41E+00,5.06E-07,16,0.0625,2.408239965,100,100,-2.967340954
0.018026,-3.488201267,0.0084133,-4.15006725,0.15573,0.0052827,-4.55E+00,4.30E-05,5,0.2,1.397940009,100,100,-2.048555621
0.0014942,-5.651182536,0.00069738,-6.313061024,0.012908,0.00043788,-6.72E+00,3.56E-06,20,0.05,2.602059991,100,100,-1.925951931
0.67117,-0.346334928,0.31326,-1.008190113,5.7984,0.1967,-1.41E+00,0.0016002,1,1,0,100,100,-1.875560989
0.028265,-3.09750202,0.013192,-3.759378715,0.24419,0.0082834,-4.16E+00,6.74E-05,4,0.25,1.204119983,100,100,-2.047018774
0.011086,-3.910450251,0.0051744,-4.572280004,0.095777,0.003249,-4.98E+00,2.64E-05,4,0.25,1.204119983,100,100,-2.453482013
0.59447,-0.451740114,0.27746,-1.113599236,5.1357,0.17422,-1.52E+00,0.0014173,1,1,0,100,100,-1.928265236
0.0024345,-5.227180442,0.0011363,-5.889013987,0.021032,0.00071346,-6.29E+00,5.80E-06,16,0.0625,2.408239965,100,100,-1.907735639
0.018078,-3.485699236,0.0084376,-4.147562134,0.15618,0.0052979,-4.55E+00,4.31E-05,4,0.25,1.204119983,100,100,-2.24112594
0.0020419,-5.379931062,0.00095304,-6.041777742,0.017641,0.00059841,-6.45E+00,4.87E-06,12,0.083333333,2.158362492,100,100,-2.233988912
0.0011985,-5.842723923,0.0005594,-6.504555076,0.010354,0.00035124,-6.91E+00,2.86E-06,12,0.083333333,2.158362492,100,100,-2.465377466
0.036355,-2.878871702,0.016968,-3.540738689,0.31408,0.010654,-3.94E+00,8.67E-05,2,0.5,0.602059991,100,100,-2.539763871
0.0031321,-5.008328761,0.0014619,-5.670164668,0.027059,0.00091791,-6.07E+00,7.47E-06,5,0.2,1.397940009,100,100,-2.808604883
0.0059926,-4.44476942,0.002797,-5.106615067,0.051771,0.0017562,-5.51E+00,1.43E-05,10,0.1,2,100,100,-1.924781621
0.007857,-4.209486494,0.0036672,-4.871330808,0.067878,0.0023026,-5.28E+00,1.87E-05,6,0.166666667,1.556302501,100,100,-2.250835908
0.0059926,-4.44476942,0.002797,-5.106615067,0.051771,0.0017562,-5.51E+00,1.43E-05,2,0.5,0.602059991,100,100,-3.322712499
0.0016478,-5.566191003,0.00076909,-6.228045671,0.014236,0.00048291,-6.63E+00,3.93E-06,17,0.058823529,2.460897843,100,100,-2.024591171
0.0043466,-4.723700649,0.0020287,-5.385564342,0.037551,0.0012738,-5.79E+00,1.04E-05,10,0.1,2,100,100,-2.064235861
0.0031634,-4.999691779,0.0014765,-5.661533097,0.02733,0.00092709,-6.07E+00,7.54E-06,7,0.142857143,1.69019608,100,100,-2.512041907
0.0029883,-5.04915161,0.0013948,-5.710976123,0.025817,0.00087576,-6.12E+00,7.12E-06,10,0.1,2,100,100,-2.226967278
0.036355,-2.878871702,0.016968,-3.540738689,0.31408,0.010654,-3.94E+00,8.67E-05,4,0.25,1.204119983,100,100,-1.93771893
0.0010535,-5.95473092,0.00049173,-6.61654659,0.0091018,0.00030876,-7.02E+00,2.51E-06,19,0.052631579,2.557507202,100,100,-2.122231405
4.89E-05,-8.621382282,2.28E-05,-9.284130306,0.00042262,1.43E-05,-9.69E+00,1.17E-07,14,0.071428571,2.292256071,100,100,-3.720652508
0.69354,-0.317856972,0.3237,-0.979714601,5.9917,0.20325,-1.38E+00,0.0016535,1,1,0,100,100,-1.861318446
0.0053752,-4.539210744,0.0025088,-5.201067918,0.046437,0.0015753,-5.61E+00,1.28E-05,11,0.090909091,2.08278537,100,100,-1.889208339
0.00019235,-7.431815619,8.98E-05,-8.093447327,0.0016618,5.64E-05,-8.50E+00,4.59E-07,18,0.055555556,2.51054501,100,100,-2.907735639
0.0060086,-4.442453413,0.0028044,-5.104320083,0.051909,0.0017609,-5.51E+00,1.43E-05,5,0.2,1.397940009,100,100,-2.525681732
0.0028373,-5.094189484,0.0013243,-5.756027242,0.024512,0.00083151,-6.16E+00,6.76E-06,14,0.071428571,2.292256071,100,100,-1.957227663
0.0051887,-4.569882877,0.0024217,-5.231759316,0.044826,0.0015206,-5.64E+00,1.24E-05,9,0.111111111,1.908485019,100,100,-2.078849572
9.86E-05,-8.01224617,4.60E-05,-8.674484337,0.0008522,2.89E-05,-9.08E+00,2.35E-07,18,0.055555556,2.51054501,100,100,-3.197773762
0.003015,-5.041425367,0.0014072,-5.703288347,0.026047,0.00088359,-6.11E+00,7.19E-06,16,0.0625,2.408239965,100,100,-1.814854642
0.0010425,-5.963847873,0.00048656,-6.625727194,0.0090061,0.00030551,-7.03E+00,2.49E-06,16,0.0625,2.408239965,100,100,-2.276093028
0.0013271,-5.754192702,0.0006194,-6.416057598,0.011465,0.00038892,-6.82E+00,3.16E-06,17,0.058823529,2.460897843,100,100,-2.118592516
0.030895,-3.020223601,0.01442,-3.682069479,0.26691,0.0090542,-4.09E+00,7.37E-05,3,0.333333333,0.954242509,100,100,-2.258257658
0.0024929,-5.206590285,0.0011635,-5.868467225,0.021537,0.00073058,-6.27E+00,5.94E-06,15,0.066666667,2.352182518,100,100,-1.953504836
0.0024432,-5.224081961,0.0011403,-5.885961751,0.021107,0.00071601,-6.29E+00,5.83E-06,15,0.066666667,2.352182518,100,100,-1.962254871
0.45704,-0.680091578,0.21332,-1.34193685,3.9484,0.13394,-1.75E+00,0.0010897,1,1,0,100,100,-2.042440598
0.0033958,-4.938115792,0.001585,-5.599941467,0.029337,0.00099518,-6.00E+00,8.10E-06,12,0.083333333,2.158362492,100,100,-2.013085017
0.0061016,-4.429112533,0.0028478,-5.090981029,0.052713,0.0017881,-5.50E+00,1.45E-05,11,0.090909091,2.08278537,100,100,-1.834162375
0.0054649,-4.524835561,0.0025507,-5.186681236,0.047212,0.0016015,-5.59E+00,1.30E-05,9,0.111111111,1.908485019,100,100,-2.05632745
1.17E-06,-11.86362828,0.00025008,-7.203842079,4.62E-12,0.00059644,-6.45E+00,0.00064135,7,0.142857143,1.69019608,100,242,-2.595713771
0.03236,-2.979982974,0.015104,-3.641816046,0.27957,0.0094835,-4.05E+00,7.72E-05,4,0.25,1.204119983,100,100,-1.988260439
0.13583,-1.734008599,0.063398,-2.395848885,1.1735,0.039807,-2.80E+00,0.00032385,1,1,0,100,100,-2.569392889
0.001108,-5.910920479,0.00051713,-6.572800534,0.0095719,0.0003247,-6.98E+00,2.64E-06,15,0.066666667,2.352182518,100,100,-2.305684427
0.047586,-2.645041599,0.02221,-3.306902883,0.4111,0.013946,-3.71E+00,0.00011345,3,0.333333333,0.954242509,100,100,-2.070673052
0.0017805,-5.498916044,0.00083104,-6.160756144,0.015382,0.0005218,-6.56E+00,4.25E-06,18,0.055555556,2.51054501,100,100,-1.941308317
0.65998,-0.36093845,0.30804,-1.022785771,5.7017,0.19342,-1.43E+00,0.0015735,1,1,0,100,100,-1.882861334
0.0044537,-4.702558081,0.0020787,-5.364416368,0.038476,0.0013052,-5.77E+00,1.06E-05,13,0.076923077,2.227886705,100,100,-1.825794773
0.0014321,-5.688053311,0.00066844,-6.349875139,0.012373,0.00041971,-6.75E+00,3.41E-06,17,0.058823529,2.460897843,100,100,-2.085508753
0.0023244,-5.267378266,0.0010849,-5.929220582,0.020081,0.0006812,-6.33E+00,5.54E-06,11,0.090909091,2.08278537,100,100,-2.253295759
0.0030338,-5.036026106,0.001416,-5.697873493,0.026209,0.00088908,-6.10E+00,7.23E-06,16,0.0625,2.408239965,100,100,-1.81216918
0.0038863,-4.820927355,0.0018139,-5.482773318,0.033575,0.0011389,-5.89E+00,9.27E-06,13,0.076923077,2.227886705,100,100,-1.884955605
0.0017441,-5.516857236,0.00081404,-6.178708509,0.015068,0.00051113,-6.58E+00,4.16E-06,19,0.052631579,2.557507202,100,100,-1.903298498
0.0094895,-4.04551334,0.0044291,-4.707369028,0.081982,0.002781,-5.11E+00,2.26E-05,9,0.111111111,1.908485019,100,100,-1.816673203
0.0067078,-4.34683979,0.0031308,-5.00868935,0.05795,0.0019658,-5.41E+00,1.60E-05,9,0.111111111,1.908485019,100,100,-1.967340954
0.00077904,-6.216880486,0.00036361,-6.878728363,0.0067303,0.00022831,-7.28E+00,1.86E-06,20,0.05,2.602059991,100,100,-2.208772658
0.0084376,-4.147562134,0.0039381,-4.80942652,0.072894,0.0024727,-5.21E+00,2.01E-05,5,0.2,1.397940009,100,100,-2.378231902
0.00030362,-7.035339248,0.00014171,-7.697199004,0.0026231,8.90E-05,-8.10E+00,7.24E-07,20,0.05,2.602059991,100,100,-2.618000978
0.0045482,-4.684320892,0.0021228,-5.346181842,0.039293,0.0013329,-5.75E+00,1.08E-05,13,0.076923077,2.227886705,100,100,-1.816673203
0.087181,-2.119156308,0.040691,-2.781003274,0.75318,0.02555,-3.19E+00,0.00020786,3,0.333333333,0.954242509,100,100,-1.807711387
0.0077534,-4.22101562,0.0036188,-4.882870837,0.066983,0.0022722,-5.29E+00,1.85E-05,9,0.111111111,1.908485019,100,100,-1.904412253
0.011056,-3.91280394,0.0051601,-4.574683764,0.095513,0.00324,-4.98E+00,2.64E-05,7,0.142857143,1.69019608,100,100,-1.968591536
0.0043715,-4.718739035,0.0020403,-5.380611941,0.037766,0.0012811,-5.78E+00,1.04E-05,11,0.090909091,2.08278537,100,100,-1.978976178
0.046842,-2.658729141,0.021863,-3.32058049,0.40468,0.013728,-3.72E+00,0.00011168,4,0.25,1.204119983,100,100,-1.827630623
0.00103,-5.974325551,0.00048073,-6.63619755,0.0088982,0.00030185,-7.04E+00,2.46E-06,16,0.0625,2.408239965,100,100,-2.281323964
0.0028935,-5.077153027,0.0013505,-5.739010823,0.024997,0.00084797,-6.14E+00,6.90E-06,13,0.076923077,2.227886705,100,100,-2.013085017
0.14902,-1.653510882,0.069552,-2.315380754,1.2874,0.043671,-2.72E+00,0.00035528,2,0.5,0.602059991,100,100,-1.927088684
0.00034338,-6.928450007,0.00016027,-7.590295526,0.0029665,0.00010063,-7.99E+00,8.19E-07,11,0.090909091,2.08278537,100,100,-3.083835678
0.01272,-3.791025777,0.0059371,-4.452851272,0.10989,0.0037278,-4.86E+00,3.03E-05,5,0.2,1.397940009,100,100,-2.199956876
0.0019176,-5.434483958,0.00089503,-6.096324815,0.016567,0.00056199,-6.50E+00,4.57E-06,10,0.1,2,100,100,-2.419622512
0.02326,-3.266780579,0.010856,-3.928660331,0.20095,0.0068167,-4.33E+00,5.55E-05,3,0.333333333,0.954242509,100,100,-2.381533508
0.0063526,-4.394096979,0.002965,-5.055950605,0.054882,0.0018617,-5.46E+00,1.51E-05,9,0.111111111,1.908485019,100,100,-1.990931724
0.0014131,-5.699654207,0.00065956,-6.361491381,0.012208,0.00041414,-6.77E+00,3.37E-06,11,0.090909091,2.08278537,100,100,-2.46942894
0.00065226,-6.371158508,0.00030443,-7.033025105,0.005635,0.00019115,-7.44E+00,1.56E-06,14,0.071428571,2.292256071,100,100,-2.595713771
0.0043946,-4.714161297,0.0020511,-5.376026331,0.037966,0.0012879,-5.78E+00,1.05E-05,2,0.5,0.602059991,100,100,-3.457411073
0.0063601,-4.393072112,0.0029685,-5.054925893,0.054947,0.0018639,-5.46E+00,1.52E-05,10,0.1,2,100,100,-1.898940645
0.0027486,-5.121776916,0.0012829,-5.78361439,0.023746,0.00080551,-6.19E+00,6.55E-06,15,0.066666667,2.352182518,100,100,-1.911084653
0.0010617,-5.947996365,0.00049552,-6.609877624,0.0091719,0.00031113,-7.01E+00,2.53E-06,17,0.058823529,2.460897843,100,100,-2.215503956
0.0029678,-5.055130739,0.0013852,-5.716975034,0.025639,0.00086974,-6.12E+00,7.08E-06,14,0.071428571,2.292256071,100,100,-1.93771893
0.070846,-2.29936933,0.033067,-2.961210409,0.61205,0.020762,-3.37E+00,0.00016891,3,0.333333333,0.954242509,100,100,-1.897840817
0.015714,-3.607426502,0.0073343,-4.26928266,0.13576,0.0046052,-4.67E+00,3.75E-05,6,0.166666667,1.556302501,100,100,-1.94981365
0.081677,-2.175800445,0.038122,-2.837648646,0.70562,0.023936,-3.24E+00,0.00019473,3,0.333333333,0.954242509,100,100,-1.836034017
0.0024661,-5.215978634,0.001151,-5.877849353,0.021305,0.00072272,-6.28E+00,5.88E-06,18,0.055555556,2.51054501,100,100,-1.799833754
0.0022847,-5.282341637,0.0010663,-5.944241182,0.019738,0.00066955,-6.35E+00,5.45E-06,16,0.0625,2.408239965,100,100,-1.935317434
0.0075107,-4.248639169,0.0035055,-4.910500057,0.064887,0.0022011,-5.31E+00,1.79E-05,10,0.1,2,100,100,-1.826697158
0.095882,-2.036525831,0.044752,-2.698375102,0.82834,0.028099,-3.10E+00,0.0002286,1,1,0,100,100,-2.720652508
0.14862,-1.655845486,0.069365,-2.317719219,1.2839,0.043554,-2.72E+00,0.00035433,2,0.5,0.602059991,100,100,-1.928265236
0.020774,-3.364959745,0.0096962,-4.02679687,0.17947,0.0060882,-4.43E+00,4.95E-05,2,0.5,0.602059991,100,100,-2.782805682
0.0015803,-5.60252092,0.0007376,-6.264358184,0.013653,0.00046313,-6.67E+00,3.77E-06,19,0.052631579,2.557507202,100,100,-1.946153573
0.0078126,-4.214408821,0.0036464,-4.876271384,0.067494,0.0022896,-5.28E+00,1.86E-05,3,0.333333333,0.954242509,100,100,-2.855363532
0.00041471,-6.764510985,0.00019356,-7.426368773,0.0035828,0.00012154,-7.83E+00,9.89E-07,17,0.058823529,2.460897843,100,100,-2.623751625
0.069958,-2.31032523,0.032652,-2.972180424,0.60438,0.020502,-3.38E+00,0.00016679,3,0.333333333,0.954242509,100,100,-1.903298498
0.00077435,-6.222125395,0.00036142,-6.883975637,0.0066898,0.00022693,-7.29E+00,1.85E-06,18,0.055555556,2.51054501,100,100,-2.302910212
0.0019088,-5.438479147,0.00089089,-6.100351832,0.01649,0.00055938,-6.50E+00,4.55E-06,18,0.055555556,2.51054501,100,100,-1.911084653
0.030185,-3.04041764,0.014088,-3.702301314,0.26077,0.0088461,-4.11E+00,7.20E-05,3,0.333333333,0.954242509,100,100,-2.268354837
0.0011985,-5.842723923,0.0005594,-6.504555076,0.010354,0.00035124,-6.91E+00,2.86E-06,8,0.125,1.806179974,100,100,-2.817556814
0.0031763,-4.996156971,0.0014825,-5.658010596,0.027441,0.00093086,-6.06E+00,7.57E-06,9,0.111111111,1.908485019,100,100,-2.291978733
0.00090131,-6.090251621,0.00042068,-6.75209627,0.0077866,0.00026414,-7.16E+00,2.15E-06,17,0.058823529,2.460897843,100,100,-2.286618674
0.0011863,-5.851610939,0.00055371,-6.513435266,0.010249,0.00034767,-6.92E+00,2.83E-06,19,0.052631579,2.557507202,100,100,-2.070673052
0.0057805,-4.476069189,0.002698,-5.137916109,0.049939,0.0016941,-5.54E+00,1.38E-05,9,0.111111111,1.908485019,100,100,-2.03193754
0.0022372,-5.300590379,0.0010442,-5.962432622,0.019328,0.00065565,-6.37E+00,5.33E-06,10,0.1,2,100,100,-2.352675722
0.00026414,-7.156331653,0.00012328,-7.818214749,0.0022819,7.74E-05,-8.22E+00,6.30E-07,11,0.090909091,2.08278537,100,100,-3.197773762
0.165,-1.565032112,0.07701,-2.226905753,1.4254,0.048354,-2.63E+00,0.00039338,2,0.5,0.602059991,100,100,-1.882861334
0.0039152,-4.814492096,0.0018274,-5.476332759,0.033824,0.0011474,-5.88E+00,9.33E-06,10,0.1,2,100,100,-2.109640469
0.0029715,-5.054048531,0.0013869,-5.715909704,0.025672,0.00087085,-6.12E+00,7.08E-06,11,0.090909091,2.08278537,100,100,-2.146624283
0.0010627,-5.947178639,0.000496,-6.609036647,0.0091808,0.00031143,-7.01E+00,2.53E-06,20,0.05,2.602059991,100,100,-2.073925211
0.011364,-3.88893755,0.0053039,-4.550809345,0.098174,0.0033303,-4.96E+00,2.71E-05,3,0.333333333,0.954242509,100,100,-2.692632344
0.0036755,-4.869367146,0.0017155,-5.531218555,0.031753,0.0010771,-5.94E+00,8.76E-06,10,0.1,2,100,100,-2.137075922
0.072311,-2.281591265,0.03375,-2.943452446,0.62471,0.021192,-3.35E+00,0.0001724,2,0.5,0.602059991,100,100,-2.24112594
0.00053684,-6.540310265,0.00025056,-7.202176519,0.0046378,0.00015733,-7.61E+00,1.28E-06,16,0.0625,2.408239965,100,100,-2.564314862
0.0079741,-4.196636645,0.0037218,-4.858493937,0.06889,0.0023369,-5.26E+00,1.90E-05,10,0.1,2,100,100,-1.800711172
0.00061799,-6.418037105,0.00028844,-7.079889026,0.0053389,0.00018111,-7.48E+00,1.47E-06,16,0.0625,2.408239965,100,100,-2.50316718
0.00077024,-6.226747863,0.0003595,-6.888602211,0.0066543,0.00022573,-7.29E+00,1.84E-06,19,0.052631579,2.557507202,100,100,-2.258257658
0.039551,-2.805685063,0.01846,-3.467536607,0.34169,0.011591,-3.87E+00,9.43E-05,4,0.25,1.204119983,100,100,-1.901114106
0.00057547,-6.479954624,0.00026859,-7.141820322,0.0049716,0.00016865,-7.55E+00,1.37E-06,19,0.052631579,2.557507202,100,100,-2.384860406
0.0014676,-5.666784594,0.00068497,-6.328656898,0.012679,0.00043009,-6.73E+00,3.50E-06,14,0.071428571,2.292256071,100,100,-2.243531253
0.00054148,-6.53283516,0.00025273,-7.194686405,0.004678,0.00015869,-7.60E+00,1.29E-06,11,0.090909091,2.08278537,100,100,-2.886023242
0.0021181,-5.34810708,0.0009886,-6.009958788,0.018299,0.00062073,-6.41E+00,5.05E-06,13,0.076923077,2.227886705,100,100,-2.148558185
0.00081008,-6.18294418,0.0003781,-6.844786645,0.0069984,0.0002374,-7.25E+00,1.93E-06,19,0.052631579,2.557507202,100,100,-2.236354913
0.14143,-1.698916917,0.066009,-2.360793693,1.2218,0.041446,-2.77E+00,0.00033718,2,0.5,0.602059991,100,100,-1.94981365
0.00088472,-6.10638831,0.00041293,-6.768247128,0.0076433,0.00025928,-7.17E+00,2.11E-06,17,0.058823529,2.460897843,100,100,-2.294683775
0.0015141,-5.639690881,0.0007067,-6.301529817,0.013081,0.00044374,-6.71E+00,3.61E-06,20,0.05,2.602059991,100,100,-1.9201678
0.0042281,-4.747709499,0.0019734,-5.409569752,0.036528,0.0012391,-5.81E+00,1.01E-05,12,0.083333333,2.158362492,100,100,-1.917897116
0.0076705,-4.230352651,0.0035801,-4.892209685,0.066267,0.0022479,-5.30E+00,1.83E-05,5,0.2,1.397940009,100,100,-2.419622512
0.0022133,-5.309919432,0.001033,-5.971799357,0.019121,0.00064865,-6.38E+00,5.28E-06,19,0.052631579,2.557507202,100,100,-1.799833754
0.0049125,-4.617394873,0.0022928,-5.279267654,0.04244,0.0014397,-5.68E+00,1.17E-05,9,0.111111111,1.908485019,100,100,-2.102609361
0.0039311,-4.810971817,0.0018348,-5.472822537,0.033962,0.0011521,-5.88E+00,9.37E-06,10,0.1,2,100,100,-2.107871991
0.00067285,-6.344163487,0.00031405,-7.006002405,0.0058129,0.00019719,-7.41E+00,1.60E-06,19,0.052631579,2.557507202,100,100,-2.316961972
0.0044064,-4.711832163,0.0020566,-5.373700337,0.038068,0.0012913,-5.78E+00,1.05E-05,13,0.076923077,2.227886705,100,100,-1.830413727
0.0075407,-4.245176674,0.0035195,-4.907038061,0.065146,0.0022099,-5.31E+00,1.80E-05,8,0.125,1.806179974,100,100,-2.018797722
0.0042028,-4.752922553,0.0019616,-5.414779094,0.036309,0.0012317,-5.82E+00,1.00E-05,10,0.1,2,100,100,-2.078849572
0.0061684,-4.419654943,0.002879,-5.08151667,0.05329,0.0018077,-5.49E+00,1.47E-05,10,0.1,2,100,100,-1.912218582
0.015132,-3.640207335,0.0070628,-4.302046183,0.13073,0.0044347,-4.71E+00,3.61E-05,7,0.142857143,1.69019608,100,100,-1.832298765
0.0021465,-5.336538214,0.0010018,-5.998437945,0.018544,0.00062905,-6.40E+00,5.12E-06,13,0.076923077,2.227886705,100,100,-2.142782124
0.0034514,-4.92400941,0.0016109,-5.585862837,0.029817,0.0010115,-5.99E+00,8.23E-06,13,0.076923077,2.227886705,100,100,-1.936516522
0.0023379,-5.262348138,0.0010912,-5.924191285,0.020197,0.00068514,-6.33E+00,5.57E-06,18,0.055555556,2.51054501,100,100,-1.823041019
0.0050493,-4.593537651,0.0023567,-5.255391396,0.043622,0.0014798,-5.66E+00,1.20E-05,12,0.083333333,2.158362492,100,100,-1.840793866
0.00010624,-7.947423876,4.96E-05,-8.609036647,0.00091783,3.11E-05,-9.01E+00,2.53E-07,19,0.052631579,2.557507202,100,100,-3.118592516
0.0025406,-5.190127412,0.0011858,-5.851977108,0.021949,0.00074456,-6.26E+00,6.06E-06,16,0.0625,2.408239965,100,100,-1.889208339
0.00074308,-6.257928855,0.00034683,-6.919766688,0.0064196,0.00021777,-7.32E+00,1.77E-06,20,0.05,2.602059991,100,100,-2.229295232
0.0016157,-5.58327855,0.00075413,-6.245107564,0.013959,0.00047351,-6.65E+00,3.85E-06,19,0.052631579,2.557507202,100,100,-1.936516522
0.00019857,-7.404172728,9.27E-05,-8.065840532,0.0017155,5.82E-05,-8.47E+00,4.73E-07,13,0.076923077,2.227886705,100,100,-3.176584463
0.057529,-2.48022635,0.026851,-3.142079071,0.497,0.01686,-3.55E+00,0.00013716,3,0.333333333,0.954242509,100,100,-1.988260439
0.0014819,-5.658362204,0.00069166,-6.320214679,0.012803,0.00043429,-6.72E+00,3.53E-06,17,0.058823529,2.460897843,100,100,-2.070673052
0.026867,-3.141561649,0.01254,-3.803404927,0.23211,0.0078737,-4.21E+00,6.41E-05,4,0.25,1.204119983,100,100,-2.06905606
