Receptor_measurement1,,Receptor_measurement2,,Receptor_measurement4,,Receptor_measurement5,,wind speed log,Wind_speed,,Source_Location_X,,Source_Location_Y,
0.015883,-1.799067464,0.004969,-2.303731003,0.0026614,-2.57E+00,9.21E-06,-5.04E+00,8.45E-01,7,1.84509804,70,1.84509804,70,-1.969886247
6.21E-06,-5.2069084,0.00015222,-3.817528282,0.00019583,-3.71E+00,1.96E-05,-4.71E+00,1.28E+00,19,2.255272505,180,2.255272505,180,-2.398439735
0.0012671,-2.897189109,0.00059139,-3.228126023,0.00037133,-3.43E+00,3.02E-06,-5.52E+00,1.11E+00,13,2,100,2,100,-2.371703048
2.27E-21,-20.64397414,6.36E-06,-5.196542884,9.47E-05,-4.02E+00,0.00063487,-3.20E+00,1.00E+00,10,2.477121255,300,2.477121255,300,-2.817556814
1.5032,0.177016767,0.097962,-1.008942357,0.032925,-1.48E+00,1.19E-09,-8.92E+00,0.00E+00,1,2.587710965,387,1.716003344,52,-2.623751625
0.0025444,-2.594414613,0.000796,-3.099086932,0.00042634,-3.37E+00,1.48E-06,-5.83E+00,1.30E+00,20,1.84509804,70,1.84509804,70,-1.853375911
3.27E-06,-5.485452247,8.01E-05,-4.096367484,0.00010305,-3.99E+00,1.03E-05,-4.99E+00,8.45E-01,7,2.255272505,180,2.255272505,180,-3.544561249
0.072977,-1.136813994,0.034061,-1.467742606,0.021387,-1.67E+00,0.00017399,-3.76E+00,4.77E-01,3,2,100,2,100,-1.884955605
2.96E-21,-20.52870829,8.30E-06,-5.080921908,0.00012357,-3.91E+00,0.0008287,-3.08E+00,1.26E+00,18,2.477121255,300,2.477121255,300,-2.191309744
3.47E-07,-6.459670525,0.00024091,-3.618145172,0.00034254,-3.47E+00,1.49E-05,-4.83E+00,1.00E+00,10,2.434568904,272,2.255272505,180,-2.774535641
0.021005,-1.677677314,0.0065714,-2.182342097,0.0035197,-2.45E+00,1.22E-05,-4.91E+00,8.45E-01,7,1.84509804,70,1.84509804,70,-1.848507572
0.00033045,-3.480894244,0.0080955,-2.091756323,0.010415,-1.98E+00,0.0010411,-2.98E+00,6.02E-01,4,2.255272505,180,2.255272505,180,-2.026050537
0.0078126,-2.107204411,0.0036464,-2.438135692,0.0022896,-2.64E+00,1.86E-05,-4.73E+00,4.77E-01,3,2,100,2,100,-2.855363532
8.94E-21,-20.04866248,2.50E-05,-4.602059991,0.00037275,-3.43E+00,0.0024998,-2.60E+00,1.00E+00,10,2.477121255,300,2.477121255,300,-2.222341229
1.02E-05,-4.991399828,1.52E-05,-4.818156412,1.36E-05,-4.87E+00,9.19E-07,-6.04E+00,1.30E+00,20,1.826074803,67,2.170261715,148,-3.457411073
0.0028192,-2.549874113,0.00088199,-3.054536339,0.0004724,-3.33E+00,1.63E-06,-5.79E+00,1.28E+00,19,1.84509804,70,1.84509804,70,-1.853375911
6.66E-05,-4.176525771,0.0016311,-2.787519412,0.0020984,-2.68E+00,0.00020976,-3.68E+00,1.00E+00,10,2.255272505,180,2.255272505,180,-1.925951931
0.001629,-2.788078916,0.00076032,-3.119003585,0.0004774,-3.32E+00,3.88E-06,-5.41E+00,1.28E+00,19,2,100,2,100,-1.93296636
9.20E-21,-20.03621217,2.58E-05,-4.588380294,0.00038349,-3.42E+00,0.0025718,-2.59E+00,7.78E-01,6,2.477121255,300,2.477121255,300,-2.653705718
1.55E-24,-23.8096683,4.14E-07,-6.382999659,2.81E-05,-4.55E+00,0.0010557,-2.98E+00,9.03E-01,8,2.372912003,236,2.587710965,387,-2.799833754
0.58947,-0.229538293,0.18441,-0.734215532,0.098772,-1.01E+00,0.00034177,-3.47E+00,0.00E+00,1,1.84509804,70,1.84509804,70,-2.090567003
0.00010725,-3.969602699,0.0026275,-2.580457275,0.0033803,-2.47E+00,0.00033789,-3.47E+00,9.54E-01,9,2.255272505,180,2.255272505,180,-1.810397407
0.0035157,-2.453988191,0.0016409,-2.784917885,0.0010303,-2.99E+00,8.38E-06,-5.08E+00,1.00E+00,10,2,100,2,100,-2.156381077
4.04E-21,-20.39361863,1.13E-05,-4.946921557,0.00016861,-3.77E+00,0.0011308,-2.95E+00,1.26E+00,18,2.477121255,300,2.477121255,300,-2.05632745
0.0068588,-2.163751861,0.0051538,-2.287872439,0.0038728,-2.41E+00,0.00012749,-3.89E+00,8.45E-01,7,1.716003344,52,2.093421685,124,-1.895649481
0.021427,-1.66903863,0.0067033,-2.173711344,0.0035903,-2.44E+00,1.24E-05,-4.91E+00,7.78E-01,6,1.84509804,70,1.84509804,70,-1.973752819
2.25E-05,-4.647817482,0.00055225,-3.257864275,0.00071047,-3.15E+00,7.10E-05,-4.15E+00,1.11E+00,13,2.255272505,180,2.255272505,180,-2.168392545
0.061613,-1.210327644,0.028757,-1.541256423,0.018056,-1.74E+00,0.0001469,-3.83E+00,4.77E-01,3,2,100,2,100,-1.958488887
7.59E-22,-21.11975822,2.13E-06,-5.671620397,3.17E-05,-4.50E+00,0.00021228,-3.67E+00,9.54E-01,9,2.477121255,300,2.477121255,300,-3.384860406
0.0070093,-2.154325352,0.001456,-2.836838625,0.00059256,-3.23E+00,4.07E-08,-7.39E+00,1.15E+00,14,2.255272505,180,1.531478917,34,-1.927088684
0.54341,-0.264872374,0.17,-0.769551079,0.091055,-1.04E+00,0.00031507,-3.50E+00,0.00E+00,1,1.84509804,70,1.84509804,70,-2.125895237
5.30E-06,-5.27572413,0.00012987,-3.886491159,0.00016707,-3.78E+00,1.67E-05,-4.78E+00,1.18E+00,15,2.255272505,180,2.255272505,180,-2.672722823
0.00068566,-3.163891186,0.00032002,-3.494822879,0.00020094,-3.70E+00,1.63E-06,-5.79E+00,1.23E+00,17,2,100,2,100,-2.405386491
1.70E-19,-18.76955108,0.00047679,-3.321672862,0.0071001,-2.15E+00,0.047615,-1.32E+00,0.00E+00,1,2.477121255,300,2.477121255,300,-2.94248604
6.31E-14,-13.19997064,4.84E-05,-4.315154638,0.00094447,-3.02E+00,0.016665,-1.78E+00,6.99E-01,5,2.170261715,148,2.562292864,365,-1.975063032
0.00029849,-3.525070214,9.34E-05,-4.029653124,5.00E-05,-4.30E+00,1.73E-07,-6.76E+00,1.26E+00,18,1.84509804,70,1.84509804,70,-2.875560989
2.07E-05,-4.684029655,0.00050746,-3.294598185,0.00065285,-3.19E+00,6.53E-05,-4.19E+00,1.26E+00,18,2.255272505,180,2.255272505,180,-1.92245042
0.0029401,-2.531637898,0.0013723,-2.862550937,0.00086164,-3.06E+00,7.01E-06,-5.15E+00,1.20E+00,16,2,100,2,100,-1.825794773
8.87E-22,-21.05207638,2.48E-06,-5.605548319,3.70E-05,-4.43E+00,0.000248,-3.61E+00,1.20E+00,16,2.477121255,300,2.477121255,300,-2.817556814
0.0015712,-2.80376853,0.016383,-1.785606569,0.0090805,-2.04E+00,1.01E-07,-7.00E+00,7.78E-01,6,2.587710965,387,2.025305865,106,-1.849458459
0.0069078,-2.160660245,0.0021611,-2.665325137,0.0011575,-2.94E+00,4.01E-06,-5.40E+00,6.99E-01,5,1.84509804,70,1.84509804,70,-2.623751625
9.39E-06,-5.027334408,0.00022999,-3.638291047,0.00029588,-3.53E+00,2.96E-05,-4.53E+00,1.20E+00,16,2.255272505,180,2.255272505,180,-2.368475062
0.0061808,-2.208955309,0.0028848,-2.539884291,0.0018114,-2.74E+00,1.47E-05,-4.83E+00,1.04E+00,11,2,100,2,100,-1.828566099
3.13E-21,-20.50445566,8.75E-06,-5.057991947,0.00013035,-3.88E+00,0.00087414,-3.06E+00,1.23E+00,17,2.477121255,300,2.477121255,300,-2.217771108
6.97E-11,-10.15676722,6.53E-05,-4.185086819,0.00056603,-3.25E+00,0.0046465,-2.33E+00,8.45E-01,7,2.093421685,124,2.514547753,327,-2.199956876
0.21184,-0.673992032,0.066273,-1.17866337,0.035496,-1.45E+00,0.00012282,-3.91E+00,3.01E-01,2,1.84509804,70,1.84509804,70,-1.93296636
7.18E-06,-5.143875556,0.00017578,-3.75503054,0.00022615,-3.65E+00,2.26E-05,-4.65E+00,1.15E+00,14,2.255272505,180,2.255272505,180,-2.601174933
0.0005976,-3.223589411,0.00027892,-3.554520343,0.00017513,-3.76E+00,1.42E-06,-5.85E+00,1.28E+00,19,2,100,2,100,-2.368475062
8.63E-20,-19.0639892,0.0002417,-3.61672335,0.0035993,-2.44E+00,0.024138,-1.62E+00,3.01E-01,2,2.477121255,300,2.477121255,300,-2.635486526
6.78E-05,-4.168770306,0.00019381,-3.712623818,0.00021379,-3.67E+00,3.95E-05,-4.40E+00,1.20E+00,16,1.531478917,34,2.240549248,174,-2.426919429
0.010873,-1.963650612,0.0034017,-2.46830399,0.001822,-2.74E+00,6.30E-06,-5.20E+00,7.78E-01,6,1.84509804,70,1.84509804,70,-2.268354837
6.13E-05,-4.212539525,0.0015022,-2.823272242,0.0019326,-2.71E+00,0.00019318,-3.71E+00,7.78E-01,6,2.255272505,180,2.255272505,180,-2.405386491
0.0030899,-2.510055576,0.0014422,-2.840974509,0.00090554,-3.04E+00,7.37E-06,-5.13E+00,1.20E+00,16,2,100,2,100,-1.80421101
3.57E-20,-19.44733178,0.00010001,-3.999956573,0.0014892,-2.83E+00,0.0099874,-2.00E+00,8.45E-01,7,2.477121255,300,2.477121255,300,-1.930590929
0.00011968,-3.921978419,0.0010784,-2.967220121,0.00065135,-3.19E+00,3.26E-08,-7.49E+00,1.15E+00,14,2.562292864,365,2.049218023,112,-2.255769622
0.017951,-1.745911353,0.0056159,-2.250580634,0.0030079,-2.52E+00,1.04E-05,-4.98E+00,8.45E-01,7,1.84509804,70,1.84509804,70,-1.916748283
0.0001324,-3.878112015,0.0032437,-2.488959319,0.004173,-2.38E+00,0.00041713,-3.38E+00,6.02E-01,4,2.255272505,180,2.255272505,180,-2.423255646
0.0017961,-2.745669487,0.00083832,-3.076590173,0.00052638,-3.28E+00,4.28E-06,-5.37E+00,1.04E+00,11,2,100,2,100,-2.365270892
2.10E-20,-19.67778071,5.89E-05,-4.229884705,0.00087655,-3.06E+00,0.0058784,-2.23E+00,9.54E-01,9,2.477121255,300,2.477121255,300,-1.94248604
0.023747,-1.624391248,0.0063846,-2.194866306,0.0031593,-2.50E+00,4.10E-06,-5.39E+00,8.45E-01,7,2.025305865,106,1.77815125,60,-1.880744111
0.038137,-1.418653473,0.011931,-1.923323154,0.0063903,-2.19E+00,2.21E-05,-4.66E+00,6.02E-01,4,1.84509804,70,1.84509804,70,-2.075560468
4.02E-05,-4.395773947,0.00098579,-3.006215592,0.0012682,-2.90E+00,0.00012677,-3.90E+00,1.11E+00,13,2.255272505,180,2.255272505,180,-1.916748283
0.002615,-2.582528307,0.0012205,-2.913462216,0.00076635,-3.12E+00,6.23E-06,-5.21E+00,1.04E+00,11,2,100,2,100,-2.202144101
5.56E-19,-18.25492521,0.0015562,-2.807934589,0.023174,-1.63E+00,0.15541,-8.09E-01,3.01E-01,2,2.477121255,300,2.477121255,300,-1.826697158
2.60E-06,-5.585026652,0.0022243,-2.652806638,0.002383,-2.62E+00,1.08E-05,-4.97E+00,1.04E+00,11,2.514547753,327,2.193124598,156,-1.911084653
0.0054908,-2.260364375,0.0017178,-2.765027402,0.00092005,-3.04E+00,3.18E-06,-5.50E+00,1.11E+00,13,1.84509804,70,1.84509804,70,-1.89350313
0.0002339,-3.630969778,0.0057302,-2.24183022,0.0073718,-2.13E+00,0.00073689,-3.13E+00,7.78E-01,6,2.255272505,180,2.255272505,180,-1.823937695
0.0017867,-2.747948363,0.00083391,-3.078880818,0.00052361,-3.28E+00,4.26E-06,-5.37E+00,1.08E+00,12,2,100,2,100,-2.291978733
7.57E-20,-19.12090412,0.0002119,-3.673869043,0.0031556,-2.50E+00,0.021162,-1.67E+00,4.77E-01,3,2.477121255,300,2.477121255,300,-2.34044507
0.00020621,-3.685690278,0.00028668,-3.542602604,0.00022136,-3.65E+00,2.68E-06,-5.57E+00,7.78E-01,6,2.240549248,174,2.113943352,130,-3.352675722
0.001528,-2.815876646,0.00047802,-3.320553932,0.00025603,-3.59E+00,8.86E-07,-6.05E+00,1.26E+00,18,1.84509804,70,1.84509804,70,-2.166368483
9.34E-06,-5.029653124,0.00022872,-3.640695858,0.00029425,-3.53E+00,2.94E-05,-4.53E+00,1.18E+00,15,2.255272505,180,2.255272505,180,-2.426919429
0.017046,-1.768377516,0.0079559,-2.099310684,0.0049954,-2.30E+00,4.06E-05,-4.39E+00,7.78E-01,6,2,100,2,100,-1.914459694
1.87E-19,-18.72815839,0.0005224,-3.281996832,0.0077794,-2.11E+00,0.052171,-1.28E+00,4.77E-01,3,2.477121255,300,2.477121255,300,-1.948577334
3.46E-06,-5.460923901,0.00043529,-3.36122131,0.00090787,-3.04E+00,0.00066315,-3.18E+00,1.11E+00,13,2.049218023,112,2.359835482,229,-1.921325727
0.015862,-1.799642054,0.0049625,-2.30429948,0.0026579,-2.58E+00,9.20E-06,-5.04E+00,7.78E-01,6,1.84509804,70,1.84509804,70,-2.104356495
0.00020077,-3.697301181,0.0049185,-2.308167324,0.0063276,-2.20E+00,0.00063251,-3.20E+00,7.78E-01,6,2.255272505,180,2.255272505,180,-1.890286495
0.0090011,-2.045704413,0.0042012,-2.376626643,0.0026379,-2.58E+00,2.15E-05,-4.67E+00,8.45E-01,7,2,100,2,100,-2.057897653
1.85E-20,-19.73282827,5.19E-05,-4.284832642,0.00077312,-3.11E+00,0.0051848,-2.29E+00,6.99E-01,5,2.477121255,300,2.477121255,300,-2.507574887
0.0023118,-2.636049741,0.0026545,-2.57601727,0.0022402,-2.65E+00,0.00012062,-3.92E+00,9.03E-01,8,1.77815125,60,2.146128036,140,-2.03193754
0.14737,-0.831590916,0.046103,-1.336270813,0.024693,-1.61E+00,8.54E-05,-4.07E+00,0.00E+00,1,1.84509804,70,1.84509804,70,-2.692632344
2.15E-05,-4.66756154,0.00052553,-3.279402487,0.00067609,-3.17E+00,6.76E-05,-4.17E+00,1.30E+00,20,2.255272505,180,2.255272505,180,-1.815762971
0.0055635,-2.254651908,0.0025967,-2.585578222,0.0016305,-2.79E+00,1.33E-05,-4.88E+00,9.54E-01,9,2,100,2,100,-2.048555621
4.65E-21,-20.33254705,1.30E-05,-4.886056648,0.00019396,-3.71E+00,0.0013008,-2.89E+00,1.04E+00,11,2.477121255,300,2.477121255,300,-2.423255646
6.32E-05,-4.199282922,0.00036125,-3.442192144,0.00038077,-3.42E+00,2.30E-05,-4.64E+00,1.18E+00,15,2.193124598,156,2.212187604,163,-2.314115013
0.054111,-1.26671444,0.016928,-1.77139435,0.0090669,-2.04E+00,3.14E-05,-4.50E+00,6.02E-01,4,1.84509804,70,1.84509804,70,-1.923614456
7.71E-05,-4.112945622,0.0018876,-2.724090031,0.0024284,-2.61E+00,0.00024274,-3.61E+00,9.03E-01,8,2.255272505,180,2.255272505,180,-2.05632745
0.00044843,-3.348305341,0.0002093,-3.679230772,0.00013142,-3.88E+00,1.07E-06,-5.97E+00,1.15E+00,14,2,100,2,100,-2.758453519
1.99E-20,-19.70114692,5.56E-05,-4.254925208,0.00082834,-3.08E+00,0.0055551,-2.26E+00,6.99E-01,5,2.477121255,300,2.477121255,300,-2.477620981
0.0001521,-3.817870786,0.023871,-1.622129387,0.048983,-1.31E+00,0.030502,-1.52E+00,3.01E-01,2,2.113943352,130,2.352182518,225,-1.835112042
0.0050046,-2.300630628,0.0015657,-2.805291448,0.00083858,-3.08E+00,2.90E-06,-5.54E+00,1.15E+00,14,1.84509804,70,1.84509804,70,-1.869408948
0.00023093,-3.636519644,0.0056575,-2.247375437,0.0072783,-2.14E+00,0.00072755,-3.14E+00,7.78E-01,6,2.255272505,180,2.255272505,180,-1.829503594
0.0085425,-2.068415013,0.0039871,-2.399342872,0.0025035,-2.60E+00,2.04E-05,-4.69E+00,9.54E-01,9,2,100,2,100,-1.862329463
4.94E-21,-20.30627305,1.38E-05,-4.860120914,0.00020599,-3.69E+00,0.0013814,-2.86E+00,1.18E+00,15,2.477121255,300,2.477121255,300,-2.12773881
0.010346,-1.985227526,0.0017941,-2.746153354,0.00072655,-3.14E+00,2.42E-08,-7.62E+00,1.18E+00,15,2.359835482,229,1.653212514,45,-1.843662899
0.0019518,-2.709564686,0.00061062,-3.214228975,0.00032705,-3.49E+00,1.13E-06,-5.95E+00,1.20E+00,16,1.84509804,70,1.84509804,70,-2.162348442
4.79E-05,-4.319664487,0.0011732,-2.930627946,0.0015093,-2.82E+00,0.00015087,-3.82E+00,1.00E+00,10,2.255272505,180,2.255272505,180,-2.06905606
0.0027404,-2.562186041,0.001279,-2.893129456,0.0008031,-3.10E+00,6.53E-06,-5.19E+00,1.20E+00,16,2,100,2,100,-1.856329567
1.11E-21,-20.95467702,3.11E-06,-5.507239611,4.63E-05,-4.33E+00,0.00031082,-3.51E+00,1.30E+00,20,2.477121255,300,2.477121255,300,-2.525681732
4.68E-08,-7.329754147,0.00014026,-3.853066165,0.00045349,-3.34E+00,0.00073774,-3.13E+00,1.15E+00,14,2.146128036,140,2.411619706,258,-2.067445066
0.004893,-2.310424784,0.0015308,-2.815081546,0.00081988,-3.09E+00,2.84E-06,-5.55E+00,1.08E+00,12,1.84509804,70,1.84509804,70,-2.013085017
4.09E-05,-4.388276692,0.0010013,-2.999435784,0.0012882,-2.89E+00,0.00012877,-3.89E+00,1.15E+00,14,2.255272505,180,2.255272505,180,-1.845606462
0.16659,-0.778351072,0.077756,-1.109266089,0.048823,-1.31E+00,0.00039719,-3.40E+00,3.01E-01,2,2,100,2,100,-1.878670002
2.98E-21,-20.52578374,8.34E-06,-5.078833949,0.00012425,-3.91E+00,0.00083327,-3.08E+00,1.30E+00,20,2.477121255,300,2.477121255,300,-2.097404304
1.48E-11,-10.82973828,5.27E-05,-4.278189385,0.00043043,-3.37E+00,0.0028469,-2.55E+00,1.04E+00,11,2.212187604,163,2.494154594,312,-2.017362485
0.011769,-1.929260437,0.0036818,-2.433939807,0.001972,-2.71E+00,6.82E-06,-5.17E+00,9.54E-01,9,1.84509804,70,1.84509804,70,-1.881801432
0.0019226,-2.716111062,0.047101,-1.326969872,0.060596,-1.22E+00,0.0060572,-2.22E+00,0.00E+00,1,2.255272505,180,2.255272505,180,-2.465377466
0.073509,-1.133659485,0.03431,-1.464579282,0.021543,-1.67E+00,0.00017526,-3.76E+00,3.01E-01,2,2,100,2,100,-2.233988912
3.20E-20,-19.49485002,8.95E-05,-4.048176965,0.0013323,-2.88E+00,0.0089346,-2.05E+00,8.45E-01,7,2.477121255,300,2.477121255,300,-1.978976178
6.93E-13,-12.15926677,1.34E-05,-4.872895202,8.38E-05,-4.08E+00,0.00026443,-3.58E+00,1.08E+00,12,2.352182518,225,2.447158031,280,-2.845606462
0.00071438,-3.146070713,0.00022349,-3.650741904,0.0001197,-3.92E+00,4.14E-07,-6.38E+00,1.28E+00,19,1.84509804,70,1.84509804,70,-2.449588181
7.01E-05,-4.154281982,0.0017172,-2.76517912,0.0022092,-2.66E+00,0.00022083,-3.66E+00,6.02E-01,4,2.255272505,180,2.255272505,180,-2.69946973
0.0057805,-2.238034594,0.002698,-2.568958055,0.0016941,-2.77E+00,1.38E-05,-4.86E+00,9.54E-01,9,2,100,2,100,-2.03193754
1.47E-19,-18.83268267,0.00041204,-3.385060622,0.0061359,-2.21E+00,0.041149,-1.39E+00,4.77E-01,3,2.477121255,300,2.477121255,300,-2.051650618
0.00060066,-3.221371288,0.00043669,-3.359826753,0.00032635,-3.49E+00,1.10E-05,-4.96E+00,1.30E+00,20,1.653212514,45,2.089905111,123,-2.053203973
0.0053159,-2.274423197,0.0016631,-2.779081636,0.00089074,-3.05E+00,3.08E-06,-5.51E+00,9.54E-01,9,1.84509804,70,1.84509804,70,-2.226967278
7.65E-05,-4.116338565,0.001874,-2.727230413,0.0024109,-2.62E+00,0.00024099,-3.62E+00,9.03E-01,8,2.255272505,180,2.255272505,180,-2.059473554
0.089889,-1.046293451,0.041955,-1.377216275,0.026343,-1.58E+00,0.00021431,-3.67E+00,3.01E-01,2,2,100,2,100,-2.146624283
1.66E-20,-19.77989191,4.64E-05,-4.333482019,0.0006911,-3.16E+00,0.0046347,-2.33E+00,1.04E+00,11,2.477121255,300,2.477121255,300,-1.871439193
1.04E-18,-17.98296666,1.69E-05,-4.772113295,0.00030888,-3.51E+00,0.0035533,-2.45E+00,1.08E+00,12,2.411619706,258,2.509202522,323,-1.981590793
0.0031132,-2.506792978,0.00097396,-3.011458879,0.00052165,-3.28E+00,1.81E-06,-5.74E+00,1.15E+00,14,1.84509804,70,1.84509804,70,-2.075560468
3.15E-05,-4.501689446,0.00077133,-3.112759777,0.00099231,-3.00E+00,9.92E-05,-4.00E+00,1.04E+00,11,2.255272505,180,2.255272505,180,-2.168392545
0.00086693,-3.062015968,0.00040463,-3.392941921,0.00025406,-3.60E+00,2.07E-06,-5.68E+00,1.30E+00,20,2,100,2,100,-2.162348442
1.48E-22,-21.82973828,4.14E-07,-6.382999659,6.16E-06,-5.21E+00,4.13E-05,-4.38E+00,9.03E-01,8,2.477121255,300,2.477121255,300,-4.197910742
7.82E-40,-39.10679325,9.42E-06,-5.025949097,0.0024379,-2.61E+00,0.17097,-7.67E-01,3.01E-01,2,2.494154594,312,2.600972896,399,-1.802443787
0.0075167,-2.123972783,0.0023516,-2.628636548,0.0012595,-2.90E+00,4.36E-06,-5.36E+00,1.04E+00,11,1.84509804,70,1.84509804,70,-1.902222265
1.22E-05,-4.913640169,0.0002988,-3.524619407,0.0003844,-3.42E+00,3.84E-05,-4.42E+00,1.23E+00,17,2.255272505,180,2.255272505,180,-2.202144101
0.0068915,-2.16168624,0.0032165,-2.492616444,0.0020196,-2.69E+00,1.64E-05,-4.79E+00,9.03E-01,8,2,100,2,100,-2.057897653
5.13E-19,-18.28988263,0.001437,-2.842543232,0.021399,-1.67E+00,0.14351,-8.43E-01,3.01E-01,2,2.477121255,300,2.477121255,300,-1.861318446
0.011649,-1.933711355,0.0019135,-2.718171533,0.00066316,-3.18E+00,7.96E-10,-9.10E+00,1.00E+00,10,2.447158031,280,1.414973348,26,-2.146624283
0.038684,-1.412468625,0.012102,-1.917142851,0.0064819,-2.19E+00,2.24E-05,-4.65E+00,6.99E-01,5,1.84509804,70,1.84509804,70,-1.875560989
1.01E-05,-4.995678626,0.00024774,-3.606003867,0.00031871,-3.50E+00,3.19E-05,-4.50E+00,1.11E+00,13,2.255272505,180,2.255272505,180,-2.516541085
0.31162,-0.506374677,0.14544,-0.837316134,0.091323,-1.04E+00,0.00074295,-3.13E+00,0.00E+00,1,2,100,2,100,-2.208772658
8.70E-21,-20.06048075,2.44E-05,-4.612610174,0.00036286,-3.44E+00,0.0024335,-2.61E+00,1.20E+00,16,2.477121255,300,2.477121255,300,-1.825794773
1.92E-14,-13.71669877,3.97E-06,-5.401209493,7.86E-05,-4.10E+00,0.0014631,-2.83E+00,1.28E+00,19,2.089905111,123,2.574031268,375,-1.829503594
0.017142,-1.765938509,0.0053627,-2.270616498,0.0028723,-2.54E+00,9.94E-06,-5.00E+00,7.78E-01,6,1.84509804,70,1.84509804,70,-2.070673052
3.28E-05,-4.484126156,0.00080327,-3.095138452,0.0010334,-2.99E+00,0.0001033,-3.99E+00,1.15E+00,14,2.255272505,180,2.255272505,180,-1.941308317
0.0028028,-2.552407891,0.0013082,-2.883325855,0.00082139,-3.09E+00,6.68E-06,-5.18E+00,1.20E+00,16,2,100,2,100,-1.846551011
5.60E-20,-19.25181197,0.00015672,-3.804875577,0.0023338,-2.63E+00,0.015651,-1.81E+00,7.78E-01,6,2.477121255,300,2.477121255,300,-1.869408948
0.0061568,-2.210644954,0.0046532,-2.332248281,0.0024943,-2.60E+00,1.80E-07,-6.74E+00,9.54E-01,9,2.509202522,323,1.991226076,98,-1.99366234
0.066775,-1.175386103,0.02089,-1.68006156,0.011189,-1.95E+00,3.87E-05,-4.41E+00,3.01E-01,2,1.84509804,70,1.84509804,70,-2.434352853
0.00017838,-3.74865384,0.0043701,-2.359508625,0.0056222,-2.25E+00,0.00056199,-3.25E+00,8.45E-01,7,2.255272505,180,2.255272505,180,-1.807711387
0.030462,-1.516241586,0.014218,-1.84716149,0.0089274,-2.05E+00,7.26E-05,-4.14E+00,6.02E-01,4,2,100,2,100,-2.014506164
4.34E-21,-20.36251027,1.21E-05,-4.91721463,0.00018089,-3.74E+00,0.0012131,-2.92E+00,1.11E+00,13,2.477121255,300,2.477121255,300,-2.308476478
3.55E-90,-89.44977165,1.29E-08,-7.88941029,6.62E-06,-5.18E+00,0.00058857,-3.23E+00,1.18E+00,15,2.600972896,399,2.572871602,374,-2.766420143
0.0015499,-2.809696322,0.0004849,-3.314347816,0.00025971,-3.59E+00,8.99E-07,-6.05E+00,1.28E+00,19,1.84509804,70,1.84509804,70,-2.113199175
4.37E-05,-4.359518563,0.001071,-2.970210529,0.0013778,-2.86E+00,0.00013772,-3.86E+00,1.11E+00,13,2.255272505,180,2.255272505,180,-1.880744111
0.00023181,-3.634867833,0.0001082,-3.965772739,6.79E-05,-4.17E+00,5.53E-07,-6.26E+00,1.26E+00,18,2,100,2,100,-2.826697158
1.03E-20,-19.98716278,2.90E-05,-4.537602002,0.00043143,-3.37E+00,0.0028933,-2.54E+00,9.03E-01,8,2.477121255,300,2.477121255,300,-2.352675722
0.046231,-1.335066712,0.086548,-1.062742964,0.086293,-1.06E+00,0.011561,-1.94E+00,0.00E+00,1,1.414973348,26,2.209515015,162,-2.231635731
0.0058947,-2.229538293,0.0018441,-2.734215532,0.00098772,-3.01E+00,3.42E-06,-5.47E+00,6.99E-01,5,1.84509804,70,1.84509804,70,-2.692632344
0.00011109,-3.954325033,0.0027214,-2.56520762,0.0035011,-2.46E+00,0.00034997,-3.46E+00,6.99E-01,5,2.255272505,180,2.255272505,180,-2.305684427
0.012197,-1.913746976,0.0056929,-2.244666445,0.0035745,-2.45E+00,2.91E-05,-4.54E+00,8.45E-01,7,2,100,2,100,-1.925951931
4.46E-21,-20.35066514,1.25E-05,-4.903089987,0.00018583,-3.73E+00,0.0012462,-2.90E+00,1.18E+00,15,2.477121255,300,2.477121255,300,-2.172469189
0.017568,-1.755277677,0.0014873,-2.827601422,0.00046448,-3.33E+00,6.44E-12,-1.12E+01,1.15E+00,14,2.574031268,375,1.556302501,36,-2.082163775
0.004114,-2.385735713,0.001287,-2.890421453,0.00068935,-3.16E+00,2.39E-06,-5.62E+00,1.18E+00,15,1.84509804,70,1.84509804,70,-1.894592014
6.65E-06,-5.177178355,0.00016282,-3.78829225,0.00020947,-3.68E+00,2.09E-05,-4.68E+00,1.18E+00,15,2.255272505,180,2.255272505,180,-2.574530994
0.01669,-1.777543663,0.0077901,-2.108456967,0.0048914,-2.31E+00,3.98E-05,-4.40E+00,7.78E-01,6,2,100,2,100,-1.923614456
2.16E-20,-19.66554625,6.05E-05,-4.218244625,0.0009009,-3.05E+00,0.0060417,-2.22E+00,9.54E-01,9,2.477121255,300,2.477121255,300,-1.930590929
0.00090931,-3.041288033,0.00023121,-3.635993386,0.00010364,-3.98E+00,5.29E-08,-7.28E+00,1.20E+00,16,1.991226076,98,1.568201724,37,-2.559279783
0.0017909,-2.746928664,0.00056028,-3.25159488,0.00030009,-3.52E+00,1.04E-06,-5.98E+00,1.26E+00,18,1.84509804,70,1.84509804,70,-2.097404304
0.00018247,-3.738808528,0.0044703,-2.349663331,0.005751,-2.24E+00,0.00057487,-3.24E+00,6.02E-01,4,2.255272505,180,2.255272505,180,-2.28396325
0.0060885,-2.21548969,0.0028417,-2.546421773,0.0017843,-2.75E+00,1.45E-05,-4.84E+00,1.00E+00,10,2,100,2,100,-1.917897116
