Receptor_measurement1,,Receptor_measurement2,,Receptor_measurement4,,Receptor_measurement5,,wind speed log,Wind_speed,,Source_Location_X,,Source_Location_Y,
7.09E-06,-5.149353765,0.00017364,-3.760350223,0.00022339,-3.65E+00,2.23E-05,-4.65E+00,1.26E+00,18,2.255272505,180,2.255272505,180,-2.388212986
0.00031211,-3.505692316,0.00014568,-3.836600067,9.15E-05,-4.04E+00,7.44E-07,-6.13E+00,1.20E+00,16,2,100,2,100,-2.799833754
9.60E-19,-18.01772877,0.0026885,-2.570489959,0.040037,-1.40E+00,0.2685,-5.71E-01,0.00E+00,1,2.477121255,300,2.477121255,300,-2.191309744
2.21E-06,-5.655607726,0.00038443,-3.415182728,0.00045424,-3.34E+00,8.64E-06,-5.06E+00,9.03E-01,8,2.444044796,278,2.220108088,166,-2.865344858
0.0023717,-2.624940246,0.00074197,-3.129613654,0.0003974,-3.40E+00,1.38E-06,-5.86E+00,1.00E+00,10,1.84509804,70,1.84509804,70,-2.485970522
4.92E-05,-4.308034897,0.0012051,-2.918976914,0.0015504,-2.81E+00,0.00015498,-3.81E+00,1.11E+00,13,2.255272505,180,2.255272505,180,-1.829503594
0.18058,-0.743330351,0.084282,-1.074265167,0.05292,-1.28E+00,0.00043053,-3.37E+00,3.01E-01,2,2,100,2,100,-1.843662899
1.31E-19,-18.8827287,0.00036752,-3.434719022,0.005473,-2.26E+00,0.036704,-1.44E+00,6.02E-01,4,2.477121255,300,2.477121255,300,-1.851428191
0.0019476,-2.710500234,0.0011827,-2.927125403,0.00081797,-3.09E+00,1.42E-05,-4.85E+00,9.54E-01,9,1.892094603,78,2.053078443,113,-2.355787972
0.0096018,-2.017647344,0.0030039,-2.522314529,0.0016089,-2.79E+00,5.57E-06,-5.25E+00,1.00E+00,10,1.84509804,70,1.84509804,70,-1.878670002
7.91E-06,-5.101823517,0.00019383,-3.712579004,0.00024936,-3.60E+00,2.49E-05,-4.60E+00,9.54E-01,9,2.255272505,180,2.255272505,180,-2.94248604
0.0057209,-2.242535644,0.0026702,-2.573456208,0.0016766,-2.78E+00,1.36E-05,-4.87E+00,1.00E+00,10,2,100,2,100,-1.944927618
2.58E-21,-20.58838029,7.23E-06,-5.140861703,0.00010767,-3.97E+00,0.00072206,-3.14E+00,1.15E+00,14,2.477121255,300,2.477121255,300,-2.46942894
0.0098524,-2.006457964,0.014545,-1.837286274,0.012282,-1.91E+00,0.00041388,-3.38E+00,6.02E-01,4,2.071882007,118,2.146128036,140,-1.930590929
0.003326,-2.478077755,0.0010405,-2.982757915,0.00055731,-3.25E+00,1.93E-06,-5.71E+00,4.77E-01,3,1.84509804,70,1.84509804,70,-3.384860406
6.48E-05,-4.188424994,0.0015875,-2.799286266,0.0020423,-2.69E+00,0.00020415,-3.69E+00,1.00E+00,10,2.255272505,180,2.255272505,180,-1.93771893
0.011763,-1.929481903,0.0054904,-2.260396014,0.0034474,-2.46E+00,2.80E-05,-4.55E+00,7.78E-01,6,2,100,2,100,-2.075560468
9.63E-21,-20.01637371,2.70E-05,-4.568636236,0.00040146,-3.40E+00,0.0026923,-2.57E+00,1.18E+00,15,2.477121255,300,2.477121255,300,-1.837943663
0.0057111,-2.243280235,0.0013847,-2.858644308,0.00064268,-3.19E+00,3.65E-07,-6.44E+00,1.20E+00,16,2.10720997,128,1.707570176,51,-1.831355223
0.0029991,-2.523009053,0.00093825,-3.027681427,0.00050253,-3.30E+00,1.74E-06,-5.76E+00,1.26E+00,18,1.84509804,70,1.84509804,70,-1.873478974
6.37E-05,-4.195860568,0.0015605,-2.806736227,0.0020076,-2.70E+00,0.00020068,-3.70E+00,9.03E-01,8,2.255272505,180,2.255272505,180,-2.138973658
0.025568,-1.592303242,0.011934,-1.923213966,0.0074932,-2.13E+00,6.10E-05,-4.21E+00,6.02E-01,4,2,100,2,100,-2.090567003
1.79E-20,-19.74714697,5.01E-05,-4.300162274,0.00074652,-3.13E+00,0.0050064,-2.30E+00,1.04E+00,11,2.477121255,300,2.477121255,300,-1.837943663
2.45E-12,-11.61083392,0.00015015,-3.823474663,0.0017766,-2.75E+00,0.018301,-1.74E+00,6.02E-01,4,2.220108088,166,2.521138084,332,-2.142782124
0.98091,-0.008370838,0.30687,-0.513045567,0.16436,-7.84E-01,0.00056873,-3.25E+00,0.00E+00,1,1.84509804,70,1.84509804,70,-1.869408948
1.06E-05,-4.974694135,0.00025895,-3.586784085,0.00033314,-3.48E+00,3.33E-05,-4.48E+00,9.03E-01,8,2.255272505,180,2.255272505,180,-2.919012953
0.00011059,-3.956284142,5.16E-05,-4.287350298,3.24E-05,-4.49E+00,2.64E-07,-6.58E+00,1.23E+00,17,2,100,2,100,-3.197773762
4.35E-19,-18.36151074,0.0012185,-2.914174466,0.018145,-1.74E+00,0.12168,-9.15E-01,0.00E+00,1,2.477121255,300,2.477121255,300,-2.535018908
4.00E-13,-12.39794001,0.00027867,-3.554909782,0.007175,-2.14E+00,0.16365,-7.86E-01,0.00E+00,1,2.053078443,113,2.59439255,393,-2.27870062
0.00035115,-3.454507327,0.00010985,-3.959199939,5.88E-05,-4.23E+00,2.04E-07,-6.69E+00,1.30E+00,20,1.84509804,70,1.84509804,70,-2.713476168
9.08E-08,-7.041914151,2.23E-06,-5.651695137,2.86E-06,-5.54E+00,2.86E-07,-6.54E+00,1.15E+00,14,2.255272505,180,2.255272505,180,-4.498940738
0.13264,-0.877325487,0.061906,-1.208267257,0.038871,-1.41E+00,0.00031623,-3.50E+00,0.00E+00,1,2,100,2,100,-2.579730616
2.15E-20,-19.66756154,6.03E-05,-4.219682688,0.00089847,-3.05E+00,0.0060254,-2.22E+00,9.54E-01,9,2.477121255,300,2.477121255,300,-1.931777021
0.00012204,-3.913497801,5.47E-05,-4.262012674,3.32E-05,-4.48E+00,1.46E-07,-6.84E+00,1.26E+00,18,2.146128036,140,1.991226076,98,-3.156381077
0.014192,-1.847956398,0.0044398,-2.352636593,0.002378,-2.62E+00,8.23E-06,-5.08E+00,8.45E-01,7,1.84509804,70,1.84509804,70,-2.018797722
1.74E-05,-4.759450752,0.00042525,-3.371355678,0.00054708,-3.26E+00,5.47E-05,-4.26E+00,1.28E+00,19,2.255272505,180,2.255272505,180,-1.952257982
0.012884,-1.889949284,0.0060135,-2.220872685,0.0037758,-2.42E+00,3.07E-05,-4.51E+00,6.02E-01,4,2,100,2,100,-2.388212986
3.30E-21,-20.48148606,9.25E-06,-5.033858267,0.00013767,-3.86E+00,0.00092329,-3.03E+00,1.28E+00,19,2.477121255,300,2.477121255,300,-2.097404304
0.069878,-1.155659534,0.086883,-1.061065192,0.075584,-1.12E+00,0.0049585,-2.30E+00,0.00E+00,1,1.707570176,51,2.158362492,144,-2.305684427
0.0049477,-2.305596641,0.0015479,-2.8102571,0.00082905,-3.08E+00,2.87E-06,-5.54E+00,1.04E+00,11,1.84509804,70,1.84509804,70,-2.083835678
0.0018114,-2.741985637,0.044376,-1.352851847,0.057089,-1.24E+00,0.0057066,-2.24E+00,3.01E-01,2,2.255272505,180,2.255272505,180,-1.889208339
0.0011097,-2.954794414,0.00051796,-3.285703778,0.00032522,-3.49E+00,2.65E-06,-5.58E+00,1.08E+00,12,2,100,2,100,-2.498803758
1.32E-20,-19.87942607,3.70E-05,-4.431798276,0.00055028,-3.26E+00,0.0036904,-2.43E+00,9.54E-01,9,2.477121255,300,2.477121255,300,-2.144698955
0.0038939,-2.409615206,0.00057673,-3.239027457,0.00023641,-3.63E+00,9.66E-10,-9.02E+00,1.28E+00,19,2.521138084,332,1.832508913,68,-2.268354837
0.0072116,-2.14196837,0.0022561,-2.646641654,0.0012084,-2.92E+00,4.18E-06,-5.38E+00,1.08E+00,12,1.84509804,70,1.84509804,70,-1.844633593
0.00017148,-3.765786525,0.004201,-2.376647318,0.0054046,-2.27E+00,0.00054025,-3.27E+00,8.45E-01,7,2.255272505,180,2.255272505,180,-1.824865241
0.0052713,-2.278082267,0.0024603,-2.609011933,0.0015448,-2.81E+00,1.26E-05,-4.90E+00,1.08E+00,12,2,100,2,100,-1.822117357
1.99E-20,-19.70114692,5.57E-05,-4.254144805,0.00082915,-3.08E+00,0.0055605,-2.25E+00,8.45E-01,7,2.477121255,300,2.477121255,300,-2.184940527
3.03E-75,-74.51855737,1.04E-06,-5.982966661,0.00029099,-3.54E+00,0.01857,-1.73E+00,3.01E-01,2,2.59439255,393,2.557507202,361,-3.051650618
0.010506,-1.978562604,0.0032866,-2.483253149,0.0017603,-2.75E+00,6.09E-06,-5.22E+00,9.03E-01,8,1.84509804,70,1.84509804,70,-2.033421845
5.83E-05,-4.234331445,0.0014273,-2.845484734,0.0018362,-2.74E+00,0.00018355,-3.74E+00,1.04E+00,11,2.255272505,180,2.255272505,180,-1.901114106
0.0040545,-2.392062695,0.0018924,-2.722987061,0.0011882,-2.93E+00,9.67E-06,-5.01E+00,1.04E+00,11,2,100,2,100,-2.011668505
4.04E-21,-20.39361863,1.13E-05,-4.946921557,0.00016856,-3.77E+00,0.0011304,-2.95E+00,1.23E+00,17,2.477121255,300,2.477121255,300,-2.106110686
0.001056,-2.976336082,0.01141,-1.942714356,0.015358,-1.81E+00,0.0036279,-2.44E+00,4.77E-01,3,1.991226076,98,2.281033367,191,-2.042440598
0.0035561,-2.449026035,0.0011125,-2.95369998,0.00059586,-3.22E+00,2.06E-06,-5.69E+00,1.11E+00,13,1.84509804,70,1.84509804,70,-2.082163775
4.01E-06,-5.396855627,9.83E-05,-4.007446482,0.00012641,-3.90E+00,1.26E-05,-4.90E+00,1.26E+00,18,2.255272505,180,2.255272505,180,-2.635486526
0.0074788,-2.126168081,0.0034906,-2.457099916,0.0021917,-2.66E+00,1.78E-05,-4.75E+00,1.00E+00,10,2,100,2,100,-1.828566099
1.18E-21,-20.92811799,3.31E-06,-5.480172006,4.93E-05,-4.31E+00,0.00033066,-3.48E+00,1.30E+00,20,2.477121255,300,2.477121255,300,-2.498803758
0.011769,-1.929260437,0.011571,-1.936629106,0.008603,-2.07E+00,0.00011968,-3.92E+00,6.99E-01,5,2.158362492,144,2.096910013,125,-1.897840817
0.0036944,-2.432456084,0.0011558,-2.93711731,0.00061904,-3.21E+00,2.14E-06,-5.67E+00,1.18E+00,15,1.84509804,70,1.84509804,70,-1.941308317
6.02E-05,-4.220403509,0.0014749,-2.831237424,0.0018975,-2.72E+00,0.00018968,-3.72E+00,1.08E+00,12,2.255272505,180,2.255272505,180,-1.811268329
0.021218,-1.673295555,0.0099034,-2.004215679,0.0062183,-2.21E+00,5.06E-05,-4.30E+00,7.78E-01,6,2,100,2,100,-1.819386749
3.88E-21,-20.41116827,1.09E-05,-4.962573502,0.00016161,-3.79E+00,0.0010838,-2.97E+00,1.08E+00,12,2.477121255,300,2.477121255,300,-2.426919429
0.0036885,-2.433150212,0.001286,-2.890759031,0.00072795,-3.14E+00,3.89E-06,-5.41E+00,1.11E+00,13,1.832508913,68,1.903089987,80,-2.020242268
0.0022229,-2.653080074,0.00069543,-3.157746578,0.00037248,-3.43E+00,1.29E-06,-5.89E+00,1.23E+00,17,1.84509804,70,1.84509804,70,-2.053203973
0.00080901,-3.09204611,0.019819,-1.702918262,0.025498,-1.59E+00,0.0025487,-2.59E+00,4.77E-01,3,2.255272505,180,2.255272505,180,-1.88709351
0.018281,-1.738000051,0.0085327,-2.068913523,0.0053576,-2.27E+00,4.36E-05,-4.36E+00,6.99E-01,5,2,100,2,100,-2.042440598
8.04E-22,-21.09474395,2.25E-06,-5.647817482,3.35E-05,-4.47E+00,0.00022485,-3.65E+00,1.00E+00,10,2.477121255,300,2.477121255,300,-3.268354837
1.76E-21,-20.75448733,0.00011505,-3.939113377,0.0006776,-3.17E+00,0.00039014,-3.41E+00,1.11E+00,13,2.557507202,361,2.385606274,243,-2.100869228
0.039973,-1.398233256,0.012505,-1.902916304,0.006698,-2.17E+00,2.32E-05,-4.63E+00,6.99E-01,5,1.84509804,70,1.84509804,70,-1.861318446
6.68E-06,-5.175223538,0.00016355,-3.786349452,0.0002104,-3.68E+00,2.10E-05,-4.68E+00,1.20E+00,16,2.255272505,180,2.255272505,180,-2.516541085
0.0041092,-2.386242721,0.0019179,-2.717174041,0.0012043,-2.92E+00,9.80E-06,-5.01E+00,8.45E-01,7,2,100,2,100,-2.398439735
4.65E-19,-18.33254705,0.0013012,-2.885655945,0.019377,-1.71E+00,0.12995,-8.86E-01,3.01E-01,2,2.477121255,300,2.477121255,300,-1.904412253
1.78E-06,-5.749579998,0.00029744,-3.526600628,0.00049988,-3.30E+00,0.00010735,-3.97E+00,9.54E-01,9,2.281033367,191,2.303196057,201,-2.612307697
0.00054854,-3.260791698,0.00017161,-3.765457409,9.19E-05,-4.04E+00,3.18E-07,-6.50E+00,1.28E+00,19,1.84509804,70,1.84509804,70,-2.564314862
8.90E-07,-6.050609993,2.18E-05,-4.661543506,2.81E-05,-4.55E+00,2.80E-06,-5.55E+00,1.00E+00,10,2.255272505,180,2.255272505,180,-3.799833754
0.0023169,-2.63509271,0.0010814,-2.966013635,0.00067899,-3.17E+00,5.52E-06,-5.26E+00,1.23E+00,17,2,100,2,100,-1.876605752
2.37E-20,-19.62525165,6.62E-05,-4.179142011,0.00098612,-3.01E+00,0.0066133,-2.18E+00,8.45E-01,7,2.477121255,300,2.477121255,300,-2.109640469
7.17E-09,-8.144480844,6.20E-05,-4.207608311,0.00025412,-3.59E+00,0.00069944,-3.16E+00,1.26E+00,18,2.096910013,125,2.444044796,278,-2.007446482
0.0087067,-2.060146419,0.0027239,-2.56480884,0.0014589,-2.84E+00,5.05E-06,-5.30E+00,9.03E-01,8,1.84509804,70,1.84509804,70,-2.114989524
0.00039276,-3.405872749,0.009622,-2.016734647,0.012379,-1.91E+00,0.0012374,-2.91E+00,6.02E-01,4,2.255272505,180,2.255272505,180,-1.951014697
0.44265,-0.353939531,0.2066,-0.684869683,0.12973,-8.87E-01,0.0010554,-2.98E+00,0.00E+00,1,2,100,2,100,-2.05632745
5.91E-20,-19.22841252,0.00016555,-3.781070815,0.0024653,-2.61E+00,0.016533,-1.78E+00,3.01E-01,2,2.477121255,300,2.477121255,300,-2.799833754
1.64E-08,-7.785156152,0.00038165,-3.418334733,0.00227,-2.64E+00,0.01322,-1.88E+00,7.78E-01,6,1.903089987,80,2.498310554,315,-1.811268329
0.00024876,-3.604219452,7.78E-05,-4.109020403,4.17E-05,-4.38E+00,1.44E-07,-6.84E+00,1.28E+00,19,1.84509804,70,1.84509804,70,-2.907735639
2.06E-06,-5.68613278,5.04E-05,-4.297569464,6.48E-05,-4.19E+00,6.48E-06,-5.19E+00,1.18E+00,15,2.255272505,180,2.255272505,180,-3.083835678
0.0027095,-2.567110845,0.0012646,-2.898046823,0.00079404,-3.10E+00,6.46E-06,-5.19E+00,1.23E+00,17,2,100,2,100,-1.808604883
4.46E-20,-19.35066514,0.00012499,-3.903124732,0.0018613,-2.73E+00,0.012483,-1.90E+00,6.02E-01,4,2.477121255,300,2.477121255,300,-2.319827718
1.81E-06,-5.742321425,0.00070584,-3.151293734,0.0010779,-2.97E+00,9.28E-05,-4.03E+00,1.15E+00,14,2.385606274,243,2.274157849,188,-1.952257982
0.0043327,-2.363241381,0.0013555,-2.867900478,0.00072599,-3.14E+00,2.51E-06,-5.60E+00,1.11E+00,13,1.84509804,70,1.84509804,70,-1.996367163
0.0004767,-3.321754848,0.011678,-1.932631529,0.015024,-1.82E+00,0.0015018,-2.82E+00,4.77E-01,3,2.255272505,180,2.255272505,180,-2.116787284
0.00092517,-3.033778458,0.00043181,-3.364707304,0.00027113,-3.57E+00,2.21E-06,-5.66E+00,1.28E+00,19,2,100,2,100,-2.17866337
6.24E-21,-20.20481541,1.75E-05,-4.756961951,0.00026005,-3.58E+00,0.001744,-2.76E+00,1.28E+00,19,2.477121255,300,2.477121255,300,-1.821195654
3.87E-07,-6.412289035,0.0030381,-2.517397935,0.0084513,-2.07E+00,0.0063752,-2.20E+00,0.00E+00,1,2.303196057,201,2.372912003,236,-3.197773762
0.001347,-2.870632404,0.00042141,-3.375295163,0.00022571,-3.65E+00,7.81E-07,-6.11E+00,1.30E+00,20,1.84509804,70,1.84509804,70,-2.129590242
3.15E-05,-4.501689446,0.0007716,-3.112607781,0.00099266,-3.00E+00,9.92E-05,-4.00E+00,1.11E+00,13,2.255272505,180,2.255272505,180,-2.023136692
0.002983,-2.525346747,0.0013923,-2.856267177,0.0008742,-3.06E+00,7.11E-06,-5.15E+00,1.18E+00,15,2,100,2,100,-1.875560989
1.28E-19,-18.89279003,0.00035924,-3.444615312,0.0053497,-2.27E+00,0.035877,-1.45E+00,6.02E-01,4,2.477121255,300,2.477121255,300,-1.861318446
1.57E-05,-4.804100348,0.0039189,-2.406835818,0.0048208,-2.32E+00,0.00010826,-3.97E+00,9.03E-01,8,2.444044796,278,2.227886705,169,-1.83698779
0.068646,-1.163384764,0.021476,-1.668046605,0.011502,-1.94E+00,3.98E-05,-4.40E+00,6.02E-01,4,1.84509804,70,1.84509804,70,-1.820275904
1.55E-05,-4.809668302,0.00038094,-3.419143423,0.00049007,-3.31E+00,4.90E-05,-4.31E+00,1.26E+00,18,2.255272505,180,2.255272505,180,-2.047018774
0.0051048,-2.292021268,0.0023826,-2.622948863,0.001496,-2.83E+00,1.22E-05,-4.91E+00,1.08E+00,12,2,100,2,100,-1.836034017
6.81E-20,-19.16685289,0.00019071,-3.719626534,0.00284,-2.55E+00,0.019046,-1.72E+00,6.99E-01,5,2.477121255,300,2.477121255,300,-1.94248604
6.85E-27,-26.16430943,0.00033116,-3.479962126,0.012603,-1.90E+00,0.23391,-6.31E-01,0.00E+00,1,2.498310554,315,2.521138084,332,-2.419622512
0.10707,-0.970332197,0.033497,-1.474994087,0.017941,-1.75E+00,6.21E-05,-4.21E+00,3.01E-01,2,1.84509804,70,1.84509804,70,-2.229295232
0.00050291,-3.298509729,0.01232,-1.909389292,0.01585,-1.80E+00,0.0015844,-2.80E+00,3.01E-01,2,2.255272505,180,2.255272505,180,-2.445728951
0.0025885,-2.586951831,0.0012082,-2.917861169,0.0007586,-3.12E+00,6.17E-06,-5.21E+00,1.04E+00,11,2,100,2,100,-2.206551879
2.19E-20,-19.65955589,6.13E-05,-4.212539525,0.00091315,-3.04E+00,0.0061239,-2.21E+00,1.00E+00,10,2.477121255,300,2.477121255,300,-1.83321478
4.47E-11,-10.34969248,5.96E-05,-4.22475374,0.00035697,-3.45E+00,0.0013245,-2.88E+00,1.20E+00,16,2.274157849,188,2.457881897,287,-1.923614456
0.21126,-0.675182725,0.066093,-1.179844535,0.0354,-1.45E+00,0.00012249,-3.91E+00,3.01E-01,2,1.84509804,70,1.84509804,70,-1.934158966
9.59E-05,-4.018181393,0.0023497,-2.628987583,0.0030229,-2.52E+00,0.00030217,-3.52E+00,8.45E-01,7,2.255272505,180,2.255272505,180,-2.077201906
0.0016244,-2.789307019,0.00075819,-3.120221948,0.00047606,-3.32E+00,3.87E-06,-5.41E+00,1.04E+00,11,2,100,2,100,-2.408901987
2.91E-21,-20.53610701,8.15E-06,-5.088842391,0.00012129,-3.92E+00,0.00081343,-3.09E+00,1.30E+00,20,2.477121255,300,2.477121255,300,-2.107871991
3.54E-17,-16.45099674,4.15E-05,-4.381951903,0.00078243,-3.11E+00,0.010332,-1.99E+00,6.99E-01,5,2.372912003,236,2.521138084,332,-2.276093028
0.0022226,-2.65313869,0.00069535,-3.157796541,0.00037243,-3.43E+00,1.29E-06,-5.89E+00,1.08E+00,12,1.84509804,70,1.84509804,70,-2.355787972
0.00071209,-3.147465113,0.017445,-1.758329026,0.022443,-1.65E+00,0.0022434,-2.65E+00,4.77E-01,3,2.255272505,180,2.255272505,180,-1.94248604
0.0050715,-2.29486357,0.0023671,-2.625783395,0.0014863,-2.83E+00,1.21E-05,-4.92E+00,1.08E+00,12,2,100,2,100,-1.838901644
1.16E-19,-18.93554201,0.00032448,-3.488812067,0.004832,-2.32E+00,0.032405,-1.49E+00,6.02E-01,4,2.477121255,300,2.477121255,300,-1.905528871
8.68E-18,-17.06148027,4.27E-06,-5.369572125,0.00016163,-3.79E+00,0.0045298,-2.34E+00,0.00E+00,1,2.227886705,169,2.591064607,390,-3.896743767
0.0019686,-2.705842519,0.00061586,-3.210518002,0.00032986,-3.48E+00,1.14E-06,-5.94E+00,1.26E+00,18,1.84509804,70,1.84509804,70,-2.05632745
4.26E-05,-4.370590401,0.0010445,-2.981091556,0.0013438,-2.87E+00,0.00013433,-3.87E+00,9.54E-01,9,2.255272505,180,2.255272505,180,-2.211004852
0.0046942,-2.328438411,0.002191,-2.659357622,0.0013757,-2.86E+00,1.12E-05,-4.95E+00,1.08E+00,12,2,100,2,100,-1.872474075
2.08E-18,-17.68193667,0.0058141,-2.235517503,0.086581,-1.06E+00,0.58064,-2.36E-01,0.00E+00,1,2.477121255,300,2.477121255,300,-1.856329567
0.038753,-1.411694672,0.012106,-1.91699933,0.0056529,-2.25E+00,9.24E-08,-7.03E+00,6.99E-01,5,2.521138084,332,1.924279286,84,-2.111416177
0.0042246,-2.374214405,0.0013217,-2.87886711,0.00070788,-3.15E+00,2.45E-06,-5.61E+00,1.04E+00,11,1.84509804,70,1.84509804,70,-2.152452017
0.0018692,-2.728344228,0.045793,-1.339200904,0.058912,-1.23E+00,0.0058889,-2.23E+00,3.01E-01,2,2.255272505,180,2.255272505,180,-1.875560989
0.031641,-1.499749799,0.014768,-1.830678316,0.0092728,-2.03E+00,7.54E-05,-4.12E+00,6.99E-01,5,2,100,2,100,-1.80421101
8.51E-22,-21.07007044,2.38E-06,-5.623423043,3.55E-05,-4.45E+00,0.00023799,-3.62E+00,1.23E+00,17,2.477121255,300,2.477121255,300,-2.782805682
2.36E-10,-9.627087997,0.00038396,-3.415714017,0.0010897,-2.96E+00,0.00033327,-3.48E+00,1.00E+00,10,2.457881897,287,2.346352974,222,-2.17866337
0.002701,-2.568475416,0.00084499,-3.073148431,0.00045258,-3.34E+00,1.57E-06,-5.80E+00,1.23E+00,17,1.84509804,70,1.84509804,70,-1.968591536
8.76E-05,-4.057495894,0.0021457,-2.668430999,0.0027605,-2.56E+00,0.00027594,-3.56E+00,6.99E-01,5,2.255272505,180,2.255272505,180,-2.408901987
0.002164,-2.664742744,0.00101,-2.995678626,0.00063419,-3.20E+00,5.16E-06,-5.29E+00,1.08E+00,12,2,100,2,100,-2.208772658
5.32E-20,-19.27408837,0.00014886,-3.827221985,0.0022168,-2.65E+00,0.014867,-1.83E+00,6.99E-01,5,2.477121255,300,2.477121255,300,-2.050097925
0.0054095,-2.266842875,0.00058976,-3.229324686,0.00019888,-3.70E+00,4.68E-11,-1.03E+01,1.28E+00,19,2.521138084,332,1.568201724,37,-2.184940527
0.00094982,-3.02235869,0.00029715,-3.527024265,0.00015915,-3.80E+00,5.51E-07,-6.26E+00,1.30E+00,20,1.84509804,70,1.84509804,70,-2.281323964
7.15E-05,-4.145693958,0.0017517,-2.75654027,0.0022536,-2.65E+00,0.00022527,-3.65E+00,1.04E+00,11,2.255272505,180,2.255272505,180,-1.81216918
0.0024858,-2.604533816,0.0011602,-2.935467139,0.0007285,-3.14E+00,5.93E-06,-5.23E+00,4.77E-01,3,2,100,2,100,-3.352675722
6.01E-21,-20.22112553,1.68E-05,-4.774690718,0.00025079,-3.60E+00,0.0016819,-2.77E+00,1.26E+00,18,2.477121255,300,2.477121255,300,-1.883923828
6.70E-56,-55.1739252,2.75E-06,-5.560667306,0.00018264,-3.74E+00,0.0034908,-2.46E+00,1.20E+00,16,2.591064607,390,2.506505032,321,-1.898940645
0.0010198,-2.991484992,0.00031905,-3.496141251,0.00017089,-3.77E+00,5.91E-07,-6.23E+00,1.23E+00,17,1.84509804,70,1.84509804,70,-2.391591648
0.00077934,-3.108273033,0.019093,-1.719125827,0.024562,-1.61E+00,0.0024553,-2.61E+00,4.77E-01,3,2.255272505,180,2.255272505,180,-1.903298498
0.0015294,-2.815478914,0.00071381,-3.146417372,0.0004482,-3.35E+00,3.65E-06,-5.44E+00,1.20E+00,16,2,100,2,100,-2.109640469
7.23E-21,-20.1408617,2.02E-05,-4.694648631,0.00030131,-3.52E+00,0.0020207,-2.69E+00,1.26E+00,18,2.477121255,300,2.477121255,300,-1.80421101
1.10E-07,-6.958607315,0.0017431,-2.758677697,0.0095207,-2.02E+00,0.048647,-1.31E+00,4.77E-01,3,1.924279286,84,2.488550717,308,-1.830413727
0.00017712,-3.751732396,5.54E-05,-4.256490235,2.97E-05,-4.53E+00,1.03E-07,-6.99E+00,1.11E+00,13,1.84509804,70,1.84509804,70,-3.384860406
8.83E-06,-5.054039296,0.00021626,-3.665023801,0.00027822,-3.56E+00,2.78E-05,-4.56E+00,1.04E+00,11,2.255272505,180,2.255272505,180,-2.720652508
0.00077504,-3.110675883,0.00036174,-3.441603466,0.00022714,-3.64E+00,1.85E-06,-5.73E+00,1.30E+00,20,2,100,2,100,-2.211004852
4.07E-19,-18.39040559,0.001139,-2.943476276,0.016961,-1.77E+00,0.11375,-9.44E-01,0.00E+00,1,2.477121255,300,2.477121255,300,-2.564314862
0.0024624,-2.608641398,0.00049682,-3.30380093,0.00018384,-3.74E+00,1.74E-09,-8.76E+00,1.08E+00,12,2.346352974,222,1.361727836,23,-2.521087361
0.001652,-2.781989957,0.00051682,-3.286660688,0.00027681,-3.56E+00,9.58E-07,-6.02E+00,1.28E+00,19,1.84509804,70,1.84509804,70,-2.085508753
2.48E-05,-4.605548319,0.00060816,-3.215982148,0.00078239,-3.11E+00,7.82E-05,-4.11E+00,1.23E+00,17,2.255272505,180,2.255272505,180,-1.89350313
0.00037601,-3.424800605,0.0001755,-3.755722879,0.00011019,-3.96E+00,8.96E-07,-6.05E+00,1.23E+00,17,2,100,2,100,-2.666290817
4.55E-21,-20.3419886,1.27E-05,-4.896196279,0.00018972,-3.72E+00,0.0012723,-2.90E+00,1.23E+00,17,2.477121255,300,2.477121255,300,-2.054762903
1.13E-10,-9.946921557,7.02E-06,-5.153662888,6.05E-05,-4.22E+00,0.00060496,-3.22E+00,1.04E+00,11,1.568201724,37,2.547774705,353,-2.629579441
0.0022813,-2.6418176,0.00071369,-3.146490388,0.00038225,-3.42E+00,1.32E-06,-5.88E+00,1.26E+00,18,1.84509804,70,1.84509804,70,-1.992294886
2.46E-05,-4.609064893,0.00060282,-3.219812347,0.00077552,-3.11E+00,7.75E-05,-4.11E+00,1.18E+00,15,2.255272505,180,2.255272505,180,-2.006048213
0.0078923,-2.102796415,0.0036836,-2.433727536,0.0023129,-2.64E+00,1.88E-05,-4.73E+00,8.45E-01,7,2,100,2,100,-2.114989524
3.09E-21,-20.51004152,8.65E-06,-5.062983893,0.0001288,-3.89E+00,0.00086377,-3.06E+00,8.45E-01,7,2.477121255,300,2.477121255,300,-2.99366234
9.06E-15,-14.0428718,0.00040814,-3.38919084,0.0018838,-2.72E+00,0.0011853,-2.93E+00,8.45E-01,7,2.506505032,321,2.382017043,241,-2.189176276
0.0031341,-2.503887151,0.00098049,-3.008556831,0.00052515,-3.28E+00,1.82E-06,-5.74E+00,1.26E+00,18,1.84509804,70,1.84509804,70,-1.854368585
0.0032044,-2.494253277,0.078502,-1.105119279,0.10099,-9.96E-01,0.010095,-2.00E+00,0.00E+00,1,2.255272505,180,2.255272505,180,-2.243531253
0.0014542,-2.83737586,0.00067873,-3.168302954,0.00042617,-3.37E+00,3.47E-06,-5.46E+00,1.30E+00,20,2,100,2,100,-1.93771893
8.78E-21,-20.05650548,2.46E-05,-4.609064893,0.00036627,-3.44E+00,0.0024564,-2.61E+00,8.45E-01,7,2.477121255,300,2.477121255,300,-2.539763871
